GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001EA,B24032_001MA,B24032_002EA,B24032_002MA,B24032_003EA,B24032_003MA,B24032_004MA,B24032_004EA,B24032_005MA,B24032_005EA,B24032_006MA,B24032_006EA,B24032_007EA,B24032_007MA,B24032_008EA,B24032_008MA,B24032_009MA,B24032_009EA,B24032_010MA,B24032_010EA,B24032_011MA,B24032_011EA,B24032_012EA,B24032_012MA,B24032_013MA,B24032_013EA,B24032_014MA,B24032_014EA,B24032_015MA,B24032_015EA,B24032_016EA,B24032_016MA,B24032_017MA,B24032_017EA,B24032_018EA,B24032_018MA,B24032_019EA,B24032_019MA,B24032_020MA,B24032_020EA,B24032_021EA,B24032_021MA,B24032_022MA,B24032_022EA,B24032_023EA,B24032_023MA,B24032_024EA,B24032_024MA,B24032_025MA,B24032_025EA,B24032_026MA,B24032_026EA,B24032_027EA,B24032_027MA,B24032_028MA,B24032_028EA,B24032_029EA,B24032_029MA,B24032_030EA,B24032_030MA,B24032_031MA,B24032_031EA,B24032_032EA,B24032_032MA,B24032_033EA,B24032_033MA,B24032_034EA,B24032_034MA,B24032_035EA,B24032_035MA,B24032_036MA,B24032_036EA,B24032_037MA,B24032_037EA,B24032_038MA,B24032_038EA,B24032_039EA,B24032_039MA,B24032_040EA,B24032_040MA,B24032_041MA,B24032_041EA,B24032_042MA,B24032_042EA,B24032_043EA,B24032_043MA,B24032_044MA,B24032_044EA,B24032_045EA,B24032_045MA,B24032_046EA,B24032_046MA,B24032_047MA,B24032_047EA,B24032_048MA,B24032_048EA,B24032_049EA,B24032_049MA,B24032_050EA,B24032_050MA,B24032_051EA,B24032_051MA,B24032_052MA,B24032_052EA,B24032_053MA,B24032_053EA,B24032_054EA,B24032_054MA,state
0400000US01,36246,481,36176,5696,25380,2268,73043,9506,30876,991,40784,735,42096,3459,22979,2228,48175,2370,42016,1560,61638,1534,47383,5023,51202,2088,62423,3470,35418,3047,40392,2845,71632,4139,92113,201459,21645,965,41980,2309,39655,3057,46661,2271,14066,1032,17588,3174,13526,1083,29776,2135,51325,1198,24970,518,25350,14719,17112,4866,41481,2578,30661,3008,26244,1102,26831,1355,15773,565,32453,4860,27171,2292,45587,3469,32800,4560,34369,2490,35498,1064,31124,2114,29176,2458,37167,3518,40378,23699,19045,1278,28507,1661,32322,3489,26825,563,10923,478,12267,3955,10846,470,15444,1430,40914,1291,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47341,2215,79187,5857,47546,17817,86576,6795,52329,11335,35732,12620,50719,11709,28640,4566,51530,2615,49876,3122,72180,21808,54935,13354,36993,7406,40692,5168,31024,18727,52417,12206,62063,8573,250001,-333333333,41531,3670,47354,4323,51361,10181,45392,4302,20765,3048,31291,6971,19984,2678,39035,8537,61019,5229,35060,1512,42374,8762,34167,10640,51932,9516,44200,14678,21320,7318,35794,17500,23058,2074,31511,8758,30358,8006,51647,12831,46558,6197,38147,3572,39264,3496,33281,8635,38946,3851,41240,4481,21387,10552,15454,5710,40213,2686,41610,3706,38993,4291,16536,2152,15708,6880,16673,2447,22042,3389,46763,4476,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"250,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,35916,394,37432,3702,27292,4528,61571,1761,31020,549,50698,1562,45861,3548,25381,764,42494,3304,38741,3592,67498,7040,42484,5235,49058,2829,57230,3681,35827,2068,36659,1431,65579,5352,72297,73258,22038,614,40285,1154,37182,1565,44951,4506,17269,953,24395,2969,16132,866,29972,1494,54076,2163,27334,372,18744,5351,13643,903,63106,11335,32486,6017,37198,3356,31924,3314,18146,1614,39100,2787,36465,1862,53847,3061,33133,4187,40553,738,42049,973,32120,3278,28991,1925,38052,3812,36157,11693,20931,1182,31327,467,32076,835,30917,563,13912,1044,15638,2101,13587,1056,15758,919,40490,1097,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,32470,709,31491,2513,25898,2428,61560,10837,30302,1684,35301,1125,46401,5077,25912,1163,48319,2872,46128,1615,61116,5565,51818,3563,41075,4835,51334,5906,31323,2021,29945,2824,53325,4580,32490,139417,21008,1822,40282,3306,36688,3418,42953,5868,14849,2555,19519,4123,12719,3074,26365,3011,41291,1326,24103,700,21773,6315,21013,2931,34452,9885,25950,2171,25936,1072,26486,1137,17164,802,32146,2942,31206,1796,44520,5399,31369,5054,29358,2271,30767,1214,23425,2637,25556,1982,31376,1961,47328,39972,20082,2757,29542,1578,32158,1315,27283,1397,11402,778,13443,1965,11140,878,17251,2532,31748,1577,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38354,456,21886,440,20931,445,61071,3995,32927,1413,49616,1240,40828,763,25689,511,44633,1924,39410,1769,80510,1841,63658,3201,56831,2213,71965,2346,40740,1124,50177,798,80624,803,72339,19583,23024,825,46565,658,46118,774,46999,997,20433,321,26425,1143,18816,586,26892,692,71763,833,29906,311,14223,789,13659,731,61571,10544,35928,2423,32499,1550,32688,2589,18908,625,40721,1053,35648,1142,68831,4597,50074,1468,41885,567,45860,967,35988,1097,38181,1597,49079,1676,52403,5199,21987,631,33832,736,35546,630,32735,794,15295,287,20468,613,14362,427,16882,322,49065,1348,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,41507,336,50478,2860,28343,2396,72787,6077,37426,1948,51640,1548,50535,2443,30029,2137,45260,2247,40923,1250,65807,6230,65158,4502,55743,2519,64652,5438,41115,2265,52033,1469,75828,3949,96170,6371,26485,1955,43948,2206,40464,1256,50145,3093,20992,730,23318,4324,20436,866,31194,1474,62145,2184,29616,668,37061,8820,21076,2799,57505,8238,35231,4068,38142,2971,37586,3342,19206,1559,40940,1746,37048,3502,50908,1257,41960,3188,39830,1599,40869,1513,36453,2675,33565,2732,46536,2325,52339,32944,21419,1169,31648,377,31041,856,31900,436,12405,678,15473,2800,12138,490,18070,1662,45580,1333,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50091,683,21713,3492,20922,4386,60336,28462,41726,765,64404,3929,50818,2143,27159,1367,53019,3085,45959,3620,87080,12367,65954,7901,91711,6752,101940,1852,47217,6511,52608,3908,87824,7158,101350,3352,25088,1422,51474,1593,52688,3405,50111,5452,19384,1753,26315,6109,17558,1638,35743,2600,71169,2886,33665,1080,19005,6118,18194,3500,29353,45734,39778,2693,41484,1468,45267,4723,16952,1475,35629,5008,31475,3355,55896,17132,40388,3139,53362,2840,58110,5406,36657,2744,39781,2788,46883,2846,77649,13273,21739,2040,37201,723,42293,2447,35415,799,14085,1413,20379,3236,12966,1338,21906,906,61405,4075,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,41083,813,37018,18724,36739,21177,-666666666,-222222222,36465,4129,52403,5693,44106,6148,27408,5197,46693,5105,45417,4737,61360,11762,40553,3997,57621,6574,61388,7636,41048,22169,52194,5947,71201,4821,52212,93199,27024,5339,41655,2849,41365,4066,41871,7077,15138,2192,19846,10299,14569,2544,31037,5109,55473,4242,30778,545,26056,20262,26056,20262,-666666666,-222222222,37793,3062,50303,5817,48782,10925,15613,1849,35100,14049,33112,13333,52703,31876,36999,10903,44899,4389,46782,3688,25839,6471,31813,4004,41306,1420,60800,135407,20250,3645,33127,2619,39122,6048,31927,1506,15152,2131,22454,7270,13941,1714,16666,5110,39960,5596,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,56619,1767,100026,212516,92628,200961,-666666666,-222222222,40051,7716,73725,30733,50771,39399,22334,9237,46476,9235,45618,8703,93750,74407,66554,14012,78151,10035,80425,5196,68730,14677,76084,6586,82915,3682,-666666666,-222222222,28272,4259,46838,5763,47520,3815,42510,13234,25774,1954,33179,14807,25256,4907,47229,9256,91867,3272,49563,1778,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,38342,25204,61709,19660,43750,113588,19032,5304,55335,20021,56357,20128,-666666666,-222222222,56813,10626,60982,13223,76183,7647,51255,2473,56741,3309,65946,8039,-666666666,-222222222,26533,7751,40758,2376,43125,7413,39816,3314,19609,4357,34239,12146,16452,4264,47359,5538,77906,2275,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,-,**,**,-,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,32010,204,23814,1839,22276,1569,50199,13798,29345,1088,41450,702,41176,1177,24472,828,40001,2109,36633,983,59680,5642,46520,2725,44106,2735,51438,1189,34848,3664,35323,947,61287,879,63444,25817,24318,1184,41239,574,38674,1665,46495,1198,19750,654,25088,1406,17897,707,26397,758,50662,996,26219,200,15562,766,15506,748,54650,53775,27486,2299,29498,2545,32346,2287,18147,636,32117,1690,31320,1229,41255,3124,31800,827,36098,625,39416,1165,30139,1644,29106,1443,36583,960,42953,11835,20285,803,31341,341,34315,1388,30568,352,15301,429,20570,983,14296,553,16359,496,37104,733,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
