GEO_ID,B14004_001E,B14004_001M,B14004_002E,B14004_002M,B14004_003E,B14004_003M,B14004_004E,B14004_004M,B14004_005E,B14004_005M,B14004_006E,B14004_006M,B14004_007E,B14004_007M,B14004_008E,B14004_008M,B14004_009E,B14004_009M,B14004_010E,B14004_010M,B14004_011E,B14004_011M,B14004_012E,B14004_012M,B14004_013E,B14004_013M,B14004_014E,B14004_014M,B14004_015E,B14004_015M,B14004_016E,B14004_016M,B14004_017E,B14004_017M,B14004_018E,B14004_018M,B14004_019E,B14004_019M,B14004_020E,B14004_020M,B14004_021E,B14004_021M,B14004_022E,B14004_022M,B14004_023E,B14004_023M,B14004_024E,B14004_024M,B14004_025E,B14004_025M,B14004_026E,B14004_026M,B14004_027E,B14004_027M,B14004_028E,B14004_028M,B14004_029E,B14004_029M,B14004_030E,B14004_030M,B14004_031E,B14004_031M,B14004_032E,B14004_032M,B14004_033E,B14004_033M,NAME,B14004_001MA,B14004_001EA,B14004_002EA,B14004_002MA,B14004_003MA,B14004_003EA,B14004_004MA,B14004_004EA,B14004_005EA,B14004_005MA,B14004_006MA,B14004_006EA,B14004_007MA,B14004_007EA,B14004_008EA,B14004_008MA,B14004_009MA,B14004_009EA,B14004_010MA,B14004_010EA,B14004_011MA,B14004_011EA,B14004_012MA,B14004_012EA,B14004_013EA,B14004_013MA,B14004_014EA,B14004_014MA,B14004_015MA,B14004_015EA,B14004_016MA,B14004_016EA,B14004_017MA,B14004_017EA,B14004_018EA,B14004_018MA,B14004_019EA,B14004_019MA,B14004_020MA,B14004_020EA,B14004_021EA,B14004_021MA,B14004_022MA,B14004_022EA,B14004_023EA,B14004_023MA,B14004_024EA,B14004_024MA,B14004_025EA,B14004_025MA,B14004_026EA,B14004_026MA,B14004_027MA,B14004_027EA,B14004_028MA,B14004_028EA,B14004_029EA,B14004_029MA,B14004_030EA,B14004_030MA,B14004_031EA,B14004_031MA,B14004_032EA,B14004_032MA,B14004_033EA,B14004_033MA,state
0400000US01,3910998,3826,1870698,4613,119146,5672,524,333,76272,4304,25832,2567,16518,1968,19036,2112,157,140,10417,1554,3719,997,4743,900,1732516,7572,92920,2218,165297,6538,274304,5024,1199995,4345,2040300,3552,149846,5925,670,371,88671,3894,32567,3201,27938,2594,29519,3514,103,170,15665,2474,6294,1458,7457,1551,1860935,7373,92793,2553,142062,4787,270057,5605,1356023,4026,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,576379,1408,304721,1723,20445,2634,0,147,10190,1990,6447,1348,3808,886,4307,1819,0,147,931,599,2574,1296,802,532,279969,3228,15762,1377,36103,2262,52376,1942,175728,1713,271658,1627,22986,2538,7,13,9227,1228,6603,1249,7149,1570,4650,1337,0,147,1678,917,1094,558,1878,781,244022,3295,13844,1429,25978,1775,44914,2003,159286,2152,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5281089,1395,2609804,1840,180055,7638,759,465,103165,5411,45533,4003,30598,2950,32785,3998,37,62,13384,3128,9486,1483,9878,1374,2396964,7927,136854,1373,228630,5539,398328,4530,1633152,3642,2671285,1773,211277,7505,1452,503,117142,5162,47652,3471,45031,4013,42610,3489,154,168,12234,2060,14072,2139,16150,2057,2417398,7863,131171,1606,191370,5489,365869,4261,1728988,4166,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2363879,3205,1151058,3436,71374,4841,124,122,43418,3507,16261,2369,11571,1877,16049,2813,0,192,9235,1960,3657,1506,3157,971,1063635,6726,60399,2413,94686,4332,173510,4959,735040,4317,1212821,3585,93292,4707,500,321,51577,3564,23425,2625,17790,1824,14508,2070,159,164,7329,1629,3054,974,3966,1177,1105021,6234,54946,2247,81003,3806,163946,3600,805126,4035,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30732852,3548,15182718,4293,1181892,18889,8744,1503,754453,13580,267540,9612,151155,6352,287481,9529,847,341,128668,7127,91912,5181,66054,3800,13713345,18290,798618,2685,1194404,12723,2512541,11401,9207782,7630,15550134,4157,1345340,18182,11823,1835,807932,13354,301588,8863,223997,6943,363315,9880,1391,574,167002,6880,102017,5226,92905,4622,13841479,19960,753092,3758,958646,12829,2306974,10560,9822767,8996,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4224677,3383,2110584,2715,153931,6418,889,563,89818,4647,39785,3425,23439,2414,31011,2633,36,61,10446,1489,9808,1644,10721,1859,1925642,6865,98477,1830,169618,5193,351242,4048,1306305,4082,2114093,3401,172647,5663,394,263,91894,4616,45505,3362,34854,2796,44466,3859,30,58,18165,2710,11211,1769,15060,1924,1896980,6631,97809,2087,132866,4577,319109,4204,1347196,4333,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2955331,1273,1426766,2000,76353,3703,613,481,49301,2712,15557,2116,10882,1606,42950,4186,229,255,24892,2821,10502,2080,7327,1420,1307463,5856,73529,1150,104452,3498,193802,3347,935680,2650,1528565,1350,93788,4459,959,482,55716,3618,20896,2255,16217,2230,58459,3391,126,146,35491,2567,10560,1481,12282,1558,1376318,4897,69137,758,75571,3602,187832,3161,1043778,3089,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,754812,623,361111,1047,20716,2029,76,134,13226,1377,4328,1155,3086,860,7470,1374,0,189,3764,1088,2016,673,1690,499,332925,2633,16617,704,29262,1606,52842,1502,234204,1278,393701,1004,30642,2310,215,224,18165,1690,5341,1342,6921,1337,9689,1855,69,124,4201,1298,3256,993,2163,665,353370,2578,15774,765,23713,1826,51256,1855,262627,1627,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,550110,307,257524,580,8198,1544,34,79,2811,862,3369,1233,1984,725,24203,2272,280,284,15297,1578,6613,1264,2013,693,225123,2565,7092,478,20148,1695,57115,1611,140768,1072,292586,512,13853,2102,70,119,5708,1407,3969,1128,4106,1098,30558,2524,182,170,18809,1917,8485,1389,3082,1100,248175,3059,7535,465,19130,1656,65195,1964,156315,1654,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16226496,3939,7863088,4676,444120,13439,2620,979,262650,9340,110368,6811,68482,5021,145331,7531,527,337,67590,5158,38266,4325,38948,3231,7273637,15551,360590,3548,591136,10319,1084966,8845,5236945,7217,8363408,4668,580729,14370,5593,1547,331546,9547,133691,6739,109899,6284,191324,8076,583,300,70097,5296,56174,4373,64470,3921,7591355,15820,332453,4043,474115,9673,1011921,8321,5772866,9285,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
