GEO_ID,B17004_001E,B17004_001M,B17004_002E,B17004_002M,B17004_003E,B17004_003M,B17004_004E,B17004_004M,B17004_005E,B17004_005M,B17004_006E,B17004_006M,B17004_007E,B17004_007M,B17004_008E,B17004_008M,B17004_009E,B17004_009M,B17004_010E,B17004_010M,B17004_011E,B17004_011M,B17004_012E,B17004_012M,B17004_013E,B17004_013M,B17004_014E,B17004_014M,B17004_015E,B17004_015M,B17004_016E,B17004_016M,B17004_017E,B17004_017M,B17004_018E,B17004_018M,B17004_019E,B17004_019M,NAME,B17004_001MA,B17004_001EA,B17004_002MA,B17004_002EA,B17004_003MA,B17004_003EA,B17004_004EA,B17004_004MA,B17004_005EA,B17004_005MA,B17004_006MA,B17004_006EA,B17004_007MA,B17004_007EA,B17004_008MA,B17004_008EA,B17004_009EA,B17004_009MA,B17004_010EA,B17004_010MA,B17004_011MA,B17004_011EA,B17004_012MA,B17004_012EA,B17004_013EA,B17004_013MA,B17004_014MA,B17004_014EA,B17004_015EA,B17004_015MA,B17004_016EA,B17004_016MA,B17004_017MA,B17004_017EA,B17004_018EA,B17004_018MA,B17004_019EA,B17004_019MA,state
0400000US01,3741396,4915,614482,15056,246506,9168,24625,2837,73641,5633,148240,7036,367976,9480,31073,3728,97904,4689,238999,8275,3126914,15498,1529005,10358,793255,11428,280475,8607,455275,9187,1597909,10264,603023,11583,338098,8154,656788,9077,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,552524,1635,46446,3351,21806,2132,2070,499,9112,1236,10624,1415,24640,1900,972,379,10997,1328,12671,1525,506078,3498,266424,2833,139208,4356,79733,3221,47483,3058,239654,2391,100223,3632,75286,3186,64145,3532,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5067295,4159,829550,21558,368152,12569,47985,4332,113518,6222,206649,8689,461398,12694,32809,2935,128943,7085,299646,9912,4237745,21557,2102509,12205,1063068,12831,427534,11773,611907,10118,2135236,13278,790534,11972,498032,10748,846670,10155,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2252688,3544,381894,11550,163031,6878,20099,2597,49561,3654,93371,6013,218863,7801,18097,2267,64113,4263,136653,6668,1870794,11987,927591,6896,485789,7595,165925,6266,275877,6326,943203,8546,375658,7790,194032,7415,373513,7775,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29600864,9981,4434523,44019,1953597,23896,248695,8917,654622,16185,1050280,17269,2480926,27107,149865,6538,715584,14072,1615477,21484,25166341,44527,12557032,25310,6519956,32460,2818617,27103,3218459,20811,12609309,28289,4533336,28109,3286182,26392,4789791,23487,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4051137,4769,477160,14067,205955,8247,27573,2970,92398,5859,85984,5809,271205,8687,19701,2312,118070,6015,133434,6150,3573977,14585,1803767,8302,1019365,11827,417481,10021,366921,5802,1770210,9979,710306,9392,497007,11067,562897,9257,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2807147,2520,272699,10531,114077,6056,7453,1424,36385,3397,70239,4629,158622,6421,7956,1223,53357,4142,97309,5422,2534448,11251,1237007,6793,670858,9128,284230,8698,281919,6666,1297441,7121,501187,8796,366180,7791,430074,8691,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,719222,1357,78671,6461,32744,3937,3117,1011,11947,2544,17680,2098,45927,3796,2751,849,16497,2206,26679,2583,640551,6640,308440,4146,161166,4926,69379,3755,77895,2794,332111,3913,136179,4386,78018,3473,117914,3865,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,512341,893,88773,5802,36415,3245,1767,536,12616,1935,22032,2464,52358,3825,2953,1087,14087,2121,35318,3099,423568,5883,202289,3581,125032,3664,38524,2816,38733,2773,221279,3746,121143,4341,45893,3137,54243,2646,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15640093,8111,2386210,38842,1038698,21413,113681,6675,307058,11701,617959,14227,1347512,22932,100798,5379,371356,13172,875358,17048,13253883,40249,6465908,22669,3159537,25536,1267644,21048,2038727,20568,6787975,24839,2550617,23155,1468138,19295,2769220,23888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7540079,6638,1252676,23254,515470,13412,66234,4870,160051,7321,289185,9448,737206,16706,62508,5244,214949,10060,459749,12832,6287403,24049,3078435,14017,1707755,16456,567177,16052,803503,12672,3208968,16252,1315171,16880,727287,13314,1166510,16087,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
