GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002EA,B20017A_002MA,B20017A_003MA,B20017A_003EA,B20017A_004EA,B20017A_004MA,B20017A_005MA,B20017A_005EA,B20017A_006EA,B20017A_006MA,B20017A_007MA,B20017A_007EA,state
0400000US13,31420,206,37138,410,48081,1064,11032,357,25663,358,38520,806,10087,233,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,37480,2094,42889,3568,51818,1064,20265,1876,27439,2774,43184,3266,12202,1108,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25552,506,31491,505,41777,680,9875,776,20132,597,31648,706,9055,484,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,34200,480,41588,223,54791,869,11851,206,27287,263,41537,289,10851,151,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,30028,293,36415,350,47476,609,10029,358,22988,503,34986,515,9574,231,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30784,217,37126,423,46421,430,10073,396,24209,583,35934,393,9102,350,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,30509,275,36550,490,46613,657,10367,420,24538,583,36257,369,8907,379,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,27793,509,34100,1059,44183,1157,10279,323,22172,303,33665,807,9273,308,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,33904,1244,42843,1682,52032,502,12036,396,25381,542,36292,531,9484,457,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27695,780,32052,516,44312,1835,11003,466,23489,804,35601,683,10595,399,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,42411,371,51115,407,65154,1080,12049,410,35926,493,51628,466,11965,353,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,40179,256,48383,1056,62354,611,12149,347,31912,288,50859,359,12255,237,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,29265,377,35975,309,50613,284,10506,172,22614,409,38084,507,9998,207,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,35059,255,41365,236,52191,250,11425,297,28289,477,41803,256,11205,199,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30320,288,35726,593,43783,1953,10322,589,23820,909,34703,1745,8466,562,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,29659,379,34485,849,45701,519,10639,295,24065,455,35405,340,9288,338,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25816,486,31416,556,44051,2118,10750,460,21465,517,31648,723,9988,656,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,30039,428,36249,470,46061,593,8721,594,23597,632,34813,895,9407,477,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30955,325,35604,592,48692,1839,13978,854,26578,505,37271,973,12112,457,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,34873,1030,41470,659,53661,2020,10776,407,28700,1345,41867,663,11284,403,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41090,305,50985,330,65364,720,12858,594,31943,347,50458,455,12173,178,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27104,590,32179,595,45416,1318,9863,679,22199,590,36347,940,9644,523,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,37214,247,43512,919,57487,790,11981,238,31335,214,47071,410,11664,134,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,30787,171,35909,349,46553,433,10940,273,25690,303,36999,326,10304,231,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,32233,455,40803,662,50316,707,10868,756,25911,660,35335,854,10474,553,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30568,151,37180,287,49246,656,10126,193,24057,379,37125,356,9871,161,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30179,215,36259,432,45871,649,10922,314,23381,442,32210,258,9084,360,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27647,614,32347,522,47512,1084,11536,365,23587,668,38928,1209,10865,318,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31979,129,40311,182,51116,202,10819,195,25926,234,39535,553,10121,132,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35250,909,41455,752,56082,1797,11356,637,29158,1917,44984,2103,11623,558,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,30439,272,35339,617,46128,728,9648,518,25224,540,35997,498,9738,407,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28202,978,35539,570,42210,698,10029,1008,22437,635,31269,465,9269,599,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,28838,552,33055,1122,43692,1065,10217,336,23970,549,35411,376,9268,322,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,30675,139,36540,274,48154,609,11004,173,24130,308,36592,279,9188,176,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,28155,785,38069,1253,51658,463,10201,548,19807,638,35908,505,8184,353,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,30106,846,32660,1666,46291,1048,10277,659,25813,795,38695,1947,11124,444,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,36382,315,43365,931,56295,674,11461,355,29503,709,43206,738,10770,183,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,34996,520,41766,364,55387,604,12371,408,28147,777,42519,782,11743,197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,27131,509,34853,1448,45400,1229,9157,733,21643,384,31213,599,8449,471,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30899,177,37034,315,48024,618,10404,246,25291,282,37764,613,10536,170,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31431,573,40846,1407,52639,2506,11774,630,24271,1327,36015,1749,8969,1197,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17104,226,17003,264,22627,632,7597,350,17233,359,23352,490,8073,332,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
