GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,NAME,C24040_001MA,C24040_001EA,C24040_002EA,C24040_002MA,C24040_003EA,C24040_003MA,C24040_004EA,C24040_004MA,C24040_005EA,C24040_005MA,C24040_006EA,C24040_006MA,C24040_007MA,C24040_007EA,C24040_008MA,C24040_008EA,C24040_009EA,C24040_009MA,C24040_010EA,C24040_010MA,C24040_011EA,C24040_011MA,C24040_012MA,C24040_012EA,C24040_013EA,C24040_013MA,C24040_014EA,C24040_014MA,C24040_015EA,C24040_015MA,C24040_016MA,C24040_016EA,C24040_017EA,C24040_017MA,C24040_018MA,C24040_018EA,C24040_019MA,C24040_019EA,C24040_020EA,C24040_020MA,C24040_021EA,C24040_021MA,C24040_022EA,C24040_022MA,C24040_023MA,C24040_023EA,C24040_024EA,C24040_024MA,C24040_025EA,C24040_025MA,C24040_026EA,C24040_026MA,C24040_027EA,C24040_027MA,C24040_028EA,C24040_028MA,C24040_029MA,C24040_029EA,C24040_030EA,C24040_030MA,C24040_031EA,C24040_031MA,C24040_032EA,C24040_032MA,C24040_033EA,C24040_033MA,C24040_034MA,C24040_034EA,C24040_035EA,C24040_035MA,C24040_036EA,C24040_036MA,C24040_037EA,C24040_037MA,C24040_038EA,C24040_038MA,C24040_039EA,C24040_039MA,C24040_040MA,C24040_040EA,C24040_041MA,C24040_041EA,C24040_042EA,C24040_042MA,C24040_043EA,C24040_043MA,C24040_044MA,C24040_044EA,C24040_045EA,C24040_045MA,C24040_046MA,C24040_046EA,C24040_047MA,C24040_047EA,C24040_048EA,C24040_048MA,C24040_049EA,C24040_049MA,C24040_050EA,C24040_050MA,C24040_051MA,C24040_051EA,C24040_052MA,C24040_052EA,C24040_053EA,C24040_053MA,C24040_054EA,C24040_054MA,C24040_055EA,C24040_055MA,state
0400000US01,1433940,16795,805052,11471,23804,2886,14645,2493,9159,1641,81014,5434,184513,6837,32231,3009,78421,4957,65281,3568,44466,3030,20815,1997,14827,1671,33848,3135,22687,2490,11161,1723,81727,4976,47869,3479,228,187,33630,3607,80563,4647,38810,3402,41753,3173,35627,3891,6268,1200,29359,3651,36095,3288,57101,4097,628888,11337,4212,1149,2950,980,1262,600,10524,1967,64300,3791,7353,1319,66822,4398,15872,1967,9776,1472,6096,1242,12545,1760,56859,3907,46816,3519,10043,1966,48671,3688,32629,2685,489,427,15553,2296,236436,7860,84990,5902,151446,5533,36846,3315,4488,1116,32358,3099,25194,2434,43254,3452,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,230313,6044,131088,4457,10183,1535,3103,794,7080,1423,15209,2003,7361,1351,3551,1116,14096,1958,13939,1911,11601,1792,2338,587,2984,854,4056,1164,2126,712,1930,894,13050,2053,9219,1850,103,129,3728,1109,15372,1682,6059,1035,9313,1365,9754,1910,1389,481,8365,1757,4257,948,17276,2071,99225,3710,2176,571,735,276,1441,521,1829,748,1840,475,1297,527,10709,1842,4535,962,4056,897,479,288,1924,519,7182,1452,5698,1305,1484,632,9409,1578,7995,1424,88,113,1326,526,35071,2624,11024,1642,24047,2168,6145,1674,2107,909,4038,1202,4046,1155,13062,1574,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1913642,16973,1096823,11111,27985,3009,14392,2170,13593,2194,119913,5560,132009,6276,37005,3602,118191,5918,80795,4450,60212,4213,20583,2316,22618,3060,77839,4550,52334,3397,25505,2239,148148,6592,77605,4761,956,538,69587,4514,126075,5740,57905,3838,68170,4322,81368,5447,22143,2513,59225,4800,45956,3828,78921,4850,816819,12103,5193,1214,2640,962,2553,870,13500,1972,48713,4105,14988,2016,85049,5087,26098,2760,20986,2639,5112,997,14077,2135,93719,4596,71822,4073,21897,2392,82638,5147,49242,3815,505,274,32891,3429,276771,8323,97324,4881,179447,6824,66489,4279,15477,2427,51012,3997,33039,3181,56545,3886,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,889913,10968,500000,7629,23660,2600,16027,2028,7633,1584,54269,3564,103963,4353,18872,2644,60034,3477,45746,3228,34768,2904,10978,1375,10223,1889,19813,2463,12447,1791,7366,1677,37667,2946,18251,1964,335,212,19081,2256,53488,3403,27131,2890,26357,2497,24784,3768,6359,1635,18425,3207,21938,3276,25543,2104,389913,8153,2664,862,2132,736,532,364,5685,1364,40307,2520,6288,1166,48279,3382,13017,1950,9827,1570,3190,907,6965,1368,26682,2224,21885,2307,4797,1167,24888,2789,15073,2023,766,506,9049,1933,156464,5690,54920,3294,101544,4671,21428,2391,2614,797,18814,2300,14578,2113,22668,2618,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11314749,48588,6668377,34483,195578,7918,171933,7215,23645,2619,611285,13325,977472,15631,296966,8684,653900,16111,481855,10480,385669,9864,96186,4481,240393,8135,401535,11391,251868,8030,149667,6508,991297,17452,625653,13592,3218,733,362426,11649,675079,13639,283454,9720,391625,10096,497344,12789,138216,7318,359128,10060,290874,10995,354799,9058,4646372,28733,47238,3650,43697,3575,3541,991,64299,4206,414019,10707,125883,4917,458535,12843,131123,5563,101495,5091,29628,2914,133971,5817,432506,10039,308864,9060,123642,6237,542183,11556,387580,9384,4797,1137,149806,6498,1444824,18247,438688,9831,1006136,16454,344607,11075,88007,5240,256600,9551,228696,8350,278488,8494,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1743702,15747,1020786,12179,41115,3040,16669,1873,24446,2511,116929,5667,113445,5827,39986,3514,101407,5845,71463,4093,55256,3676,16207,1822,38244,3006,70138,4143,44779,3234,25359,2566,149930,5468,101181,4494,1376,545,47373,4202,98932,4377,50098,3206,48834,2945,73509,4949,19441,1998,54068,4497,41843,3664,63845,3639,722916,9838,10192,1542,4455,966,5737,1195,12459,1706,40850,3067,15554,1845,73026,4675,21791,2846,16326,2485,5465,1272,22607,2327,74193,4429,55693,3442,18500,2428,94839,4788,65809,3775,790,527,28240,2742,228212,6680,82976,4589,145236,4913,53279,3780,13275,1623,40004,3443,32619,2927,43295,2917,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1177261,12461,671883,9237,3662,942,3256,917,406,291,61673,4247,117024,5717,28161,2782,65302,4303,33979,3288,24665,2642,9314,1633,16611,2087,74582,4169,60851,3703,13731,2073,93514,5609,59454,3751,1417,510,32643,4190,78604,4195,38064,2854,40540,3176,39682,3466,12886,2131,26796,2810,26989,2837,32100,2810,505378,8762,926,484,805,484,121,108,4751,1002,48192,3536,10150,1328,37387,3486,10039,1501,7519,1330,2520,720,10924,1559,58594,4570,49884,4015,8710,1533,55046,4069,38111,3030,963,404,15972,2466,195698,6792,67357,4285,128341,5982,27957,2350,8741,1583,19216,2429,22203,2220,23511,2549,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,297467,6645,160331,4597,1973,845,1929,831,44,71,14716,2121,22911,2485,4169,1011,18680,2286,13792,2254,10764,1948,3028,932,2279,585,14385,2038,11775,1859,2610,861,17285,2013,10892,1629,375,221,6018,1380,22523,2590,10870,1490,11653,1906,8921,1812,2166,616,6755,1656,7183,1317,11514,1808,137136,4176,229,181,229,181,0,189,1221,514,9835,1459,1485,515,10539,1507,2926,937,2130,849,796,406,1539,587,20493,2118,18544,2145,1949,658,13336,1673,9516,1576,93,109,3727,1072,52035,3823,16532,1995,35503,3307,9365,1653,2320,922,7045,1287,4916,1291,9217,1598,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248040,5618,124819,3618,162,166,87,104,75,126,4583,1319,1800,480,895,473,5802,1298,4833,1178,4596,1169,237,175,4753,1105,7203,1321,3874,996,3329,924,34026,2495,29467,2306,0,203,4559,1159,16360,2060,9722,1818,6638,1227,10181,1814,3016,1094,7165,1545,9553,1321,24668,2407,123221,4331,32,53,32,53,0,203,774,468,1962,1105,345,267,3938,1020,2140,884,2073,842,67,108,4374,1039,6485,1363,3839,1119,2646,760,29090,2521,24158,2194,0,203,4932,1204,28621,2497,10522,1432,18099,2031,7124,1492,2444,743,4680,1279,12637,1750,25699,2489,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5850974,32906,3223416,24655,42938,4469,37204,4191,5734,1398,369421,14092,262100,9109,143272,7735,376450,11801,258490,9325,210626,8928,47864,3871,87992,5773,240099,9419,147969,7124,92130,5820,463448,13623,235558,9231,2321,828,225569,9607,328967,11455,137176,6660,191791,8751,302307,10359,91705,6440,210602,9074,154132,7437,193800,6777,2627558,23207,12465,1828,12134,1803,331,221,40644,3910,99393,5410,58320,4870,301410,10659,79602,5268,68028,5053,11574,1833,52397,4342,277545,9252,200608,7870,76937,4754,288757,11016,175628,7858,2121,711,111008,6835,906160,15786,287232,9442,618928,13405,234325,10460,54097,4913,180228,9324,131263,6475,145277,7316,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
