GEO_ID,B27023_001E,B27023_001M,B27023_002E,B27023_002M,B27023_003E,B27023_003M,B27023_004E,B27023_004M,B27023_005E,B27023_005M,B27023_006E,B27023_006M,B27023_007E,B27023_007M,B27023_008E,B27023_008M,B27023_009E,B27023_009M,B27023_010E,B27023_010M,B27023_011E,B27023_011M,B27023_012E,B27023_012M,B27023_013E,B27023_013M,B27023_014E,B27023_014M,B27023_015E,B27023_015M,NAME,B27023_001MA,B27023_001EA,B27023_002EA,B27023_002MA,B27023_003EA,B27023_003MA,B27023_004EA,B27023_004MA,B27023_005EA,B27023_005MA,B27023_006EA,B27023_006MA,B27023_007MA,B27023_007EA,B27023_008MA,B27023_008EA,B27023_009EA,B27023_009MA,B27023_010MA,B27023_010EA,B27023_011MA,B27023_011EA,B27023_012EA,B27023_012MA,B27023_013MA,B27023_013EA,B27023_014EA,B27023_014MA,B27023_015MA,B27023_015EA,state
0400000US22,466089,7046,227668,5179,77170,5308,57828,4756,19342,2742,150498,5216,71174,4801,79324,4630,238421,4656,97207,5331,69517,4741,27690,2748,141214,5696,64418,4170,76796,4541,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,111367,2418,57478,1703,21229,2107,16245,1790,4984,1092,36249,2576,19522,1923,16727,1974,53889,1615,25553,1908,17443,1699,8110,1504,28336,1833,13362,1728,14974,1851,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,545840,6744,274017,5053,114351,4392,94950,4294,19401,2304,159666,5255,107038,4831,52628,4276,271823,4837,128600,5705,102840,4871,25760,3031,143223,5700,97261,5115,45962,3762,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,685415,6825,336877,4816,160613,5117,137856,4563,22757,2541,176264,6754,121634,5988,54630,4194,348538,4744,195152,5629,163408,5526,31744,2944,153386,5796,102072,4750,51314,4158,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,974018,7039,487176,4571,211889,6753,168151,6540,43738,3692,275287,7642,160945,5946,114342,5182,486842,4926,229820,6321,172218,6057,57602,3956,257022,6372,139359,5240,117663,4732,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,499549,5997,252738,4134,95382,3940,77811,3946,17571,1762,157356,4753,104648,4585,52708,3101,246811,4280,121107,4341,96929,4003,24178,2371,125704,4877,81355,4132,44349,3329,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,300804,6907,145898,4618,54131,4299,36476,3023,17655,2909,91767,4720,47187,3970,44580,3346,154906,4723,74589,4120,50539,3729,24050,2435,80317,4536,37898,4015,42419,3843,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,583229,7109,287908,5082,109701,4994,90884,4622,18817,2600,178207,5532,104836,4593,73371,4843,295321,5313,130232,5022,104035,4568,26197,2843,165089,5740,95210,4275,69879,4234,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,95893,2715,48854,1799,18743,2337,15285,2210,3458,1134,30111,2635,16185,1936,13926,1854,47039,1931,19066,2019,16396,1976,2670,798,27973,2086,15362,1696,12611,1691,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,182540,3470,91513,2649,41344,2844,34427,2677,6917,1258,50169,3099,33659,2686,16510,2079,91027,2298,46787,2615,38577,2496,8210,1684,44240,2798,28693,2366,15547,1845,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,250545,4721,128630,3522,38830,3079,28660,2641,10170,2099,89800,4292,50233,3900,39567,2920,121915,2682,44179,3132,32833,2527,11346,1840,77736,3484,41601,2976,36135,3181,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,122641,3402,61708,2009,27354,2711,22646,2605,4708,1402,34354,2500,23047,1998,11307,1647,60933,2451,28493,2312,23783,2272,4710,1239,32440,2624,22001,2628,10439,1399,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,778125,6671,402015,5055,173216,5132,136877,4463,36339,3225,228799,6247,139733,4821,89066,4968,376110,4845,182066,6392,142015,5811,40051,3873,194044,6548,119592,5660,74452,4494,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,200644,4220,101990,3196,37789,3445,23846,2804,13943,2305,64201,3941,28259,2933,35942,3241,98654,2757,43316,3051,24415,2140,18901,2549,55338,3196,22372,2972,32966,3121,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1992635,11659,996808,8189,423997,7934,302370,6888,121627,6539,572811,8767,322806,8513,250005,8208,995827,8249,491365,8691,358511,8566,132854,6689,504462,9926,287761,7937,216701,7996,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,929144,9188,460549,6473,177861,6098,133908,5623,43953,3893,282688,8320,144229,6349,138459,6589,468595,5957,210044,6573,159302,5815,50742,4078,258551,7625,136118,6279,122433,5317,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,90761,2926,47179,2023,20141,1987,17432,1880,2709,781,27038,2270,20574,2023,6464,1429,43582,1776,19126,1791,16612,1624,2514,719,24456,1842,17207,1709,7249,1311,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1083546,8967,543155,5714,216298,7045,181676,6709,34622,2693,326857,7708,195339,7473,131518,5700,540391,6218,242644,5865,190685,4933,51959,3778,297747,7284,161505,5354,136242,6014,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,377202,5344,188945,3563,64978,3328,50209,3029,14769,1491,123967,4182,63905,3533,60062,2943,188257,3652,74471,3514,55329,3208,19142,1927,113786,4032,56378,3397,57408,3243,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,366662,5265,183241,4204,71239,4061,54370,4045,16869,2298,112002,5565,58371,4450,53631,4235,183421,3939,78388,3895,55847,3303,22541,2702,105033,4338,56866,4292,48167,4163,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1218841,8617,609078,5993,248984,7400,212529,6763,36455,2779,360094,8422,235085,7740,125009,5252,609763,6500,281316,7608,232383,7360,48933,3239,328447,7264,194931,6251,133516,5077,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,114110,2800,57182,2071,27370,2420,22692,2226,4678,1345,29812,2240,20280,1986,9532,1409,56928,2058,30517,2455,25412,2261,5105,1283,26411,2166,16285,1898,10126,1725,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,465118,6590,231929,4465,87512,4955,68898,4449,18614,2765,144417,5536,78387,4908,66030,4942,233189,4864,107330,5178,77925,4487,29405,3118,125859,5082,64186,4416,61673,4346,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,83196,2523,42501,1705,15953,1924,14212,1772,1741,612,26548,1797,17297,1714,9251,1388,40695,1694,19592,1652,17004,1648,2588,640,21103,1573,12884,1266,8219,1244,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,614716,7863,307939,5533,111045,6557,88701,5580,22344,3189,196894,7365,107989,5507,88905,4881,306777,5350,122632,6462,94916,5620,27716,3097,184145,5976,95902,4942,88243,4405,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2635802,15311,1332253,10994,487741,10791,321762,9025,165979,7734,844512,13859,396820,11161,447692,12559,1303549,10397,543486,13023,358658,10584,184828,7952,760063,14053,351852,11723,408211,11344,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,318980,4671,157082,3467,64162,4053,53297,3428,10865,2192,92920,4185,61285,3436,31635,3059,161898,2805,72213,3602,60766,3533,11447,1660,89685,4412,61436,3797,28249,2513,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,63615,1744,32344,1301,13929,1497,12198,1383,1731,727,18415,1683,10618,1383,7797,1358,31271,1207,15007,1275,12542,1281,2465,676,16264,1278,9557,1269,6707,1257,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,781696,9125,381889,7071,158826,6008,132032,5879,26794,3126,223063,6625,145330,5448,77733,4488,399807,5780,187922,6426,152204,5810,35718,3072,211885,5839,133064,4635,78821,4610,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,648910,7813,331944,5495,119242,5773,90665,4696,28577,3147,212702,5720,122911,5308,89791,5208,316966,4807,129074,5219,95252,4024,33822,3500,187892,6065,117260,5975,70632,4520,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,166229,3599,82789,2387,30381,2544,24353,2432,6028,1326,52408,2947,27080,2529,25328,2391,83440,2677,34743,2532,27029,2528,7714,1318,48697,2504,21848,2044,26849,2378,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,537495,5298,271825,4209,113693,4377,94163,4677,19530,2331,158132,4601,100259,3728,57873,3544,265670,3915,131823,3976,107421,4252,24402,1804,133847,4362,80054,3802,53793,3455,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56617,2711,28764,1788,9495,1214,7234,1015,2261,730,19269,1894,12378,1607,6891,1754,27853,1778,12077,1885,9812,1664,2265,934,15776,2087,9791,1790,5985,1364,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,366308,5815,180469,3842,73996,3993,42689,3482,31307,2787,106473,4031,28022,2717,78451,4106,185839,3390,97775,4227,50105,4537,47670,3032,88064,3868,20151,2103,67913,3729,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
