GEO_ID,B25096_001E,B25096_001M,B25096_002E,B25096_002M,B25096_003E,B25096_003M,B25096_004E,B25096_004M,B25096_005E,B25096_005M,B25096_006E,B25096_006M,B25096_007E,B25096_007M,B25096_008E,B25096_008M,B25096_009E,B25096_009M,B25096_010E,B25096_010M,B25096_011E,B25096_011M,B25096_012E,B25096_012M,B25096_013E,B25096_013M,B25096_014E,B25096_014M,B25096_015E,B25096_015M,B25096_016E,B25096_016M,B25096_017E,B25096_017M,NAME,B25096_001MA,B25096_001EA,B25096_002EA,B25096_002MA,B25096_003MA,B25096_003EA,B25096_004MA,B25096_004EA,B25096_005MA,B25096_005EA,B25096_006EA,B25096_006MA,B25096_007MA,B25096_007EA,B25096_008MA,B25096_008EA,B25096_009MA,B25096_009EA,B25096_010MA,B25096_010EA,B25096_011EA,B25096_011MA,B25096_012EA,B25096_012MA,B25096_013MA,B25096_013EA,B25096_014MA,B25096_014EA,B25096_015EA,B25096_015MA,B25096_016EA,B25096_016MA,B25096_017MA,B25096_017EA,state
0400000US18,1712020,11961,1144762,10514,86202,3691,295634,6745,298435,7617,195545,6462,162706,5147,81053,4044,25187,2187,567258,8765,119154,4821,150163,5677,119657,4125,79616,4271,59894,2966,27143,2175,11631,1473,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,875362,8231,535434,7123,41125,2409,128961,4144,130044,4051,99230,3849,84064,4046,41874,2795,10136,1353,339928,5730,62626,2822,87260,3285,70050,3048,51478,2549,43038,2142,17187,1690,8289,1134,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,735737,7229,444794,6546,39070,2297,95109,4130,93121,3829,87276,4233,76396,3510,40852,2416,12970,1467,290943,5658,68652,2836,79536,3514,49205,2627,37718,2281,33361,2064,16618,1379,5853,1044,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1149308,10177,676847,10651,62925,3835,148366,5959,166191,5949,120771,4708,103941,5146,55634,2752,19019,1916,472461,8654,131024,4948,120366,5029,78239,3611,58335,3018,48564,2920,25146,1711,10787,1359,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1140052,11811,615525,10381,51212,2985,94782,4609,126153,5118,129590,5260,126337,5397,67147,3763,20304,2035,524527,10176,141109,5932,119007,5016,74845,3994,72699,3290,69055,3755,32826,2465,14986,1985,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,384237,5646,236223,5794,11894,1380,28984,2456,45911,3205,49086,2972,56559,2999,32734,2372,11055,1383,148014,4621,23001,1943,25999,2061,19456,1747,22954,1850,28514,2416,18014,1950,10076,1449,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436907,10973,1064385,10849,32767,2578,38167,2664,76613,4181,135035,6071,283649,8009,314200,7579,183954,5086,372522,6488,33002,2221,25142,1974,29982,2176,45567,2884,88764,3438,93278,3470,56787,3088,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1560809,13055,1096091,12763,30788,2456,16311,1626,53702,3517,104769,4282,265210,8481,392770,8279,232541,6486,464718,8657,27473,1971,11487,1576,21819,1999,46822,3092,107649,4016,149773,5070,99695,4118,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2703957,13324,1668979,13381,193655,5842,412138,9456,349404,7262,283097,6190,251429,6475,136122,4740,43134,2680,1034978,10630,280507,7268,257159,5526,171597,4780,132425,4229,110341,4115,56745,2737,26204,1953,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1516900,9427,1024416,9407,45047,2643,98057,3824,191065,5823,221937,5064,250918,6416,158382,4262,59010,3013,492484,6462,63103,2490,68797,2999,82713,3035,93689,3538,99717,3713,59148,2499,25317,1845,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,733101,8509,380070,7669,49968,3571,105562,5150,73790,4799,63858,4491,57146,3494,22231,2408,7515,1324,353031,7656,111274,4799,107711,4590,47124,3261,36533,3125,30723,2928,14220,1959,5446,1049,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1582412,10949,997093,10336,79551,3637,209895,6954,234796,6899,182537,5934,167279,4971,87538,4458,35497,2341,585319,8584,128151,4261,136488,5232,105751,4121,87695,4453,75187,3568,37759,2522,14288,1460,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,271719,4579,153850,3948,8593,1315,12021,1264,20648,1783,32579,2495,42983,2867,26677,2265,10349,1466,117869,3990,22406,1953,16353,1846,13376,1078,18355,2035,24018,2045,14463,1525,8898,1163,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,482452,6278,298441,5991,19719,1622,57884,3083,86808,3545,55219,3201,50517,2817,21295,1738,6999,951,184011,4006,36095,1939,43532,2474,40099,2230,26789,2026,22727,1808,10607,1250,4162,766,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,544455,7251,380750,6579,21488,1929,54888,3148,77189,3616,75069,4177,87009,4200,49958,2916,15149,1230,163705,5274,26934,2394,28309,2299,23994,2375,24012,2303,29225,2395,20244,2045,10987,1457,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,364255,5925,247501,5767,8860,1341,10012,1594,24613,2630,42848,3061,85818,4631,61996,3060,13354,1418,116754,4170,12774,1838,8603,1142,11554,1486,18199,1829,33592,2713,21175,1815,10857,1434,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2034223,13473,1404337,13678,43101,2800,36108,3660,79197,4095,146464,5968,356267,7596,463166,7860,280034,7413,629886,9435,43058,2261,30150,2832,41849,2270,66968,3563,142517,5400,188288,6058,117056,4976,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,511693,7543,290754,8189,17058,1913,35048,2963,59606,3735,63135,3727,64534,3840,34938,2558,16435,1949,220939,5720,54007,3339,38872,2529,30458,2285,31493,2341,37861,2597,18557,1920,9691,1371,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3873299,19890,2425130,15788,97656,3658,248523,6400,274903,7416,240410,7204,373587,8784,637983,11531,552068,9125,1448169,13424,157597,5748,191020,5685,158402,5471,134871,4803,181620,5998,303924,6655,320735,7322,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2414717,16856,1575578,16515,88215,4002,247292,7119,340626,9050,305019,6992,306143,7895,202848,5664,85435,3705,839139,12253,170424,6219,180373,5970,136923,4983,119150,4327,118830,4783,75481,3941,37958,2742,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,193389,3714,102470,3776,7033,875,15252,1482,19522,1982,19574,1873,26357,2515,12155,1675,2577,780,90919,3129,20254,1340,17977,1422,12013,1317,15029,1579,15408,1653,7761,951,2477,599,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3015795,17826,1950671,14156,134728,4633,489140,8756,473758,9772,347612,7277,307833,7405,147288,5246,50312,3188,1065124,12451,196510,5601,274514,7144,230871,6103,164149,5792,121344,3806,56827,3068,20909,1872,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,948540,8048,545484,7811,49066,2235,137875,4005,138027,3855,99106,4009,73629,2802,34974,2397,12807,1619,403056,6390,101448,3550,112863,3868,67660,2805,49372,2547,40330,2597,22376,1699,9007,1141,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,926930,9344,625278,9910,26147,2479,24652,2126,67274,3742,116181,5335,183833,5145,149174,5365,58017,3922,301652,7203,50884,3403,23903,2196,29339,2217,45304,3161,64978,3235,59984,3848,27260,2160,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3405170,15735,2078019,14241,122131,4103,317728,7327,362813,8553,375786,7780,458482,9516,320972,7488,120107,4985,1327151,12133,223649,6415,267585,6023,209741,5880,220378,6065,215879,5452,135385,4217,54534,2928,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,245409,4846,169107,5026,6130,1190,4874,1241,18787,2160,36897,2923,48939,2708,38011,2467,15469,1951,76302,3770,4515,922,3729,982,9228,1554,13704,1701,20225,2081,18254,2072,6647,986,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1223614,11969,732079,10997,54308,3932,129965,4857,164702,5963,133930,4723,127924,5990,81494,3972,39756,2773,491535,9281,126744,6003,114161,4724,70828,4347,64001,3516,58680,3423,35185,2650,21936,2272,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,222809,3636,126067,3111,9797,1168,20399,1914,31176,1937,27933,2184,21361,1970,11476,1293,3925,829,96742,2643,25978,1786,19834,1558,15436,1396,12888,1473,12647,1300,6929,1067,3030,772,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1652976,14369,1003052,13349,70193,4090,202904,5692,241315,8580,181047,6751,165936,6215,100686,4385,40971,2660,649924,10111,111674,4498,149994,5600,117744,4980,98182,4474,93300,5021,52188,3089,26842,2147,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5634317,28687,3334646,25522,208773,6985,678117,13103,787343,12311,587500,12518,563715,12468,351681,10018,157517,5423,2299671,22085,506426,11923,640901,10793,381586,9598,277153,7306,251425,8356,151304,4976,90876,4507,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,622572,6557,442912,6509,17826,1765,15101,1608,68092,3549,98485,4053,130738,4118,83867,3425,28803,2316,179660,4493,17321,1977,10653,1496,23050,1644,36711,2633,48220,2726,30287,2577,13418,1402,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,179791,3471,112832,2870,4244,879,6041,969,15427,1562,21618,1585,35028,2229,23126,1710,7348,881,66959,2568,6847,946,5155,831,8601,1013,10977,1263,17678,1360,12632,1266,5069,794,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2005192,18287,1413887,17897,51423,2733,81383,4319,152972,5823,212154,7878,315344,8785,351654,7351,248957,5735,591305,9078,85713,4304,77553,3569,72540,4121,81911,3948,107885,4168,95506,4148,70197,3741,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1638028,14592,1136878,13225,35498,2509,38802,3168,108721,4767,187734,6188,315940,8132,293349,6985,156834,5859,501150,10573,65968,3207,36012,2544,47024,3068,67279,3628,109179,4750,111355,4619,64333,3361,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,534266,6150,257534,5965,28506,2516,72989,3885,54726,3247,45818,3467,34280,2431,17168,1827,4047,827,276732,6429,80927,4581,77547,3747,41880,2991,35892,2768,27579,2258,8769,1265,4138,1007,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1537926,9764,1000484,8902,41262,2727,142592,4221,226947,5809,210452,5333,227405,5497,117636,4429,34190,2251,537442,6519,56866,2431,88138,2822,114948,3612,106400,3729,104913,4236,45547,2595,20630,1455,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,154699,3888,91945,3556,3814,804,5823,1043,12615,1611,21939,1952,26981,2288,15713,1714,5060,948,62754,2858,12824,1495,5090,883,7709,1203,10489,1229,12797,1465,10152,1147,3693,683,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,865343,7669,349616,6939,9351,1641,61855,3554,113966,5591,84622,4254,51460,3200,19350,2219,9012,1510,515727,6139,99947,4660,166034,5501,103834,4788,79151,4389,33721,2438,24998,2334,8042,1339,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
