B07001_089M,B07001_090E,B07001_090M,B07001_091E,B07001_091M,B07001_092E,B07001_092M,B07001_093E,B07001_093M,B07001_094E,B07001_094M,B07001_095E,B07001_095M,B07001_096E,B07001_096M,GEO_ID,B07001_001E,B07001_001M,B07001_002E,B07001_002M,B07001_003E,B07001_003M,B07001_004E,B07001_004M,B07001_005E,B07001_005M,B07001_006E,B07001_006M,B07001_007E,B07001_007M,B07001_008E,B07001_008M,B07001_009E,B07001_009M,B07001_010E,B07001_010M,B07001_011E,B07001_011M,B07001_012E,B07001_012M,B07001_013E,B07001_013M,B07001_014E,B07001_014M,B07001_015E,B07001_015M,B07001_016E,B07001_016M,B07001_017E,B07001_017M,B07001_018E,B07001_018M,B07001_019E,B07001_019M,B07001_020E,B07001_020M,B07001_021E,B07001_021M,B07001_022E,B07001_022M,B07001_023E,B07001_023M,B07001_024E,B07001_024M,B07001_025E,B07001_025M,B07001_026E,B07001_026M,B07001_027E,B07001_027M,B07001_028E,B07001_028M,B07001_029E,B07001_029M,B07001_030E,B07001_030M,B07001_031E,B07001_031M,B07001_032E,B07001_032M,B07001_033E,B07001_033M,B07001_034E,B07001_034M,B07001_035E,B07001_035M,B07001_036E,B07001_036M,B07001_037E,B07001_037M,B07001_038E,B07001_038M,B07001_039E,B07001_039M,B07001_040E,B07001_040M,B07001_041E,B07001_041M,B07001_042E,B07001_042M,B07001_043E,B07001_043M,B07001_044E,B07001_044M,B07001_045E,B07001_045M,B07001_046E,B07001_046M,B07001_047E,B07001_047M,B07001_048E,B07001_048M,B07001_049E,B07001_049M,B07001_050E,B07001_050M,B07001_051E,B07001_051M,B07001_052E,B07001_052M,B07001_053E,B07001_053M,B07001_054E,B07001_054M,B07001_055E,B07001_055M,B07001_056E,B07001_056M,B07001_057E,B07001_057M,B07001_058E,B07001_058M,B07001_059E,B07001_059M,B07001_060E,B07001_060M,B07001_061E,B07001_061M,B07001_062E,B07001_062M,B07001_063E,B07001_063M,B07001_064E,B07001_064M,B07001_065E,B07001_065M,B07001_066E,B07001_066M,B07001_067E,B07001_067M,B07001_068E,B07001_068M,B07001_069E,B07001_069M,B07001_070E,B07001_070M,B07001_071E,B07001_071M,B07001_072E,B07001_072M,B07001_073E,B07001_073M,B07001_074E,B07001_074M,B07001_075E,B07001_075M,B07001_076E,B07001_076M,B07001_077E,B07001_077M,B07001_078E,B07001_078M,B07001_079E,B07001_079M,B07001_080E,B07001_080M,B07001_081E,B07001_081M,B07001_082E,B07001_082M,B07001_083E,B07001_083M,B07001_084E,B07001_084M,B07001_085E,B07001_085M,B07001_086E,B07001_086M,B07001_087E,B07001_087M,B07001_088E,B07001_088M,B07001_089E,B07001_089MA,B07001_090MA,B07001_090EA,B07001_091MA,B07001_091EA,B07001_092EA,B07001_092MA,B07001_093MA,B07001_093EA,B07001_094MA,B07001_094EA,B07001_095MA,B07001_095EA,B07001_096EA,B07001_096MA,NAME,B07001_001MA,B07001_001EA,B07001_002EA,B07001_002MA,B07001_003EA,B07001_003MA,B07001_004EA,B07001_004MA,B07001_005MA,B07001_005EA,B07001_006EA,B07001_006MA,B07001_007MA,B07001_007EA,B07001_008EA,B07001_008MA,B07001_009EA,B07001_009MA,B07001_010EA,B07001_010MA,B07001_011MA,B07001_011EA,B07001_012EA,B07001_012MA,B07001_013MA,B07001_013EA,B07001_014EA,B07001_014MA,B07001_015EA,B07001_015MA,B07001_016MA,B07001_016EA,B07001_017MA,B07001_017EA,B07001_018EA,B07001_018MA,B07001_019EA,B07001_019MA,B07001_020MA,B07001_020EA,B07001_021EA,B07001_021MA,B07001_022EA,B07001_022MA,B07001_023MA,B07001_023EA,B07001_024EA,B07001_024MA,B07001_025EA,B07001_025MA,B07001_026EA,B07001_026MA,B07001_027MA,B07001_027EA,B07001_028EA,B07001_028MA,B07001_029MA,B07001_029EA,B07001_030EA,B07001_030MA,B07001_031EA,B07001_031MA,B07001_032MA,B07001_032EA,B07001_033MA,B07001_033EA,B07001_034MA,B07001_034EA,B07001_035EA,B07001_035MA,B07001_036MA,B07001_036EA,B07001_037EA,B07001_037MA,B07001_038MA,B07001_038EA,B07001_039MA,B07001_039EA,B07001_040MA,B07001_040EA,B07001_041EA,B07001_041MA,B07001_042MA,B07001_042EA,B07001_043EA,B07001_043MA,B07001_044MA,B07001_044EA,B07001_045MA,B07001_045EA,B07001_046MA,B07001_046EA,B07001_047EA,B07001_047MA,B07001_048EA,B07001_048MA,B07001_049MA,B07001_049EA,B07001_050EA,B07001_050MA,B07001_051EA,B07001_051MA,B07001_052EA,B07001_052MA,B07001_053EA,B07001_053MA,B07001_054EA,B07001_054MA,B07001_055MA,B07001_055EA,B07001_056MA,B07001_056EA,B07001_057EA,B07001_057MA,B07001_058MA,B07001_058EA,B07001_059EA,B07001_059MA,B07001_060MA,B07001_060EA,B07001_061MA,B07001_061EA,B07001_062EA,B07001_062MA,B07001_063EA,B07001_063MA,B07001_064EA,B07001_064MA,B07001_065EA,B07001_065MA,B07001_066MA,B07001_066EA,B07001_067MA,B07001_067EA,B07001_068EA,B07001_068MA,B07001_069MA,B07001_069EA,B07001_070EA,B07001_070MA,B07001_071MA,B07001_071EA,B07001_072MA,B07001_072EA,B07001_073MA,B07001_073EA,B07001_074EA,B07001_074MA,B07001_075MA,B07001_075EA,B07001_076EA,B07001_076MA,B07001_077EA,B07001_077MA,B07001_078MA,B07001_078EA,B07001_079EA,B07001_079MA,B07001_080EA,B07001_080MA,B07001_081EA,B07001_081MA,B07001_082MA,B07001_082EA,B07001_083EA,B07001_083MA,B07001_084MA,B07001_084EA,B07001_085EA,B07001_085MA,B07001_086EA,B07001_086MA,B07001_087EA,B07001_087MA,B07001_088MA,B07001_088EA,B07001_089EA,state
1533,2687,938,1910,691,1574,601,1294,655,1734,817,718,389,2020,1070,0400000US25,6619999,3581,291100,3699,1029030,1655,207950,2667,487124,3158,471824,1962,437528,2313,399420,8865,444996,8615,486600,1702,508912,1777,473361,8369,392057,8562,313453,5044,225070,5019,451574,1811,5724592,21615,242402,4275,926955,6472,145602,3882,344905,6206,332407,6340,345416,5891,340097,8952,389989,8015,444459,3851,471590,4148,444203,7993,369033,8395,294820,5022,213799,5153,418915,2972,510981,17028,30742,3188,68798,5895,19503,2250,77366,4745,73136,4997,51914,4071,36579,3547,32927,3258,26917,3082,22229,3047,17254,2551,14520,2174,11477,1840,7148,1211,20471,2307,189632,9386,9135,1826,11335,2392,18426,2219,31119,2730,35196,3759,20616,2985,12268,2013,12143,2377,8007,1791,7808,1923,6786,1369,4537,1226,3898,1075,2142,760,6216,1166,135150,7947,5773,1501,12725,2403,19761,1866,25572,2951,23062,2446,12867,2171,7493,1485,5036,1208,4530,1096,5375,1356,3544,1008,2673,891,1524,576,1263,562,3952,1534,59644,5947,3048,919,9217,2191,4658,916,8162,1594,8023,1347,6715,1411,2983,848,4901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
972,2399,790,2042,816,1898,662,1941,800,1095,489,729,331,2194,751,0400000US26,9784094,4423,458775,4493,1673436,2462,283447,3557,723141,4082,592095,2610,588428,2963,556475,8195,652628,8677,676506,2849,743377,2409,730583,7910,618420,7984,489688,6422,345937,6352,651158,1926,8296283,28574,358150,5919,1431187,11376,193170,4195,472146,7571,417129,6111,464566,5964,468185,7406,568120,7967,607471,4177,673225,4413,672374,8176,577195,7355,462422,6646,327387,6447,603556,3673,904736,24274,67423,4436,167927,9367,35056,3140,144724,6635,103263,5033,78175,4745,55702,4017,52956,4156,41897,3294,43748,3307,35228,3125,23160,2216,14915,1754,10713,1532,29849,2110,389970,14502,21481,2668,48213,4549,41956,2957,76419,5178,47134,3352,27973,2512,21758,2342,20864,2369,17878,2257,18281,2154,15009,1814,10476,1555,6795,1028,5099,1067,10634,1783,144091,9108,8969,1581,18523,3184,10523,1237,23273,2548,18819,2294,12746,1988,7297,1247,7882,1259,6861,1392,6081,1501,6074,1147,5648,1267,4461,911,2009,684,4925,933,49014,5406,2752,994,7586,1865,2742,621,6579,1381,5750,1095,4968,1118,3533,1042,2806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
466,837,389,799,341,463,223,412,389,206,136,457,304,892,504,0400000US27,5353441,3604,279409,3854,936246,2490,146672,2929,361781,3716,363309,2864,375763,2872,321830,7165,347432,6622,361161,2081,409451,2120,377879,5987,317790,6258,239712,3870,172493,3990,342513,1114,4585137,18773,229811,4854,826735,7880,95678,3509,228368,5199,253526,5267,299232,4458,275049,6569,308762,6005,328494,3528,377747,3086,354299,6033,299518,6190,228171,3918,163337,3887,316410,2694,392050,15423,28242,2810,65984,5727,14820,2352,62477,3719,52794,3624,39215,3244,25663,2744,19375,2347,19057,2394,18033,2318,12728,1685,8908,1401,4977,941,4496,1022,15281,1857,244224,9324,15276,1888,28126,3231,24923,1987,46933,3386,35487,2924,23769,2733,12464,1757,12971,1792,9445,1629,9217,1512,6632,1097,6159,1190,3989,840,2117,633,6716,1174,104825,7533,4523,951,10416,1817,10066,1419,19650,2978,17457,2507,10384,1659,5962,1526,5165,1347,3328,918,3655,929,3757,1050,2793,737,2369,659,2086,589,3214,874,27205,3508,1557,684,4985,1108,1185,445,4353,1039,4045,1310,3163,913,2692,974,1159,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
353,162,148,418,334,108,143,488,352,244,205,36,62,229,207,0400000US28,2957797,3020,164472,3706,539258,2262,100339,4569,222674,6269,182607,4684,192971,4851,181235,7147,199857,7068,187488,3830,201822,2782,197676,5545,173033,5397,140936,4159,99567,3776,173862,2160,2531410,17190,132640,4267,458030,7400,73353,4490,158144,6445,133371,4761,155937,5928,154696,7126,173425,6478,171199,4162,183473,3716,180975,5530,162734,5380,133815,4121,94663,3688,164955,2452,240237,13933,21787,2793,50963,5058,7906,1989,34147,3698,26322,3185,21183,2471,16046,2046,15556,2523,9585,1657,9711,1885,10073,1789,5423,1200,3586,977,3484,1069,4465,925,110745,9462,6080,1470,18298,3222,10966,1634,18159,3251,14606,2550,9515,1782,6880,1768,5468,1369,3709,1211,4764,1564,3833,1067,2591,810,2249,892,714,437,2913,723,68588,7223,3375,1139,11343,2800,7634,1375,11066,2300,7560,1729,5555,1402,3301,1281,4969,1365,2833,937,3456,1193,2687,727,1797,740,1042,457,670,344,1300,569,6817,1697,590,612,624,403,480,305,1158,591,748,392,781,605,312,287,439,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
429,193,159,460,353,1182,521,1361,652,579,352,250,200,649,339,0400000US29,5973448,3901,303510,4462,1024842,3553,163777,3217,434036,4778,399453,3238,397081,3772,358702,7665,365150,8607,390419,2756,448817,2443,413029,6657,366274,7178,287386,5246,220417,5262,400555,1591,5015609,20692,237812,6130,874684,7140,107892,3781,277006,6044,271948,6130,315390,5667,303334,7167,316768,8224,345265,3672,403883,4419,377166,6569,338652,7247,268944,5004,208147,5041,368718,3171,518756,18005,42293,4051,93293,6613,18328,2170,80581,4991,67255,4815,43551,3499,28191,3061,26854,2856,25657,2383,25197,2800,19721,2528,14675,2251,8581,1274,6608,1176,17971,1834,260376,10299,15080,2458,35726,3976,20996,1838,47189,3521,34864,3409,22092,2457,14473,1908,13429,1995,13474,2095,11902,1880,8500,1633,6452,1311,4474,1001,2842,743,8883,1562,159936,8247,7458,1298,18785,2530,15673,1837,26524,2510,22631,2696,14330,2168,10674,1957,7350,1462,5830,1254,7375,1364,6460,1310,5134,1175,4808,1314,2570,841,4334,1093,18771,2528,867,500,2354,878,888,351,2736,905,2755,970,1718,643,2030,900,749,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
181,63,108,216,246,129,144,267,209,119,132,0,165,297,263,0400000US30,1003013,1606,48991,1672,162953,1642,29442,1867,72458,1971,63231,1782,63286,1298,58883,2834,55944,3048,60192,852,73924,1096,79636,3000,68993,3104,56744,2156,37892,1978,70444,862,827494,8870,36020,1996,135659,3029,17269,1533,43728,2720,41262,2749,46160,2123,49665,2752,48794,3017,53048,1560,66473,1716,74025,2913,63538,2823,52773,2218,35471,2051,63609,1461,94026,7462,8531,1735,16356,2642,4159,1384,15037,2299,11480,1737,9836,1737,5073,1253,3653,892,3439,904,3464,909,2973,907,2168,708,1995,976,1820,764,4042,1100,36161,4465,2142,731,6025,1584,3510,610,5435,1271,4603,1112,2910,799,2537,771,1881,942,1498,507,1190,491,1186,532,1045,472,770,435,293,221,1136,503,40035,4850,1923,688,4358,1238,4062,787,6912,1360,5233,1309,3913,1112,1400,553,1456,571,2144,738,2581,1148,1323,578,1975,728,1087,499,308,216,1360,698,5297,1529,375,336,555,298,442,344,1346,838,653,654,467,324,208,182,160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
259,882,585,256,298,268,159,133,122,319,287,18,24,387,246,0400000US31,1842900,1874,103214,2055,334922,1597,56099,2413,133457,2901,124097,2656,126652,2357,110326,3454,114235,3517,113545,1882,131815,1416,121186,3735,108724,3784,83797,2162,54960,2062,125871,906,1546788,11720,83039,2775,292533,3740,35482,2249,76297,4245,82522,3055,100870,2986,92666,3713,100668,3797,102407,2057,121546,2037,110906,3536,102801,3483,78129,2189,51931,2151,114991,1683,169345,8820,12585,2236,26582,2693,7259,1361,32342,3122,23884,2584,15164,2119,11687,1823,7913,1376,5984,1122,6694,1222,6052,1107,3494,835,2098,592,1828,600,5779,1056,72362,5658,3973,943,9691,2042,7749,1301,14497,2146,10293,1583,5748,1117,3897,914,2313,677,2520,834,2459,811,2240,703,1543,691,1550,603,589,343,3300,769,45854,4131,2915,740,4266,946,4764,970,9509,1629,6718,1245,4127,1298,1740,558,3021,924,1752,905,860,345,1720,610,753,405,1701,843,594,457,1414,580,8551,2187,702,434,1850,862,845,490,812,390,680,392,743,368,336,284,320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
700,912,489,891,554,1327,681,884,455,553,332,421,245,691,530,0400000US32,2757365,2854,144516,2820,484360,1131,67534,1900,188071,2290,197190,2062,200677,1867,186149,5363,193121,5721,189831,1194,188359,1282,177429,4957,159296,4868,140258,3684,96630,3778,143944,1182,2166730,21632,102012,4105,380894,6983,50859,2086,125399,4722,131305,4736,146689,3993,142513,5404,151409,5837,154428,3423,161122,2857,147847,5232,135386,4239,120645,3973,87090,3819,129132,2499,418554,17878,31654,2935,80186,6324,10734,1886,45048,4464,47255,3751,36852,3315,33331,3670,28891,3618,26560,2729,18226,2302,20536,2361,14663,2098,10305,1746,5636,1200,8677,1644,28926,4943,1937,831,3615,1622,1927,732,3624,1043,3053,1143,3226,1023,1636,667,2495,1024,1095,495,1797,934,1376,753,826,465,1071,576,480,413,768,451,126583,10558,7979,2142,18015,3043,3694,973,13409,2435,13725,2138,11344,2230,7298,1848,8717,1957,6836,1914,6323,1229,6343,1239,7537,1603,7684,1572,3003,888,4676,1283,16572,2988,934,620,1650,661,320,207,591,441,1852,930,2566,939,1371,694,1609,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
152,518,480,138,162,30,40,254,268,16,29,27,47,173,210,0400000US33,1310978,1470,53326,1624,205368,1442,39492,1450,88224,2030,76037,1291,74045,1373,74861,3834,87508,3449,103668,1587,112240,898,103945,3747,89304,3577,68398,2821,48487,2619,86075,931,1128583,9242,40369,1966,183150,3261,25618,1611,61024,3029,53571,2347,57203,2289,63682,3668,78431,3581,91723,2022,103655,1703,96832,3868,82838,3687,65050,2704,45366,2636,80071,1551,100912,7678,8280,1784,13987,2304,3909,847,13717,1967,10720,1500,8970,1745,7004,1603,5763,1426,7290,1717,5409,1451,4621,1047,2975,807,2403,953,2064,764,3800,1030,30288,3503,1643,757,3753,1318,3222,774,5131,1190,3548,1010,3678,1037,1371,608,1171,547,1653,728,1040,443,712,321,1473,540,391,248,725,522,777,352,44867,3945,2793,937,4104,1374,6523,1101,6190,1478,6959,1310,3430,948,2804,991,1971,715,2484,1052,1998,812,1750,794,1764,807,538,257,305,206,1254,631,6328,1628,241,200,374,286,220,176,2162,941,1239,653,764,446,0,185,172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
1011,2292,744,2657,771,2493,736,1666,644,2220,832,1023,503,2081,892,0400000US34,8803679,4536,435521,4827,1490716,1911,224351,2690,566386,2958,566477,2064,573227,2090,560069,9081,623834,9204,665696,1882,686893,1630,620589,8101,505513,7972,403748,6748,299312,7376,581347,2257,7941559,23812,373328,6694,1374118,7999,192296,3213,476349,5266,446186,7186,469994,5645,494138,9062,572860,9371,622053,4450,641617,3869,584591,8160,477659,8275,384883,6779,286158,7177,545329,3633,467555,19965,38206,4278,72419,6613,11219,1513,44322,4356,61367,4519,51410,4443,35482,4136,27908,3452,24972,2699,25094,2391,21133,2762,16411,2351,9849,1434,7365,1357,20398,2179,199693,10990,11067,2340,22144,3891,13778,1799,24461,2747,27038,2589,25435,2880,14384,2483,10326,1806,10242,1683,12083,2120,8162,1755,5089,1002,3838,840,2689,804,8957,1492,136907,7795,8833,1640,14405,2635,4862,861,15541,2155,24567,3092,18473,2308,10680,1345,9452,1566,6137,1303,5442,1140,4210,1211,4688,1164,2958,725,2077,773,4582,1469,57965,5844,4087,971,7630,1912,2196,851,5713,1349,7319,1436,7915,1899,5385,1400,3288,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
431,888,549,465,360,286,262,179,172,57,88,194,239,294,240,0400000US35,2059689,2429,112798,2779,369688,1523,63387,3469,151970,3458,135460,2492,134741,2817,124117,5184,124900,4985,126256,2682,141743,2438,139487,4671,127985,4595,101883,3326,77986,3517,127288,1668,1764969,11546,89748,3604,323365,4531,47957,3408,107550,4220,98534,3530,107498,3761,104109,4754,108645,5053,112145,2734,128266,2985,129635,4623,119580,4627,95552,3236,73687,3403,118698,2188,176755,9461,14828,2489,31099,3578,6391,1537,25279,3314,23737,3197,16782,2481,11756,1935,9645,1876,8104,1865,8613,1695,4300,1091,4595,1248,3902,1046,2868,902,4856,999,47753,5751,2975,1034,6673,1927,5356,1514,7850,1773,4980,1603,4241,1085,2661,881,2721,954,1841,599,2138,670,1721,582,1253,584,788,472,763,507,1792,680,56808,5205,4585,1102,6858,1489,2957,794,8286,1516,6083,1302,5254,1394,4588,1336,3029,1032,3278,1000,2261,921,3545,1093,2378,748,1584,583,474,321,1648,717,13404,2734,662,487,1693,943,726,458,3005,1026,2126,905,966,494,1003,453,860,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
