GEO_ID,B20017_001E,B20017_001M,B20017_002E,B20017_002M,B20017_003E,B20017_003M,B20017_004E,B20017_004M,B20017_005E,B20017_005M,B20017_006E,B20017_006M,B20017_007E,B20017_007M,NAME,B20017_001EA,B20017_001MA,B20017_002EA,B20017_002MA,B20017_003MA,B20017_003EA,B20017_004MA,B20017_004EA,B20017_005MA,B20017_005EA,B20017_006EA,B20017_006MA,B20017_007MA,B20017_007EA,state
0400000US01,26791,255,32189,318,42913,1610,9885,478,21841,321,32451,815,8757,334,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,36106,739,41385,1098,55639,3096,17920,2334,30664,822,42350,956,12335,808,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,28756,534,31837,277,44284,795,11178,229,25079,409,37021,323,10118,239,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,26043,349,30739,430,40306,539,9638,507,21729,380,31015,391,8834,505,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30769,86,35180,160,50268,155,12320,119,26135,172,42199,218,11088,90,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31574,212,37496,839,50950,372,11905,298,26045,335,40671,343,10371,286,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,36709,400,44286,1642,60990,546,11725,302,30928,300,47623,1078,11981,282,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31422,459,36538,1051,50413,918,10372,718,27488,1077,41655,1145,10068,609,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,46401,1278,50241,2182,67610,3905,9729,1208,44360,1972,61760,1455,11997,913,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26873,151,30509,189,40809,247,11328,138,24305,298,34419,529,10647,141,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28634,427,32328,256,43084,1117,10429,269,23962,411,35626,333,9793,255,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,32317,560,37474,1529,48440,2358,13405,1405,27828,1252,40370,612,10790,401,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25138,513,31126,470,41278,647,9500,737,19768,756,31368,694,8851,476,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,31655,146,38517,644,51510,253,11520,167,26262,229,40679,280,10598,156,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,28148,441,34906,637,46300,368,10037,341,22216,245,34180,612,9393,228,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30335,213,36376,373,45930,434,9798,459,23771,585,35602,390,9000,335,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,29614,568,35307,513,45463,643,10212,384,23811,545,35869,339,8715,357,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,26858,256,32108,326,42425,648,10047,350,21937,301,32951,766,9212,302,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,29413,815,37336,793,48318,1297,10952,314,22079,352,31865,358,9177,346,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27200,422,31743,519,43950,1876,10760,496,23117,789,35420,713,10452,382,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,40130,244,44825,1150,58746,1576,11570,345,35197,406,50211,433,11320,262,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,36914,298,44463,1359,60588,471,11895,310,31059,257,49470,1047,11809,223,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27346,205,33263,675,49449,792,10129,153,22132,218,37258,266,9491,222,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,32347,186,40019,402,51340,252,10918,273,27091,273,41082,253,10869,197,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25610,364,30697,366,39956,1005,9337,574,21113,336,30667,423,8568,417,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28053,359,32265,250,43921,1051,10181,269,23449,410,34708,675,9195,306,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25105,527,30832,515,42942,1898,10373,469,21098,479,31564,704,9649,646,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28529,615,34977,883,45037,974,8467,542,22958,591,33385,1068,9393,475,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,29610,559,32044,357,42682,1332,13195,720,26127,415,35557,670,11651,356,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33956,1181,41139,684,52954,1833,10648,431,27743,1197,41542,657,11076,384,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,37611,506,46042,496,60815,319,12415,347,31231,303,48640,1072,11820,176,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25964,477,30980,513,42305,777,9565,616,21793,458,34591,1849,9292,479,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,33062,468,38004,665,51414,202,11541,184,30279,156,44114,630,11303,115,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,27389,179,31566,221,42146,257,10298,255,23667,368,34917,429,9673,246,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,31286,414,39402,1553,49231,1719,10097,726,25255,631,34549,1716,10186,586,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,29220,346,35628,270,47323,384,9600,235,23358,350,36569,316,9668,161,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,27416,267,32470,545,42116,308,10315,283,22196,277,31539,224,8850,290,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,26845,348,31635,383,46679,689,11099,331,22579,577,37555,841,10532,300,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31129,129,37439,320,50231,203,10544,187,25407,211,38368,480,10022,130,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,31832,544,37618,1418,51695,820,11053,702,26982,634,42455,1696,11531,446,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,26559,312,31039,335,41599,374,8886,420,22176,277,32385,389,9274,288,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26887,406,32418,1132,41328,580,9653,926,22010,464,31038,436,8848,525,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,27084,254,31329,265,41493,345,9999,295,23201,493,34301,707,9102,293,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,29586,310,34500,533,45820,274,10750,133,23548,283,36032,236,9172,147,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,27005,345,36225,487,50396,450,10274,513,19652,670,35252,511,8193,333,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,29528,1353,32215,926,46175,1057,10253,669,25521,803,38316,1748,10814,459,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,33742,717,40779,303,52453,648,11150,319,27499,524,41545,263,10548,168,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,32348,210,40348,305,52482,716,12179,293,26804,329,41897,349,11381,168,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,26647,472,33602,1692,44994,1716,8652,766,21390,383,31240,567,8227,469,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30089,171,35715,281,46801,317,10406,239,24335,380,36884,286,10283,177,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,30833,576,39234,2654,51708,1418,11425,571,23829,1195,35829,1662,8794,1072,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16609,176,16583,213,22171,392,7262,293,16645,288,22973,409,7929,229,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
