GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001EA,C03002_001MA,C03002_002MA,C03002_002EA,C03002_003MA,C03002_003EA,C03002_004EA,C03002_004MA,C03002_005EA,C03002_005MA,C03002_006MA,C03002_006EA,C03002_007EA,C03002_007MA,C03002_008EA,C03002_008MA,C03002_009MA,C03002_009EA,C03002_010EA,C03002_010MA,C03002_011EA,C03002_011MA,C03002_012MA,C03002_012EA,state
0400000US01,4833722,-555555555,4643788,1256,3204524,3006,1280260,6171,20028,2515,58072,2919,1185,745,6661,2636,73058,6463,3841,2071,69217,6319,189934,1256,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,735132,-555555555,686631,-555555555,459168,243,24556,1922,101922,2929,41520,2477,8673,959,383,264,50409,4270,788,971,49621,4117,48501,-555555555,Alaska,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,02
0400000US04,6626624,-555555555,4621510,-555555555,3750664,2271,263161,5007,258758,4391,187791,5037,12209,1293,7247,2390,141680,8429,7448,2215,134232,8238,2005114,-555555555,Arizona,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,04
0400000US05,2959373,-555555555,2756262,1538,2178091,1723,461229,4096,16227,2169,38747,2381,596,532,2745,1481,58627,4550,1132,754,57495,4574,203111,1538,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38332521,-555555555,23613194,-555555555,14884539,6586,2167357,10863,139821,6668,5147620,16723,132957,4487,81088,8781,1059812,21759,52359,5706,1007453,21081,14719327,-555555555,California,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,06
0400000US08,5268367,-555555555,4159942,-555555555,3643026,3406,197241,5218,25441,2466,147767,3738,6619,1259,11244,3077,128604,6590,2410,844,126194,6774,1108425,-555555555,Colorado,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,08
0400000US09,3596080,-555555555,3068917,-555555555,2493100,2018,345880,4441,4129,863,145945,3245,545,469,10585,2548,68733,5898,5206,2157,63527,5174,527163,-555555555,Connecticut,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,09
0400000US10,925749,-555555555,844805,-555555555,592064,1118,192945,3396,3137,649,32952,1099,326,306,1746,1185,21635,3518,460,312,21175,3544,80944,-555555555,Delaware,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,10
0400000US11,646449,-555555555,580889,-555555555,230264,560,310129,2440,857,426,22222,1273,104,120,1205,644,16108,2814,1556,904,14552,2787,65560,-555555555,District of Columbia,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,11
0400000US12,19552860,-555555555,14933544,-555555555,10992388,6011,3020029,13099,39440,2984,499376,6535,6808,1964,57437,8084,318066,13534,16839,2890,301227,13110,4619316,-555555555,Florida,null,*****,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,12
