GEO_ID,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,NAME,B03002_001EA,B03002_001MA,B03002_002EA,B03002_002MA,B03002_003MA,B03002_003EA,B03002_004MA,B03002_004EA,B03002_005MA,B03002_005EA,B03002_006EA,B03002_006MA,B03002_007MA,B03002_007EA,B03002_008EA,B03002_008MA,B03002_009EA,B03002_009MA,B03002_010MA,B03002_010EA,B03002_011EA,B03002_011MA,B03002_012EA,B03002_012MA,B03002_013EA,B03002_013MA,B03002_014MA,B03002_014EA,B03002_015MA,B03002_015EA,B03002_016MA,B03002_016EA,B03002_017EA,B03002_017MA,B03002_018MA,B03002_018EA,B03002_019EA,B03002_019MA,B03002_020MA,B03002_020EA,B03002_021MA,B03002_021EA,state
0400000US01,4833722,-555555555,4643788,1256,3204524,3006,1280260,6171,20028,2515,58072,2919,1185,745,6661,2636,73058,6463,3841,2071,69217,6319,189934,1256,125954,6517,3842,1253,2431,1277,552,517,336,370,48123,5614,8696,2061,4889,1657,3807,1255,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,735132,-555555555,686631,-555555555,459168,243,24556,1922,101922,2929,41520,2477,8673,959,383,264,50409,4270,788,971,49621,4117,48501,-555555555,28594,2588,521,373,3388,1337,255,273,121,198,9125,2119,6497,2278,1289,638,5208,2150,Alaska,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6626624,-555555555,4621510,-555555555,3750664,2271,263161,5007,258758,4391,187791,5037,12209,1293,7247,2390,141680,8429,7448,2215,134232,8238,2005114,-555555555,1482802,20376,14812,3315,29536,4542,3927,1154,400,290,403509,18570,70128,6588,35169,4471,34959,4530,Arizona,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2959373,-555555555,2756262,1538,2178091,1723,461229,4096,16227,2169,38747,2381,596,532,2745,1481,58627,4550,1132,754,57495,4574,203111,1538,127635,6047,2699,1347,1477,753,463,517,32,64,64208,5823,6597,1699,4157,1288,2440,1274,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38332521,-555555555,23613194,-555555555,14884539,6586,2167357,10863,139821,6668,5147620,16723,132957,4487,81088,8781,1059812,21759,52359,5706,1007453,21081,14719327,-555555555,8856480,59818,101664,9345,138556,10029,62616,5658,9825,2345,4880288,58658,669898,20284,351472,15816,318426,15940,California,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5268367,-555555555,4159942,-555555555,3643026,3406,197241,5218,25441,2466,147767,3738,6619,1259,11244,3077,128604,6590,2410,844,126194,6774,1108425,-555555555,772826,16445,12314,3000,18172,3649,3085,973,1696,1070,239904,13689,60428,6497,32983,3825,27445,4525,Colorado,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3596080,-555555555,3068917,-555555555,2493100,2018,345880,4441,4129,863,145945,3245,545,469,10585,2548,68733,5898,5206,2157,63527,5174,527163,-555555555,285581,11486,25118,4713,3889,1978,1625,1721,0,201,174756,11309,36194,5176,22041,3938,14153,3164,Connecticut,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,925749,-555555555,844805,-555555555,592064,1118,192945,3396,3137,649,32952,1099,326,306,1746,1185,21635,3518,460,312,21175,3544,80944,-555555555,45542,4795,7304,2788,818,832,687,498,515,422,21283,3753,4795,2104,2438,1692,2357,1239,Delaware,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,646449,-555555555,580889,-555555555,230264,560,310129,2440,857,426,22222,1273,104,120,1205,644,16108,2814,1556,904,14552,2787,65560,-555555555,33816,4765,5375,2103,415,528,741,666,0,203,20476,4406,4737,1503,1891,972,2846,1265,District of Columbia,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19552860,-555555555,14933544,-555555555,10992388,6011,3020029,13099,39440,2984,499376,6535,6808,1964,57437,8084,318066,13534,16839,2890,301227,13110,4619316,-555555555,3905394,24152,121523,9472,10939,3353,10212,2842,1433,1038,428568,22345,141247,11675,67107,7455,74140,8109,Florida,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9992167,-555555555,9084767,2050,5454931,5003,3050004,10455,17488,2379,354384,5379,3297,968,28871,5858,175792,10341,9766,3021,166026,9821,907400,2050,580228,16254,45972,7095,4204,2269,1516,1120,342,282,240087,16583,35051,4660,21879,3749,13172,2873,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1404054,-555555555,1265990,-555555555,322726,450,27834,1569,1727,587,518976,9986,125836,4771,699,385,268192,10792,2605,1222,265587,10811,138064,-555555555,36251,4684,2472,1416,545,362,12242,3110,11420,3645,13309,2742,61825,4773,10273,2390,51552,4595,Hawaii,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1612136,-555555555,1421886,-555555555,1340870,560,8532,1706,16578,1803,24343,1749,1558,530,430,333,29575,3362,1037,944,28538,3351,190250,-555555555,134761,6015,565,632,3222,1135,502,483,260,419,41769,6145,9171,2545,5280,1729,3891,1997,Idaho,null,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12882135,-555555555,10763621,1158,8073211,3297,1806889,7871,13355,1803,631214,4800,2911,850,19081,3471,216960,7675,10810,2367,206150,7758,2118514,1158,1289205,22539,26671,4464,12220,2672,4171,1290,749,519,713096,20731,72402,7761,43936,5505,28466,4367,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6570902,-555555555,6150325,1916,5295482,3007,594384,6607,10999,1660,115937,3578,2304,1476,10707,3357,120512,5992,2989,1698,117523,5656,420577,1916,234113,9504,9137,2686,3147,923,919,763,399,277,150523,8999,22339,3691,15038,2999,7301,1808,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
