GEO_ID,B14007A_001E,B14007A_001M,B14007A_002E,B14007A_002M,B14007A_003E,B14007A_003M,B14007A_004E,B14007A_004M,B14007A_005E,B14007A_005M,B14007A_006E,B14007A_006M,B14007A_007E,B14007A_007M,B14007A_008E,B14007A_008M,B14007A_009E,B14007A_009M,B14007A_010E,B14007A_010M,B14007A_011E,B14007A_011M,B14007A_012E,B14007A_012M,B14007A_013E,B14007A_013M,B14007A_014E,B14007A_014M,B14007A_015E,B14007A_015M,B14007A_016E,B14007A_016M,B14007A_017E,B14007A_017M,B14007A_018E,B14007A_018M,B14007A_019E,B14007A_019M,NAME,B14007A_001EA,B14007A_001MA,B14007A_002MA,B14007A_002EA,B14007A_003EA,B14007A_003MA,B14007A_004MA,B14007A_004EA,B14007A_005EA,B14007A_005MA,B14007A_006EA,B14007A_006MA,B14007A_007EA,B14007A_007MA,B14007A_008MA,B14007A_008EA,B14007A_009MA,B14007A_009EA,B14007A_010EA,B14007A_010MA,B14007A_011EA,B14007A_011MA,B14007A_012MA,B14007A_012EA,B14007A_013EA,B14007A_013MA,B14007A_014MA,B14007A_014EA,B14007A_015MA,B14007A_015EA,B14007A_016EA,B14007A_016MA,B14007A_017MA,B14007A_017EA,B14007A_018EA,B14007A_018MA,B14007A_019EA,B14007A_019MA,state
0400000US01,3227731,7596,754345,8734,41639,3508,38213,2762,34995,3438,38496,2858,40963,3109,37101,3136,39754,2808,40620,2786,42137,2832,43105,3130,41274,2924,43489,3350,35142,2614,38008,3014,165030,6441,34379,3171,2473386,8142,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,470370,2671,120457,3787,6187,1289,4483,959,6080,1139,4635,883,5086,1036,6240,979,5705,1036,5041,1062,6973,1075,6823,1193,5373,1004,5761,910,6050,1678,7863,1340,28459,2732,9698,1547,349913,4199,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5054963,19755,1282272,13511,59882,3604,63257,3893,66133,3481,66954,3706,72041,4808,61903,4020,67265,4212,69615,4198,68623,4063,67491,4319,66996,3844,61499,3795,70040,4143,71880,4499,286046,7952,62647,4006,3772691,17413,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2228931,6590,538955,8506,37017,3459,30391,2746,27786,2851,28608,2754,26586,2424,27229,2574,25394,2436,26405,2655,29229,2455,27726,2349,30067,2693,27255,2607,26860,2218,24815,2162,123565,6121,20022,2671,1689976,8118,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22925791,57981,6055198,34387,336553,9910,293747,10118,291257,8780,291719,8979,290127,8925,292357,9109,296126,9867,289991,8368,303215,8154,299610,9484,302422,7607,310410,7104,309152,7952,351959,7884,1512604,22252,283949,8497,16870593,47834,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4261299,15257,1107287,11562,67725,3452,52245,4001,50607,3556,51746,2941,57202,3334,56694,3838,59172,3305,56343,4137,56809,3347,55644,3381,55374,3855,53398,2995,50246,3149,60152,4122,257159,7569,66771,4179,3154012,13976,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2706347,12061,672561,7414,39475,2949,28976,2712,29506,2498,29533,2613,30509,2824,31892,2565,32461,2931,34169,2571,34797,2455,33601,3065,34943,3154,34471,2430,36509,2446,42438,3242,160374,5004,38907,3055,2033786,10626,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,617916,5175,138629,4039,8031,1481,5899,1353,4654,871,7834,1197,7911,1279,7055,1356,6182,1110,6989,1183,6895,1384,6544,1442,7381,1435,7668,1068,6092,1037,6818,1130,33692,2548,8984,1526,479287,4613,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,254936,4592,60739,3797,4474,1237,1607,558,1547,473,1761,461,1914,718,1343,494,1072,365,1095,409,834,422,1063,488,709,324,1305,564,751,363,1256,488,23415,2766,16593,2245,194197,3844,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14488089,23180,3163335,22301,193864,7534,153994,5862,154910,7139,147750,6465,156213,6783,142243,5819,157957,6837,151341,6474,162175,7073,157281,7671,157580,8871,164722,6715,155186,6582,170435,6274,783684,16821,154000,6591,11324754,22734,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5829273,18176,1492265,15075,93245,5279,82715,5393,74374,5233,76848,4961,79380,5331,75285,4554,72347,4674,81791,5021,79871,5056,78458,4048,80174,4501,76440,4340,71607,3964,80299,5537,324239,9364,65192,5048,4337008,17083,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,347398,4739,67573,4326,3271,875,3278,683,2740,735,2066,784,4056,1048,2282,718,2427,654,2967,805,3009,900,2442,742,2578,773,2686,601,1731,528,1300,594,23573,2779,7167,1394,279825,4319,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1418247,6337,387343,5110,18991,1968,20882,2897,19947,2248,22368,2232,20783,2271,21917,2607,17140,2058,25340,2302,21308,2429,21296,2313,22092,2387,21106,2084,17332,2044,22050,1893,80757,4029,14034,1721,1030904,6024,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9060305,23416,2306525,16484,152227,5488,106680,5602,107147,4822,110578,5383,112968,4466,110624,4168,117107,5223,118121,5185,118221,4737,112548,4893,122404,4921,116939,4545,118434,5102,126958,4687,527446,9490,128123,5714,6753780,20575,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
