GEO_ID,C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,NAME,C17009_001EA,C17009_001MA,C17009_002EA,C17009_002MA,C17009_003MA,C17009_003EA,C17009_004MA,C17009_004EA,C17009_005EA,C17009_005MA,C17009_006MA,C17009_006EA,C17009_007MA,C17009_007EA,C17009_008EA,C17009_008MA,C17009_009MA,C17009_009EA,state
0400000US01,802623,16883,258963,9403,12568,2434,77364,5684,169031,7080,543660,13276,279044,7717,85116,5333,179500,6491,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,141727,5747,26629,2497,1858,531,11807,1848,12964,1694,115098,5279,65316,4216,29305,2822,20477,1930,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1264426,17862,351990,11822,16723,2403,122999,7120,212268,8173,912436,14058,504897,11183,168185,6973,239354,6283,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,523160,13051,172532,8727,10206,1903,51988,3987,110338,6527,350628,10062,188052,8424,51970,4111,110606,4181,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6796336,51677,1951680,24499,91995,5681,649774,17564,1209911,18015,4844656,45399,2668836,37250,1048864,17139,1126956,15980,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1096231,18182,259897,7460,16830,2396,126656,5702,116411,5817,836334,15545,481259,12034,188379,7614,166696,5814,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,644133,12755,141467,6961,5438,1085,45152,3689,90877,5563,502666,11827,259017,8381,99091,6085,144558,5294,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,169633,6183,40564,3850,2005,701,16419,2755,22140,2338,129069,5070,70418,4332,25135,2739,33516,2152,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236911,6809,52689,3677,2402,795,18192,2460,32095,2620,184222,6360,131128,5666,30986,2807,22108,2129,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3899049,35724,1105246,17368,59575,5301,343954,10068,701717,14852,2793803,29517,1455839,24405,482995,12559,854969,15066,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1701284,23288,519284,12303,34765,4086,175404,8131,309115,9980,1182000,18136,714682,15232,198490,7731,268828,7274,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,243869,7274,64127,3903,3404,1107,20412,2784,40311,3587,179742,6482,97018,4939,37756,3310,44968,2644,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,270835,10011,89922,6276,5035,1110,39355,3812,45532,4255,180913,7301,92379,6080,36126,3055,52408,2943,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2295307,25307,597622,11436,29530,2614,212092,7641,356000,8754,1697685,22914,950585,16404,306789,10329,440311,10283,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1200944,18433,336593,9511,17082,2193,130558,6352,188953,6898,864351,14815,456533,11018,162585,7395,245233,6025,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,622296,9569,165629,6226,11307,1959,76002,4686,78320,3905,456667,8212,251313,6477,85456,3800,119898,4572,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,522695,10235,143209,6096,9758,1716,60784,4213,72667,4189,379486,9119,209179,7254,69810,4065,100497,3739,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,784958,14377,259250,8866,13754,2095,84092,5601,161404,7043,525708,11525,271806,9430,94331,4569,159571,5513,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,834630,15920,266046,9677,18785,2363,80560,6369,166701,7232,568584,12032,326209,9125,97985,5516,144390,5448,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,308311,9180,82537,4699,2808,814,29258,3023,50471,3418,225774,7463,110067,5471,49134,3579,66573,3282,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1070950,16423,225241,8160,11673,1745,76166,5343,137402,6005,845709,16213,519920,13395,138143,6182,187646,6371,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1355754,19379,314197,10287,11578,2382,100194,6575,202425,8179,1041557,17414,579069,13627,205908,8149,256580,7522,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1924704,22556,579439,12583,31318,2781,224114,7700,324007,11572,1345265,17542,647051,12293,259989,7300,438225,8422,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1097421,16670,258914,8565,14942,1677,123408,7082,120564,4917,838507,12766,462676,9681,176821,6351,199010,5205,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,480974,11632,176634,7557,10367,1934,52084,4584,114183,6025,304340,9892,160373,7559,47913,4148,96054,5029,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1167146,14428,324785,9871,19103,2258,123140,6107,182542,7060,842361,12461,463753,10354,147898,6228,230710,6595,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222123,6352,68400,3993,4330,1002,31361,2781,32709,2598,153723,5933,73480,4738,36544,3457,43699,3048,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,354329,7789,88097,4707,5988,1267,42251,3624,39858,2721,266232,6865,152943,5667,50653,3534,62636,3180,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,570140,15749,146065,7889,8332,1479,49805,4224,87928,6361,424075,12180,232742,9202,88643,5405,102690,4511,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,254048,8343,55145,4742,3904,1267,22025,2837,29216,3287,198903,7917,109346,6597,39636,3368,49921,2655,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1401065,23244,308128,9860,15295,2238,83656,4526,209177,8223,1092937,18723,598220,14696,191078,7150,303639,7797,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,400557,11551,130777,6866,8990,1744,44003,4132,77784,4622,269780,8985,142491,6974,51601,3942,75688,4396,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
