GEO_ID,B27014_001E,B27014_001M,B27014_002E,B27014_002M,B27014_003E,B27014_003M,B27014_004E,B27014_004M,B27014_005E,B27014_005M,B27014_006E,B27014_006M,B27014_007E,B27014_007M,B27014_008E,B27014_008M,B27014_009E,B27014_009M,B27014_010E,B27014_010M,B27014_011E,B27014_011M,B27014_012E,B27014_012M,B27014_013E,B27014_013M,B27014_014E,B27014_014M,B27014_015E,B27014_015M,B27014_016E,B27014_016M,B27014_017E,B27014_017M,B27014_018E,B27014_018M,B27014_019E,B27014_019M,B27014_020E,B27014_020M,B27014_021E,B27014_021M,B27014_022E,B27014_022M,B27014_023E,B27014_023M,B27014_024E,B27014_024M,B27014_025E,B27014_025M,B27014_026E,B27014_026M,B27014_027E,B27014_027M,B27014_028E,B27014_028M,B27014_029E,B27014_029M,B27014_030E,B27014_030M,B27014_031E,B27014_031M,B27014_032E,B27014_032M,B27014_033E,B27014_033M,B27014_034E,B27014_034M,B27014_035E,B27014_035M,B27014_036E,B27014_036M,B27014_037E,B27014_037M,B27014_038E,B27014_038M,B27014_039E,B27014_039M,B27014_040E,B27014_040M,B27014_041E,B27014_041M,B27014_042E,B27014_042M,B27014_043E,B27014_043M,B27014_044E,B27014_044M,B27014_045E,B27014_045M,B27014_046E,B27014_046M,NAME,B27014_001EA,B27014_001MA,B27014_002MA,B27014_002EA,B27014_003EA,B27014_003MA,B27014_004EA,B27014_004MA,B27014_005EA,B27014_005MA,B27014_006EA,B27014_006MA,B27014_007MA,B27014_007EA,B27014_008EA,B27014_008MA,B27014_009EA,B27014_009MA,B27014_010MA,B27014_010EA,B27014_011EA,B27014_011MA,B27014_012MA,B27014_012EA,B27014_013MA,B27014_013EA,B27014_014EA,B27014_014MA,B27014_015MA,B27014_015EA,B27014_016MA,B27014_016EA,B27014_017EA,B27014_017MA,B27014_018MA,B27014_018EA,B27014_019EA,B27014_019MA,B27014_020MA,B27014_020EA,B27014_021EA,B27014_021MA,B27014_022EA,B27014_022MA,B27014_023MA,B27014_023EA,B27014_024EA,B27014_024MA,B27014_025MA,B27014_025EA,B27014_026EA,B27014_026MA,B27014_027EA,B27014_027MA,B27014_028MA,B27014_028EA,B27014_029EA,B27014_029MA,B27014_030MA,B27014_030EA,B27014_031MA,B27014_031EA,B27014_032EA,B27014_032MA,B27014_033MA,B27014_033EA,B27014_034EA,B27014_034MA,B27014_035MA,B27014_035EA,B27014_036MA,B27014_036EA,B27014_037EA,B27014_037MA,B27014_038MA,B27014_038EA,B27014_039EA,B27014_039MA,B27014_040EA,B27014_040MA,B27014_041MA,B27014_041EA,B27014_042MA,B27014_042EA,B27014_043EA,B27014_043MA,B27014_044EA,B27014_044MA,B27014_045EA,B27014_045MA,B27014_046MA,B27014_046EA,state
0400000US01,3647537,3371,1443438,16734,809999,11489,778951,10945,35958,2688,742993,10855,31048,2715,26635,2571,4413,1057,633439,11651,609419,11461,25249,2623,584170,10944,24020,2364,20005,2185,4015,927,789246,13587,353000,9658,318430,9099,32399,2628,286031,8770,34570,2505,33609,2347,961,539,436246,9593,402297,9711,48234,3742,354063,9496,33949,2410,32997,2354,952,467,1414853,14414,558552,11467,321342,9604,146483,6597,174859,7840,237210,3959,234530,3805,2680,1010,856301,9614,515027,9112,188710,7338,326317,7725,341274,3711,336803,3530,4471,1311,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524363,2065,231589,5912,131975,4343,125973,4180,9997,1369,115976,3995,6002,1066,5026,968,976,353,99614,3697,95822,3614,4184,1269,91638,3558,3792,863,2812,653,980,596,169253,4699,85755,3357,80255,3325,8819,1205,71436,3478,5500,963,5013,967,487,289,83498,3061,78827,2945,10322,1323,68505,2770,4671,882,4411,822,260,193,123521,4327,52161,2945,31402,2714,13483,1807,17919,1809,20759,1310,20150,1275,609,428,71360,2971,47497,2506,12500,1587,34997,2579,23863,1125,23351,1173,512,331,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4907721,1948,1925101,17003,1102748,11034,1066005,11497,73167,4415,992838,11973,36743,2637,31012,2388,5731,1153,822353,12050,795992,12468,50220,3899,745772,11687,26361,2245,22602,2097,3759,907,1148117,18548,530514,13267,472016,12370,68434,3953,403582,11432,58498,3626,56392,3563,2106,695,617603,11588,563036,11419,92613,5511,470423,10632,54567,3174,52875,3087,1692,727,1834503,15737,749930,10170,382066,9773,158259,7027,223807,8250,367864,4284,359327,4531,8537,1478,1084573,10716,621785,10714,213975,8221,407810,9287,462788,3605,452109,3892,10679,1475,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2197889,2534,895469,11142,502332,7797,480918,7738,25314,2359,455604,7712,21414,1971,18433,2102,2981,870,393137,8035,378394,7495,13207,1927,365187,7611,14743,1746,12491,1562,2252,761,466296,9974,210818,6606,186068,6408,20658,2623,165410,5876,24750,1753,24349,1662,401,321,255478,7859,232008,7446,28228,2382,203780,7290,23470,2081,22862,2086,608,314,836124,12404,345159,7439,195517,6904,100679,5484,94838,6020,149642,2588,148831,2565,811,419,490965,8550,286995,7380,110652,5006,176343,5873,203970,3018,202717,3100,1253,490,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28673598,5547,11376821,48529,6701758,34251,6450151,34279,340595,9876,6109556,33995,251607,6118,197442,5316,54165,3986,4675063,28830,4514311,27145,233365,7924,4280946,29310,160752,6071,119156,4569,41596,3087,7455091,41595,3457313,28075,3184829,26429,411452,10347,2773377,25494,272484,7372,252867,6877,19617,2125,3997778,27032,3742030,26997,560577,12153,3181453,27321,255748,7645,237267,7262,18481,2334,9841686,37814,3834565,26950,2282934,24721,819136,15014,1463798,18128,1551631,9766,1505804,9862,45827,3536,6007121,26468,3802263,24563,1193801,18385,2608462,23099,2204858,9386,2127281,10218,77577,4357,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3934081,4210,1754226,15821,1026615,12091,991807,11533,51804,4394,940003,11019,34808,2292,29207,2126,5601,986,727611,9861,706855,9619,29493,2843,677362,9827,20756,1870,16197,1474,4559,929,1107035,15790,498289,11457,449046,11060,56228,4381,392818,9483,49243,2543,47224,2388,2019,725,608746,10705,561284,10394,70290,4373,490994,9734,47462,2739,45384,2700,2078,589,1072820,12726,413214,7606,212283,6754,83786,4932,128497,5724,200931,3067,197735,3059,3196,981,659606,10471,383665,9704,106305,5191,277360,8974,275941,3367,270604,3569,5337,1151,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2757250,1455,1184273,12438,676005,9026,639864,8926,34156,3518,605708,8598,36141,2174,28544,1981,7597,1220,508268,8863,489289,8732,29275,3158,460014,9311,18979,1526,14838,1531,4141,942,749657,12600,322332,8709,285592,8220,45258,3851,240334,6981,36740,2218,35964,2193,776,335,427325,6948,390104,6583,69514,4421,320590,6631,37221,2446,34834,2419,2387,614,823320,9510,321572,6685,168067,5830,72809,5013,95258,4262,153505,3041,151496,3088,2009,614,501748,8085,262779,7449,91831,5281,170948,6600,238969,2737,233259,3016,5710,1070,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,708163,1158,301052,6737,162648,4744,156645,4686,9069,1657,147576,4672,6003,970,5035,844,968,416,138404,4326,134668,4256,8896,1802,125772,4163,3736,730,3190,662,546,320,177726,5674,81422,4368,70834,4086,14891,1893,55943,3799,10588,1032,10270,1032,318,345,96304,3307,86990,3157,21305,2523,65685,3387,9314,1174,9202,1172,112,129,229385,4788,90435,2788,43240,2728,21198,2324,22042,1865,47195,1330,46264,1336,931,433,138950,3652,72761,3612,32493,2726,40268,3211,66189,1434,64801,1471,1388,493,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,524546,632,249938,5705,125956,3706,120661,3538,10194,1645,110467,3390,5295,785,4150,670,1145,389,123982,4344,120166,4282,9957,1670,110209,4498,3816,797,2783,613,1033,460,127053,5515,57664,3486,53170,3386,11712,1896,41458,3352,4494,735,4354,735,140,119,69389,3867,64184,3705,17430,2192,46754,3129,5205,1033,4925,1000,280,183,147555,4721,58825,3058,39392,2915,21205,2520,18187,2076,19433,1056,18402,1175,1031,445,88730,3181,55580,3143,31540,2861,24040,2051,33150,1189,31056,1284,2094,574,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15225292,4755,5888749,33035,3243454,24491,3095797,22684,157777,7698,2938020,22751,147657,5523,122388,4946,25269,2647,2645295,22529,2545414,22186,103020,6122,2442394,23066,99881,5277,80768,4920,19113,2378,3378977,31319,1558031,22668,1364164,20940,158185,7514,1205979,19571,193867,7382,185069,7287,8798,1661,1820946,19637,1640870,19033,201297,7726,1439573,19369,180076,5816,172284,5842,7792,1491,5957566,30547,2472485,20767,1203908,20503,456516,12710,747392,15889,1268577,9274,1236669,9454,31908,2945,3485081,22760,1796742,21961,554588,14094,1242154,20062,1688339,8323,1634084,9116,54255,4162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
