GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,B24010B_064E,B24010B_064M,B24010B_065E,B24010B_065M,B24010B_066E,B24010B_066M,B24010B_067E,B24010B_067M,B24010B_068E,B24010B_068M,B24010B_069E,B24010B_069M,B24010B_070E,B24010B_070M,B24010B_071E,B24010B_071M,B24010B_072E,B24010B_072M,B24010B_073E,B24010B_073M,NAME,B24010B_001EA,B24010B_001MA,B24010B_002MA,B24010B_002EA,B24010B_003MA,B24010B_003EA,B24010B_004MA,B24010B_004EA,B24010B_005EA,B24010B_005MA,B24010B_006MA,B24010B_006EA,B24010B_007MA,B24010B_007EA,B24010B_008MA,B24010B_008EA,B24010B_009MA,B24010B_009EA,B24010B_010EA,B24010B_010MA,B24010B_011MA,B24010B_011EA,B24010B_012EA,B24010B_012MA,B24010B_013MA,B24010B_013EA,B24010B_014MA,B24010B_014EA,B24010B_015MA,B24010B_015EA,B24010B_016MA,B24010B_016EA,B24010B_017MA,B24010B_017EA,B24010B_018EA,B24010B_018MA,B24010B_019EA,B24010B_019MA,B24010B_020EA,B24010B_020MA,B24010B_021MA,B24010B_021EA,B24010B_022MA,B24010B_022EA,B24010B_023EA,B24010B_023MA,B24010B_024EA,B24010B_024MA,B24010B_025EA,B24010B_025MA,B24010B_026EA,B24010B_026MA,B24010B_027MA,B24010B_027EA,B24010B_028EA,B24010B_028MA,B24010B_029EA,B24010B_029MA,B24010B_030EA,B24010B_030MA,B24010B_031EA,B24010B_031MA,B24010B_032MA,B24010B_032EA,B24010B_033EA,B24010B_033MA,B24010B_034EA,B24010B_034MA,B24010B_035EA,B24010B_035MA,B24010B_036EA,B24010B_036MA,B24010B_037EA,B24010B_037MA,B24010B_038EA,B24010B_038MA,B24010B_039EA,B24010B_039MA,B24010B_040EA,B24010B_040MA,B24010B_041EA,B24010B_041MA,B24010B_042EA,B24010B_042MA,B24010B_043EA,B24010B_043MA,B24010B_044EA,B24010B_044MA,B24010B_045EA,B24010B_045MA,B24010B_046EA,B24010B_046MA,B24010B_047EA,B24010B_047MA,B24010B_048EA,B24010B_048MA,B24010B_049MA,B24010B_049EA,B24010B_050EA,B24010B_050MA,B24010B_051MA,B24010B_051EA,B24010B_052EA,B24010B_052MA,B24010B_053MA,B24010B_053EA,B24010B_054EA,B24010B_054MA,B24010B_055MA,B24010B_055EA,B24010B_056EA,B24010B_056MA,B24010B_057MA,B24010B_057EA,B24010B_058MA,B24010B_058EA,B24010B_059MA,B24010B_059EA,B24010B_060EA,B24010B_060MA,B24010B_061MA,B24010B_061EA,B24010B_062EA,B24010B_062MA,B24010B_063MA,B24010B_063EA,B24010B_064MA,B24010B_064EA,B24010B_065EA,B24010B_065MA,B24010B_066MA,B24010B_066EA,B24010B_067EA,B24010B_067MA,B24010B_068MA,B24010B_068EA,B24010B_069EA,B24010B_069MA,B24010B_070EA,B24010B_070MA,B24010B_071EA,B24010B_071MA,B24010B_072MA,B24010B_072EA,B24010B_073EA,B24010B_073MA,state
0400000US01,495550,8475,221361,6316,39716,3380,17064,2333,12786,2029,4278,1419,6571,1468,2508,833,2825,901,1238,665,13605,1918,4257,1007,263,253,7197,1534,1888,743,2476,946,1584,755,892,526,47620,3762,2081,586,8034,1520,3842,995,4192,1071,15314,2157,18871,3010,3320,993,32762,3190,13835,1707,18927,2485,28991,3497,2167,958,14304,2297,12520,2311,72272,4896,34563,3307,18948,2351,18761,2417,274189,6150,80439,4616,25730,2504,15725,2317,10005,1472,3545,1135,1817,784,1095,638,633,333,31096,3224,8148,1637,2062,755,19673,2688,1213,600,20068,2243,9972,1641,10096,1867,76638,4532,19736,2582,4544,1089,2402,901,2142,663,23912,2320,14879,2370,13567,2383,83480,4844,36412,3649,47068,3766,2351,798,216,198,883,456,1252,726,31281,2909,24297,2457,2680,760,4304,1226,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,115676,5214,60987,3136,16239,2154,6068,1376,4039,1203,2029,760,3542,1042,1839,832,1612,775,91,102,5391,1321,1290,644,589,522,2560,847,952,685,1238,710,565,363,673,500,14077,2131,1343,698,3939,1048,2995,985,944,485,2301,810,3464,1342,3030,1162,14232,1770,6890,1430,7342,1455,5259,1438,84,140,2044,905,3131,1074,11180,1771,2966,896,5448,1229,2766,980,54689,3197,17908,2206,6108,1261,2941,904,3167,826,1291,667,280,214,858,561,153,134,5924,1297,2050,782,370,241,3344,1004,160,163,4585,1205,2595,912,1990,958,15146,1845,3171,1054,1110,585,238,179,872,546,3117,1021,2181,943,5567,1392,18986,2697,5124,1519,13862,2082,135,131,0,203,0,203,135,131,2514,989,789,481,1208,651,517,481,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,171449,5456,77102,3815,13325,2160,4943,1212,4117,1096,826,432,1364,616,622,395,742,456,0,192,5719,1675,1401,701,155,197,3645,1561,518,386,1299,724,528,460,771,572,17758,2530,1031,585,2215,839,1033,486,1182,680,7127,1646,5693,1343,1692,597,10681,1828,4331,1301,6350,1473,8395,1337,1625,635,3622,932,3148,913,26943,2127,11764,1909,8186,1543,6993,1164,94347,3870,30361,2913,7794,1429,4517,917,3277,1064,1908,826,629,367,323,340,956,662,14500,2205,3000,982,413,320,10648,1858,439,605,6159,1486,3188,1034,2971,988,27600,2389,8769,1635,2028,685,1133,642,895,418,7144,1395,4641,1015,5018,1175,24734,2468,9004,1525,15730,1909,1030,563,499,343,325,328,206,233,10622,1728,7388,1491,1594,719,1640,608,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,868458,11859,415712,8463,127209,5400,48277,3678,31992,2940,16285,2240,21036,2590,11366,1874,7665,1574,2005,717,44694,3191,11602,1722,2452,811,19380,2754,11260,1915,13202,1916,6855,1529,6347,1484,82816,5551,5667,1604,28756,2858,21568,2541,7188,1361,15011,2547,18901,2622,14481,2154,92454,5470,41763,3515,50691,4243,38481,3501,1347,589,19409,2780,17725,2244,74752,4795,18272,2183,35180,3628,21300,2840,452746,7903,171565,5862,66795,4608,38863,3782,27932,2913,8311,1305,5682,1239,1539,534,1090,446,62970,4214,16144,2071,5158,1230,34337,3147,7331,1721,33489,3342,21968,2753,11521,1995,108826,6181,25422,2462,11862,1923,8068,1655,3794,1168,19716,2601,7080,1642,44746,4418,150491,6342,48767,4105,101724,5239,2896,964,297,240,557,386,2042,786,18968,2909,5770,1347,9480,2063,3718,1203,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,89452,4028,49736,2725,13290,1832,5424,1187,3818,979,1606,680,4429,1282,3087,1155,1028,437,314,267,2822,871,766,471,19,32,1189,539,848,525,615,369,319,237,296,271,9266,1788,837,650,2643,837,1763,735,880,580,2869,917,2041,803,876,529,10143,1881,3681,1157,6462,1344,3248,1113,91,115,1124,606,2033,875,13789,2293,2976,948,6787,1388,4026,1617,39716,2874,12591,1921,5076,1055,2248,775,2828,686,1299,734,1060,711,204,195,35,69,4192,1107,908,525,136,115,2755,909,393,277,2024,731,614,408,1410,577,9666,1721,3474,1009,911,412,660,418,251,194,1894,767,1497,577,1890,619,15028,2141,5276,1398,9752,1316,478,340,163,199,89,151,226,213,1953,774,644,400,717,484,592,419,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,167982,4881,76861,3307,16863,2448,6158,1229,4231,1079,1927,723,2252,708,897,485,809,427,546,296,6696,1750,2692,1086,218,240,1806,830,1980,971,1757,692,1272,664,485,324,18598,2476,1739,861,3388,924,1942,661,1446,756,5932,1615,4791,1208,2748,1327,15787,2051,8609,1726,7178,1357,9268,1983,126,155,3954,1174,5188,1835,16345,1832,6118,1381,6403,1306,3824,1051,91121,3910,30030,2465,9444,1822,5318,1408,4126,1192,1607,820,1072,692,265,326,270,281,10554,1584,4625,1179,791,489,4604,932,534,456,8425,1466,4724,1241,3701,985,29466,3012,15222,2531,717,419,433,344,284,271,3557,1110,2554,875,7416,1581,26213,3071,10549,1882,15664,2198,295,409,0,201,42,71,253,399,5117,1277,3574,973,733,381,810,611,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,90820,3542,40933,2314,11223,1805,4927,1114,3202,1000,1725,806,2493,1035,1103,693,1154,626,236,202,2201,793,1438,677,78,102,582,455,103,135,1602,919,764,479,838,701,10584,2061,971,776,1688,733,1176,571,512,388,2637,843,4014,1209,1274,730,6864,1295,4471,1233,2393,679,2911,1052,0,189,1345,756,1566,814,9351,1698,1993,808,5087,1341,2271,978,49887,2363,17502,2256,7825,1578,5132,1240,2693,965,181,148,154,143,0,189,27,41,5521,1107,2059,764,144,124,3281,932,37,57,3975,1425,2787,1277,1188,724,14172,1859,5375,1504,1273,518,1097,476,176,165,2927,1042,1408,509,3189,863,15169,2249,4218,1236,10951,1994,45,62,0,189,0,189,45,62,2999,1024,1620,850,464,272,915,514,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,117826,4387,52424,2744,17972,2236,7419,1298,5036,1084,2383,660,4107,1021,2862,939,728,468,517,227,6049,1632,428,289,2246,1251,2431,1108,944,543,397,240,283,197,114,136,12012,1528,1014,587,2257,700,1897,694,360,238,3892,914,3082,771,1767,549,10262,1616,4716,1066,5546,1288,4997,1192,461,477,2830,1015,1706,703,7181,1468,705,437,4060,1107,2416,762,65402,2955,25898,2524,10215,1620,4622,1089,5593,1170,3353,794,2399,683,258,219,696,296,10095,1556,2783,963,1920,863,4099,983,1293,633,2235,660,1245,415,990,443,16911,2140,5314,1322,2784,912,2687,880,97,160,2839,954,2693,777,3281,1100,21283,2270,6314,1251,14969,1934,153,160,0,203,45,78,108,145,1157,488,306,286,565,376,286,217,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1240427,18298,563720,11993,106431,6396,41444,3663,26737,3043,14707,2482,17385,2568,11172,1993,4757,1386,1456,556,32811,3505,9066,1710,1397,694,14034,2122,8314,1899,14791,2148,7856,1757,6935,1324,156701,6801,7458,1614,29849,3783,19905,3259,9944,2061,56516,4228,48744,4047,14134,2701,115371,7057,52530,4723,62841,5041,71957,5643,3255,1194,38596,4376,30106,3644,113260,5898,27673,3157,53157,4726,32430,3697,676707,11996,212789,8060,60881,4863,33521,3393,27360,3143,6646,1304,4345,986,1272,629,1029,479,81770,5466,18768,2867,6398,1323,52452,4601,4152,1328,63492,4681,35374,3083,28118,3181,198842,9208,70744,5073,16552,2673,9639,1918,6913,1646,44077,4151,37694,4242,29775,2612,229502,8269,88186,6488,141316,5990,4377,1501,1823,710,614,400,1940,1260,31197,3229,15364,2277,10575,1799,5258,1465,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
