B19052_001E,B19052_001M,B19052_002E,B19052_002M,B19052_003E,B19052_003M,B19052_001M,B19052_001EA,B19052_001MA,B19052_002M,B19052_002EA,B19052_002MA,B19052_003M,B19052_003EA,B19052_003MA,state
7573456,23478,5222288,23933,2351168,20681,23478,null,null,23933,null,null,20681,null,null,12
3686135,15528,2819305,14776,866830,11448,15528,null,null,14776,null,null,11448,null,null,13
455868,4824,351106,5624,104762,4102,4824,null,null,5624,null,null,4102,null,null,15
610872,4143,448102,6031,162770,5274,4143,null,null,6031,null,null,5274,null,null,16
4822046,12932,3669731,16790,1152315,10122,12932,null,null,16790,null,null,10122,null,null,17
2533270,10440,1920542,11053,612728,7474,10440,null,null,11053,null,null,7474,null,null,18
1247932,7106,951938,7985,295994,4596,7106,null,null,7985,null,null,4596,null,null,19
1110407,6778,850507,7546,259900,5388,6778,null,null,7546,null,null,5388,null,null,20
1717706,9131,1203340,10819,514366,8787,9131,null,null,10819,null,null,8787,null,null,21
1720801,8997,1234244,10989,486557,8851,8997,null,null,10989,null,null,8851,null,null,22
531660,5774,372495,5895,159165,3587,5774,null,null,5895,null,null,3587,null,null,23
2194657,9484,1738731,10773,455926,7002,9484,null,null,10773,null,null,7002,null,null,24
2579398,8290,1972209,11151,607189,9183,8290,null,null,11151,null,null,9183,null,null,25
3884153,13696,2793351,15536,1090802,12269,13696,null,null,15536,null,null,12269,null,null,26
2148725,7378,1663374,8273,485351,5576,7378,null,null,8273,null,null,5576,null,null,27
1091245,8803,755926,10467,335319,7612,8803,null,null,10467,null,null,7612,null,null,28
2372190,10844,1741422,11696,630768,8512,10844,null,null,11696,null,null,8512,null,null,29
416125,4426,298124,5798,118001,3660,4426,null,null,5798,null,null,3660,null,null,30
747562,4452,587258,5833,160304,4223,4452,null,null,5833,null,null,4223,null,null,31
1055158,6433,787927,8189,267231,5436,6433,null,null,8189,null,null,5436,null,null,32
520643,5191,402378,4887,118265,3892,5191,null,null,4887,null,null,3892,null,null,33
3194519,10274,2470558,14536,723961,10298,10274,null,null,14536,null,null,10298,null,null,34
758364,6296,527493,7217,230871,5275,6296,null,null,7217,null,null,5275,null,null,35
7209054,17665,5376322,22128,1832732,15091,17665,null,null,22128,null,null,15091,null,null,36
3882423,16063,2857086,16842,1025337,13233,16063,null,null,16842,null,null,13233,null,null,37
315134,3356,248555,4151,66579,2515,3356,null,null,4151,null,null,2515,null,null,38
4624669,14929,3402054,19332,1222615,11241,14929,null,null,19332,null,null,11241,null,null,39
1469342,7193,1076407,8531,392935,5716,7193,null,null,8531,null,null,5716,null,null,40
1571678,6691,1144067,8484,427611,7485,6691,null,null,8484,null,null,7485,null,null,41
4937771,13721,3602376,16698,1335395,12724,13721,null,null,16698,null,null,12724,null,null,42
408239,4139,295683,5019,112556,4483,4139,null,null,5019,null,null,4483,null,null,44
1877887,10574,1348594,12545,529293,9643,10574,null,null,12545,null,null,9643,null,null,45
334003,3659,254536,4623,79467,2957,3659,null,null,4623,null,null,2957,null,null,46
2556332,11690,1842634,13360,713698,9980,11690,null,null,13360,null,null,9980,null,null,47
9535612,20125,7525253,26107,2010359,18259,20125,null,null,26107,null,null,18259,null,null,48
943147,4975,771366,6169,171781,4373,4975,null,null,6169,null,null,4373,null,null,49
254851,2815,184136,3636,70715,2577,2815,null,null,3636,null,null,2577,null,null,50
3120692,13161,2429367,14365,691325,9553,13161,null,null,14365,null,null,9553,null,null,51
2768076,8506,2110859,11681,657217,10500,8506,null,null,11681,null,null,10500,null,null,53
722125,5656,472969,6734,249156,5335,5656,null,null,6734,null,null,5335,null,null,54
2326998,7745,1754649,10057,572349,7248,7745,null,null,10057,null,null,7248,null,null,55
223619,4088,174445,4006,49174,2235,4088,null,null,4006,null,null,2235,null,null,56
1208438,9900,616597,9067,591841,8588,9900,null,null,9067,null,null,8588,null,null,72
1852518,12189,1282542,12613,569976,8070,12189,null,null,12613,null,null,8070,null,null,01
248468,2841,204649,3332,43819,2614,2841,null,null,3332,null,null,2614,null,null,02
2519052,11479,1787240,13142,731812,9280,11479,null,null,13142,null,null,9280,null,null,04
1142718,7341,800637,9320,342081,7593,7341,null,null,9320,null,null,7593,null,null,05
12944178,15703,9881714,21053,3062464,17136,15703,null,null,21053,null,null,17136,null,null,06
2108992,7767,1665877,9200,443115,7028,7767,null,null,9200,null,null,7028,null,null,08
1357269,7141,1032651,9328,324618,6245,7141,null,null,9328,null,null,6245,null,null,09
351085,3936,259072,4952,92013,3384,3936,null,null,4952,null,null,3384,null,null,10
281241,3152,220665,3634,60576,3296,3152,null,null,3634,null,null,3296,null,null,11
