B19025A_001E,B19025A_001M,B19025A_001M,B19025A_001EA,B19025A_001MA,state
464598491100,3968774073,3968774073,null,null,12
193441674200,2577914871,2577914871,null,null,13
15387566200,616066828,616066828,null,null,15
38857470100,1065057187,1065057187,null,null,16
327793999800,2824518825,2824518825,null,null,17
157341305400,1600988823,1600988823,null,null,18
86852515400,1193920360,1193920360,null,null,19
73525631900,976528552,976528552,null,null,20
102008882300,1492923440,1492923440,null,null,21
86376754500,1450247714,1450247714,null,null,22
36033729500,787325280,787325280,null,null,23
149780703900,1741247241,1741247241,null,null,24
226492504600,2127509691,2127509691,null,null,25
240863287000,1852862143,1852862143,null,null,26
169156306800,1773995131,1773995131,null,null,27
46616356700,1012094356,1012094356,null,null,28
147968374300,1843841568,1843841568,null,null,29
27204326700,667239520,667239520,null,null,30
51936432300,705122704,705122704,null,null,31
59760261700,1281319001,1281319001,null,null,32
45210839700,1006980924,1006980924,null,null,33
256280325200,2341623230,2341623230,null,null,34
40058073700,1000915186,1000915186,null,null,35
510479251400,4478876737,4478876737,null,null,36
215898792600,2499028558,2499028558,null,null,37
23239784800,768377495,768377495,null,null,38
291847959500,2488816971,2488816971,null,null,39
78836537700,996512511,996512511,null,null,40
108595792100,1271780375,1271780375,null,null,41
339321476500,2357519829,2357519829,null,null,42
29368531500,822651266,822651266,null,null,44
101514471100,1778517124,1778517124,null,null,45
22500158400,689439117,689439117,null,null,46
147186267700,1688011300,1688011300,null,null,47
608875845700,3722078314,3722078314,null,null,48
73003276800,1296168801,1296168801,null,null,49
18613343300,497542979,497542979,null,null,50
223469006600,2230330610,2230330610,null,null,51
205968795700,2367658074,2367658074,null,null,53
41286550600,936602246,936602246,null,null,54
160308049600,1600518073,1600518073,null,null,55
16042941500,554022522,554022522,null,null,56
27200132700,841718687,841718687,null,null,72
92858033800,1461090409,1461090409,null,null,01
18165264300,512615606,512615606,null,null,02
157734506600,2104241118,2104241118,null,null,04
58892856800,908137443,908137443,null,null,05
861895547800,4988323884,4988323884,null,null,06
167519240700,1847688503,1847688503,null,null,08
123607134100,1876468262,1876468262,null,null,09
22184623700,606621515,606621515,null,null,10
20899077600,888617502,888617502,null,null,11
