B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,B10053_001M,B10053_001EA,B10053_001MA,B10053_002M,B10053_002EA,B10053_002MA,B10053_003M,B10053_003EA,B10053_003MA,B10053_004M,B10053_004EA,B10053_004MA,B10053_005M,B10053_005EA,B10053_005MA,B10053_006M,B10053_006EA,B10053_006MA,B10053_007M,B10053_007EA,B10053_007MA,B10053_008M,B10053_008EA,B10053_008MA,B10053_009M,B10053_009EA,B10053_009MA,B10053_010M,B10053_010EA,B10053_010MA,B10053_011M,B10053_011EA,B10053_011MA,state
500186,17164,284354,11153,111483,6493,64904,5381,46579,3782,172871,9909,215832,12044,37465,4363,18816,2756,18649,3077,178367,11131,17164,null,null,11153,null,null,6493,null,null,5381,null,null,3782,null,null,9909,null,null,12044,null,null,4363,null,null,2756,null,null,3077,null,null,11131,null,null,12
263332,10927,213261,10686,91921,6910,51584,4887,40337,3795,121340,7737,50071,4750,10221,2009,5562,1501,4659,1191,39850,4357,10927,null,null,10686,null,null,6910,null,null,4887,null,null,3795,null,null,7737,null,null,4750,null,null,2009,null,null,1501,null,null,1191,null,null,4357,null,null,13
55125,3988,35242,3001,9445,1602,4517,1190,4928,1221,25797,2598,19883,2847,3794,1361,2093,1116,1701,774,16089,2483,3988,null,null,3001,null,null,1602,null,null,1190,null,null,1221,null,null,2598,null,null,2847,null,null,1361,null,null,1116,null,null,774,null,null,2483,null,null,15
26148,3338,21533,3162,7545,1489,4076,1067,3469,1001,13988,2455,4615,1535,1258,825,1096,801,162,204,3357,1464,3338,null,null,3162,null,null,1489,null,null,1067,null,null,1001,null,null,2455,null,null,1535,null,null,825,null,null,801,null,null,204,null,null,1464,null,null,16
262714,11384,166191,8969,65496,4786,39407,3550,26089,2427,100695,6651,96523,6543,17885,2880,11286,2438,6599,1339,78638,5244,11384,null,null,8969,null,null,4786,null,null,3550,null,null,2427,null,null,6651,null,null,6543,null,null,2880,null,null,2438,null,null,1339,null,null,5244,null,null,17
126520,6794,111658,6347,55204,4012,36061,3647,19143,2052,56454,4412,14862,2442,4340,1322,2729,1058,1611,811,10522,2072,6794,null,null,6347,null,null,4012,null,null,3647,null,null,2052,null,null,4412,null,null,2442,null,null,1322,null,null,1058,null,null,811,null,null,2072,null,null,18
41852,3615,36629,3064,15892,1978,9742,1641,6150,1115,20737,2583,5223,1454,789,347,578,291,211,157,4434,1327,3615,null,null,3064,null,null,1978,null,null,1641,null,null,1115,null,null,2583,null,null,1454,null,null,347,null,null,291,null,null,157,null,null,1327,null,null,19
44033,3266,36541,3160,16134,1893,9499,1364,6635,1282,20407,2489,7492,1447,1632,777,1239,809,393,286,5860,1318,3266,null,null,3160,null,null,1893,null,null,1364,null,null,1282,null,null,2489,null,null,1447,null,null,777,null,null,809,null,null,286,null,null,1318,null,null,20
100914,5261,98345,5165,54810,4095,32398,3399,22412,2412,43535,3764,2569,1247,571,391,222,271,349,269,1998,1163,5261,null,null,5165,null,null,4095,null,null,3399,null,null,2412,null,null,3764,null,null,1247,null,null,391,null,null,271,null,null,269,null,null,1163,null,null,21
112557,7257,107213,6919,55008,4478,28672,3034,26336,3316,52205,4005,5344,1720,1868,784,795,600,1073,648,3476,1351,7257,null,null,6919,null,null,4478,null,null,3034,null,null,3316,null,null,4005,null,null,1720,null,null,784,null,null,600,null,null,648,null,null,1351,null,null,22
18529,2342,18009,2390,6735,1537,3571,1055,3164,900,11274,2099,520,285,60,88,7,15,53,87,460,270,2342,null,null,2390,null,null,1537,null,null,1055,null,null,900,null,null,2099,null,null,285,null,null,88,null,null,15,null,null,87,null,null,270,null,null,23
141930,7371,104842,6065,37607,3904,22423,3212,15184,1843,67235,4352,37088,4008,8429,2064,4999,1550,3430,1172,28659,3451,7371,null,null,6065,null,null,3904,null,null,3212,null,null,1843,null,null,4352,null,null,4008,null,null,2064,null,null,1550,null,null,1172,null,null,3451,null,null,24
124446,7121,78196,5096,23765,2711,13216,2090,10549,1710,54431,4039,46250,4433,8208,1966,4295,1143,3913,1388,38042,4149,7121,null,null,5096,null,null,2711,null,null,2090,null,null,1710,null,null,4039,null,null,4433,null,null,1966,null,null,1143,null,null,1388,null,null,4149,null,null,25
173370,8189,150077,7821,59134,3941,34601,2990,24533,2448,90943,5609,23293,2858,4519,1192,2616,849,1903,697,18774,2479,8189,null,null,7821,null,null,3941,null,null,2990,null,null,2448,null,null,5609,null,null,2858,null,null,1192,null,null,849,null,null,697,null,null,2479,null,null,26
65256,3825,47185,3294,16100,1939,8834,1510,7266,1239,31085,2507,18071,2679,3538,1059,2458,847,1080,591,14533,2375,3825,null,null,3294,null,null,1939,null,null,1510,null,null,1239,null,null,2507,null,null,2679,null,null,1059,null,null,847,null,null,591,null,null,2375,null,null,27
87727,4671,86169,4550,46530,3485,29679,2870,16851,2075,39639,3388,1558,633,53,63,53,63,0,213,1505,649,4671,null,null,4550,null,null,3485,null,null,2870,null,null,2075,null,null,3388,null,null,633,null,null,63,null,null,63,null,null,213,null,null,649,null,null,28
116684,6123,108233,5681,56440,4684,34378,3650,22062,3257,51793,3365,8451,2111,1465,690,748,411,717,557,6986,1920,6123,null,null,5681,null,null,4684,null,null,3650,null,null,3257,null,null,3365,null,null,2111,null,null,690,null,null,411,null,null,557,null,null,1920,null,null,29
14189,1897,13876,1790,7169,1383,3682,939,3487,820,6707,1223,313,289,24,40,0,168,24,40,289,286,1897,null,null,1790,null,null,1383,null,null,939,null,null,820,null,null,1223,null,null,289,null,null,40,null,null,168,null,null,40,null,null,286,null,null,30
26799,2725,21449,2390,8171,1503,4649,1277,3522,946,13278,1773,5350,1324,761,379,534,344,227,146,4589,1385,2725,null,null,2390,null,null,1503,null,null,1277,null,null,946,null,null,1773,null,null,1324,null,null,379,null,null,344,null,null,146,null,null,1385,null,null,31
67783,5396,37763,3689,16416,2627,8350,1623,8066,1878,21347,2438,30020,3825,7475,1848,4758,1464,2717,1085,22545,3057,5396,null,null,3689,null,null,2627,null,null,1623,null,null,1878,null,null,2438,null,null,3825,null,null,1848,null,null,1464,null,null,1085,null,null,3057,null,null,32
22686,2933,20879,2944,7572,1700,4839,1370,2733,1031,13307,2182,1807,826,411,427,185,306,226,269,1396,708,2933,null,null,2944,null,null,1700,null,null,1370,null,null,1031,null,null,2182,null,null,826,null,null,427,null,null,306,null,null,269,null,null,708,null,null,33
190847,8276,100875,6029,31352,3649,17165,2629,14187,2294,69523,4500,89972,6061,14382,2169,6801,1442,7581,1584,75590,5470,8276,null,null,6029,null,null,3649,null,null,2629,null,null,2294,null,null,4500,null,null,6061,null,null,2169,null,null,1442,null,null,1584,null,null,5470,null,null,34
55849,4742,43676,3980,18957,2761,10769,2134,8188,1625,24719,2876,12173,2001,4524,1446,3326,1271,1198,684,7649,1518,4742,null,null,3980,null,null,2761,null,null,2134,null,null,1625,null,null,2876,null,null,2001,null,null,1446,null,null,1271,null,null,684,null,null,1518,null,null,35
454703,13176,213577,8340,71398,5258,38455,3948,32943,2997,142179,6020,241126,9713,52845,4749,27053,3311,25792,2870,188281,8942,13176,null,null,8340,null,null,5258,null,null,3948,null,null,2997,null,null,6020,null,null,9713,null,null,4749,null,null,3311,null,null,2870,null,null,8942,null,null,36
213951,9814,184737,8308,83618,6352,50742,5061,32876,3072,101119,6240,29214,3918,7970,1779,6357,1807,1613,536,21244,3388,9814,null,null,8308,null,null,6352,null,null,5061,null,null,3072,null,null,6240,null,null,3918,null,null,1779,null,null,1807,null,null,536,null,null,3388,null,null,37
6265,1345,5820,1279,3129,996,2073,768,1056,431,2691,752,445,228,163,157,104,124,59,96,282,180,1345,null,null,1279,null,null,996,null,null,768,null,null,431,null,null,752,null,null,228,null,null,157,null,null,124,null,null,96,null,null,180,null,null,38
212993,7523,195299,7215,89024,5294,54099,3834,34925,3356,106275,4889,17694,2603,2420,841,995,520,1425,632,15274,2593,7523,null,null,7215,null,null,5294,null,null,3834,null,null,3356,null,null,4889,null,null,2603,null,null,841,null,null,520,null,null,632,null,null,2593,null,null,39
88443,4496,79059,4176,43423,2929,24968,2138,18455,1816,35636,2711,9384,1647,2944,984,2590,943,354,238,6440,1232,4496,null,null,4176,null,null,2929,null,null,2138,null,null,1816,null,null,2711,null,null,1647,null,null,984,null,null,943,null,null,238,null,null,1232,null,null,40
71533,5377,56019,4969,18643,2625,8759,1562,9884,2147,37376,3634,15514,2358,2358,944,1681,835,677,459,13156,2221,5377,null,null,4969,null,null,2625,null,null,1562,null,null,2147,null,null,3634,null,null,2358,null,null,944,null,null,835,null,null,459,null,null,2221,null,null,41
239124,9134,204640,8405,74643,4530,45770,4041,28873,2266,129997,6753,34484,3427,7241,1702,4221,1358,3020,962,27243,3203,9134,null,null,8405,null,null,4530,null,null,4041,null,null,2266,null,null,6753,null,null,3427,null,null,1702,null,null,1358,null,null,962,null,null,3203,null,null,42
20917,2474,14770,2152,5469,1555,2811,1036,2658,1099,9301,1512,6147,1326,1596,824,1169,736,427,338,4551,1062,2474,null,null,2152,null,null,1555,null,null,1036,null,null,1099,null,null,1512,null,null,1326,null,null,824,null,null,736,null,null,338,null,null,1062,null,null,44
119799,7240,112574,6909,49883,4359,27276,3320,22607,2218,62691,5564,7225,1829,1246,758,177,173,1069,718,5979,1776,7240,null,null,6909,null,null,4359,null,null,3320,null,null,2218,null,null,5564,null,null,1829,null,null,758,null,null,173,null,null,718,null,null,1776,null,null,45
10955,1345,9999,1216,4880,925,2821,678,2059,629,5119,971,956,453,385,269,219,219,166,195,571,347,1345,null,null,1216,null,null,925,null,null,678,null,null,629,null,null,971,null,null,453,null,null,269,null,null,219,null,null,195,null,null,347,null,null,46
153183,7542,143363,7480,69322,5240,39811,3695,29511,3371,74041,5009,9820,1923,2201,1018,1810,961,391,241,7619,1530,7542,null,null,7480,null,null,5240,null,null,3695,null,null,3371,null,null,5009,null,null,1923,null,null,1018,null,null,961,null,null,241,null,null,1530,null,null,47
769671,18881,475205,15151,209578,9550,128064,7672,81514,5643,265627,12377,294466,12060,77925,6348,54257,5523,23668,3270,216541,10836,18881,null,null,15151,null,null,9550,null,null,7672,null,null,5643,null,null,12377,null,null,12060,null,null,6348,null,null,5523,null,null,3270,null,null,10836,null,null,48
63379,4578,50981,4103,17708,2660,9379,2059,8329,1723,33273,3183,12398,2164,1545,752,1076,639,469,356,10853,2198,4578,null,null,4103,null,null,2660,null,null,2059,null,null,1723,null,null,3183,null,null,2164,null,null,752,null,null,639,null,null,356,null,null,2198,null,null,49
9327,1589,8771,1535,3007,911,1863,713,1144,437,5764,1211,556,348,0,151,0,151,0,151,556,348,1589,null,null,1535,null,null,911,null,null,713,null,null,437,null,null,1211,null,null,348,null,null,151,null,null,151,null,null,151,null,null,348,null,null,50
199195,9109,149682,7528,64909,5464,36346,3816,28563,3238,84773,5212,49513,4641,7555,1527,3468,1128,4087,1079,41958,4116,9109,null,null,7528,null,null,5464,null,null,3816,null,null,3238,null,null,5212,null,null,4641,null,null,1527,null,null,1128,null,null,1079,null,null,4116,null,null,51
130582,6534,88907,5525,35642,3412,19411,2492,16231,2360,53265,4006,41675,4266,7604,1650,4859,1400,2745,982,34071,3734,6534,null,null,5525,null,null,3412,null,null,2492,null,null,2360,null,null,4006,null,null,4266,null,null,1650,null,null,1400,null,null,982,null,null,3734,null,null,53
46480,4542,44700,4442,24078,3149,14185,2313,9893,2018,20622,3281,1780,629,407,303,93,118,314,289,1373,584,4542,null,null,4442,null,null,3149,null,null,2313,null,null,2018,null,null,3281,null,null,629,null,null,303,null,null,118,null,null,289,null,null,584,null,null,54
71144,4645,61324,4222,22465,2449,15208,2089,7257,1378,38859,3103,9820,2137,1650,630,1049,483,601,418,8170,2044,4645,null,null,4222,null,null,2449,null,null,2089,null,null,1378,null,null,3103,null,null,2137,null,null,630,null,null,483,null,null,418,null,null,2044,null,null,55
10139,2392,9955,2403,4423,1510,2760,1193,1663,661,5532,1625,184,207,6,12,0,197,6,12,178,207,2392,null,null,2403,null,null,1510,null,null,1193,null,null,661,null,null,1625,null,null,207,null,null,12,null,null,197,null,null,12,null,null,207,null,null,56
96568,5605,92574,5433,37607,3462,18829,2373,18778,2561,54967,4433,3994,1138,1486,576,661,407,825,433,2508,988,5605,null,null,5433,null,null,3462,null,null,2373,null,null,2561,null,null,4433,null,null,1138,null,null,576,null,null,407,null,null,433,null,null,988,null,null,72
118640,6024,113041,5779,58813,4277,37710,3985,21103,2000,54228,3966,5599,1357,1077,515,776,380,301,275,4522,1349,6024,null,null,5779,null,null,4277,null,null,3985,null,null,2000,null,null,3966,null,null,1357,null,null,515,null,null,380,null,null,275,null,null,1349,null,null,01
16460,2221,14572,2118,6487,1414,3640,1168,2847,741,8085,1743,1888,804,387,278,246,244,141,170,1501,704,2221,null,null,2118,null,null,1414,null,null,1168,null,null,741,null,null,1743,null,null,804,null,null,278,null,null,244,null,null,170,null,null,704,null,null,02
183388,9606,120297,7815,54494,5122,31969,3546,22525,2861,65803,4641,63091,5465,19376,3285,12470,2560,6906,2072,43715,4371,9606,null,null,7815,null,null,5122,null,null,3546,null,null,2861,null,null,4641,null,null,5465,null,null,3285,null,null,2560,null,null,2072,null,null,4371,null,null,04
77179,4993,70913,4645,41060,3451,26105,3040,14955,1782,29853,2980,6266,2029,1466,823,1064,663,402,365,4800,1755,4993,null,null,4645,null,null,3451,null,null,3040,null,null,1782,null,null,2980,null,null,2029,null,null,823,null,null,663,null,null,365,null,null,1755,null,null,05
1151350,20984,433975,11428,135009,6474,72633,5240,62376,3920,298966,8345,717375,17291,114217,7523,65192,5058,49025,4710,603158,15711,20984,null,null,11428,null,null,6474,null,null,5240,null,null,3920,null,null,8345,null,null,17291,null,null,7523,null,null,5058,null,null,4710,null,null,15711,null,null,06
102873,6500,77187,5170,29941,3053,16721,2339,13220,1813,47246,4117,25686,3586,5968,1316,4558,1179,1410,646,19718,3111,6500,null,null,5170,null,null,3053,null,null,2339,null,null,1813,null,null,4117,null,null,3586,null,null,1316,null,null,1179,null,null,646,null,null,3111,null,null,08
58683,4331,40951,3979,13269,2335,8255,1893,5014,1245,27682,2907,17732,2272,2775,893,1919,835,856,364,14957,2164,4331,null,null,3979,null,null,2335,null,null,1893,null,null,1245,null,null,2907,null,null,2272,null,null,893,null,null,835,null,null,364,null,null,2164,null,null,09
21940,3196,16930,2423,6746,1775,3769,1210,2977,1289,10184,1831,5010,1720,437,363,214,170,223,298,4573,1698,3196,null,null,2423,null,null,1775,null,null,1210,null,null,1289,null,null,1831,null,null,1720,null,null,363,null,null,170,null,null,298,null,null,1698,null,null,10
9489,1524,7915,1379,1791,774,932,453,859,518,6124,1333,1574,724,563,453,195,188,368,364,1011,568,1524,null,null,1379,null,null,774,null,null,453,null,null,518,null,null,1333,null,null,724,null,null,453,null,null,188,null,null,364,null,null,568,null,null,11
