B99012_001E,B99012_002E,B99012_003E,B99012_001EA,B99012_002EA,B99012_003EA,state
20612439,508296,20104143,null,null,null,12
10310371,217292,10093079,null,null,null,13
1428557,46801,1381756,null,null,null,15
1683140,19526,1663614,null,null,null,16
12801539,170311,12631228,null,null,null,17
6633053,71135,6561918,null,null,null,18
3134693,41910,3092783,null,null,null,19
2907289,38660,2868629,null,null,null,20
4436974,56753,4380221,null,null,null,21
4681666,87226,4594440,null,null,null,22
1331479,19993,1311486,null,null,null,23
6016447,93199,5923248,null,null,null,24
6811779,86056,6725723,null,null,null,25
9928300,103445,9824855,null,null,null,26
5519952,52214,5467738,null,null,null,27
2988726,33675,2955051,null,null,null,28
6093000,84377,6008623,null,null,null,29
1042520,20869,1021651,null,null,null,30
1907116,32932,1874184,null,null,null,31
2940058,43525,2896533,null,null,null,32
1334795,19659,1315136,null,null,null,33
8944469,155253,8789216,null,null,null,34
2081015,39737,2041278,null,null,null,35
19745289,410256,19335033,null,null,null,36
10146788,135987,10010801,null,null,null,37
757953,8496,749457,null,null,null,38
11614373,152370,11462003,null,null,null,39
3923561,68289,3855272,null,null,null,40
4093465,70943,4022522,null,null,null,41
12784227,150640,12633587,null,null,null,42
1056426,13995,1042431,null,null,null,44
4961119,79556,4881563,null,null,null,45
865454,11439,854015,null,null,null,46
6651194,110376,6540818,null,null,null,47
27862596,421299,27441297,null,null,null,48
3051217,56185,2995032,null,null,null,49
624594,9403,615191,null,null,null,50
8411808,144357,8267451,null,null,null,51
7288000,97130,7190870,null,null,null,53
1831102,19950,1811152,null,null,null,54
5778709,56507,5722202,null,null,null,55
585501,9638,575863,null,null,null,56
3411307,59163,3352144,null,null,null,72
4863300,107131,4756169,null,null,null,01
741894,19918,721976,null,null,null,02
6931071,148714,6782357,null,null,null,04
2988248,42619,2945629,null,null,null,05
39250017,825829,38424188,null,null,null,06
5540545,76225,5464320,null,null,null,08
3576452,49170,3527282,null,null,null,09
952065,10783,941282,null,null,null,10
681170,19243,661927,null,null,null,11
