C27001_001E,C27001_001M,C27001_002E,C27001_002M,C27001_003E,C27001_003M,C27001_004E,C27001_004M,C27001_005E,C27001_005M,C27001_006E,C27001_006M,C27001_007E,C27001_007M,C27001_008E,C27001_008M,C27001_009E,C27001_009M,C27001_010E,C27001_010M,C27001_011E,C27001_011M,C27001_012E,C27001_012M,C27001_013E,C27001_013M,C27001_014E,C27001_014M,C27001_015E,C27001_015M,C27001_016E,C27001_016M,C27001_017E,C27001_017M,C27001_018E,C27001_018M,C27001_019E,C27001_019M,C27001_020E,C27001_020M,C27001_021E,C27001_021M,C27001_001M,C27001_001EA,C27001_001MA,C27001_002M,C27001_002EA,C27001_002MA,C27001_003M,C27001_003EA,C27001_003MA,C27001_004M,C27001_004EA,C27001_004MA,C27001_005M,C27001_005EA,C27001_005MA,C27001_006M,C27001_006EA,C27001_006MA,C27001_007M,C27001_007EA,C27001_007MA,C27001_008M,C27001_008EA,C27001_008MA,C27001_009M,C27001_009EA,C27001_009MA,C27001_010M,C27001_010EA,C27001_010MA,C27001_011M,C27001_011EA,C27001_011MA,C27001_012M,C27001_012EA,C27001_012MA,C27001_013M,C27001_013EA,C27001_013MA,C27001_014M,C27001_014EA,C27001_014MA,C27001_015M,C27001_015EA,C27001_015MA,C27001_016M,C27001_016EA,C27001_016MA,C27001_017M,C27001_017EA,C27001_017MA,C27001_018M,C27001_018EA,C27001_018MA,C27001_019M,C27001_019EA,C27001_019MA,C27001_020M,C27001_020EA,C27001_020MA,C27001_021M,C27001_021EA,C27001_021MA,state
20294479,4316,9829594,8614,2112080,5936,1980461,9861,131619,7821,5904200,6573,4695725,24165,1208475,23303,1813314,2918,1791199,4050,22115,3163,10464885,7394,2024265,6201,1899137,11451,125128,9824,6233188,6388,5207236,23406,1025952,23480,2207432,3525,2176474,5152,30958,3971,4316,null,null,8614,null,null,5936,null,null,9861,null,null,7821,null,null,6573,null,null,24165,null,null,23303,null,null,2918,null,null,4050,null,null,3163,null,null,7394,null,null,6201,null,null,11451,null,null,9824,null,null,6388,null,null,23406,null,null,23480,null,null,3525,null,null,5152,null,null,3971,null,null,12
10120788,3683,4866326,9202,1278525,6524,1192588,9836,85937,6831,3007980,5944,2416187,17077,591793,16866,579821,2820,573934,3156,5887,1694,5254462,8566,1227801,6266,1150966,8588,76835,7567,3276179,5335,2733961,14681,542218,14472,750482,3112,743579,3450,6903,1576,3683,null,null,9202,null,null,6524,null,null,9836,null,null,6831,null,null,5944,null,null,17077,null,null,16866,null,null,2820,null,null,3156,null,null,1694,null,null,8566,null,null,6266,null,null,8588,null,null,7567,null,null,5335,null,null,14681,null,null,14472,null,null,3112,null,null,3450,null,null,1576,null,null,13
1378730,2525,677111,2948,158446,1679,155665,2004,2781,1037,410306,2522,387291,3533,23015,2715,108359,748,107933,771,426,264,701619,2294,149115,1601,144999,2120,4116,1400,422129,1392,404194,2827,17935,2401,130375,608,129975,629,400,330,2525,null,null,2948,null,null,1679,null,null,2004,null,null,1037,null,null,2522,null,null,3533,null,null,2715,null,null,748,null,null,771,null,null,264,null,null,2294,null,null,1601,null,null,2120,null,null,1400,null,null,1392,null,null,2827,null,null,2401,null,null,608,null,null,629,null,null,330,null,null,15
1662867,795,826763,2862,224061,2267,213952,3131,10109,2134,483518,2283,408201,4999,75317,5003,119184,1381,118795,1273,389,390,836104,2843,211569,2313,201195,2612,10374,1669,491285,2261,420902,4322,70383,4247,133250,1310,131712,1420,1538,799,795,null,null,2862,null,null,2267,null,null,3131,null,null,2134,null,null,2283,null,null,4999,null,null,5003,null,null,1381,null,null,1273,null,null,390,null,null,2843,null,null,2313,null,null,2612,null,null,1669,null,null,2261,null,null,4322,null,null,4247,null,null,1310,null,null,1420,null,null,799,null,null,16
12620388,1326,6168002,5264,1490060,3503,1453934,5739,36126,4497,3887432,3538,3464662,10645,422770,10869,790510,2369,783991,2687,6519,1203,6452386,5163,1429803,3510,1394610,4554,35193,3308,4005183,3752,3698138,9218,307045,8966,1017400,3138,1008451,3357,8949,1828,1326,null,null,5264,null,null,3503,null,null,5739,null,null,4497,null,null,3538,null,null,10645,null,null,10869,null,null,2369,null,null,2687,null,null,1203,null,null,5163,null,null,3510,null,null,4554,null,null,3308,null,null,3752,null,null,9218,null,null,8966,null,null,3138,null,null,3357,null,null,1828,null,null,17
6534914,919,3204187,6049,806805,4437,759067,6008,47738,4211,1973871,3957,1733747,9220,240124,9010,423511,2113,420660,2304,2851,997,3330727,6017,767120,4715,722708,6488,44412,4485,2029840,3460,1837944,8851,191896,7915,533767,2085,530425,2261,3342,1059,919,null,null,6049,null,null,4437,null,null,6008,null,null,4211,null,null,3957,null,null,9220,null,null,9010,null,null,2113,null,null,2304,null,null,997,null,null,6017,null,null,4715,null,null,6488,null,null,4485,null,null,3460,null,null,8851,null,null,7915,null,null,2085,null,null,2261,null,null,1059,null,null,18
3091437,506,1532095,3125,372234,2393,362188,3311,10046,2234,939004,2421,873481,4521,65523,4115,220857,1607,220644,1622,213,150,1559342,3175,352763,2382,344367,2826,8396,1492,936201,2356,889374,3751,46827,3284,270378,1619,269771,1628,607,359,506,null,null,3125,null,null,2393,null,null,3311,null,null,2234,null,null,2421,null,null,4521,null,null,4115,null,null,1607,null,null,1622,null,null,150,null,null,3175,null,null,2382,null,null,2826,null,null,1492,null,null,2356,null,null,3751,null,null,3284,null,null,1619,null,null,1628,null,null,359,null,null,19
2850862,1447,1408996,4885,366317,3766,350633,4122,15684,2196,853471,3148,736991,5885,116480,5290,189208,1418,188335,1391,873,462,1441866,4484,346785,3953,331557,4314,15228,1919,864922,2852,765632,5060,99290,4509,230159,1527,228740,1591,1419,594,1447,null,null,4885,null,null,3766,null,null,4122,null,null,2196,null,null,3148,null,null,5885,null,null,5290,null,null,1418,null,null,1391,null,null,462,null,null,4484,null,null,3953,null,null,4314,null,null,1919,null,null,2852,null,null,5060,null,null,4509,null,null,1527,null,null,1591,null,null,594,null,null,20
4354380,1440,2121338,5132,516709,3262,500095,3841,16614,2247,1309148,4210,1197644,6962,111504,6422,295481,1543,294435,1590,1046,602,2233042,5104,493277,3423,477896,4344,15381,2275,1369879,3380,1292134,5755,77745,4694,369886,1850,368826,1918,1060,466,1440,null,null,5132,null,null,3262,null,null,3841,null,null,2247,null,null,4210,null,null,6962,null,null,6422,null,null,1543,null,null,1590,null,null,602,null,null,5104,null,null,3423,null,null,4344,null,null,2275,null,null,3380,null,null,5755,null,null,4694,null,null,1850,null,null,1918,null,null,466,null,null,21
4577182,1950,2208827,5319,571299,5483,552281,6208,19018,3254,1350764,3619,1111372,8966,239392,9205,286764,1890,285388,1829,1376,494,2368355,5285,544158,4971,529550,5668,14608,2560,1456935,2875,1262530,10125,194405,9828,367262,1871,366229,1936,1033,429,1950,null,null,5319,null,null,5483,null,null,6208,null,null,3254,null,null,3619,null,null,8966,null,null,9205,null,null,1890,null,null,1829,null,null,494,null,null,5285,null,null,4971,null,null,5668,null,null,2560,null,null,2875,null,null,10125,null,null,9828,null,null,1871,null,null,1936,null,null,429,null,null,22
