C17009_001E,C17009_001M,C17009_002E,C17009_002M,C17009_003E,C17009_003M,C17009_004E,C17009_004M,C17009_005E,C17009_005M,C17009_006E,C17009_006M,C17009_007E,C17009_007M,C17009_008E,C17009_008M,C17009_009E,C17009_009M,C17009_001M,C17009_001EA,C17009_001MA,C17009_002M,C17009_002EA,C17009_002MA,C17009_003M,C17009_003EA,C17009_003MA,C17009_004M,C17009_004EA,C17009_004MA,C17009_005M,C17009_005EA,C17009_005MA,C17009_006M,C17009_006EA,C17009_006MA,C17009_007M,C17009_007EA,C17009_007MA,C17009_008M,C17009_008EA,C17009_008MA,C17009_009M,C17009_009EA,C17009_009MA,state
4005809,33918,1018266,18731,49080,4283,277139,9101,692047,14258,2987543,28282,1689794,21394,546889,11175,750860,12195,33918,null,null,18731,null,null,4283,null,null,9101,null,null,14258,null,null,28282,null,null,21394,null,null,11175,null,null,12195,null,null,36
1914085,23294,520258,13968,27710,3378,182279,10056,310269,9702,1393827,19869,764597,17738,249318,8138,379912,8762,23294,null,null,13968,null,null,3378,null,null,10056,null,null,9702,null,null,19869,null,null,17738,null,null,8138,null,null,8762,null,null,37
181411,6865,39739,3678,2857,752,19912,2829,16970,2012,141672,6323,86414,5869,28095,2819,27163,1906,6865,null,null,3678,null,null,752,null,null,2829,null,null,2012,null,null,6323,null,null,5869,null,null,2819,null,null,1906,null,null,38
2350738,20509,618716,13540,34593,3003,219473,8637,364650,9754,1732022,18201,934044,15163,297231,9069,500747,9390,20509,null,null,13540,null,null,3003,null,null,8637,null,null,9754,null,null,18201,null,null,15163,null,null,9069,null,null,9390,null,null,39
720534,12175,210436,6861,16005,1987,73018,3983,121413,5287,510098,10605,279391,7699,88237,4827,142470,4118,12175,null,null,6861,null,null,1987,null,null,3983,null,null,5287,null,null,10605,null,null,7699,null,null,4827,null,null,4118,null,null,40
932685,17369,244520,10070,15816,2538,99459,6659,129245,6887,688165,15307,338816,10276,155578,6871,193771,6728,17369,null,null,10070,null,null,2538,null,null,6659,null,null,6887,null,null,15307,null,null,10276,null,null,6871,null,null,6728,null,null,41
2521458,22833,617444,15222,30412,2997,206341,7816,380691,12057,1904014,16922,1007608,14586,319699,7796,576707,9951,22833,null,null,15222,null,null,2997,null,null,7816,null,null,12057,null,null,16922,null,null,14586,null,null,7796,null,null,9951,null,null,42
227919,8797,53996,4999,2328,910,14583,2603,37085,4303,173923,7806,96527,5928,29121,2858,48275,3133,8797,null,null,4999,null,null,910,null,null,2603,null,null,4303,null,null,7806,null,null,5928,null,null,2858,null,null,3133,null,null,44
916222,15902,250009,7643,16351,2236,80814,5254,152844,6355,666213,15421,370001,11014,104186,5373,192026,7560,15902,null,null,7643,null,null,2236,null,null,5254,null,null,6355,null,null,15421,null,null,11014,null,null,5373,null,null,7560,null,null,45
177184,5522,44107,3811,2621,843,18839,2626,22647,2122,133077,5259,75579,4321,26071,2789,31427,2581,5522,null,null,3811,null,null,843,null,null,2626,null,null,2122,null,null,5259,null,null,4321,null,null,2789,null,null,2581,null,null,46
1238695,18197,340009,8775,23646,3005,107441,5475,208922,7519,898686,15699,509060,14381,139384,5863,250242,6470,18197,null,null,8775,null,null,3005,null,null,5475,null,null,7519,null,null,15699,null,null,14381,null,null,5863,null,null,6470,null,null,47
4326922,39678,1108477,20894,85470,5521,379103,13929,643904,15155,3218445,35894,2023435,29580,535000,12601,660010,13417,39678,null,null,20894,null,null,5521,null,null,13929,null,null,15155,null,null,35894,null,null,29580,null,null,12601,null,null,13417,null,null,48
408033,13570,114768,8535,10157,2171,54631,6407,49980,4688,293265,11490,178749,9232,55866,4465,58650,3329,13570,null,null,8535,null,null,2171,null,null,6407,null,null,4688,null,null,11490,null,null,9232,null,null,4465,null,null,3329,null,null,49
149353,4830,35765,3044,1745,591,14312,1941,19708,2179,113588,4121,58698,3285,22112,1842,32778,2172,4830,null,null,3044,null,null,591,null,null,1941,null,null,2179,null,null,4121,null,null,3285,null,null,1842,null,null,2172,null,null,50
1559279,22641,356166,11450,25249,3452,128423,6977,202494,7903,1203113,18543,716773,13869,205997,7503,280343,7824,22641,null,null,11450,null,null,3452,null,null,6977,null,null,7903,null,null,18543,null,null,13869,null,null,7503,null,null,7824,null,null,51
1549526,21809,363836,10476,16364,2164,140430,7378,207042,8148,1185690,17952,659698,16256,243069,7719,282923,7941,21809,null,null,10476,null,null,2164,null,null,7378,null,null,8148,null,null,17952,null,null,16256,null,null,7719,null,null,7941,null,null,53
361907,9537,122609,6788,5205,1254,34235,3598,83169,5304,239298,7756,108110,4920,39865,3192,91323,5007,9537,null,null,6788,null,null,1254,null,null,3598,null,null,5304,null,null,7756,null,null,4920,null,null,3192,null,null,5007,null,null,54
1231483,15303,288492,7928,16157,2003,125020,6491,147315,5775,942991,14258,511052,11638,172954,5574,258985,5937,15303,null,null,7928,null,null,2003,null,null,6491,null,null,5775,null,null,14258,null,null,11638,null,null,5574,null,null,5937,null,null,55
116999,5253,32888,3338,3496,1139,16146,2341,13246,2231,84111,4991,46420,3807,19106,2636,18585,2061,5253,null,null,3338,null,null,1139,null,null,2341,null,null,2231,null,null,4991,null,null,3807,null,null,2636,null,null,2061,null,null,56
517160,10814,294348,7681,9588,1732,51708,3689,233052,6321,222812,7877,113018,5947,24597,2362,85197,4762,10814,null,null,7681,null,null,1732,null,null,3689,null,null,6321,null,null,7877,null,null,5947,null,null,2362,null,null,4762,null,null,72
843739,15126,260910,8943,16243,2312,74984,5148,169683,7069,582829,13876,299689,9933,86525,5355,196615,5994,15126,null,null,8943,null,null,2312,null,null,5148,null,null,7069,null,null,13876,null,null,9933,null,null,5355,null,null,5994,null,null,01
158281,7216,26887,2971,2333,931,11031,1758,13523,1988,131394,6175,69393,4733,41077,3375,20924,2027,7216,null,null,2971,null,null,931,null,null,1758,null,null,1988,null,null,6175,null,null,4733,null,null,3375,null,null,2027,null,null,02
1328715,21003,345384,11377,20983,2602,119228,6721,205173,8364,983331,16054,525204,13649,179543,6987,278584,8370,21003,null,null,11377,null,null,2602,null,null,6721,null,null,8364,null,null,16054,null,null,13649,null,null,6987,null,null,8370,null,null,04
540827,13556,166134,7827,8216,1614,46440,3691,111478,6630,374693,10767,196011,7337,58423,3911,120259,5868,13556,null,null,7827,null,null,1614,null,null,3691,null,null,6630,null,null,10767,null,null,7337,null,null,3911,null,null,5868,null,null,05
6929471,52097,1838134,24786,102509,6034,570586,15403,1165039,20535,5091337,44745,2866443,33463,1069388,20150,1155506,13657,52097,null,null,24786,null,null,6034,null,null,15403,null,null,20535,null,null,44745,null,null,33463,null,null,20150,null,null,13657,null,null,06
1176095,19250,264196,9318,20404,3014,115887,6611,127905,5815,911899,17028,546890,13406,185885,8057,179124,4944,19250,null,null,9318,null,null,3014,null,null,6611,null,null,5815,null,null,17028,null,null,13406,null,null,8057,null,null,4944,null,null,08
682091,13788,137080,6549,6289,1393,44684,3876,86107,4574,545011,10642,296870,9141,102347,6225,145794,5451,13788,null,null,6549,null,null,1393,null,null,3876,null,null,4574,null,null,10642,null,null,9141,null,null,6225,null,null,5451,null,null,09
172466,6926,40595,3059,1754,797,10519,1639,28322,2611,131871,6129,74121,5198,21619,2291,36131,2653,6926,null,null,3059,null,null,797,null,null,1639,null,null,2611,null,null,6129,null,null,5198,null,null,2291,null,null,2653,null,null,10
248361,6031,56473,4606,2917,717,19341,2575,34215,3399,191888,5573,134997,5071,33299,2745,23592,1783,6031,null,null,4606,null,null,717,null,null,2575,null,null,3399,null,null,5573,null,null,5071,null,null,2745,null,null,1783,null,null,11
