B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,B02001_001M,B02001_001EA,B02001_001MA,B02001_002M,B02001_002EA,B02001_002MA,B02001_003M,B02001_003EA,B02001_003MA,B02001_004M,B02001_004EA,B02001_004MA,B02001_005M,B02001_005EA,B02001_005MA,B02001_006M,B02001_006EA,B02001_006MA,B02001_007M,B02001_007EA,B02001_007MA,B02001_008M,B02001_008EA,B02001_008MA,B02001_009M,B02001_009EA,B02001_009MA,B02001_010M,B02001_010EA,B02001_010MA,state
20612439,-555555555,15574165,29122,3310428,22138,52738,5590,559393,7440,12540,2425,570424,25434,532751,22197,87007,8723,445744,19815,-555555555,null,*****,29122,null,null,22138,null,null,5590,null,null,7440,null,null,2425,null,null,25434,null,null,22197,null,null,8723,null,null,19815,null,null,12
10310371,-555555555,6054861,18041,3254495,14771,37939,5767,398897,6597,6503,2014,299220,21983,258456,13861,39125,5742,219331,13487,-555555555,null,*****,18041,null,null,14771,null,null,5767,null,null,6597,null,null,2014,null,null,21983,null,null,13861,null,null,5742,null,null,13487,null,null,13
1428557,-555555555,357994,5134,25898,2036,2649,849,543448,10631,144568,6675,12321,2548,341679,13209,9171,1745,332508,13205,-555555555,null,*****,5134,null,null,2036,null,null,849,null,null,10631,null,null,6675,null,null,2548,null,null,13209,null,null,1745,null,null,13205,null,null,15
1683140,-555555555,1510119,7573,11437,2001,26596,2540,24406,2239,2375,1144,66137,7319,42070,3150,6791,2455,35279,2757,-555555555,null,*****,7573,null,null,2001,null,null,2540,null,null,2239,null,null,1144,null,null,7319,null,null,3150,null,null,2455,null,null,2757,null,null,16
12801539,-555555555,9123763,24574,1813477,9631,30470,3672,684783,5820,4851,1396,822784,24826,321411,13961,67653,6745,253758,12627,-555555555,null,*****,24574,null,null,9631,null,null,3672,null,null,5820,null,null,1396,null,null,24826,null,null,13961,null,null,6745,null,null,12627,null,null,17
6633053,-555555555,5536418,10307,617745,7312,17515,2431,141451,4471,3526,1505,157755,11013,158643,8640,19324,3690,139319,7958,-555555555,null,*****,10307,null,null,7312,null,null,2431,null,null,4471,null,null,1505,null,null,11013,null,null,8640,null,null,3690,null,null,7958,null,null,18
3134693,-555555555,2834162,5131,111867,3477,10488,1711,74805,2572,3949,1754,42129,4612,57293,3933,3661,1388,53632,3884,-555555555,null,*****,5131,null,null,3477,null,null,1711,null,null,2572,null,null,1754,null,null,4612,null,null,3933,null,null,1388,null,null,3884,null,null,19
2907289,-555555555,2458966,7467,166551,4607,21620,2567,79741,3466,2922,1343,74123,7806,103366,5640,9093,2160,94273,5586,-555555555,null,*****,7467,null,null,4607,null,null,2567,null,null,3466,null,null,1343,null,null,7806,null,null,5640,null,null,2160,null,null,5586,null,null,20
4436974,-555555555,3866333,6634,366157,6162,11140,2294,61311,2866,2307,1047,37591,5245,92135,6909,9385,1825,82750,6265,-555555555,null,*****,6634,null,null,6162,null,null,2294,null,null,2866,null,null,1047,null,null,5245,null,null,6909,null,null,1825,null,null,6265,null,null,21
4681666,-555555555,2901495,5946,1514755,7221,25508,2617,77921,2506,1030,495,68208,6424,92749,8594,7506,2320,85243,7721,-555555555,null,*****,5946,null,null,7221,null,null,2617,null,null,2506,null,null,495,null,null,6424,null,null,8594,null,null,2320,null,null,7721,null,null,22
1331479,-555555555,1257120,1699,19963,1930,7893,1203,17499,1510,214,200,2450,826,26340,2599,669,418,25671,2481,-555555555,null,*****,1699,null,null,1930,null,null,1203,null,null,1510,null,null,200,null,null,826,null,null,2599,null,null,418,null,null,2481,null,null,23
6016447,-555555555,3397255,13132,1793593,9302,15234,2478,376518,4946,2480,1196,230326,12625,201041,10942,21692,4374,179349,10050,-555555555,null,*****,13132,null,null,9302,null,null,2478,null,null,4946,null,null,1196,null,null,12625,null,null,10942,null,null,4374,null,null,10050,null,null,24
6811779,-555555555,5350175,16114,506677,8067,12547,2138,440845,5571,3758,1532,285412,15924,212365,11429,30061,3904,182304,11158,-555555555,null,*****,16114,null,null,8067,null,null,2138,null,null,5571,null,null,1532,null,null,15924,null,null,11429,null,null,3904,null,null,11158,null,null,25
9928300,-555555555,7793481,10297,1363336,9361,51161,3519,292514,4773,2967,841,118621,8994,306220,11961,26535,4239,279685,10897,-555555555,null,*****,10297,null,null,9361,null,null,3519,null,null,4773,null,null,841,null,null,8994,null,null,11961,null,null,4239,null,null,10897,null,null,26
5519952,-555555555,4596566,6383,331308,5844,63229,2949,258899,4686,1452,500,111852,6950,156646,7970,14236,2862,142410,7004,-555555555,null,*****,6383,null,null,5844,null,null,2949,null,null,4686,null,null,500,null,null,6950,null,null,7970,null,null,2862,null,null,7004,null,null,27
2988726,-555555555,1748734,4269,1134958,6466,13260,1533,26708,2267,631,519,30583,4250,33852,4789,1930,907,31922,4779,-555555555,null,*****,4269,null,null,6466,null,null,1533,null,null,2267,null,null,519,null,null,4250,null,null,4789,null,null,907,null,null,4779,null,null,28
6093000,-555555555,5011507,6627,702946,7236,30888,3351,117335,3722,9193,2040,71031,6374,150100,8621,9875,2153,140225,8441,-555555555,null,*****,6627,null,null,7236,null,null,3351,null,null,3722,null,null,2040,null,null,6374,null,null,8621,null,null,2153,null,null,8441,null,null,29
1042520,-555555555,927374,1791,3949,1039,66231,2513,8432,1383,578,331,3738,1189,32218,2943,1486,627,30732,2809,-555555555,null,*****,1791,null,null,1039,null,null,2513,null,null,1383,null,null,331,null,null,1189,null,null,2943,null,null,627,null,null,2809,null,null,30
1907116,-555555555,1674863,6044,89879,3076,15865,1390,41548,3337,1227,579,38348,5844,45386,4417,3435,975,41951,4250,-555555555,null,*****,6044,null,null,3076,null,null,1390,null,null,3337,null,null,579,null,null,5844,null,null,4417,null,null,975,null,null,4250,null,null,31
2940058,-555555555,1966690,14686,260993,5352,34267,3549,244373,5223,20240,1777,274293,14398,139202,9741,22212,4390,116990,8027,-555555555,null,*****,14686,null,null,5352,null,null,3549,null,null,5223,null,null,1777,null,null,14398,null,null,9741,null,null,4390,null,null,8027,null,null,32
1334795,-555555555,1247155,2813,16671,1681,1450,764,32679,2286,66,87,8057,2144,28717,2992,2510,969,26207,2726,-555555555,null,*****,2813,null,null,1681,null,null,764,null,null,2286,null,null,87,null,null,2144,null,null,2992,null,null,969,null,null,2726,null,null,33
8944469,-555555555,6090908,22621,1194585,11078,20185,3332,854181,6311,3754,1973,543530,20839,237326,12507,57276,5500,180050,10615,-555555555,null,*****,22621,null,null,11078,null,null,3332,null,null,6311,null,null,1973,null,null,20839,null,null,12507,null,null,5500,null,null,10615,null,null,34
2081015,-555555555,1539634,11642,41043,2715,194133,4641,32346,2297,1428,667,206526,11007,65905,6313,24708,4015,41197,4312,-555555555,null,*****,11642,null,null,2715,null,null,4641,null,null,2297,null,null,667,null,null,11007,null,null,6313,null,null,4015,null,null,4312,null,null,35
19745289,-555555555,12530463,29879,3080534,18978,73052,6204,1668036,11780,9236,2216,1767107,34876,616861,22455,148081,12174,468780,19051,-555555555,null,*****,29879,null,null,18978,null,null,6204,null,null,11780,null,null,2216,null,null,34876,null,null,22455,null,null,12174,null,null,19051,null,null,36
10146788,-555555555,6989065,14006,2182212,12962,120843,4912,275428,4413,6081,1112,304293,14221,268866,12841,26131,4676,242735,11901,-555555555,null,*****,14006,null,null,12962,null,null,4912,null,null,4413,null,null,1112,null,null,14221,null,null,12841,null,null,4676,null,null,11901,null,null,37
757953,-555555555,660919,3096,19250,2426,41649,2292,9200,1807,233,278,5114,2109,21588,2952,2880,1334,18708,2599,-555555555,null,*****,3096,null,null,2426,null,null,2292,null,null,1807,null,null,278,null,null,2109,null,null,2952,null,null,1334,null,null,2599,null,null,38
11614373,-555555555,9476221,11069,1443510,10409,18081,2486,239025,3799,4031,1045,109073,9109,324432,12837,24953,3354,299479,12789,-555555555,null,*****,11069,null,null,10409,null,null,2486,null,null,3799,null,null,1045,null,null,9109,null,null,12837,null,null,3354,null,null,12789,null,null,39
3923561,-555555555,2841467,7869,287373,4830,297948,7020,79246,2991,6143,1280,107778,7573,303606,7998,14120,2324,289486,7968,-555555555,null,*****,7869,null,null,4830,null,null,7020,null,null,2991,null,null,1280,null,null,7573,null,null,7998,null,null,2324,null,null,7968,null,null,40
4093465,-555555555,3455810,13019,79575,4274,45426,4348,169459,4996,14823,2564,120779,10539,207593,10682,16485,3531,191108,10675,-555555555,null,*****,13019,null,null,4274,null,null,4348,null,null,4996,null,null,2564,null,null,10539,null,null,10682,null,null,3531,null,null,10675,null,null,41
12784227,-555555555,10340877,15158,1407047,11772,23556,3760,423180,5309,3417,1040,262396,14058,323754,13735,41390,5747,282364,11719,-555555555,null,*****,15158,null,null,11772,null,null,3760,null,null,5309,null,null,1040,null,null,14058,null,null,13735,null,null,5747,null,null,11719,null,null,42
1056426,-555555555,850105,6310,67526,4174,5304,1774,36875,2185,1437,945,62292,6199,32887,4436,6927,2248,25960,3695,-555555555,null,*****,6310,null,null,4174,null,null,1774,null,null,2185,null,null,945,null,null,6199,null,null,4436,null,null,2248,null,null,3695,null,null,44
4961119,-555555555,3342552,9869,1337644,8535,16010,2758,76870,3837,2561,1146,77386,9581,108096,9006,9158,2045,98938,8507,-555555555,null,*****,9869,null,null,8535,null,null,2758,null,null,3837,null,null,1146,null,null,9581,null,null,9006,null,null,2045,null,null,8507,null,null,45
865454,-555555555,732939,2644,14524,1410,77378,3710,12953,1806,218,228,5894,1933,21548,2935,1556,878,19992,2723,-555555555,null,*****,2644,null,null,1410,null,null,3710,null,null,1806,null,null,228,null,null,1933,null,null,2935,null,null,878,null,null,2723,null,null,46
6651194,-555555555,5177478,9138,1114434,9305,19053,2905,116375,3917,4798,2309,79206,7466,139850,9818,12055,2519,127795,9338,-555555555,null,*****,9138,null,null,9305,null,null,2905,null,null,3917,null,null,2309,null,null,7466,null,null,9818,null,null,2519,null,null,9338,null,null,47
27862596,-555555555,20702709,41751,3362283,16932,135275,9522,1300300,10959,25228,3345,1622087,41067,714714,21781,144589,11011,570125,17312,-555555555,null,*****,41751,null,null,16932,null,null,9522,null,null,10959,null,null,3345,null,null,41067,null,null,21781,null,null,11011,null,null,17312,null,null,48
3051217,-555555555,2633283,10649,32800,2988,31702,2887,70150,3381,29463,2219,164775,9993,89044,6578,13719,2960,75325,5366,-555555555,null,*****,10649,null,null,2988,null,null,2887,null,null,3381,null,null,2219,null,null,9993,null,null,6578,null,null,2960,null,null,5366,null,null,49
624594,-555555555,589379,961,7893,1034,2177,936,9406,1088,252,261,3163,1496,12324,1632,559,311,11765,1572,-555555555,null,*****,961,null,null,1034,null,null,936,null,null,1088,null,null,261,null,null,1496,null,null,1632,null,null,311,null,null,1572,null,null,50
8411808,-555555555,5707035,12066,1601868,11353,23156,3519,532320,7196,8379,2085,228627,12459,310423,12755,35061,4260,275362,12151,-555555555,null,*****,12066,null,null,11353,null,null,3519,null,null,7196,null,null,2085,null,null,12459,null,null,12755,null,null,4260,null,null,12151,null,null,51
7288000,-555555555,5516602,14010,266977,8785,94637,6519,597215,8484,48182,3043,350251,13940,414136,15502,35409,4659,378727,14273,-555555555,null,*****,14010,null,null,8785,null,null,6519,null,null,8484,null,null,3043,null,null,13940,null,null,15502,null,null,4659,null,null,14273,null,null,53
1831102,-555555555,1704195,2452,69721,3260,3851,1223,14133,1491,404,375,7494,1784,31304,3390,1399,739,29905,3379,-555555555,null,*****,2452,null,null,3260,null,null,1223,null,null,1491,null,null,375,null,null,1784,null,null,3390,null,null,739,null,null,3379,null,null,54
5778709,-555555555,4941688,8179,361653,4783,52608,2643,155252,3125,1534,560,125644,7705,140330,7902,17799,3375,122531,6986,-555555555,null,*****,8179,null,null,4783,null,null,2643,null,null,3125,null,null,560,null,null,7705,null,null,7902,null,null,3375,null,null,6986,null,null,55
585501,-555555555,538819,2339,5970,1540,13194,1467,6012,1394,420,518,5782,1948,15304,2090,1812,892,13492,1943,-555555555,null,*****,2339,null,null,1540,null,null,1467,null,null,1394,null,null,518,null,null,1948,null,null,2090,null,null,892,null,null,1943,null,null,56
3411307,-555555555,2278731,20296,395069,12347,8082,2395,5691,1571,193,196,575686,19645,147855,10164,16914,2768,130941,9925,-555555555,null,*****,20296,null,null,12347,null,null,2395,null,null,1571,null,null,196,null,null,19645,null,null,10164,null,null,2768,null,null,9925,null,null,72
4863300,-555555555,3316384,6545,1301102,7468,24509,3218,65611,3698,1503,588,70333,6866,83858,7172,6234,1867,77624,7251,-555555555,null,*****,6545,null,null,7468,null,null,3218,null,null,3698,null,null,588,null,null,6866,null,null,7172,null,null,1867,null,null,7251,null,null,01
741894,-555555555,477895,3267,23753,1978,108056,3723,45580,3124,9937,849,12712,3236,63961,5261,2471,1127,61490,5177,-555555555,null,*****,3267,null,null,1978,null,null,3723,null,null,3124,null,null,849,null,null,3236,null,null,5261,null,null,1127,null,null,5177,null,null,02
6931071,-555555555,5254944,21891,299674,6611,306247,6886,220438,4835,14140,1489,585948,20745,249680,13653,47677,6631,202003,11874,-555555555,null,*****,21891,null,null,6611,null,null,6886,null,null,4835,null,null,1489,null,null,20745,null,null,13653,null,null,6631,null,null,11874,null,null,04
2988248,-555555555,2290066,5262,464516,4871,18859,2030,41781,2680,8808,1292,86797,6034,77421,6277,9744,3265,67677,5375,-555555555,null,*****,5262,null,null,4871,null,null,2030,null,null,2680,null,null,1292,null,null,6034,null,null,6277,null,null,3265,null,null,5375,null,null,05
39250017,-555555555,23420234,62421,2265280,14911,290133,15511,5602074,18509,150521,6036,5642125,65579,1879650,30456,387758,14520,1491892,26569,-555555555,null,*****,62421,null,null,14911,null,null,15511,null,null,18509,null,null,6036,null,null,65579,null,null,30456,null,null,14520,null,null,26569,null,null,06
5540545,-555555555,4654921,13381,234142,5678,54743,4588,175951,4618,8325,1566,228102,12919,184361,9839,32714,3540,151647,8610,-555555555,null,*****,13381,null,null,5678,null,null,4588,null,null,4618,null,null,1566,null,null,12919,null,null,9839,null,null,3540,null,null,8610,null,null,08
3576452,-555555555,2741892,12294,378932,7603,9887,2998,161950,3536,1259,597,171008,10843,111524,8304,23037,4745,88487,6412,-555555555,null,*****,12294,null,null,7603,null,null,2998,null,null,3536,null,null,597,null,null,10843,null,null,8304,null,null,4745,null,null,6412,null,null,09
952065,-555555555,659091,5072,209911,4102,4055,1038,35646,1583,2053,1731,15595,4525,25714,3500,2115,989,23599,3313,-555555555,null,*****,5072,null,null,4102,null,null,1038,null,null,1583,null,null,1731,null,null,4525,null,null,3500,null,null,989,null,null,3313,null,null,10
681170,-555555555,277268,3530,320554,2554,2004,567,26436,1256,41,68,37132,4302,17735,2345,2127,919,15608,2127,-555555555,null,*****,3530,null,null,2554,null,null,567,null,null,1256,null,null,68,null,null,4302,null,null,2345,null,null,919,null,null,2127,null,null,11
