B19313G_001E,B19313G_001M,B19313G_001M,B19313G_001EA,B19313G_001MA,state
8832980900,653458372,653458372,null,null,12
3901418800,302916231,302916231,null,null,13
8078774900,432821269,432821269,null,null,15
657288800,161933852,161933852,null,null,16
5537139900,333998577,333998577,null,null,17
1794366500,182546347,182546347,null,null,18
731266600,114237498,114237498,null,null,19
1352713800,167911695,167911695,null,null,20
1015296000,158653566,158653566,null,null,21
1323623700,196269438,196269438,null,null,22
442715100,165266125,165266125,null,null,23
4269321900,373194306,373194306,null,null,24
4066024100,340903945,340903945,null,null,25
4532200600,337829981,337829981,null,null,26
2592187600,221975370,221975370,null,null,27
367221100,78880193,78880193,null,null,28
2059040700,227289606,227289606,null,null,29
481508900,66008379,66008379,null,null,30
648068100,108354263,108354263,null,null,31
2341377500,220779439,220779439,null,null,32
467795000,103256573,103256573,null,null,33
4783949300,396040038,396040038,null,null,34
1247577900,158251416,158251416,null,null,35
12793235600,1014399986,1014399986,null,null,36
3666558200,312968250,312968250,null,null,37
442376700,106070326,106070326,null,null,38
4308241800,299485535,299485535,null,null,39
5084190100,253512472,253512472,null,null,40
3550000900,310839172,310839172,null,null,41
4712757900,497409465,497409465,null,null,42
486591500,105584389,105584389,null,null,44
1279833500,154810487,154810487,null,null,45
220349500,55213854,55213854,null,null,46
1981749200,281179979,281179979,null,null,47
13585283400,859754600,859754600,null,null,48
1310730800,160020072,160020072,null,null,49
184250600,46786568,46786568,null,null,50
6443332600,480800727,480800727,null,null,51
8473879400,503017139,503017139,null,null,53
335578300,64580143,64580143,null,null,54
2017055700,265935500,265935500,null,null,55
404052000,177958686,177958686,null,null,56
1647085900,163150022,163150022,null,null,72
1303111200,166397820,166397820,null,null,01
1264838700,135492047,135492047,null,null,02
4383917700,459494182,459494182,null,null,04
1033561000,138307108,138307108,null,null,05
41839231200,1310695784,1310695784,null,null,06
3633759100,273415248,273415248,null,null,08
1820217600,234965870,234965870,null,null,09
320131100,62368948,62368948,null,null,10
707505800,140447684,140447684,null,null,11
