B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,B25115_001M,B25115_001EA,B25115_001MA,B25115_002M,B25115_002EA,B25115_002MA,B25115_003M,B25115_003EA,B25115_003MA,B25115_004M,B25115_004EA,B25115_004MA,B25115_005M,B25115_005EA,B25115_005MA,B25115_006M,B25115_006EA,B25115_006MA,B25115_007M,B25115_007EA,B25115_007MA,B25115_008M,B25115_008EA,B25115_008MA,B25115_009M,B25115_009EA,B25115_009MA,B25115_010M,B25115_010EA,B25115_010MA,B25115_011M,B25115_011EA,B25115_011MA,B25115_012M,B25115_012EA,B25115_012MA,B25115_013M,B25115_013EA,B25115_013MA,B25115_014M,B25115_014EA,B25115_014MA,B25115_015M,B25115_015EA,B25115_015MA,B25115_016M,B25115_016EA,B25115_016MA,B25115_017M,B25115_017EA,B25115_017MA,B25115_018M,B25115_018EA,B25115_018MA,B25115_019M,B25115_019EA,B25115_019MA,B25115_020M,B25115_020EA,B25115_020MA,B25115_021M,B25115_021EA,B25115_021MA,B25115_022M,B25115_022EA,B25115_022MA,B25115_023M,B25115_023EA,B25115_023MA,B25115_024M,B25115_024EA,B25115_024MA,B25115_025M,B25115_025EA,B25115_025MA,B25115_026M,B25115_026EA,B25115_026MA,B25115_027M,B25115_027EA,B25115_027MA,state
7573456,23478,4857125,26450,3358289,23053,2720769,21078,751332,13075,1969437,16847,637520,11560,186538,7603,68070,4571,118468,6237,450982,9738,149724,5959,301258,7667,1498836,17947,2716331,20401,1506172,17570,793025,14491,382372,9792,410653,11567,713147,13026,178335,8034,89686,5200,88649,5631,534812,11852,345820,10664,188992,9149,1210159,17056,23478,null,null,26450,null,null,23053,null,null,21078,null,null,13075,null,null,16847,null,null,11560,null,null,7603,null,null,4571,null,null,6237,null,null,9738,null,null,5959,null,null,7667,null,null,17947,null,null,20401,null,null,17570,null,null,14491,null,null,9792,null,null,11567,null,null,13026,null,null,8034,null,null,5200,null,null,5631,null,null,11852,null,null,10664,null,null,9149,null,null,17056,null,null,12
3686135,15528,2268606,20528,1684561,18716,1366814,17701,512153,10810,854661,13369,317747,9696,87176,5455,31867,3676,55309,4230,230571,8830,83455,5317,147116,6413,584045,11114,1417529,16560,794442,14803,381282,10548,204464,8090,176818,7691,413160,12160,87786,5797,50261,4747,37525,3449,325374,10408,221658,9257,103716,5760,623087,11112,15528,null,null,20528,null,null,18716,null,null,17701,null,null,10810,null,null,13369,null,null,9696,null,null,5455,null,null,3676,null,null,4230,null,null,8830,null,null,5317,null,null,6413,null,null,11114,null,null,16560,null,null,14803,null,null,10548,null,null,8090,null,null,7691,null,null,12160,null,null,5797,null,null,4747,null,null,3449,null,null,10408,null,null,9257,null,null,5760,null,null,11112,null,null,13
455868,4824,260626,4898,194006,4634,152648,4251,43745,3005,108903,3646,41358,3152,12678,1518,3546,756,9132,1249,28680,2662,6237,1320,22443,2110,66620,3303,195242,4348,121499,4581,83588,3956,42110,2748,41478,3756,37911,3087,13339,2036,6486,1377,6853,1434,24572,2146,13872,1603,10700,1675,73743,3967,4824,null,null,4898,null,null,4634,null,null,4251,null,null,3005,null,null,3646,null,null,3152,null,null,1518,null,null,756,null,null,1249,null,null,2662,null,null,1320,null,null,2110,null,null,3303,null,null,4348,null,null,4581,null,null,3956,null,null,2748,null,null,3756,null,null,3087,null,null,2036,null,null,1377,null,null,1434,null,null,2146,null,null,1603,null,null,1675,null,null,3967,null,null,15
610872,4143,418217,6970,310594,7159,269280,6833,96098,4768,173182,5998,41314,2800,16002,2065,8136,1665,7866,1436,25312,2295,10457,1697,14855,1627,107623,4751,192655,5870,101023,4972,59626,3903,32386,2561,27240,2913,41397,3704,11392,2157,6848,1746,4544,1165,30005,2713,22183,2495,7822,1329,91632,5226,4143,null,null,6970,null,null,7159,null,null,6833,null,null,4768,null,null,5998,null,null,2800,null,null,2065,null,null,1665,null,null,1436,null,null,2295,null,null,1697,null,null,1627,null,null,4751,null,null,5870,null,null,4972,null,null,3903,null,null,2561,null,null,2913,null,null,3704,null,null,2157,null,null,1746,null,null,1165,null,null,2713,null,null,2495,null,null,1329,null,null,5226,null,null,16
4822046,12932,3146858,18286,2287543,16755,1870543,15489,713684,10681,1156859,10934,417000,10231,129450,6217,55345,3811,74105,4433,287550,7855,105934,5029,181616,6366,859315,11451,1675188,17617,813070,14318,396243,10898,197649,7079,198594,6873,416827,9731,94708,5402,50420,4451,44288,3390,322119,7447,219547,6811,102572,4653,862118,14335,12932,null,null,18286,null,null,16755,null,null,15489,null,null,10681,null,null,10934,null,null,10231,null,null,6217,null,null,3811,null,null,4433,null,null,7855,null,null,5029,null,null,6366,null,null,11451,null,null,17617,null,null,14318,null,null,10898,null,null,7079,null,null,6873,null,null,9731,null,null,5402,null,null,4451,null,null,3390,null,null,7447,null,null,6811,null,null,4653,null,null,14335,null,null,17
2533270,10440,1731421,12509,1258780,11578,1042753,10394,371242,6985,671511,7908,216027,7374,70476,3886,32706,2742,37770,3194,145551,6274,60856,4060,84695,4248,472641,9814,801849,11165,386978,9527,182502,7352,92479,5658,90023,4886,204476,6792,50891,3894,31315,2963,19576,2239,153585,5959,111853,4656,41732,3384,414871,10272,10440,null,null,12509,null,null,11578,null,null,10394,null,null,6985,null,null,7908,null,null,7374,null,null,3886,null,null,2742,null,null,3194,null,null,6274,null,null,4060,null,null,4248,null,null,9814,null,null,11165,null,null,9527,null,null,7352,null,null,5658,null,null,4886,null,null,6792,null,null,3894,null,null,2963,null,null,2239,null,null,5959,null,null,4656,null,null,3384,null,null,10272,null,null,18
1247932,7106,881435,7975,637331,7788,549493,7387,202223,5105,347270,6690,87838,4141,32976,2506,18795,1874,14181,1632,54862,3316,27785,2485,27077,2349,244104,6335,366497,6811,157712,5138,81500,4107,41184,2733,40316,3128,76212,3856,17291,1774,11692,1606,5599,1186,58921,3320,48625,3068,10296,1522,208785,5320,7106,null,null,7975,null,null,7788,null,null,7387,null,null,5105,null,null,6690,null,null,4141,null,null,2506,null,null,1874,null,null,1632,null,null,3316,null,null,2485,null,null,2349,null,null,6335,null,null,6811,null,null,5138,null,null,4107,null,null,2733,null,null,3128,null,null,3856,null,null,1774,null,null,1606,null,null,1186,null,null,3320,null,null,3068,null,null,1522,null,null,5320,null,null,19
1110407,6778,729392,8711,536055,7834,460391,7714,167991,5247,292400,6045,75664,3795,26125,2153,12812,1573,13313,1580,49539,2834,22651,2242,26888,1996,193337,5492,381015,7352,179950,5641,95579,4471,51412,3040,44167,3049,84371,4784,23335,2577,15375,2229,7960,1409,61036,3984,45267,3408,15769,1977,201065,6856,6778,null,null,8711,null,null,7834,null,null,7714,null,null,5247,null,null,6045,null,null,3795,null,null,2153,null,null,1573,null,null,1580,null,null,2834,null,null,2242,null,null,1996,null,null,5492,null,null,7352,null,null,5641,null,null,4471,null,null,3040,null,null,3049,null,null,4784,null,null,2577,null,null,2229,null,null,1409,null,null,3984,null,null,3408,null,null,1977,null,null,6856,null,null,20
1717706,9131,1148175,11051,827573,11635,674793,10842,227094,6487,447699,7363,152780,5679,49708,3406,20364,2360,29344,2734,103072,4601,38824,3013,64248,3625,320602,7884,569531,9504,293831,8657,137276,5408,71035,4243,66241,3506,156555,6101,33721,3237,21019,2812,12702,2255,122834,5754,84754,4796,38080,3390,275700,7979,9131,null,null,11051,null,null,11635,null,null,10842,null,null,6487,null,null,7363,null,null,5679,null,null,3406,null,null,2360,null,null,2734,null,null,4601,null,null,3013,null,null,3625,null,null,7884,null,null,9504,null,null,8657,null,null,5408,null,null,4243,null,null,3506,null,null,6101,null,null,3237,null,null,2812,null,null,2255,null,null,5754,null,null,4796,null,null,3390,null,null,7979,null,null,21
1720801,8997,1105710,12317,791744,10993,614113,9585,208170,5959,405943,7735,177631,6727,50300,3755,21524,2602,28776,2402,127331,5305,48169,3911,79162,3826,313966,10002,615091,11467,305968,8448,121345,5736,63179,4764,58166,3909,184623,7433,36297,4054,20575,3278,15722,2314,148326,6091,101985,5961,46341,3410,309123,8323,8997,null,null,12317,null,null,10993,null,null,9585,null,null,5959,null,null,7735,null,null,6727,null,null,3755,null,null,2602,null,null,2402,null,null,5305,null,null,3911,null,null,3826,null,null,10002,null,null,11467,null,null,8448,null,null,5736,null,null,4764,null,null,3909,null,null,7433,null,null,4054,null,null,3278,null,null,2314,null,null,6091,null,null,5961,null,null,3410,null,null,8323,null,null,22
