B17020D_001E,B17020D_001M,B17020D_002E,B17020D_002M,B17020D_003E,B17020D_003M,B17020D_004E,B17020D_004M,B17020D_005E,B17020D_005M,B17020D_006E,B17020D_006M,B17020D_007E,B17020D_007M,B17020D_008E,B17020D_008M,B17020D_009E,B17020D_009M,B17020D_010E,B17020D_010M,B17020D_011E,B17020D_011M,B17020D_012E,B17020D_012M,B17020D_013E,B17020D_013M,B17020D_014E,B17020D_014M,B17020D_015E,B17020D_015M,B17020D_016E,B17020D_016M,B17020D_017E,B17020D_017M,B17020D_001M,B17020D_001EA,B17020D_001MA,B17020D_002M,B17020D_002EA,B17020D_002MA,B17020D_003M,B17020D_003EA,B17020D_003MA,B17020D_004M,B17020D_004EA,B17020D_004MA,B17020D_005M,B17020D_005EA,B17020D_005MA,B17020D_006M,B17020D_006EA,B17020D_006MA,B17020D_007M,B17020D_007EA,B17020D_007MA,B17020D_008M,B17020D_008EA,B17020D_008MA,B17020D_009M,B17020D_009EA,B17020D_009MA,B17020D_010M,B17020D_010EA,B17020D_010MA,B17020D_011M,B17020D_011EA,B17020D_011MA,B17020D_012M,B17020D_012EA,B17020D_012MA,B17020D_013M,B17020D_013EA,B17020D_013MA,B17020D_014M,B17020D_014EA,B17020D_014MA,B17020D_015M,B17020D_015EA,B17020D_015MA,B17020D_016M,B17020D_016EA,B17020D_016MA,B17020D_017M,B17020D_017EA,B17020D_017MA,state
31639,2248,3315,1343,287,289,45,74,248,241,2485,1068,250,207,0,195,0,195,28324,2276,1226,519,1913,759,2560,742,17955,1469,4015,802,546,313,109,182,2248,null,null,1343,null,null,289,null,null,74,null,null,241,null,null,1068,null,null,207,null,null,195,null,null,195,null,null,2276,null,null,519,null,null,759,null,null,742,null,null,1469,null,null,802,null,null,313,null,null,182,null,null,35
1633984,12226,266358,13176,19041,2630,20019,2595,17503,1938,156137,8641,33995,3245,14753,2371,4910,1346,1367626,18029,87563,4496,85927,3224,82517,3139,876834,10963,182445,4929,39714,3197,12626,1587,12226,null,null,13176,null,null,2630,null,null,2595,null,null,1938,null,null,8641,null,null,3245,null,null,2371,null,null,1346,null,null,18029,null,null,4496,null,null,3224,null,null,3139,null,null,10963,null,null,4929,null,null,3197,null,null,1587,null,null,36
268542,4440,32009,5171,2356,999,2960,1212,1855,734,22690,3650,1920,796,87,147,141,147,236533,6645,18628,1829,21638,2188,18410,2019,149552,5275,22939,1818,3628,1049,1738,722,4440,null,null,5171,null,null,999,null,null,1212,null,null,734,null,null,3650,null,null,796,null,null,147,null,null,147,null,null,6645,null,null,1829,null,null,2188,null,null,2019,null,null,5275,null,null,1818,null,null,1049,null,null,722,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
232438,3701,35137,4768,2373,883,1605,675,1605,673,27978,4016,968,445,337,260,271,234,197301,6268,14333,1506,15774,1661,14415,1693,123612,4556,22947,2136,5290,860,930,426,3701,null,null,4768,null,null,883,null,null,675,null,null,673,null,null,4016,null,null,445,null,null,260,null,null,234,null,null,6268,null,null,1506,null,null,1661,null,null,1693,null,null,4556,null,null,2136,null,null,860,null,null,426,null,null,39
76584,3036,11266,2291,999,475,815,420,810,476,7669,1594,739,421,114,143,120,112,65318,3350,4681,996,6057,1350,4529,928,41787,2356,6227,835,1931,398,106,125,3036,null,null,2291,null,null,475,null,null,420,null,null,476,null,null,1594,null,null,421,null,null,143,null,null,112,null,null,3350,null,null,996,null,null,1350,null,null,928,null,null,2356,null,null,835,null,null,398,null,null,125,null,null,40
166421,4848,23847,3613,1307,681,1723,724,1754,719,15806,2267,2258,1024,845,576,154,181,142574,4743,8305,1579,6986,1129,9871,1494,93037,3666,18362,1736,4141,798,1872,724,4848,null,null,3613,null,null,681,null,null,724,null,null,719,null,null,2267,null,null,1024,null,null,576,null,null,181,null,null,4743,null,null,1579,null,null,1129,null,null,1494,null,null,3666,null,null,1736,null,null,798,null,null,724,null,null,41
406667,5212,56967,4929,4511,1306,4289,1307,3436,803,39043,3581,3955,1071,1332,552,401,281,349700,6350,25027,1719,26351,2135,26292,2072,219858,5051,41008,2246,8472,1055,2692,678,5212,null,null,4929,null,null,1306,null,null,1307,null,null,803,null,null,3581,null,null,1071,null,null,552,null,null,281,null,null,6350,null,null,1719,null,null,2135,null,null,2072,null,null,5051,null,null,2246,null,null,1055,null,null,678,null,null,42
34413,2357,4532,1694,314,396,176,240,210,233,3248,1263,283,286,301,355,0,208,29881,2777,2000,621,2079,934,2876,1029,19792,2141,2248,794,745,428,141,157,2357,null,null,1694,null,null,396,null,null,240,null,null,233,null,null,1263,null,null,286,null,null,355,null,null,208,null,null,2777,null,null,621,null,null,934,null,null,1029,null,null,2141,null,null,794,null,null,428,null,null,157,null,null,44
73981,3779,7933,2435,550,432,1055,620,528,484,5243,1635,366,285,61,103,130,157,66048,4071,3823,941,5241,1140,4354,900,42130,2530,8370,1399,1808,715,322,398,3779,null,null,2435,null,null,432,null,null,620,null,null,484,null,null,1635,null,null,285,null,null,103,null,null,157,null,null,4071,null,null,941,null,null,1140,null,null,900,null,null,2530,null,null,1399,null,null,715,null,null,398,null,null,45
12564,1796,2656,1422,352,318,388,347,421,436,1106,606,389,582,0,157,0,157,9908,1411,1002,394,959,372,1165,501,6029,764,561,223,100,153,92,101,1796,null,null,1422,null,null,318,null,null,347,null,null,436,null,null,606,null,null,582,null,null,157,null,null,157,null,null,1411,null,null,394,null,null,372,null,null,501,null,null,764,null,null,223,null,null,153,null,null,101,null,null,46
114122,3866,13901,2723,375,315,589,383,940,523,10339,2129,1353,804,199,261,106,109,100221,4506,7834,1188,9487,1510,8285,965,61305,2968,10627,1662,2176,784,507,326,3866,null,null,2723,null,null,315,null,null,383,null,null,523,null,null,2129,null,null,804,null,null,261,null,null,109,null,null,4506,null,null,1188,null,null,1510,null,null,965,null,null,2968,null,null,1662,null,null,784,null,null,326,null,null,47
1285564,10790,138119,10621,11207,2411,10601,2146,9630,2050,88008,7453,12314,2415,5162,1120,1197,461,1147445,15013,86627,3684,91744,4237,90031,4420,717166,10042,129437,3965,25951,1850,6489,1317,10790,null,null,10621,null,null,2411,null,null,2146,null,null,2050,null,null,7453,null,null,2415,null,null,1120,null,null,461,null,null,15013,null,null,3684,null,null,4237,null,null,4420,null,null,10042,null,null,3965,null,null,1850,null,null,1317,null,null,48
67969,3527,8264,2330,573,416,391,396,859,534,5870,1757,348,288,170,187,53,92,59705,3828,3824,799,4406,1309,4245,928,38505,2383,7070,1270,1431,391,224,224,3527,null,null,2330,null,null,416,null,null,396,null,null,534,null,null,1757,null,null,288,null,null,187,null,null,92,null,null,3828,null,null,799,null,null,1309,null,null,928,null,null,2383,null,null,1270,null,null,391,null,null,224,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
522490,7427,38267,4889,1144,601,2503,914,2791,918,25086,3101,4117,1090,2223,670,403,338,484223,6986,33501,2179,39473,2707,36359,2672,300186,4820,58342,2890,13456,1415,2906,747,7427,null,null,4889,null,null,601,null,null,914,null,null,918,null,null,3101,null,null,1090,null,null,670,null,null,338,null,null,6986,null,null,2179,null,null,2707,null,null,2672,null,null,4820,null,null,2890,null,null,1415,null,null,747,null,null,51
586843,8439,55053,5085,2704,1047,1619,645,3600,1138,35784,3633,6305,1706,3474,837,1567,636,531790,9650,34157,2674,35527,3001,32651,2348,340962,5880,66803,2995,16458,1320,5232,926,8439,null,null,5085,null,null,1047,null,null,645,null,null,1138,null,null,3633,null,null,1706,null,null,837,null,null,636,null,null,9650,null,null,2674,null,null,3001,null,null,2348,null,null,5880,null,null,2995,null,null,1320,null,null,926,null,null,53
13571,1514,2234,1102,129,196,0,193,21,40,1710,894,374,425,0,193,0,193,11337,1736,1149,559,708,318,477,328,7649,1334,844,372,344,250,166,248,1514,null,null,1102,null,null,196,null,null,193,null,null,40,null,null,894,null,null,425,null,null,193,null,null,193,null,null,1736,null,null,559,null,null,318,null,null,328,null,null,1334,null,null,372,null,null,250,null,null,248,null,null,54
151825,2972,27483,4599,3001,1033,3252,1098,3287,1059,16511,2479,1124,463,289,260,19,31,124342,5084,12223,1530,10566,1493,9752,1710,79487,3352,8880,1574,2438,962,996,630,2972,null,null,4599,null,null,1033,null,null,1098,null,null,1059,null,null,2479,null,null,463,null,null,260,null,null,31,null,null,5084,null,null,1530,null,null,1493,null,null,1710,null,null,3352,null,null,1574,null,null,962,null,null,630,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
64296,3811,7410,1489,364,183,897,374,378,177,4885,1249,765,477,34,58,87,144,56886,3894,6036,1590,5810,1603,3628,905,33605,2719,6480,1077,1159,477,168,147,3811,null,null,1489,null,null,183,null,null,374,null,null,177,null,null,1249,null,null,477,null,null,58,null,null,144,null,null,3894,null,null,1590,null,null,1603,null,null,905,null,null,2719,null,null,1077,null,null,477,null,null,147,null,null,01
44825,3153,2046,910,24,43,0,155,137,170,1652,828,26,36,94,148,113,166,42779,3036,2847,905,3523,863,3563,1402,26327,1706,5233,720,1007,391,279,200,3153,null,null,910,null,null,43,null,null,155,null,null,170,null,null,828,null,null,36,null,null,148,null,null,166,null,null,3036,null,null,905,null,null,863,null,null,1402,null,null,1706,null,null,720,null,null,391,null,null,200,null,null,02
217652,4775,28922,4545,2169,981,1711,743,1963,851,19703,2896,2110,741,684,386,582,478,188730,6474,11103,1507,13722,1579,12815,1751,119021,3870,24582,1489,6085,1021,1402,527,4775,null,null,4545,null,null,981,null,null,743,null,null,851,null,null,2896,null,null,741,null,null,386,null,null,478,null,null,6474,null,null,1507,null,null,1579,null,null,1751,null,null,3870,null,null,1489,null,null,1021,null,null,527,null,null,04
40985,2640,5971,1847,544,764,144,212,287,250,4690,1284,116,136,190,219,0,197,35014,2608,2118,631,2433,816,3121,901,23095,1829,3247,867,906,521,94,142,2640,null,null,1847,null,null,764,null,null,212,null,null,250,null,null,1284,null,null,136,null,null,219,null,null,197,null,null,2608,null,null,631,null,null,816,null,null,901,null,null,1829,null,null,867,null,null,521,null,null,142,null,null,05
5520738,19256,624499,21600,34363,3733,38747,4456,45330,4249,365873,12924,88456,5421,34608,3398,17122,2076,4896239,28295,296607,7304,305459,6936,300827,7097,2992417,15469,713303,9952,206937,5272,80689,4067,19256,null,null,21600,null,null,3733,null,null,4456,null,null,4249,null,null,12924,null,null,5421,null,null,3398,null,null,2076,null,null,28295,null,null,7304,null,null,6936,null,null,7097,null,null,15469,null,null,9952,null,null,5272,null,null,4067,null,null,06
172950,4635,18249,2954,1476,649,1431,569,1505,543,11975,1934,1118,540,694,513,50,79,154701,4962,12240,1317,11164,1472,11007,1382,98501,3413,17451,1571,2871,822,1467,571,4635,null,null,2954,null,null,649,null,null,569,null,null,543,null,null,1934,null,null,540,null,null,513,null,null,79,null,null,4962,null,null,1317,null,null,1472,null,null,1382,null,null,3413,null,null,1571,null,null,822,null,null,571,null,null,08
155229,3807,13027,2898,818,446,948,559,1198,540,8497,2215,842,470,495,299,229,279,142202,4548,10528,1222,12267,1542,10919,1391,90449,2859,14779,912,2853,651,407,301,3807,null,null,2898,null,null,446,null,null,559,null,null,540,null,null,2215,null,null,470,null,null,299,null,null,279,null,null,4548,null,null,1222,null,null,1542,null,null,1391,null,null,2859,null,null,912,null,null,651,null,null,301,null,null,09
35339,1614,3946,1288,50,85,76,132,128,159,2869,952,703,610,120,147,0,193,31393,1965,2369,660,1923,583,2396,759,19742,1362,3782,753,971,210,210,188,1614,null,null,1288,null,null,85,null,null,132,null,null,159,null,null,952,null,null,610,null,null,147,null,null,193,null,null,1965,null,null,660,null,null,583,null,null,759,null,null,1362,null,null,753,null,null,210,null,null,188,null,null,10
24027,1436,3735,1101,0,203,0,203,28,48,3471,1096,236,202,0,203,0,203,20292,1635,1004,439,566,346,410,403,15904,1160,1742,548,459,266,207,231,1436,null,null,1101,null,null,203,null,null,203,null,null,48,null,null,1096,null,null,202,null,null,203,null,null,203,null,null,1635,null,null,439,null,null,346,null,null,403,null,null,1160,null,null,548,null,null,266,null,null,231,null,null,11
