B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,B19001H_001M,B19001H_001EA,B19001H_001MA,B19001H_002M,B19001H_002EA,B19001H_002MA,B19001H_003M,B19001H_003EA,B19001H_003MA,B19001H_004M,B19001H_004EA,B19001H_004MA,B19001H_005M,B19001H_005EA,B19001H_005MA,B19001H_006M,B19001H_006EA,B19001H_006MA,B19001H_007M,B19001H_007EA,B19001H_007MA,B19001H_008M,B19001H_008EA,B19001H_008MA,B19001H_009M,B19001H_009EA,B19001H_009MA,B19001H_010M,B19001H_010EA,B19001H_010MA,B19001H_011M,B19001H_011EA,B19001H_011MA,B19001H_012M,B19001H_012EA,B19001H_012MA,B19001H_013M,B19001H_013EA,B19001H_013MA,B19001H_014M,B19001H_014EA,B19001H_014MA,B19001H_015M,B19001H_015EA,B19001H_015MA,B19001H_016M,B19001H_016EA,B19001H_016MA,B19001H_017M,B19001H_017EA,B19001H_017MA,state
4763170,17300,269392,8420,214141,7975,223382,8525,247900,7998,239236,7606,245298,8375,239829,8261,242429,7604,202398,7104,401340,10241,496228,10271,588558,12115,391097,9613,235561,6996,241391,7817,284990,8191,17300,null,null,8420,null,null,7975,null,null,8525,null,null,7998,null,null,7606,null,null,8375,null,null,8261,null,null,7604,null,null,7104,null,null,10241,null,null,10271,null,null,12115,null,null,9613,null,null,6996,null,null,7817,null,null,8191,null,null,12
2130851,9436,122391,5885,86970,3760,89483,4518,93643,4700,91304,4020,98159,4986,91764,5162,99926,5869,83470,4717,172443,6561,220601,7806,274861,8303,198654,7860,121270,5390,132644,5847,153268,6114,9436,null,null,5885,null,null,3760,null,null,4518,null,null,4700,null,null,4020,null,null,4986,null,null,5162,null,null,5869,null,null,4717,null,null,6561,null,null,7806,null,null,8303,null,null,7860,null,null,5390,null,null,5847,null,null,6114,null,null,13
138775,2966,6924,1234,4445,990,3443,783,4716,1070,4798,1134,6510,1449,5319,1045,5183,1247,4465,1029,9225,1508,14139,1610,16734,1503,14657,1809,10696,1567,12524,1420,14997,1910,2966,null,null,1234,null,null,990,null,null,783,null,null,1070,null,null,1134,null,null,1449,null,null,1045,null,null,1247,null,null,1029,null,null,1508,null,null,1610,null,null,1503,null,null,1809,null,null,1567,null,null,1420,null,null,1910,null,null,15
531906,4499,36446,3195,26040,2535,25268,2457,26574,2852,23487,2488,30475,3349,26968,2812,24940,2457,26821,2525,45638,3035,63242,3584,66388,3782,44822,3506,24940,2285,22547,2392,17310,2156,4499,null,null,3195,null,null,2535,null,null,2457,null,null,2852,null,null,2488,null,null,3349,null,null,2812,null,null,2457,null,null,2525,null,null,3035,null,null,3584,null,null,3782,null,null,3506,null,null,2285,null,null,2392,null,null,2156,null,null,16
3292113,12076,172194,6378,120081,5287,133668,6136,141357,5190,128583,4776,138023,6051,131159,5141,132854,4815,118929,4980,242777,6356,328447,7592,441891,9067,339089,7569,208542,6134,248595,6568,265924,6955,12076,null,null,6378,null,null,5287,null,null,6136,null,null,5190,null,null,4776,null,null,6051,null,null,5141,null,null,4815,null,null,4980,null,null,6356,null,null,7592,null,null,9067,null,null,7569,null,null,6134,null,null,6568,null,null,6955,null,null,17
2110046,10370,114296,5033,91215,4213,101699,4652,108045,5041,105214,4691,107021,4770,108686,6270,108438,4964,93204,4717,185074,5604,246131,7310,284243,7709,184914,6004,99262,4697,94421,4214,78183,3818,10370,null,null,5033,null,null,4213,null,null,4652,null,null,5041,null,null,4691,null,null,4770,null,null,6270,null,null,4964,null,null,4717,null,null,5604,null,null,7310,null,null,7709,null,null,6004,null,null,4697,null,null,4214,null,null,3818,null,null,18
1124791,6706,57358,3427,48662,2924,50732,3007,56014,3649,55389,3238,54525,3221,52656,2778,54738,3522,47586,2956,97610,3873,124189,4461,161305,4775,104473,4828,60596,3272,52967,2809,45991,3006,6706,null,null,3427,null,null,2924,null,null,3007,null,null,3649,null,null,3238,null,null,3221,null,null,2778,null,null,3522,null,null,2956,null,null,3873,null,null,4461,null,null,4775,null,null,4828,null,null,3272,null,null,2809,null,null,3006,null,null,19
905108,6176,48833,3263,41040,2672,37887,2750,45936,2869,43007,2877,45993,3180,43242,2860,46154,3131,38869,3013,72428,3721,102695,4145,118362,4541,85125,4235,46702,2770,44367,2729,44468,2347,6176,null,null,3263,null,null,2672,null,null,2750,null,null,2869,null,null,2877,null,null,3180,null,null,2860,null,null,3131,null,null,3013,null,null,3721,null,null,4145,null,null,4541,null,null,4235,null,null,2770,null,null,2729,null,null,2347,null,null,20
1497930,8903,134203,5382,90972,4688,88171,5168,82652,3723,79228,4367,80009,4398,74078,4770,71604,4416,62552,4093,117417,5593,155148,5240,175919,6001,113310,5271,63958,3808,54620,3322,54089,3482,8903,null,null,5382,null,null,4688,null,null,5168,null,null,3723,null,null,4367,null,null,4398,null,null,4770,null,null,4416,null,null,4093,null,null,5593,null,null,5240,null,null,6001,null,null,5271,null,null,3808,null,null,3322,null,null,3482,null,null,21
1078346,7726,75015,4304,49408,3699,57378,4664,55203,3711,47974,3388,50003,3303,48650,3637,52514,3775,46271,3832,83276,4676,108313,4896,132464,5540,95566,4049,59551,4042,61476,4348,55284,3344,7726,null,null,4304,null,null,3699,null,null,4664,null,null,3711,null,null,3388,null,null,3303,null,null,3637,null,null,3775,null,null,3832,null,null,4676,null,null,4896,null,null,5540,null,null,4049,null,null,4042,null,null,4348,null,null,3344,null,null,22
