B992706_001E,B992706_002E,B992706_003E,B992706_001EA,B992706_002EA,B992706_003EA,state
20294479,2172543,18121936,null,null,null,12
10120788,933391,9187397,null,null,null,13
1378730,152481,1226249,null,null,null,15
1662867,149235,1513632,null,null,null,16
12620388,1075031,11545357,null,null,null,17
6534914,580541,5954373,null,null,null,18
3091437,270218,2821219,null,null,null,19
2850862,253752,2597110,null,null,null,20
4354380,364828,3989552,null,null,null,21
4577182,404670,4172512,null,null,null,22
1317148,94707,1222441,null,null,null,23
5918535,620709,5297826,null,null,null,24
6736017,731279,6004738,null,null,null,25
9818099,812670,9005429,null,null,null,26
5462438,471111,4991327,null,null,null,27
2924168,223824,2700344,null,null,null,28
5977199,508979,5468220,null,null,null,29
1027510,101076,926434,null,null,null,30
1877654,176574,1701080,null,null,null,31
2905767,271527,2634240,null,null,null,32
1316467,109396,1207071,null,null,null,33
8837578,787127,8050451,null,null,null,34
2046001,169834,1876167,null,null,null,35
19505596,2126423,17379173,null,null,null,36
9957830,946796,9011034,null,null,null,37
741486,69478,672008,null,null,null,38
11439848,919164,10520684,null,null,null,39
3845697,423012,3422685,null,null,null,40
4054353,405229,3649124,null,null,null,41
12579422,1185627,11393795,null,null,null,42
1040259,98505,941754,null,null,null,44
4861188,452253,4408935,null,null,null,45
848774,65241,783533,null,null,null,46
6546914,592521,5954393,null,null,null,47
27386023,2368786,25017237,null,null,null,48
3024767,247541,2777226,null,null,null,49
618622,45830,572792,null,null,null,50
8199576,855776,7343800,null,null,null,51
7184110,685064,6499046,null,null,null,53
1802572,122288,1680284,null,null,null,54
5706681,473290,5233391,null,null,null,55
576027,50698,525329,null,null,null,56
3384148,177935,3206213,null,null,null,72
4782529,476317,4306212,null,null,null,01
718419,83408,635011,null,null,null,02
6824645,859253,5965392,null,null,null,04
2934272,239021,2695251,null,null,null,05
38763815,4189869,34573946,null,null,null,06
5447760,580397,4867363,null,null,null,08
3525154,319773,3205381,null,null,null,09
937935,76153,861782,null,null,null,10
670985,80672,590313,null,null,null,11
