B18140_001E,B18140_001M,B18140_002E,B18140_002M,B18140_003E,B18140_003M,B18140_004E,B18140_004M,B18140_005E,B18140_005M,B18140_006E,B18140_006M,B18140_007E,B18140_007M,B18140_001M,B18140_001EA,B18140_001MA,B18140_002M,B18140_002EA,B18140_002MA,B18140_003M,B18140_003EA,B18140_003MA,B18140_004M,B18140_004EA,B18140_004MA,B18140_005M,B18140_005EA,B18140_005MA,B18140_006M,B18140_006EA,B18140_006MA,B18140_007M,B18140_007EA,B18140_007MA,state
29572,348,21179,543,22375,924,19761,881,30146,148,32285,178,26140,207,348,null,null,543,null,null,924,null,null,881,null,null,148,null,null,178,null,null,207,null,null,12
31109,176,23874,1357,28990,2556,18333,2140,31404,179,36710,366,26757,317,176,null,null,1357,null,null,2556,null,null,2140,null,null,179,null,null,366,null,null,317,null,null,13
35482,524,26834,2308,29012,4614,25464,3725,35892,555,40733,725,31267,501,524,null,null,2308,null,null,4614,null,null,3725,null,null,555,null,null,725,null,null,501,null,null,15
27063,453,22189,1503,26050,3087,17122,2656,27431,698,34935,1859,21448,542,453,null,null,1503,null,null,3087,null,null,2656,null,null,698,null,null,1859,null,null,542,null,null,16
34995,387,22089,818,27109,1748,17576,1234,35506,211,41762,225,29815,495,387,null,null,818,null,null,1748,null,null,1234,null,null,211,null,null,225,null,null,495,null,null,17
31001,156,20964,713,25652,1318,16740,838,31530,163,39658,738,25651,260,156,null,null,713,null,null,1318,null,null,838,null,null,163,null,null,738,null,null,260,null,null,18
31770,267,20505,1330,24302,2134,16220,1081,32265,274,40006,565,26697,436,267,null,null,1330,null,null,2134,null,null,1081,null,null,274,null,null,565,null,null,436,null,null,19
31182,271,20937,1109,26019,2358,17657,1162,31698,279,38609,1242,26179,402,271,null,null,1109,null,null,2358,null,null,1162,null,null,279,null,null,1242,null,null,402,null,null,20
30173,226,20100,1088,24051,2606,16309,1247,30797,225,36345,414,25379,375,226,null,null,1088,null,null,2606,null,null,1247,null,null,225,null,null,414,null,null,375,null,null,21
30321,266,21486,998,30022,3662,16782,954,30736,281,40079,723,24351,737,266,null,null,998,null,null,3662,null,null,954,null,null,281,null,null,723,null,null,737,null,null,22
30615,410,19175,3069,22091,2785,15549,2381,31324,393,36845,686,26816,515,410,null,null,3069,null,null,2785,null,null,2381,null,null,393,null,null,686,null,null,515,null,null,23
41291,213,30213,1641,32300,3304,26635,1763,41726,222,49447,1066,36841,410,213,null,null,1641,null,null,3304,null,null,1763,null,null,222,null,null,1066,null,null,410,null,null,24
40596,221,23858,1703,29657,3142,20727,869,41187,240,49589,938,34925,761,221,null,null,1703,null,null,3142,null,null,869,null,null,240,null,null,938,null,null,761,null,null,25
30547,125,19161,1062,22354,1527,16133,756,31097,117,37800,605,25369,215,125,null,null,1062,null,null,1527,null,null,756,null,null,117,null,null,605,null,null,215,null,null,26
36315,250,19767,1357,21914,1706,16767,1113,37142,250,42423,472,31378,239,250,null,null,1357,null,null,1706,null,null,1113,null,null,250,null,null,472,null,null,239,null,null,27
27475,694,20986,1079,25735,2524,17145,1014,28368,909,34202,1502,22975,765,694,null,null,1079,null,null,2524,null,null,1014,null,null,909,null,null,1502,null,null,765,null,null,28
30901,179,20589,621,23808,2098,16936,1045,31478,190,37335,373,26430,293,179,null,null,621,null,null,2098,null,null,1045,null,null,190,null,null,373,null,null,293,null,null,29
27232,753,18779,3153,21270,2197,15019,2307,28429,1322,35133,1727,22935,827,753,null,null,3153,null,null,2197,null,null,2307,null,null,1322,null,null,1727,null,null,827,null,null,30
31478,232,21936,1131,29938,3366,15505,1953,31898,229,39248,1072,27043,439,232,null,null,1131,null,null,3366,null,null,1953,null,null,229,null,null,1072,null,null,439,null,null,31
31187,266,25854,1239,27376,3742,24493,2084,31435,279,35678,592,27559,700,266,null,null,1239,null,null,3742,null,null,2084,null,null,279,null,null,592,null,null,700,null,null,32
36174,483,21993,2277,26925,5111,19317,1813,36802,499,42360,1163,31337,438,483,null,null,2277,null,null,5111,null,null,1813,null,null,499,null,null,1163,null,null,438,null,null,33
40968,245,27352,1525,32227,3817,23048,2007,41395,255,50332,334,33833,997,245,null,null,1525,null,null,3817,null,null,2007,null,null,255,null,null,334,null,null,997,null,null,34
26968,549,20039,1618,20737,1792,19011,2224,27531,804,32009,613,23108,895,549,null,null,1618,null,null,1792,null,null,2224,null,null,804,null,null,613,null,null,895,null,null,35
36311,173,22894,1053,26100,857,20662,818,36847,179,41692,214,31935,180,173,null,null,1053,null,null,857,null,null,818,null,null,179,null,null,214,null,null,180,null,null,36
30558,168,21298,730,25965,1297,17191,964,30944,171,35731,334,26611,235,168,null,null,730,null,null,1297,null,null,964,null,null,171,null,null,334,null,null,235,null,null,37
35207,895,25220,3152,29545,4917,22014,4011,35831,779,43467,2076,28306,1601,895,null,null,3152,null,null,4917,null,null,4011,null,null,779,null,null,2076,null,null,1601,null,null,38
31363,144,20164,750,23216,1487,17248,925,31931,151,39794,518,26564,260,144,null,null,750,null,null,1487,null,null,925,null,null,151,null,null,518,null,null,260,null,null,39
30340,185,22303,916,26922,1074,17264,1429,30843,188,36762,371,25365,338,185,null,null,916,null,null,1074,null,null,1429,null,null,188,null,null,371,null,null,338,null,null,40
30959,228,21074,860,25937,1712,16848,929,31493,232,37445,793,26560,442,228,null,null,860,null,null,1712,null,null,929,null,null,232,null,null,793,null,null,442,null,null,41
32704,475,21012,601,25306,1362,17639,1155,34682,488,41277,198,28566,493,475,null,null,601,null,null,1362,null,null,1155,null,null,488,null,null,198,null,null,493,null,null,42
35313,759,23037,3024,26714,4685,18363,4508,35888,677,41601,589,30846,546,759,null,null,3024,null,null,4685,null,null,4508,null,null,677,null,null,589,null,null,546,null,null,44
29875,520,21633,1015,25318,2716,19534,2178,30305,245,35599,489,25384,394,520,null,null,1015,null,null,2716,null,null,2178,null,null,245,null,null,489,null,null,394,null,null,45
31172,335,20180,2722,24602,4969,14963,3860,31690,329,37426,975,26720,511,335,null,null,2722,null,null,4969,null,null,3860,null,null,329,null,null,975,null,null,511,null,null,46
30190,188,22164,669,26642,887,17633,1406,30586,190,35501,448,25916,283,188,null,null,669,null,null,887,null,null,1406,null,null,190,null,null,448,null,null,283,null,null,47
31357,109,23093,728,27951,1399,18560,887,31733,111,37479,361,26317,180,109,null,null,728,null,null,1399,null,null,887,null,null,111,null,null,361,null,null,180,null,null,48
30232,270,20893,1038,25474,2827,14800,1560,30619,277,40132,677,21807,374,270,null,null,1038,null,null,2827,null,null,1560,null,null,277,null,null,677,null,null,374,null,null,49
32069,558,20653,2003,21759,4512,17936,4811,33027,1303,37230,1065,30168,825,558,null,null,2003,null,null,4512,null,null,4811,null,null,1303,null,null,1065,null,null,825,null,null,50
36342,255,25734,1126,30100,2343,23089,1112,36798,264,43170,1154,30871,291,255,null,null,1126,null,null,2343,null,null,1112,null,null,264,null,null,1154,null,null,291,null,null,51
36503,278,25183,1229,30480,1434,20640,1153,37192,282,46023,488,30335,313,278,null,null,1229,null,null,1434,null,null,1153,null,null,282,null,null,488,null,null,313,null,null,53
27796,1129,17480,1329,21460,2537,15168,1638,29966,942,36042,789,23960,864,1129,null,null,1329,null,null,2537,null,null,1638,null,null,942,null,null,789,null,null,864,null,null,54
32112,163,19435,1399,22398,2274,15904,1020,32843,566,40689,225,27267,303,163,null,null,1399,null,null,2274,null,null,1020,null,null,566,null,null,225,null,null,303,null,null,55
31713,834,22735,2692,23791,4000,21161,4568,32452,2702,41662,1416,25239,1335,834,null,null,2692,null,null,4000,null,null,4568,null,null,2702,null,null,1416,null,null,1335,null,null,56
16898,195,15386,703,15399,760,15368,1126,17038,197,17079,243,16989,289,195,null,null,703,null,null,760,null,null,1126,null,null,197,null,null,243,null,null,289,null,null,72
29257,646,20942,779,25248,1448,16819,1320,30206,264,36502,542,24234,493,646,null,null,779,null,null,1448,null,null,1320,null,null,264,null,null,542,null,null,493,null,null,01
36408,695,30559,3334,40208,9331,22847,3639,36840,735,44678,2018,31274,714,695,null,null,3334,null,null,9331,null,null,3639,null,null,735,null,null,2018,null,null,714,null,null,02
30778,199,21917,931,25196,1557,19842,1992,31111,204,35749,405,26669,341,199,null,null,931,null,null,1557,null,null,1992,null,null,204,null,null,405,null,null,341,null,null,04
27821,641,21105,1092,24999,2120,17378,1620,28912,692,32384,637,24183,645,641,null,null,1092,null,null,2120,null,null,1620,null,null,692,null,null,637,null,null,645,null,null,05
32754,372,23728,687,27084,1046,20469,507,33966,397,39643,497,29439,398,372,null,null,687,null,null,1046,null,null,507,null,null,397,null,null,497,null,null,398,null,null,06
35348,232,24008,1784,30033,2652,20490,983,35861,242,41261,305,30479,238,232,null,null,1784,null,null,2652,null,null,983,null,null,242,null,null,305,null,null,238,null,null,08
40485,366,25707,1839,29362,4873,21865,2168,41054,364,50334,521,32996,1121,366,null,null,1839,null,null,4873,null,null,2168,null,null,364,null,null,521,null,null,1121,null,null,09
35423,702,25711,2533,24101,4209,26720,3569,35853,722,40918,708,30995,733,702,null,null,2533,null,null,4209,null,null,3569,null,null,722,null,null,708,null,null,733,null,null,10
50484,1051,28158,2497,28972,3619,27002,4661,51302,874,58597,4898,45480,2233,1051,null,null,2497,null,null,3619,null,null,4661,null,null,874,null,null,4898,null,null,2233,null,null,11
