C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,C17015_001M,C17015_001EA,C17015_001MA,C17015_002M,C17015_002EA,C17015_002MA,C17015_003M,C17015_003EA,C17015_003MA,C17015_004M,C17015_004EA,C17015_004MA,C17015_005M,C17015_005EA,C17015_005MA,C17015_006M,C17015_006EA,C17015_006MA,C17015_007M,C17015_007EA,C17015_007MA,C17015_008M,C17015_008EA,C17015_008MA,C17015_009M,C17015_009EA,C17015_009MA,C17015_010M,C17015_010EA,C17015_010MA,C17015_011M,C17015_011EA,C17015_011MA,C17015_012M,C17015_012EA,C17015_012MA,C17015_013M,C17015_013EA,C17015_013MA,C17015_014M,C17015_014EA,C17015_014MA,C17015_015M,C17015_015EA,C17015_015MA,state
2542663,18509,285717,8541,55196,3698,10748,1714,44448,3229,230521,8276,33713,3344,196808,7819,2256946,18495,704333,9446,58333,3366,646000,8862,1552613,16017,62015,4119,1490598,15464,18509,null,null,8541,null,null,3698,null,null,1714,null,null,3229,null,null,8276,null,null,3344,null,null,7819,null,null,18495,null,null,9446,null,null,3366,null,null,8862,null,null,16017,null,null,4119,null,null,15464,null,null,37
184904,4823,11802,1859,1482,614,121,97,1361,593,10320,1782,2088,969,8232,1582,173102,4879,43126,1689,2207,695,40919,1602,129976,4563,3534,810,126442,4527,4823,null,null,1859,null,null,614,null,null,97,null,null,593,null,null,1782,null,null,969,null,null,1582,null,null,4879,null,null,1689,null,null,695,null,null,1602,null,null,4563,null,null,810,null,null,4527,null,null,38
2929661,16417,306876,9956,52808,3468,12434,1759,40374,3180,254068,9196,61077,3916,192991,8149,2622785,15165,797560,8484,72103,3461,725457,8020,1825225,14539,89065,4359,1736160,14607,16417,null,null,9956,null,null,3468,null,null,1759,null,null,3180,null,null,9196,null,null,3916,null,null,8149,null,null,15165,null,null,8484,null,null,3461,null,null,8020,null,null,14539,null,null,4359,null,null,14607,null,null,39
961731,8307,110695,3985,19117,1688,4782,916,14335,1418,91578,3653,14031,1476,77547,3510,851036,8243,254349,4045,21506,1485,232843,4027,596687,7875,26949,1925,569738,7821,8307,null,null,3985,null,null,1688,null,null,916,null,null,1418,null,null,3653,null,null,1476,null,null,3510,null,null,8243,null,null,4045,null,null,1485,null,null,4027,null,null,7875,null,null,1925,null,null,7821,null,null,40
995749,11239,84674,5250,14907,1823,3408,706,11499,1697,69767,4750,14976,2225,54791,3969,911075,10222,288231,6732,27407,2212,260824,6553,622844,8306,32196,2675,590648,8226,11239,null,null,5250,null,null,1823,null,null,706,null,null,1697,null,null,4750,null,null,2225,null,null,3969,null,null,10222,null,null,6732,null,null,2212,null,null,6553,null,null,8306,null,null,2675,null,null,8226,null,null,41
3150563,15900,271489,7393,59806,3686,16545,1674,43261,3453,211683,6494,53930,3930,157753,6367,2879074,16305,953630,9706,77261,3570,876369,9350,1925444,13285,96834,4931,1828610,12954,15900,null,null,7393,null,null,3686,null,null,1674,null,null,3453,null,null,6494,null,null,3930,null,null,6367,null,null,16305,null,null,9706,null,null,3570,null,null,9350,null,null,13285,null,null,4931,null,null,12954,null,null,42
247448,5295,22777,2508,4086,822,1256,567,2830,757,18691,2533,5566,1423,13125,2108,224671,5361,70136,2980,7542,1198,62594,2746,154535,4977,8551,1386,145984,4984,5295,null,null,2508,null,null,822,null,null,567,null,null,757,null,null,2533,null,null,1423,null,null,2108,null,null,5361,null,null,2980,null,null,1198,null,null,2746,null,null,4977,null,null,1386,null,null,4984,null,null,44
1224695,13377,132464,5943,24869,2863,3811,994,21058,2569,107595,5193,16190,2119,91405,4613,1092231,13056,387651,7992,33331,2920,354320,7293,704580,9901,29379,2462,675201,9957,13377,null,null,5943,null,null,2863,null,null,994,null,null,2569,null,null,5193,null,null,2119,null,null,4613,null,null,13056,null,null,7992,null,null,2920,null,null,7293,null,null,9901,null,null,2462,null,null,9957,null,null,45
209986,3966,17311,1573,3182,796,592,289,2590,767,14129,1572,2471,589,11658,1428,192675,3965,52539,2193,3687,731,48852,2046,140136,3851,3796,841,136340,3767,3966,null,null,1573,null,null,796,null,null,289,null,null,767,null,null,1572,null,null,589,null,null,1428,null,null,3965,null,null,2193,null,null,731,null,null,2046,null,null,3851,null,null,841,null,null,3767,null,null,46
1670605,13670,193414,7149,39065,2916,9655,1440,29410,2581,154349,6910,29485,2601,124864,6242,1477191,13470,483366,7421,41453,3284,441913,7726,993825,12896,50976,3645,942849,12238,13670,null,null,7149,null,null,2916,null,null,1440,null,null,2581,null,null,6910,null,null,2601,null,null,6242,null,null,13470,null,null,7421,null,null,3284,null,null,7726,null,null,12896,null,null,3645,null,null,12238,null,null,47
6602215,26303,795202,13310,125679,5121,24077,2202,101602,4554,669523,12309,70389,3957,599134,11887,5807013,28785,1422821,13286,136952,5828,1285869,12830,4384192,26142,168240,6334,4215952,25930,26303,null,null,13310,null,null,5121,null,null,2202,null,null,4554,null,null,12309,null,null,3957,null,null,11887,null,null,28785,null,null,13286,null,null,5828,null,null,12830,null,null,26142,null,null,6334,null,null,25930,null,null,48
711124,7895,51170,3459,6145,1096,705,356,5440,969,45025,3312,5395,1203,39630,3200,659954,7820,150384,3677,12405,1402,137979,3536,509570,7421,15025,1807,494545,6943,7895,null,null,3459,null,null,1096,null,null,356,null,null,969,null,null,3312,null,null,1203,null,null,3200,null,null,7820,null,null,3677,null,null,1402,null,null,3536,null,null,7421,null,null,1807,null,null,6943,null,null,49
154421,3800,11826,1611,1952,552,260,167,1692,540,9874,1453,3296,869,6578,1165,142595,3595,45600,1953,3649,766,41951,1881,96995,2919,4760,999,92235,2948,3800,null,null,1611,null,null,552,null,null,167,null,null,540,null,null,1453,null,null,869,null,null,1165,null,null,3595,null,null,1953,null,null,766,null,null,1881,null,null,2919,null,null,999,null,null,2948,null,null,50
2063049,16402,156560,6799,29278,2701,7032,1283,22246,2218,127282,6241,23779,2561,103503,5528,1906489,16860,530944,8818,39851,2667,491093,8734,1375545,13392,47388,3984,1328157,12120,16402,null,null,6799,null,null,2701,null,null,1283,null,null,2218,null,null,6241,null,null,2561,null,null,5528,null,null,16860,null,null,8818,null,null,2667,null,null,8734,null,null,13392,null,null,3984,null,null,12120,null,null,51
1784043,12484,127482,5325,21199,2364,4376,1178,16823,2124,106283,4632,20275,2597,86008,4315,1656561,12643,459132,7371,40867,2636,418265,7087,1197429,10449,52815,3547,1144614,11012,12484,null,null,5325,null,null,2364,null,null,1178,null,null,2124,null,null,4632,null,null,2597,null,null,4315,null,null,12643,null,null,7371,null,null,2636,null,null,7087,null,null,10449,null,null,3547,null,null,11012,null,null,53
467396,6711,60187,3948,13005,1629,3015,715,9990,1421,47182,3917,11093,1824,36089,3142,407209,6986,163589,4277,15333,2064,148256,4137,243620,5556,13177,1528,230443,5434,6711,null,null,3948,null,null,1629,null,null,715,null,null,1421,null,null,3917,null,null,1824,null,null,3142,null,null,6986,null,null,4277,null,null,2064,null,null,4137,null,null,5556,null,null,1528,null,null,5434,null,null,54
1460922,9966,112239,5484,20540,1535,3239,635,17301,1467,91699,5179,16327,1848,75372,4449,1348683,10858,400743,5144,32159,2342,368584,5038,947940,9206,36876,2820,911064,9053,9966,null,null,5484,null,null,1535,null,null,635,null,null,1467,null,null,5179,null,null,1848,null,null,4449,null,null,10858,null,null,5144,null,null,2342,null,null,5038,null,null,9206,null,null,2820,null,null,9053,null,null,55
145524,4006,9154,1441,2576,845,280,287,2296,791,6578,1225,1289,720,5289,1141,136370,3906,39240,2315,2356,621,36884,2162,97130,3748,3520,1001,93610,3694,4006,null,null,1441,null,null,845,null,null,287,null,null,791,null,null,1225,null,null,720,null,null,1141,null,null,3906,null,null,2315,null,null,621,null,null,2162,null,null,3748,null,null,1001,null,null,3694,null,null,56
836332,9750,329347,7759,110958,4162,16850,1733,94108,4062,218389,6888,36060,3027,182329,6542,506985,8881,239919,5998,18648,1962,221271,5632,267066,7387,8441,1167,258625,7122,9750,null,null,7759,null,null,4162,null,null,1733,null,null,4062,null,null,6888,null,null,3027,null,null,6542,null,null,8881,null,null,5998,null,null,1962,null,null,5632,null,null,7387,null,null,1167,null,null,7122,null,null,72
1208362,12930,153533,6747,35444,3095,6424,1191,29020,2621,118089,5986,19419,2367,98670,5926,1054829,12563,367462,7495,37734,2926,329728,6607,687367,10956,33785,2871,653582,10457,12930,null,null,6747,null,null,3095,null,null,1191,null,null,2621,null,null,5986,null,null,2367,null,null,5926,null,null,12563,null,null,7495,null,null,2926,null,null,6607,null,null,10956,null,null,2871,null,null,10457,null,null,01
164102,4083,11031,1425,1429,426,628,260,801,358,9602,1377,1583,412,8019,1358,153071,3995,32864,1717,4379,836,28485,1734,120207,4121,4762,1072,115445,4186,4083,null,null,1425,null,null,426,null,null,260,null,null,358,null,null,1377,null,null,412,null,null,1358,null,null,3995,null,null,1717,null,null,836,null,null,1734,null,null,4121,null,null,1072,null,null,4186,null,null,02
1648739,12489,196536,6247,30842,2491,5711,1141,25131,2490,165694,5807,21323,2657,144371,5225,1452203,12382,497794,7641,33818,2587,463976,7549,954409,11167,39946,3044,914463,10880,12489,null,null,6247,null,null,2491,null,null,1141,null,null,2490,null,null,5807,null,null,2657,null,null,5225,null,null,12382,null,null,7641,null,null,2587,null,null,7549,null,null,11167,null,null,3044,null,null,10880,null,null,04
747917,9249,92514,4600,20769,2312,4813,1104,15956,1963,71745,4069,13273,2022,58472,3649,655403,8698,223993,5485,19548,1890,204445,5460,431410,7585,20451,2284,410959,7609,9249,null,null,4600,null,null,2312,null,null,1104,null,null,1963,null,null,4069,null,null,2022,null,null,3649,null,null,8698,null,null,5485,null,null,1890,null,null,5460,null,null,7585,null,null,2284,null,null,7609,null,null,05
8887761,26268,929253,15252,137174,5798,35408,3248,101766,4830,792079,14765,178624,6691,613455,13089,7958508,29205,2105176,17585,272816,7328,1832360,16257,5853332,31093,358506,10241,5494826,30332,26268,null,null,15252,null,null,5798,null,null,3248,null,null,4830,null,null,14765,null,null,6691,null,null,13089,null,null,29205,null,null,17585,null,null,7328,null,null,16257,null,null,31093,null,null,10241,null,null,30332,null,null,06
1347936,10110,94425,5097,13292,1783,1864,708,11428,1493,81133,5142,13422,2043,67711,4928,1253511,11197,304703,5223,22130,2197,282573,4631,948808,10722,27735,2538,921073,10826,10110,null,null,5097,null,null,1783,null,null,708,null,null,1493,null,null,5142,null,null,2043,null,null,4928,null,null,11197,null,null,5223,null,null,2197,null,null,4631,null,null,10722,null,null,2538,null,null,10826,null,null,08
880600,11466,60300,4330,10285,2023,3022,1056,7263,1544,50015,3746,11476,1831,38539,3366,820300,10426,232693,4649,22253,2351,210440,4468,587607,9166,23659,2473,563948,8983,11466,null,null,4330,null,null,2023,null,null,1056,null,null,1544,null,null,3746,null,null,1831,null,null,3366,null,null,10426,null,null,4649,null,null,2351,null,null,4468,null,null,9166,null,null,2473,null,null,8983,null,null,09
232433,5605,18768,2095,3608,874,651,403,2957,821,15160,1869,2057,708,13103,1901,213665,5418,72353,3102,6272,1381,66081,3168,141312,4507,6353,1364,134959,4380,5605,null,null,2095,null,null,874,null,null,403,null,null,821,null,null,1869,null,null,708,null,null,1901,null,null,5418,null,null,3102,null,null,1381,null,null,3168,null,null,4507,null,null,1364,null,null,4380,null,null,10
122732,3407,16834,1966,3011,935,1040,526,1971,747,13823,1854,5594,1130,8229,1561,105898,3566,22642,1569,1977,516,20665,1535,83256,3341,5262,1165,77994,3125,3407,null,null,1966,null,null,935,null,null,526,null,null,747,null,null,1854,null,null,1130,null,null,1561,null,null,3566,null,null,1569,null,null,516,null,null,1535,null,null,3341,null,null,1165,null,null,3125,null,null,11
