C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,C17015_001M,C17015_001EA,C17015_001MA,C17015_002M,C17015_002EA,C17015_002MA,C17015_003M,C17015_003EA,C17015_003MA,C17015_004M,C17015_004EA,C17015_004MA,C17015_005M,C17015_005EA,C17015_005MA,C17015_006M,C17015_006EA,C17015_006MA,C17015_007M,C17015_007EA,C17015_007MA,C17015_008M,C17015_008EA,C17015_008MA,C17015_009M,C17015_009EA,C17015_009MA,C17015_010M,C17015_010EA,C17015_010MA,C17015_011M,C17015_011EA,C17015_011MA,C17015_012M,C17015_012EA,C17015_012MA,C17015_013M,C17015_013EA,C17015_013MA,C17015_014M,C17015_014EA,C17015_014MA,C17015_015M,C17015_015EA,C17015_015MA,state
4864461,24241,509616,11766,112233,4753,18491,2133,93742,4844,397383,10193,58471,3972,338912,10262,4354845,24292,1594459,15307,134617,5020,1459842,15451,2760386,20388,137362,6984,2623024,20793,24241,null,null,11766,null,null,4753,null,null,2133,null,null,4844,null,null,10193,null,null,3972,null,null,10262,null,null,24292,null,null,15307,null,null,5020,null,null,15451,null,null,20388,null,null,6984,null,null,20793,null,null,12
2479003,18252,296261,9486,55369,4353,11364,1937,44005,3444,240892,9621,31911,3497,208981,8856,2182742,17899,608702,9410,58138,3138,550564,9385,1574040,16793,69148,4311,1504892,17392,18252,null,null,9486,null,null,4353,null,null,1937,null,null,3444,null,null,9621,null,null,3497,null,null,8856,null,null,17899,null,null,9410,null,null,3138,null,null,9385,null,null,16793,null,null,4311,null,null,17392,null,null,13
315505,5105,18826,2161,4534,1010,952,459,3582,955,14292,1850,3632,976,10660,1606,296679,5251,106019,3186,9061,1110,96958,3284,190660,5060,8060,1647,182600,4533,5105,null,null,2161,null,null,1010,null,null,459,null,null,955,null,null,1850,null,null,976,null,null,1606,null,null,5251,null,null,3186,null,null,1110,null,null,3284,null,null,5060,null,null,1647,null,null,4533,null,null,15
411617,7286,41274,3641,6344,1287,949,447,5395,1210,34930,3123,5357,1290,29573,3114,370343,7745,110843,3922,10594,1506,100249,3490,259500,6401,10378,1662,249122,6490,7286,null,null,3641,null,null,1287,null,null,447,null,null,1210,null,null,3123,null,null,1290,null,null,3114,null,null,7745,null,null,3922,null,null,1506,null,null,3490,null,null,6401,null,null,1662,null,null,6490,null,null,16
3100613,17145,293044,9264,50339,3422,11162,1423,39177,3029,242705,8390,39491,2712,203214,7583,2807569,16895,756119,9416,74132,3921,681987,8723,2051450,16968,86940,4328,1964510,17572,17145,null,null,9264,null,null,3422,null,null,1423,null,null,3029,null,null,8390,null,null,2712,null,null,7583,null,null,16895,null,null,9416,null,null,3921,null,null,8723,null,null,16968,null,null,4328,null,null,17572,null,null,17
1645758,11176,157720,5867,26770,2791,6553,1317,20217,2223,130950,5497,20895,2378,110055,5185,1488038,11737,446876,6882,36345,2727,410531,6584,1041162,9994,41954,3271,999208,9669,11176,null,null,5867,null,null,2791,null,null,1317,null,null,2223,null,null,5497,null,null,2378,null,null,5185,null,null,11737,null,null,6882,null,null,2727,null,null,6584,null,null,9994,null,null,3271,null,null,9669,null,null,18
795043,8419,60129,3265,8692,1358,1624,668,7068,1130,51437,3255,9188,1379,42249,2805,734914,8832,207046,4383,13244,1442,193802,4125,527868,7997,17768,1895,510100,8003,8419,null,null,3265,null,null,1358,null,null,668,null,null,1130,null,null,3255,null,null,1379,null,null,2805,null,null,8832,null,null,4383,null,null,1442,null,null,4125,null,null,7997,null,null,1895,null,null,8003,null,null,19
716005,8245,56464,3559,9095,1037,1982,554,7113,939,47369,3402,5474,932,41895,3266,659541,7653,181595,3682,11758,1269,169837,3962,477946,7094,15961,1702,461985,7318,8245,null,null,3559,null,null,1037,null,null,554,null,null,939,null,null,3402,null,null,932,null,null,3266,null,null,7653,null,null,3682,null,null,1269,null,null,3962,null,null,7094,null,null,1702,null,null,7318,null,null,20
1121404,10897,156782,6330,40318,2677,10576,1536,29742,2639,116464,5545,24379,2592,92085,5072,964622,12227,318756,7093,32411,2744,286345,6664,645866,10363,31729,2708,614137,9986,10897,null,null,6330,null,null,2677,null,null,1536,null,null,2639,null,null,5545,null,null,2592,null,null,5072,null,null,12227,null,null,7093,null,null,2744,null,null,6664,null,null,10363,null,null,2708,null,null,9986,null,null,21
1097712,12285,168708,7561,37969,2966,8852,1491,29117,2831,130739,6209,21154,2508,109585,5674,929004,11536,280249,6086,27598,2004,252651,6043,648755,10827,31224,2540,617531,10667,12285,null,null,7561,null,null,2966,null,null,1491,null,null,2831,null,null,6209,null,null,2508,null,null,5674,null,null,11536,null,null,6086,null,null,2004,null,null,6043,null,null,10827,null,null,2540,null,null,10667,null,null,22
329554,6035,25210,2646,5456,949,1598,545,3858,901,19754,2380,5197,1266,14557,2052,304344,6105,102010,3259,6367,937,95643,3247,202334,5471,10958,1668,191376,5483,6035,null,null,2646,null,null,949,null,null,545,null,null,901,null,null,2380,null,null,1266,null,null,2052,null,null,6105,null,null,3259,null,null,937,null,null,3247,null,null,5471,null,null,1668,null,null,5483,null,null,23
1458953,11514,92359,4595,16773,1933,3846,948,12927,1580,75586,4107,15701,2456,59885,3458,1366594,11214,353116,5772,31957,2791,321159,5292,1013478,10256,43139,3712,970339,9791,11514,null,null,4595,null,null,1933,null,null,948,null,null,1580,null,null,4107,null,null,2456,null,null,3458,null,null,11214,null,null,5772,null,null,2791,null,null,5292,null,null,10256,null,null,3712,null,null,9791,null,null,24
1633661,12099,119222,5232,20689,2474,5660,1396,15029,2131,98533,4797,27855,2754,70678,4216,1514439,12232,418730,6920,36421,2548,382309,6901,1095709,11426,52801,3802,1042908,11387,12099,null,null,5232,null,null,2474,null,null,1396,null,null,2131,null,null,4797,null,null,2754,null,null,4216,null,null,12232,null,null,6920,null,null,2548,null,null,6901,null,null,11426,null,null,3802,null,null,11387,null,null,25
2476595,14487,251751,5912,48821,2680,11691,1476,37130,2329,202930,6090,41970,3356,160960,5630,2224844,14012,732978,8034,65524,3592,667454,6976,1491866,12411,76907,4354,1414959,12036,14487,null,null,5912,null,null,2680,null,null,1476,null,null,2329,null,null,6090,null,null,3356,null,null,5630,null,null,14012,null,null,8034,null,null,3592,null,null,6976,null,null,12411,null,null,4354,null,null,12036,null,null,26
1367104,9317,80100,3223,13248,1430,2626,635,10622,1218,66852,3255,16556,1895,50296,2559,1287004,9285,335763,4921,23449,1987,312314,4735,951241,8624,38982,3186,912259,8545,9317,null,null,3223,null,null,1430,null,null,635,null,null,1218,null,null,3255,null,null,1895,null,null,2559,null,null,9285,null,null,4921,null,null,1987,null,null,4735,null,null,8624,null,null,3186,null,null,8545,null,null,27
730719,10889,120336,6510,24812,2692,6918,1603,17894,2079,95524,5904,17949,2398,77575,5182,610383,10106,208748,5345,22177,2303,186571,5636,401635,7965,20065,2130,381570,8211,10889,null,null,6510,null,null,2692,null,null,1603,null,null,2079,null,null,5904,null,null,2398,null,null,5182,null,null,10106,null,null,5345,null,null,2303,null,null,5636,null,null,7965,null,null,2130,null,null,8211,null,null,28
1527349,11298,149358,5465,31105,2361,5423,1085,25682,2336,118253,5353,19533,2185,98720,4946,1377991,12119,429477,6730,38002,3080,391475,6738,948514,10709,36198,2443,912316,10213,11298,null,null,5465,null,null,2361,null,null,1085,null,null,2336,null,null,5353,null,null,2185,null,null,4946,null,null,12119,null,null,6730,null,null,3080,null,null,6738,null,null,10709,null,null,2443,null,null,10213,null,null,29
257449,5388,20634,2259,4939,967,461,259,4478,948,15695,1918,1984,560,13711,1895,236815,4995,77021,2619,6016,1040,71005,2594,159794,4523,6909,1158,152885,4378,5388,null,null,2259,null,null,967,null,null,259,null,null,948,null,null,1918,null,null,560,null,null,1895,null,null,4995,null,null,2619,null,null,1040,null,null,2594,null,null,4523,null,null,1158,null,null,4378,null,null,30
476436,5393,35279,3116,5392,886,858,367,4534,865,29887,2994,4458,842,25429,2805,441157,5177,116085,2754,7124,840,108961,2771,325072,4688,10421,1448,314651,4724,5393,null,null,3116,null,null,886,null,null,367,null,null,865,null,null,2994,null,null,842,null,null,2805,null,null,5177,null,null,2754,null,null,840,null,null,2771,null,null,4688,null,null,1448,null,null,4724,null,null,31
670968,8716,68432,4469,12068,1538,2297,712,9771,1396,56364,4394,8166,1901,48198,3877,602536,8939,180043,4558,15040,1732,165003,4524,422493,7444,18748,2037,403745,7380,8716,null,null,4469,null,null,1538,null,null,712,null,null,1396,null,null,4394,null,null,1901,null,null,3877,null,null,8939,null,null,4558,null,null,1732,null,null,4524,null,null,7444,null,null,2037,null,null,7380,null,null,32
342912,5731,13796,1974,3014,871,1039,425,1975,758,10782,1780,2179,743,8603,1687,329116,5686,98828,3049,6738,1075,92090,3144,230288,5211,10001,1664,220287,5300,5731,null,null,1974,null,null,871,null,null,425,null,null,758,null,null,1780,null,null,743,null,null,1687,null,null,5686,null,null,3049,null,null,1075,null,null,3144,null,null,5211,null,null,1664,null,null,5300,null,null,33
2197150,15175,166157,6870,28712,2903,6364,1184,22348,2770,137445,6724,22385,2802,115060,5748,2030993,14878,559892,8673,44608,3386,515284,8304,1471101,12064,58126,3521,1412975,12519,15175,null,null,6870,null,null,2903,null,null,1184,null,null,2770,null,null,6724,null,null,2802,null,null,5748,null,null,14878,null,null,8673,null,null,3386,null,null,8304,null,null,12064,null,null,3521,null,null,12519,null,null,34
481127,7528,73619,4140,13350,1801,2816,876,10534,1571,60269,3922,9429,1791,50840,3400,407508,7211,134858,3889,13449,1745,121409,4045,272650,5602,14839,1885,257811,5799,7528,null,null,4140,null,null,1801,null,null,876,null,null,1571,null,null,3922,null,null,1791,null,null,3400,null,null,7211,null,null,3889,null,null,1745,null,null,4045,null,null,5602,null,null,1885,null,null,5799,null,null,35
4541583,22755,495440,10667,87592,4236,22694,2159,64898,3968,407848,9949,97765,5514,310083,9228,4046143,21981,1194623,9962,119685,4330,1074938,9865,2851520,19843,145705,6277,2705815,19937,22755,null,null,10667,null,null,4236,null,null,2159,null,null,3968,null,null,9949,null,null,5514,null,null,9228,null,null,21981,null,null,9962,null,null,4330,null,null,9865,null,null,19843,null,null,6277,null,null,19937,null,null,36
