B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,B03002_001M,B03002_001EA,B03002_001MA,B03002_002M,B03002_002EA,B03002_002MA,B03002_003M,B03002_003EA,B03002_003MA,B03002_004M,B03002_004EA,B03002_004MA,B03002_005M,B03002_005EA,B03002_005MA,B03002_006M,B03002_006EA,B03002_006MA,B03002_007M,B03002_007EA,B03002_007MA,B03002_008M,B03002_008EA,B03002_008MA,B03002_009M,B03002_009EA,B03002_009MA,B03002_010M,B03002_010EA,B03002_010MA,B03002_011M,B03002_011EA,B03002_011MA,B03002_012M,B03002_012EA,B03002_012MA,B03002_013M,B03002_013EA,B03002_013MA,B03002_014M,B03002_014EA,B03002_014MA,B03002_015M,B03002_015EA,B03002_015MA,B03002_016M,B03002_016EA,B03002_016MA,B03002_017M,B03002_017EA,B03002_017MA,B03002_018M,B03002_018EA,B03002_018MA,B03002_019M,B03002_019EA,B03002_019MA,B03002_020M,B03002_020EA,B03002_020MA,B03002_021M,B03002_021EA,B03002_021MA,state
20612439,-555555555,15485861,555,11271384,6014,3162469,17985,38654,3286,550606,7178,10290,2163,70928,8151,381530,17713,25681,3898,355849,16898,5126578,555,4302781,28529,147959,12510,14084,4352,8787,2124,2250,852,499496,24555,151221,12230,61326,7708,89895,9287,-555555555,null,*****,555,null,null,6014,null,null,17985,null,null,3286,null,null,7178,null,null,2163,null,null,8151,null,null,17713,null,null,3898,null,null,16898,null,null,555,null,null,28529,null,null,12510,null,null,4352,null,null,2124,null,null,852,null,null,24555,null,null,12230,null,null,7708,null,null,9287,null,null,12
10310371,-555555555,9348037,2954,5484889,4687,3205543,13558,17417,2321,396429,6351,5134,1842,32116,8128,206509,12265,11456,2845,195053,12097,962334,2954,569972,18773,48952,5676,20522,5302,2468,1154,1369,1211,267104,20553,51947,7048,27669,4967,24278,4992,-555555555,null,*****,2954,null,null,4687,null,null,13558,null,null,2321,null,null,6351,null,null,1842,null,null,8128,null,null,12265,null,null,2845,null,null,12097,null,null,2954,null,null,18773,null,null,5676,null,null,5302,null,null,1154,null,null,1211,null,null,20553,null,null,7048,null,null,4967,null,null,4992,null,null,13
1428557,-555555555,1280407,-555555555,315242,457,24389,1916,1718,652,527847,10315,131672,4975,1852,746,277687,13351,2426,1046,275261,13207,148150,-555555555,42752,5111,1509,830,931,562,15601,3270,12896,3872,10469,2332,63992,4866,6745,1481,57247,4891,-555555555,null,*****,-555555555,null,*****,457,null,null,1916,null,null,652,null,null,10315,null,null,4975,null,null,746,null,null,13351,null,null,1046,null,null,13207,null,null,-555555555,null,*****,5111,null,null,830,null,null,562,null,null,3270,null,null,3872,null,null,2332,null,null,4866,null,null,1481,null,null,4891,null,null,15
1683140,-555555555,1475892,280,1385885,501,10184,1668,21522,1737,22993,2086,1910,1093,702,378,32696,2368,1554,1504,31142,2411,207248,280,124234,7571,1253,838,5074,1753,1413,750,465,425,65435,7309,9374,2650,5237,1981,4137,1708,-555555555,null,*****,280,null,null,501,null,null,1668,null,null,1737,null,null,2086,null,null,1093,null,null,378,null,null,2368,null,null,1504,null,null,2411,null,null,280,null,null,7571,null,null,838,null,null,1753,null,null,750,null,null,425,null,null,7309,null,null,2650,null,null,1981,null,null,1708,null,null,16
12801539,-555555555,10622749,1616,7886677,3458,1790654,8660,15415,2212,679106,5814,3126,1193,18718,3487,229053,10906,11116,2193,217937,11100,2178790,1616,1237086,25149,22823,3326,15055,3358,5677,1556,1725,665,804066,25148,92358,8009,56537,6114,35821,4534,-555555555,null,*****,1616,null,null,3458,null,null,8660,null,null,2212,null,null,5814,null,null,1193,null,null,3487,null,null,10906,null,null,2193,null,null,11100,null,null,1616,null,null,25149,null,null,3326,null,null,3358,null,null,1556,null,null,665,null,null,25148,null,null,8009,null,null,6114,null,null,4534,null,null,17
6633053,-555555555,6184974,1492,5273458,3121,608667,6140,13870,1819,140694,4479,2786,1451,10478,2432,135021,7646,3555,1179,131466,7637,448079,1492,262960,9345,9078,3498,3645,1856,757,495,740,507,147277,10038,23622,3680,15769,3339,7853,1884,-555555555,null,*****,1492,null,null,3121,null,null,6140,null,null,1819,null,null,4479,null,null,1451,null,null,2432,null,null,7646,null,null,1179,null,null,7637,null,null,1492,null,null,9345,null,null,3498,null,null,1856,null,null,495,null,null,507,null,null,10038,null,null,3680,null,null,3339,null,null,1884,null,null,18
3134693,-555555555,2955631,1082,2708501,1895,108502,3057,8662,1427,74554,2577,3700,1693,2784,1525,48928,3734,684,619,48244,3717,179062,1082,125661,4848,3365,1386,1826,897,251,209,249,305,39345,4531,8365,2226,2977,1170,5388,1882,-555555555,null,*****,1082,null,null,1895,null,null,3057,null,null,1427,null,null,2577,null,null,1693,null,null,1525,null,null,3734,null,null,619,null,null,3717,null,null,1082,null,null,4848,null,null,1386,null,null,897,null,null,209,null,null,305,null,null,4531,null,null,2226,null,null,1170,null,null,1882,null,null,19
2907289,-555555555,2570380,914,2216482,1432,161027,4367,18397,2029,79100,3461,2922,1343,3221,1663,89231,5418,728,545,88503,5350,336909,914,242484,7443,5524,1576,3223,1481,641,442,0,174,70902,7591,14135,2563,8365,2210,5770,1697,-555555555,null,*****,914,null,null,1432,null,null,4367,null,null,2029,null,null,3461,null,null,1343,null,null,1663,null,null,5418,null,null,545,null,null,5350,null,null,914,null,null,7443,null,null,1576,null,null,1481,null,null,442,null,null,174,null,null,7591,null,null,2563,null,null,2210,null,null,1697,null,null,20
4436974,-555555555,4285054,2234,3765752,3843,360428,6154,10692,2239,60837,2804,1934,880,7172,3467,78239,6214,1332,477,76907,6157,151920,2234,100581,5740,5729,2391,448,301,474,450,373,531,30419,4424,13896,2704,8053,1763,5843,1997,-555555555,null,*****,2234,null,null,3843,null,null,6154,null,null,2239,null,null,2804,null,null,880,null,null,3467,null,null,6214,null,null,477,null,null,6157,null,null,2234,null,null,5740,null,null,2391,null,null,301,null,null,450,null,null,531,null,null,4424,null,null,2704,null,null,1763,null,null,1997,null,null,21
4681666,-555555555,4450498,2152,2754601,1816,1502898,6806,24319,2579,77518,2500,562,350,7665,2443,82935,7954,2328,1102,80607,7703,231168,2152,146894,5340,11857,2649,1189,611,403,272,468,350,60543,5675,9814,2448,5178,1912,4636,1433,-555555555,null,*****,2152,null,null,1816,null,null,6806,null,null,2579,null,null,2500,null,null,350,null,null,2443,null,null,7954,null,null,1102,null,null,7703,null,null,2152,null,null,5340,null,null,2649,null,null,611,null,null,272,null,null,350,null,null,5675,null,null,2448,null,null,1912,null,null,1433,null,null,22
