B18108_001E,B18108_001M,B18108_002E,B18108_002M,B18108_003E,B18108_003M,B18108_004E,B18108_004M,B18108_005E,B18108_005M,B18108_006E,B18108_006M,B18108_007E,B18108_007M,B18108_008E,B18108_008M,B18108_009E,B18108_009M,B18108_010E,B18108_010M,B18108_011E,B18108_011M,B18108_012E,B18108_012M,B18108_013E,B18108_013M,B18108_014E,B18108_014M,B18108_015E,B18108_015M,B18108_016E,B18108_016M,B18108_017E,B18108_017M,B18108_018E,B18108_018M,B18108_019E,B18108_019M,B18108_020E,B18108_020M,B18108_021E,B18108_021M,B18108_022E,B18108_022M,B18108_023E,B18108_023M,B18108_024E,B18108_024M,B18108_025E,B18108_025M,B18108_001M,B18108_001EA,B18108_001MA,B18108_002M,B18108_002EA,B18108_002MA,B18108_003M,B18108_003EA,B18108_003MA,B18108_004M,B18108_004EA,B18108_004MA,B18108_005M,B18108_005EA,B18108_005MA,B18108_006M,B18108_006EA,B18108_006MA,B18108_007M,B18108_007EA,B18108_007MA,B18108_008M,B18108_008EA,B18108_008MA,B18108_009M,B18108_009EA,B18108_009MA,B18108_010M,B18108_010EA,B18108_010MA,B18108_011M,B18108_011EA,B18108_011MA,B18108_012M,B18108_012EA,B18108_012MA,B18108_013M,B18108_013EA,B18108_013MA,B18108_014M,B18108_014EA,B18108_014MA,B18108_015M,B18108_015EA,B18108_015MA,B18108_016M,B18108_016EA,B18108_016MA,B18108_017M,B18108_017EA,B18108_017MA,B18108_018M,B18108_018EA,B18108_018MA,B18108_019M,B18108_019EA,B18108_019MA,B18108_020M,B18108_020EA,B18108_020MA,B18108_021M,B18108_021EA,B18108_021MA,B18108_022M,B18108_022EA,B18108_022MA,B18108_023M,B18108_023EA,B18108_023MA,B18108_024M,B18108_024EA,B18108_024MA,B18108_025M,B18108_025EA,B18108_025MA,state
1317148,565,63941,938,175,144,0,172,63766,939,190782,1181,11663,1923,4126,1059,174993,2434,263376,2075,13371,1747,10819,1454,239186,3004,549566,1993,45309,3293,39877,3100,464380,4136,150495,1044,20733,1942,12963,1885,116799,2590,98988,765,21526,1606,28050,2131,49412,1928,565,null,null,938,null,null,144,null,null,172,null,null,939,null,null,1181,null,null,1923,null,null,1059,null,null,2434,null,null,2075,null,null,1747,null,null,1454,null,null,3004,null,null,1993,null,null,3293,null,null,3100,null,null,4136,null,null,1044,null,null,1942,null,null,1885,null,null,2590,null,null,765,null,null,1606,null,null,2131,null,null,1928,null,null,23
5918535,2341,362895,1594,1544,749,210,196,361141,1783,981693,1756,39543,3895,13868,2408,928282,5138,1338778,3642,44245,4030,31879,3658,1262654,6856,2382988,3613,143759,5266,114622,6004,2124607,9275,512632,2194,64523,3543,46084,2907,402025,4621,339549,1930,63535,3452,92308,4241,183706,4238,2341,null,null,1594,null,null,749,null,null,196,null,null,1783,null,null,1756,null,null,3895,null,null,2408,null,null,5138,null,null,3642,null,null,4030,null,null,3658,null,null,6856,null,null,3613,null,null,5266,null,null,6004,null,null,9275,null,null,2194,null,null,3543,null,null,2907,null,null,4621,null,null,1930,null,null,3452,null,null,4241,null,null,4238,null,null,24
6736017,1301,359774,1483,1564,708,701,463,357509,1677,1015470,1745,43732,4001,18654,2347,953084,4779,1642148,3239,57985,4076,40618,3827,1543545,5929,2682554,3765,151701,6133,140425,5563,2390428,9460,604229,2036,76837,3649,52961,2870,474431,4600,431842,1968,79960,3627,121457,4691,230425,5070,1301,null,null,1483,null,null,708,null,null,463,null,null,1677,null,null,1745,null,null,4001,null,null,2347,null,null,4779,null,null,3239,null,null,4076,null,null,3827,null,null,5929,null,null,3765,null,null,6133,null,null,5563,null,null,9460,null,null,2036,null,null,3649,null,null,2870,null,null,4600,null,null,1968,null,null,3627,null,null,4691,null,null,5070,null,null,25
9818099,823,571663,2272,4299,931,1491,693,565873,2393,1615891,2731,77678,4343,28428,2472,1509785,6024,2195167,4381,99995,4561,72727,4250,2022445,7623,3864455,4228,300411,8014,291202,7299,3272842,11149,931267,2050,135689,4365,97357,3903,698221,6167,639656,2066,125330,4289,188784,5507,325542,5294,823,null,null,2272,null,null,931,null,null,693,null,null,2393,null,null,2731,null,null,4343,null,null,2472,null,null,6024,null,null,4381,null,null,4561,null,null,4250,null,null,7623,null,null,4228,null,null,8014,null,null,7299,null,null,11149,null,null,2050,null,null,4365,null,null,3903,null,null,6167,null,null,2066,null,null,4289,null,null,5507,null,null,5294,null,null,26
5462438,681,351062,1831,1905,559,585,544,348572,2004,935261,1961,33159,2473,13428,1556,888674,3368,1239629,3394,43198,2876,29296,2327,1167135,4898,2136035,3962,127527,3833,102253,5598,1906255,7932,466972,1838,61124,2778,37994,2597,367854,3396,333479,1690,70098,2689,81447,3207,181934,3778,681,null,null,1831,null,null,559,null,null,544,null,null,2004,null,null,1961,null,null,2473,null,null,1556,null,null,3368,null,null,3394,null,null,2876,null,null,2327,null,null,4898,null,null,3962,null,null,3833,null,null,5598,null,null,7932,null,null,1838,null,null,2778,null,null,2597,null,null,3396,null,null,1690,null,null,2689,null,null,3207,null,null,3778,null,null,27
2924168,1457,186742,3013,967,551,42,61,185733,3030,534366,3352,29923,3520,7674,1492,496769,5231,663168,4936,27375,2918,23616,3174,612177,6650,1103392,5292,102987,5546,104846,5104,895559,8034,266935,2582,40299,2950,45563,3255,181073,4331,169565,2951,29309,2233,63443,3350,76813,3040,1457,null,null,3013,null,null,551,null,null,61,null,null,3030,null,null,3352,null,null,3520,null,null,1492,null,null,5231,null,null,4936,null,null,2918,null,null,3174,null,null,6650,null,null,5292,null,null,5546,null,null,5104,null,null,8034,null,null,2582,null,null,2950,null,null,3255,null,null,4331,null,null,2951,null,null,2233,null,null,3350,null,null,3040,null,null,28
5977199,1793,371532,2913,2314,852,469,342,368749,3112,1014939,2979,46411,4242,13146,1927,955382,5235,1340065,4386,62735,4644,35834,3096,1241496,6899,2313109,4745,187347,6485,182224,5968,1943538,9831,551885,2510,81916,3443,68173,3825,401796,4868,385669,2319,79360,3060,114167,4383,192142,5302,1793,null,null,2913,null,null,852,null,null,342,null,null,3112,null,null,2979,null,null,4242,null,null,1927,null,null,5235,null,null,4386,null,null,4644,null,null,3096,null,null,6899,null,null,4745,null,null,6485,null,null,5968,null,null,9831,null,null,2510,null,null,3443,null,null,3825,null,null,4868,null,null,2319,null,null,3060,null,null,4383,null,null,5302,null,null,29
1027510,634,61143,1458,322,192,148,236,60673,1502,166488,2114,6671,1287,2328,802,157489,2489,222631,2039,10825,1872,6904,1254,204902,2957,397802,2364,31441,2462,26999,3063,339362,4596,108820,972,17478,1644,10936,1460,80406,1917,70626,692,15417,1395,18069,1870,37140,1947,634,null,null,1458,null,null,192,null,null,236,null,null,1502,null,null,2114,null,null,1287,null,null,802,null,null,2489,null,null,2039,null,null,1872,null,null,1254,null,null,2957,null,null,2364,null,null,2462,null,null,3063,null,null,4596,null,null,972,null,null,1644,null,null,1460,null,null,1917,null,null,692,null,null,1395,null,null,1870,null,null,1947,null,null,30
1877654,1048,132157,1865,807,359,0,159,131350,1935,340532,1884,11060,1577,4509,968,324963,2345,435484,2934,16757,1876,11841,1838,406886,4060,696307,2796,49562,2804,34258,2571,612487,4912,156330,1365,21697,1786,15967,1622,118666,2470,116844,1421,24165,1740,32288,2127,60391,2033,1048,null,null,1865,null,null,359,null,null,159,null,null,1935,null,null,1884,null,null,1577,null,null,968,null,null,2345,null,null,2934,null,null,1876,null,null,1838,null,null,4060,null,null,2796,null,null,2804,null,null,2571,null,null,4912,null,null,1365,null,null,1786,null,null,1622,null,null,2470,null,null,1421,null,null,1740,null,null,2127,null,null,2033,null,null,31
2905767,1083,183361,1011,1268,576,3935,1347,178158,1651,493074,1118,17747,2680,9145,1731,466182,3492,661347,2286,23614,2975,21827,3662,615906,5094,1130466,2308,81235,4296,72150,4417,977081,6374,274365,1275,41145,2719,32569,2749,200651,3786,163154,1210,34187,2392,45784,2882,83183,3259,1083,null,null,1011,null,null,576,null,null,1347,null,null,1651,null,null,1118,null,null,2680,null,null,1731,null,null,3492,null,null,2286,null,null,2975,null,null,3662,null,null,5094,null,null,2308,null,null,4296,null,null,4417,null,null,6374,null,null,1275,null,null,2719,null,null,2749,null,null,3786,null,null,1210,null,null,2392,null,null,2882,null,null,3259,null,null,32
1316467,851,64478,1242,231,256,0,187,64247,1299,194932,1050,8728,1880,3595,1140,182609,2369,282488,2008,7750,1275,7960,1802,266778,3117,556611,2438,42708,3538,29676,2647,484227,4888,133574,1319,20027,2120,10826,1474,102721,2536,84384,1113,15162,1699,21638,2036,47584,2127,851,null,null,1242,null,null,256,null,null,187,null,null,1299,null,null,1050,null,null,1880,null,null,1140,null,null,2369,null,null,2008,null,null,1275,null,null,1802,null,null,3117,null,null,2438,null,null,3538,null,null,2647,null,null,4888,null,null,1319,null,null,2120,null,null,1474,null,null,2536,null,null,1113,null,null,1699,null,null,2036,null,null,2127,null,null,33
8837578,1301,520170,1246,2197,880,688,516,517285,1519,1459778,1450,43317,3885,17295,2359,1399166,5172,1916830,3480,49540,4825,40185,3405,1827105,5754,3608286,3643,190230,8200,155310,7721,3262746,12369,772026,2284,98401,4335,69491,3693,604134,5507,560488,2448,98477,4529,161985,5211,300026,5393,1301,null,null,1246,null,null,880,null,null,516,null,null,1519,null,null,1450,null,null,3885,null,null,2359,null,null,5172,null,null,3480,null,null,4825,null,null,3405,null,null,5754,null,null,3643,null,null,8200,null,null,7721,null,null,12369,null,null,2284,null,null,4335,null,null,3693,null,null,5507,null,null,2448,null,null,4529,null,null,5211,null,null,5393,null,null,34
2046001,1490,125126,1342,1024,492,187,168,123915,1508,363472,1773,14081,1936,4566,1066,344825,2804,460835,3277,16599,2243,13945,2110,430291,4613,759913,2920,59717,3668,63406,4381,636790,6795,201107,1800,31345,2484,27940,2365,141822,3017,135548,1657,26901,2362,49020,2906,59627,2788,1490,null,null,1342,null,null,492,null,null,168,null,null,1508,null,null,1773,null,null,1936,null,null,1066,null,null,2804,null,null,3277,null,null,2243,null,null,2110,null,null,4613,null,null,2920,null,null,3668,null,null,4381,null,null,6795,null,null,1800,null,null,2484,null,null,2365,null,null,3017,null,null,1657,null,null,2362,null,null,2906,null,null,2788,null,null,35
19505596,2238,1159019,2442,4755,1177,1787,775,1152477,2780,3011767,2637,104300,5447,50829,3869,2856638,7040,4731795,5003,145106,6050,102943,4763,4483746,8270,7667466,5446,466371,11097,394950,10226,6806145,16403,1692036,3172,205004,5947,170549,6236,1316483,7509,1243513,3181,216397,6296,375022,7845,652094,8216,2238,null,null,2442,null,null,1177,null,null,775,null,null,2780,null,null,2637,null,null,5447,null,null,3869,null,null,7040,null,null,5003,null,null,6050,null,null,4763,null,null,8270,null,null,5446,null,null,11097,null,null,10226,null,null,16403,null,null,3172,null,null,5947,null,null,6236,null,null,7509,null,null,3181,null,null,6296,null,null,7845,null,null,8216,null,null,36
9957830,4137,594504,4110,4294,1260,1878,793,588332,4065,1697979,4875,70936,4877,24960,2291,1602083,7128,2206179,8345,90303,5341,60274,5051,2055602,9937,3932515,8464,290185,7326,281874,9788,3360456,14054,932970,3623,140078,4778,112253,5074,680639,6263,593683,3967,111787,4968,182764,6195,299132,6659,4137,null,null,4110,null,null,1260,null,null,793,null,null,4065,null,null,4875,null,null,4877,null,null,2291,null,null,7128,null,null,8345,null,null,5341,null,null,5051,null,null,9937,null,null,8464,null,null,7326,null,null,9788,null,null,14054,null,null,3623,null,null,4778,null,null,5074,null,null,6263,null,null,3967,null,null,4968,null,null,6195,null,null,6659,null,null,37
741486,1317,54898,1333,12,20,0,155,54886,1336,119232,1751,5298,1044,1363,567,112571,1895,197209,2562,8191,1412,3720,933,185298,3065,266247,2205,17214,1626,13964,1747,235069,3032,58309,834,8458,1238,5258,868,44593,1391,45591,584,9878,948,11972,1376,23741,1415,1317,null,null,1333,null,null,20,null,null,155,null,null,1336,null,null,1751,null,null,1044,null,null,567,null,null,1895,null,null,2562,null,null,1412,null,null,933,null,null,3065,null,null,2205,null,null,1626,null,null,1747,null,null,3032,null,null,834,null,null,1238,null,null,868,null,null,1391,null,null,584,null,null,948,null,null,1376,null,null,1415,null,null,38
11439848,1446,692745,2813,3639,881,707,407,688399,2790,1913252,3599,89690,4779,34771,3280,1788791,7178,2534693,5051,111668,5390,75459,4678,2347566,8148,4483613,5264,349167,9912,315449,7549,3818997,12980,1062886,3374,152230,4698,119198,5113,791458,7112,752659,3118,145614,4690,223279,5471,383766,6411,1446,null,null,2813,null,null,881,null,null,407,null,null,2790,null,null,3599,null,null,4779,null,null,3280,null,null,7178,null,null,5051,null,null,5390,null,null,4678,null,null,8148,null,null,5264,null,null,9912,null,null,7549,null,null,12980,null,null,3374,null,null,4698,null,null,5113,null,null,7112,null,null,3118,null,null,4690,null,null,5471,null,null,6411,null,null,39
3845697,1477,264096,1583,2133,787,571,317,261392,1633,695754,1893,32455,2740,11198,1252,652101,3607,895836,3878,45780,3204,28508,2757,821548,5300,1420840,3887,131948,4489,127820,5350,1161072,7603,337831,2088,61252,3065,51225,2672,225354,4117,231340,1751,52004,2504,75358,2812,103978,3177,1477,null,null,1583,null,null,787,null,null,317,null,null,1633,null,null,1893,null,null,2740,null,null,1252,null,null,3607,null,null,3878,null,null,3204,null,null,2757,null,null,5300,null,null,3887,null,null,4489,null,null,5350,null,null,7603,null,null,2088,null,null,3065,null,null,2672,null,null,4117,null,null,1751,null,null,2504,null,null,2812,null,null,3177,null,null,40
4054353,734,234582,2004,1324,578,289,282,232969,1920,632003,2590,26862,2693,9870,1811,595271,3678,929378,3898,46452,3935,30354,3486,852572,5520,1579682,4304,121513,5048,104796,6259,1353373,8492,412958,2684,64730,3461,50683,3452,297545,4762,265750,1587,55043,3355,83260,3649,127447,4204,734,null,null,2004,null,null,578,null,null,282,null,null,1920,null,null,2590,null,null,2693,null,null,1811,null,null,3678,null,null,3898,null,null,3935,null,null,3486,null,null,5520,null,null,4304,null,null,5048,null,null,6259,null,null,8492,null,null,2684,null,null,3461,null,null,3452,null,null,4762,null,null,1587,null,null,3355,null,null,3649,null,null,4204,null,null,41
12579422,1164,709676,2163,3237,967,534,314,705905,2475,1957025,2682,104017,5070,33990,3109,1819018,5612,2810377,5233,120515,5609,85992,5009,2603870,9365,4962053,5873,364005,9901,339385,10446,4258663,14663,1224219,3319,169938,6045,131459,5772,922822,6870,916072,2998,182579,5068,256828,7125,476665,7670,1164,null,null,2163,null,null,967,null,null,314,null,null,2475,null,null,2682,null,null,5070,null,null,3109,null,null,5612,null,null,5233,null,null,5609,null,null,5009,null,null,9365,null,null,5873,null,null,9901,null,null,10446,null,null,14663,null,null,3319,null,null,6045,null,null,5772,null,null,6870,null,null,2998,null,null,5068,null,null,7125,null,null,7670,null,null,42
1040259,649,54144,807,981,727,162,301,53001,1081,154124,973,9103,1696,3378,999,141643,2234,252434,2149,8008,1545,8247,1670,236179,3279,413042,2015,29861,2848,30647,2963,352534,4536,95823,916,11836,1398,9115,1514,74872,2019,70692,1117,11611,1332,20096,1874,38985,2346,649,null,null,807,null,null,727,null,null,301,null,null,1081,null,null,973,null,null,1696,null,null,999,null,null,2234,null,null,2149,null,null,1545,null,null,1670,null,null,3279,null,null,2015,null,null,2848,null,null,2963,null,null,4536,null,null,916,null,null,1398,null,null,1514,null,null,2019,null,null,1117,null,null,1332,null,null,1874,null,null,2346,null,null,44
4861188,2481,289911,2462,1927,756,1630,752,286354,2547,807474,2755,36049,3456,14591,2416,756834,4334,1070535,5644,46402,4645,31727,3658,992406,7819,1880970,5454,163731,7610,146391,7587,1570848,10563,510857,2406,79530,3715,61153,3909,370174,5134,301441,2363,57715,3215,95973,4434,147753,4370,2481,null,null,2462,null,null,756,null,null,752,null,null,2547,null,null,2755,null,null,3456,null,null,2416,null,null,4334,null,null,5644,null,null,4645,null,null,3658,null,null,7819,null,null,5454,null,null,7610,null,null,7587,null,null,10563,null,null,2406,null,null,3715,null,null,3909,null,null,5134,null,null,2363,null,null,3215,null,null,4434,null,null,4370,null,null,45
848774,457,60892,1176,618,376,132,141,60142,1150,152089,1428,5793,1163,1666,673,144630,1957,191718,2140,7696,1208,5077,1407,178945,2471,313201,1977,24574,2213,13656,1684,274971,3091,76024,1009,10806,1423,7931,1374,57287,1977,54850,666,11722,1439,13625,1759,29503,1943,457,null,null,1176,null,null,376,null,null,141,null,null,1150,null,null,1428,null,null,1163,null,null,673,null,null,1957,null,null,2140,null,null,1208,null,null,1407,null,null,2471,null,null,1977,null,null,2213,null,null,1684,null,null,3091,null,null,1009,null,null,1423,null,null,1374,null,null,1977,null,null,666,null,null,1439,null,null,1759,null,null,1943,null,null,46
6546914,2577,404168,3349,2172,700,686,539,401310,3332,1096734,3659,47069,3682,17424,2160,1032241,5345,1468896,5846,63845,4346,50251,4448,1354800,8713,2560689,5586,219985,8077,224771,8526,2115933,10360,620282,3334,93570,4064,86413,4074,440299,6143,396145,2217,77305,3299,131541,4634,187299,4749,2577,null,null,3349,null,null,700,null,null,539,null,null,3332,null,null,3659,null,null,3682,null,null,2160,null,null,5345,null,null,5846,null,null,4346,null,null,4448,null,null,8713,null,null,5586,null,null,8077,null,null,8526,null,null,10360,null,null,3334,null,null,4064,null,null,4074,null,null,6143,null,null,2217,null,null,3299,null,null,4634,null,null,4749,null,null,47
27386023,4419,2006839,5752,10169,2062,4329,1708,1992341,6043,5275194,5494,219032,9546,73383,6331,4982779,12755,6667462,10718,238173,10615,160081,8888,6269208,14904,10176421,10233,676912,13906,578696,13992,8920813,20019,1987538,5449,305735,8119,272783,7420,1409020,10975,1272569,4641,249294,7198,433458,8567,589817,9859,4419,null,null,5752,null,null,2062,null,null,1708,null,null,6043,null,null,5494,null,null,9546,null,null,6331,null,null,12755,null,null,10718,null,null,10615,null,null,8888,null,null,14904,null,null,10233,null,null,13906,null,null,13992,null,null,20019,null,null,5449,null,null,8119,null,null,7420,null,null,10975,null,null,4641,null,null,7198,null,null,8567,null,null,9859,null,null,48
3024767,1289,253422,1649,1781,621,354,385,251287,1879,665549,1871,23318,2417,7120,1340,635111,3625,784969,3086,33170,3054,17615,2414,734184,4660,1004867,3195,61343,4223,46896,3449,896628,6113,188867,1472,26815,2418,19046,1885,143006,2953,127093,1509,25308,1838,36299,2197,65486,3026,1289,null,null,1649,null,null,621,null,null,385,null,null,1879,null,null,1871,null,null,2417,null,null,1340,null,null,3625,null,null,3086,null,null,3054,null,null,2414,null,null,4660,null,null,3195,null,null,4223,null,null,3449,null,null,6113,null,null,1472,null,null,2418,null,null,1885,null,null,2953,null,null,1509,null,null,1838,null,null,2197,null,null,3026,null,null,49
618622,345,30464,783,277,239,11,19,30176,810,87887,1056,4573,962,1640,499,81674,1318,137144,1284,5684,1049,5647,1136,125813,2039,252318,1651,21727,2137,16400,1989,214191,3021,68466,717,9413,1153,6500,1064,52553,1476,42343,427,7903,1121,10689,1253,23751,1533,345,null,null,783,null,null,239,null,null,19,null,null,810,null,null,1056,null,null,962,null,null,499,null,null,1318,null,null,1284,null,null,1049,null,null,1136,null,null,2039,null,null,1651,null,null,2137,null,null,1989,null,null,3021,null,null,717,null,null,1153,null,null,1064,null,null,1476,null,null,427,null,null,1121,null,null,1253,null,null,1533,null,null,50
