B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,B23006_001M,B23006_001EA,B23006_001MA,B23006_002M,B23006_002EA,B23006_002MA,B23006_003M,B23006_003EA,B23006_003MA,B23006_004M,B23006_004EA,B23006_004MA,B23006_005M,B23006_005EA,B23006_005MA,B23006_006M,B23006_006EA,B23006_006MA,B23006_007M,B23006_007EA,B23006_007MA,B23006_008M,B23006_008EA,B23006_008MA,B23006_009M,B23006_009EA,B23006_009MA,B23006_010M,B23006_010EA,B23006_010MA,B23006_011M,B23006_011EA,B23006_011MA,B23006_012M,B23006_012EA,B23006_012MA,B23006_013M,B23006_013EA,B23006_013MA,B23006_014M,B23006_014EA,B23006_014MA,B23006_015M,B23006_015EA,B23006_015MA,B23006_016M,B23006_016EA,B23006_016MA,B23006_017M,B23006_017EA,B23006_017MA,B23006_018M,B23006_018EA,B23006_018MA,B23006_019M,B23006_019EA,B23006_019MA,B23006_020M,B23006_020EA,B23006_020MA,B23006_021M,B23006_021EA,B23006_021MA,B23006_022M,B23006_022EA,B23006_022MA,B23006_023M,B23006_023EA,B23006_023MA,B23006_024M,B23006_024EA,B23006_024MA,B23006_025M,B23006_025EA,B23006_025MA,B23006_026M,B23006_026EA,B23006_026MA,B23006_027M,B23006_027EA,B23006_027MA,B23006_028M,B23006_028EA,B23006_028MA,B23006_029M,B23006_029EA,B23006_029MA,state
10612907,7776,1219577,20301,734094,17498,6,12,734088,17500,669899,16442,64189,5961,485483,12781,3000938,27484,2152788,27125,3683,1309,2149105,27051,2017166,27303,131939,8114,848150,16605,3311684,25743,2564794,24116,17258,2280,2547536,23921,2416534,22773,131002,6271,746890,14212,3080708,27960,2567291,29236,20043,3098,2547248,28451,2468028,27809,79220,5367,513417,12159,7776,null,null,20301,null,null,17498,null,null,12,null,null,17500,null,null,16442,null,null,5961,null,null,12781,null,null,27484,null,null,27125,null,null,1309,null,null,27051,null,null,27303,null,null,8114,null,null,16605,null,null,25743,null,null,24116,null,null,2280,null,null,23921,null,null,22773,null,null,6271,null,null,14212,null,null,27960,null,null,29236,null,null,3098,null,null,28451,null,null,27809,null,null,5367,null,null,12159,null,null,12
5426261,6795,669436,16103,382739,12711,69,133,382670,12685,344906,12629,37764,4202,286697,9349,1444444,22902,1010674,19035,3626,945,1007048,19051,946490,17693,60558,5345,433770,10789,1584205,20470,1244358,18408,14950,2354,1229408,18568,1167321,18892,62087,4984,339847,10112,1728176,19721,1487160,18008,9525,1694,1477635,18140,1438409,17545,39226,3421,241016,8786,6795,null,null,16103,null,null,12711,null,null,133,null,null,12685,null,null,12629,null,null,4202,null,null,9349,null,null,22902,null,null,19035,null,null,945,null,null,19051,null,null,17693,null,null,5345,null,null,10789,null,null,20470,null,null,18408,null,null,2354,null,null,18568,null,null,18892,null,null,4984,null,null,10112,null,null,19721,null,null,18008,null,null,1694,null,null,18140,null,null,17545,null,null,3421,null,null,8786,null,null,13
747396,1388,43987,4167,28731,3672,42,69,28689,3673,26881,3561,1808,844,15256,1844,202846,6834,154332,6795,4175,1150,150157,6716,142271,6673,7886,1596,48514,3721,255929,7367,206768,7763,12023,1547,194745,7692,186666,7370,8079,1643,49161,3310,244634,6283,210159,6511,7763,1254,202396,6329,198608,6368,3788,708,34475,2561,1388,null,null,4167,null,null,3672,null,null,69,null,null,3673,null,null,3561,null,null,844,null,null,1844,null,null,6834,null,null,6795,null,null,1150,null,null,6716,null,null,6673,null,null,1596,null,null,3721,null,null,7367,null,null,7763,null,null,1547,null,null,7692,null,null,7370,null,null,1643,null,null,3310,null,null,6283,null,null,6511,null,null,1254,null,null,6329,null,null,6368,null,null,708,null,null,2561,null,null,15
831103,3148,76006,5513,50685,4596,0,198,50685,4596,47434,4315,3251,961,25321,2791,225397,8097,159741,6430,204,137,159537,6409,152006,6155,7531,1842,65656,4552,295843,8155,227588,7533,1741,640,225847,7601,219022,7717,6825,1312,68255,4227,233857,7200,193425,6269,426,246,192999,6279,189604,6307,3395,883,40432,3923,3148,null,null,5513,null,null,4596,null,null,198,null,null,4596,null,null,4315,null,null,961,null,null,2791,null,null,8097,null,null,6430,null,null,137,null,null,6409,null,null,6155,null,null,1842,null,null,4552,null,null,8155,null,null,7533,null,null,640,null,null,7601,null,null,7717,null,null,1312,null,null,4227,null,null,7200,null,null,6269,null,null,246,null,null,6279,null,null,6307,null,null,883,null,null,3923,null,null,16
6792389,5002,664752,13090,410143,10582,0,185,410143,10582,367939,10299,42204,3328,254609,7628,1626704,23160,1201295,22945,739,421,1200556,22899,1113239,21594,87317,5277,425409,8893,2033865,20184,1637775,19475,5231,1196,1632544,19657,1544003,18736,88541,4643,396090,8851,2467068,19331,2151613,19062,3541,865,2148072,19161,2086796,19141,61276,4193,315455,6936,5002,null,null,13090,null,null,10582,null,null,185,null,null,10582,null,null,10299,null,null,3328,null,null,7628,null,null,23160,null,null,22945,null,null,421,null,null,22899,null,null,21594,null,null,5277,null,null,8893,null,null,20184,null,null,19475,null,null,1196,null,null,19657,null,null,18736,null,null,4643,null,null,8851,null,null,19331,null,null,19062,null,null,865,null,null,19161,null,null,19141,null,null,4193,null,null,6936,null,null,17
3399237,5164,356165,10700,202208,6718,193,309,202015,6763,181912,6294,20103,2419,153957,7090,1075160,12829,786380,11353,280,281,786100,11348,747182,11081,38918,2910,288780,7695,1039751,14328,842119,13616,1690,602,840429,13467,807619,13262,32810,3381,197632,7113,928161,13417,812193,12687,803,431,811390,12727,795707,12594,15683,2091,115968,5478,5164,null,null,10700,null,null,6718,null,null,309,null,null,6763,null,null,6294,null,null,2419,null,null,7090,null,null,12829,null,null,11353,null,null,281,null,null,11348,null,null,11081,null,null,2910,null,null,7695,null,null,14328,null,null,13616,null,null,602,null,null,13467,null,null,13262,null,null,3381,null,null,7113,null,null,13417,null,null,12687,null,null,431,null,null,12727,null,null,12594,null,null,2091,null,null,5478,null,null,18
1573278,3997,117399,4799,75530,3862,0,159,75530,3862,68996,3572,6534,1298,41869,3161,430173,8968,336589,8628,160,150,336429,8682,321824,8080,14605,1745,93584,4542,543950,9631,457810,9974,604,302,457206,9978,443162,9554,14044,2143,86140,4111,481756,10101,428000,9419,585,281,427415,9342,420194,9297,7221,1325,53756,3466,3997,null,null,4799,null,null,3862,null,null,159,null,null,3862,null,null,3572,null,null,1298,null,null,3161,null,null,8968,null,null,8628,null,null,150,null,null,8682,null,null,8080,null,null,1745,null,null,4542,null,null,9631,null,null,9974,null,null,302,null,null,9978,null,null,9554,null,null,2143,null,null,4111,null,null,10101,null,null,9419,null,null,281,null,null,9342,null,null,9297,null,null,1325,null,null,3466,null,null,19
1454265,3962,134023,5151,85028,4311,0,174,85028,4311,76713,4200,8315,1752,48995,3358,347880,9841,260303,9193,1270,557,259033,9182,246919,8848,12114,1672,87577,3586,469239,8933,383540,9023,4621,1010,378919,8980,367069,9198,11850,1967,85699,4439,503123,10013,438268,9480,4215,944,434053,9400,425522,9266,8531,1507,64855,4085,3962,null,null,5151,null,null,4311,null,null,174,null,null,4311,null,null,4200,null,null,1752,null,null,3358,null,null,9841,null,null,9193,null,null,557,null,null,9182,null,null,8848,null,null,1672,null,null,3586,null,null,8933,null,null,9023,null,null,1010,null,null,8980,null,null,9198,null,null,1967,null,null,4439,null,null,10013,null,null,9480,null,null,944,null,null,9400,null,null,9266,null,null,1507,null,null,4085,null,null,20
2307984,4001,277028,9248,118589,5087,25,49,118564,5087,106560,4989,12004,1867,158439,6740,720400,10710,479294,9258,781,341,478513,9290,449384,9044,29129,3250,241106,7490,736511,10666,561281,10564,4605,1090,556676,10419,530763,10222,25913,2902,175230,6283,574045,10965,493100,10129,2724,862,490376,10162,478268,9981,12108,1827,80945,4655,4001,null,null,9248,null,null,5087,null,null,49,null,null,5087,null,null,4989,null,null,1867,null,null,6740,null,null,10710,null,null,9258,null,null,341,null,null,9290,null,null,9044,null,null,3250,null,null,7490,null,null,10666,null,null,10564,null,null,1090,null,null,10419,null,null,10222,null,null,2902,null,null,6283,null,null,10965,null,null,10129,null,null,862,null,null,10162,null,null,9981,null,null,1827,null,null,4655,null,null,21
2440841,6270,349379,10227,172606,7052,0,208,172606,7052,149380,6447,23226,3035,176773,7615,812699,15141,555940,12862,1357,569,554583,12838,515657,11726,38926,3771,256759,8401,693599,14727,526776,12321,4730,1269,522046,12360,496465,12661,25581,3158,166823,8112,585164,13360,501001,12067,4950,1491,496051,12252,482464,12401,13587,2059,84163,5113,6270,null,null,10227,null,null,7052,null,null,208,null,null,7052,null,null,6447,null,null,3035,null,null,7615,null,null,15141,null,null,12862,null,null,569,null,null,12838,null,null,11726,null,null,3771,null,null,8401,null,null,14727,null,null,12321,null,null,1269,null,null,12360,null,null,12661,null,null,3158,null,null,8112,null,null,13360,null,null,12067,null,null,1491,null,null,12252,null,null,12401,null,null,2059,null,null,5113,null,null,22
