B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,B13010_001M,B13010_001EA,B13010_001MA,B13010_002M,B13010_002EA,B13010_002MA,B13010_003M,B13010_003EA,B13010_003MA,B13010_004M,B13010_004EA,B13010_004MA,B13010_005M,B13010_005EA,B13010_005MA,B13010_006M,B13010_006EA,B13010_006MA,B13010_007M,B13010_007EA,B13010_007MA,B13010_008M,B13010_008EA,B13010_008MA,B13010_009M,B13010_009EA,B13010_009MA,B13010_010M,B13010_010EA,B13010_010MA,B13010_011M,B13010_011EA,B13010_011MA,B13010_012M,B13010_012EA,B13010_012MA,B13010_013M,B13010_013EA,B13010_013MA,B13010_014M,B13010_014EA,B13010_014MA,B13010_015M,B13010_015EA,B13010_015MA,B13010_016M,B13010_016EA,B13010_016MA,B13010_017M,B13010_017EA,B13010_017MA,B13010_018M,B13010_018EA,B13010_018MA,B13010_019M,B13010_019EA,B13010_019MA,state
4526458,9312,216891,7893,125513,6088,18540,2723,27179,3432,79794,4191,91378,5642,38046,4313,26795,3252,26537,3037,4309567,13093,1741483,17984,167417,7565,315669,10125,1258397,16804,2568084,19704,538924,15614,616820,18177,1412340,19331,9312,null,null,7893,null,null,6088,null,null,2723,null,null,3432,null,null,4191,null,null,5642,null,null,4313,null,null,3252,null,null,3037,null,null,13093,null,null,17984,null,null,7565,null,null,10125,null,null,16804,null,null,19704,null,null,15614,null,null,18177,null,null,19331,null,null,12
2515112,8037,142252,7705,87627,5710,14607,2422,19798,3125,53222,4204,54625,4497,26135,3197,11882,1839,16608,3026,2372860,10743,1017730,14227,98031,5758,159691,7965,760008,13078,1355130,16142,317215,12215,287592,11301,750323,15490,8037,null,null,7705,null,null,5710,null,null,2422,null,null,3125,null,null,4204,null,null,4497,null,null,3197,null,null,1839,null,null,3026,null,null,10743,null,null,14227,null,null,5758,null,null,7965,null,null,13078,null,null,16142,null,null,12215,null,null,11301,null,null,15490,null,null,13
316693,2193,21372,2199,14445,1868,1326,671,2752,842,10367,1690,6927,1514,2228,818,1290,671,3409,1052,295321,2928,139797,4510,7883,1626,14654,2285,117260,4213,155524,4525,22241,2943,23249,2662,110034,4448,2193,null,null,2199,null,null,1868,null,null,671,null,null,842,null,null,1690,null,null,1514,null,null,818,null,null,671,null,null,1052,null,null,2928,null,null,4510,null,null,1626,null,null,2285,null,null,4213,null,null,4525,null,null,2943,null,null,2662,null,null,4448,null,null,15
376106,3097,23082,2667,16525,2209,3763,1086,4044,1096,8718,1686,6557,1440,3343,958,1789,792,1425,621,353024,3708,176458,6355,16243,2270,32005,2663,128210,5676,176566,6515,42157,5042,39276,4436,95133,5041,3097,null,null,2667,null,null,2209,null,null,1086,null,null,1096,null,null,1686,null,null,1440,null,null,958,null,null,792,null,null,621,null,null,3708,null,null,6355,null,null,2270,null,null,2663,null,null,5676,null,null,6515,null,null,5042,null,null,4436,null,null,5041,null,null,16
3015203,5823,152251,5792,97270,5017,9256,1605,15354,2332,72660,3520,54981,3595,23354,2493,15684,2237,15943,2156,2862952,8333,1193531,13092,83811,5322,153435,6144,956285,12794,1669421,14576,348151,10389,313455,10900,1007815,13674,5823,null,null,5792,null,null,5017,null,null,1605,null,null,2332,null,null,3520,null,null,3595,null,null,2493,null,null,2237,null,null,2156,null,null,8333,null,null,13092,null,null,5322,null,null,6144,null,null,12794,null,null,14576,null,null,10389,null,null,10900,null,null,13674,null,null,17
1501720,5771,87271,4941,54641,3533,6465,1222,9990,1665,38186,2858,32630,3625,15327,2395,9815,1962,7488,1880,1414449,7698,625603,9630,50787,3169,88813,5076,486003,8659,788846,10267,198758,7637,167695,7164,422393,10561,5771,null,null,4941,null,null,3533,null,null,1222,null,null,1665,null,null,2858,null,null,3625,null,null,2395,null,null,1962,null,null,1880,null,null,7698,null,null,9630,null,null,3169,null,null,5076,null,null,8659,null,null,10267,null,null,7637,null,null,7164,null,null,10561,null,null,18
678735,3406,41440,2976,28863,2658,2028,767,4490,858,22345,2354,12577,1588,6945,1363,2910,749,2722,703,637295,4490,301654,5911,17474,2186,35338,2875,248842,5176,335641,6139,82803,4723,69341,3879,183497,5394,3406,null,null,2976,null,null,2658,null,null,767,null,null,858,null,null,2354,null,null,1588,null,null,1363,null,null,749,null,null,703,null,null,4490,null,null,5911,null,null,2186,null,null,2875,null,null,5176,null,null,6139,null,null,4723,null,null,3879,null,null,5394,null,null,19
645222,3614,35737,2701,25342,2161,2093,660,4745,1001,18504,2111,10395,1730,5579,1291,2103,729,2713,947,609485,4156,291176,6613,18867,2280,44582,3047,227727,5901,318309,7181,74057,4348,70949,4522,173303,5653,3614,null,null,2701,null,null,2161,null,null,660,null,null,1001,null,null,2111,null,null,1730,null,null,1291,null,null,729,null,null,947,null,null,4156,null,null,6613,null,null,2280,null,null,3047,null,null,5901,null,null,7181,null,null,4348,null,null,4522,null,null,5653,null,null,20
1001124,5455,54548,3447,33702,2950,6477,1344,6851,1271,20374,2176,20846,2661,12145,2035,2930,873,5771,1526,946576,6093,436163,8788,52484,4400,70464,4333,313215,8919,510413,9236,154377,6714,111747,5618,244289,6758,5455,null,null,3447,null,null,2950,null,null,1344,null,null,1271,null,null,2176,null,null,2661,null,null,2035,null,null,873,null,null,1526,null,null,6093,null,null,8788,null,null,4400,null,null,4333,null,null,8919,null,null,9236,null,null,6714,null,null,5618,null,null,6758,null,null,21
1096654,5397,61482,4160,31302,2813,3209,1141,5897,1274,22196,2265,30180,3215,16399,2405,6300,1481,7481,1633,1035172,7269,397807,9536,44541,3968,57639,4637,295627,7936,637365,10914,196427,7920,143414,7900,297524,9688,5397,null,null,4160,null,null,2813,null,null,1141,null,null,1274,null,null,2265,null,null,3215,null,null,2405,null,null,1481,null,null,1633,null,null,7269,null,null,9536,null,null,3968,null,null,4637,null,null,7936,null,null,10914,null,null,7920,null,null,7900,null,null,9688,null,null,22
