B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,B10059_001M,B10059_001EA,B10059_001MA,B10059_002M,B10059_002EA,B10059_002MA,B10059_003M,B10059_003EA,B10059_003MA,B10059_004M,B10059_004EA,B10059_004MA,B10059_005M,B10059_005EA,B10059_005MA,B10059_006M,B10059_006EA,B10059_006MA,B10059_007M,B10059_007EA,B10059_007MA,B10059_008M,B10059_008EA,B10059_008MA,B10059_009M,B10059_009EA,B10059_009MA,B10059_010M,B10059_010EA,B10059_010MA,B10059_011M,B10059_011EA,B10059_011MA,state
124446,7121,12105,2199,5328,1301,3909,1081,1419,627,6777,1658,112341,6589,26645,3074,13602,2023,13043,2100,85696,5653,7121,null,null,2199,null,null,1301,null,null,1081,null,null,627,null,null,1658,null,null,6589,null,null,3074,null,null,2023,null,null,2100,null,null,5653,null,null,25
173370,8189,29919,2943,11326,1635,7125,1271,4201,1013,18593,2296,143451,7374,52327,3745,30092,2990,22235,2271,91124,5397,8189,null,null,2943,null,null,1635,null,null,1271,null,null,1013,null,null,2296,null,null,7374,null,null,3745,null,null,2990,null,null,2271,null,null,5397,null,null,26
65256,3825,7482,1475,3391,851,1932,617,1459,719,4091,1069,57774,3511,16247,1846,9360,1475,6887,1204,41527,2843,3825,null,null,1475,null,null,851,null,null,617,null,null,719,null,null,1069,null,null,3511,null,null,1846,null,null,1475,null,null,1204,null,null,2843,null,null,27
87727,4671,23332,3129,15570,2416,11335,2051,4235,977,7762,1751,64395,4175,31013,2991,18397,2320,12616,1974,33382,3237,4671,null,null,3129,null,null,2416,null,null,2051,null,null,977,null,null,1751,null,null,4175,null,null,2991,null,null,2320,null,null,1974,null,null,3237,null,null,28
116684,6123,19719,2384,10989,1942,7275,1521,3714,1318,8730,1468,96965,6033,46916,4608,27851,3345,19065,3026,50049,3734,6123,null,null,2384,null,null,1942,null,null,1521,null,null,1318,null,null,1468,null,null,6033,null,null,4608,null,null,3345,null,null,3026,null,null,3734,null,null,29
14189,1897,2328,691,1813,672,1010,422,803,507,515,311,11861,1689,5380,1126,2672,862,2708,624,6481,1308,1897,null,null,691,null,null,672,null,null,422,null,null,507,null,null,311,null,null,1689,null,null,1126,null,null,862,null,null,624,null,null,1308,null,null,30
26799,2725,3190,772,2179,724,1113,491,1066,564,1011,414,23609,2590,6753,1382,4070,1172,2683,687,16856,2206,2725,null,null,772,null,null,724,null,null,491,null,null,564,null,null,414,null,null,2590,null,null,1382,null,null,1172,null,null,687,null,null,2206,null,null,31
67783,5396,8037,1641,3190,992,2133,834,1057,660,4847,1349,59746,5149,20701,3158,10975,2270,9726,1976,39045,3681,5396,null,null,1641,null,null,992,null,null,834,null,null,660,null,null,1349,null,null,5149,null,null,3158,null,null,2270,null,null,1976,null,null,3681,null,null,32
22686,2933,855,449,399,292,210,179,189,153,456,386,21831,2824,7584,1722,4814,1402,2770,1049,14247,2100,2933,null,null,449,null,null,292,null,null,179,null,null,153,null,null,386,null,null,2824,null,null,1722,null,null,1402,null,null,1049,null,null,2100,null,null,33
190847,8276,19004,2409,7650,1406,5278,1179,2372,766,11354,1846,171843,7801,38084,3955,18688,2608,19396,2887,133759,6709,8276,null,null,2409,null,null,1406,null,null,1179,null,null,766,null,null,1846,null,null,7801,null,null,3955,null,null,2608,null,null,2887,null,null,6709,null,null,34
55849,4742,14835,2040,6663,1579,3909,1245,2754,1086,8172,1988,41014,4531,16818,2728,10186,2289,6632,1345,24196,3028,4742,null,null,2040,null,null,1579,null,null,1245,null,null,1086,null,null,1988,null,null,4531,null,null,2728,null,null,2289,null,null,1345,null,null,3028,null,null,35
454703,13176,66757,4686,25386,2946,14705,2186,10681,1750,41371,3383,387946,12215,98857,7238,50803,5357,48054,3707,289089,10028,13176,null,null,4686,null,null,2946,null,null,2186,null,null,1750,null,null,3383,null,null,12215,null,null,7238,null,null,5357,null,null,3707,null,null,10028,null,null,36
213951,9814,34521,3143,18420,2501,11278,1872,7142,1652,16101,2643,179430,8758,73168,5644,45821,4655,27347,2758,106262,7175,9814,null,null,3143,null,null,2501,null,null,1872,null,null,1652,null,null,2643,null,null,8758,null,null,5644,null,null,4655,null,null,2758,null,null,7175,null,null,37
6265,1345,857,355,626,321,375,222,251,172,231,166,5408,1243,2666,916,1802,732,864,403,2742,745,1345,null,null,355,null,null,321,null,null,222,null,null,172,null,null,166,null,null,1243,null,null,916,null,null,732,null,null,403,null,null,745,null,null,38
212993,7523,34138,3483,18284,2623,11247,1917,7037,1675,15854,1866,178855,7392,73160,4862,43847,3607,29313,2840,105695,5771,7523,null,null,3483,null,null,2623,null,null,1917,null,null,1675,null,null,1866,null,null,7392,null,null,4862,null,null,3607,null,null,2840,null,null,5771,null,null,39
88443,4496,13607,1802,9023,1319,5549,1036,3474,667,4584,983,74836,4079,37344,2857,22009,2131,15335,1822,37492,2702,4496,null,null,1802,null,null,1319,null,null,1036,null,null,667,null,null,983,null,null,4079,null,null,2857,null,null,2131,null,null,1822,null,null,2702,null,null,40
71424,5376,7726,1565,3858,959,2096,751,1762,613,3868,1202,63698,5530,17143,2764,8344,1676,8799,2154,46555,4454,5376,null,null,1565,null,null,959,null,null,751,null,null,613,null,null,1202,null,null,5530,null,null,2764,null,null,1676,null,null,2154,null,null,4454,null,null,41
239124,9134,32075,3744,14634,2338,10971,2186,3663,922,17441,2362,207049,8428,67250,4240,39020,3528,28230,2305,139799,6996,9134,null,null,3744,null,null,2338,null,null,2186,null,null,922,null,null,2362,null,null,8428,null,null,4240,null,null,3528,null,null,2305,null,null,6996,null,null,42
20917,2474,2623,1059,1666,958,1080,716,586,425,957,673,18294,2257,5399,1466,2900,1077,2499,1050,12895,1834,2474,null,null,1059,null,null,958,null,null,716,null,null,425,null,null,673,null,null,2257,null,null,1466,null,null,1077,null,null,1050,null,null,1834,null,null,44
119799,7240,18074,2708,9847,2117,5497,1308,4350,1218,8227,1440,101725,6576,41282,3854,21956,3005,19326,2026,60443,5483,7240,null,null,2708,null,null,2117,null,null,1308,null,null,1218,null,null,1440,null,null,6576,null,null,3854,null,null,3005,null,null,2026,null,null,5483,null,null,45
10955,1345,2359,568,1134,416,758,308,376,230,1225,402,8596,1232,4131,873,2282,645,1849,555,4465,945,1345,null,null,568,null,null,416,null,null,308,null,null,230,null,null,402,null,null,1232,null,null,873,null,null,645,null,null,555,null,null,945,null,null,46
153183,7542,26274,3210,16164,2058,9573,1751,6591,1311,10110,1756,126909,7072,55359,4852,32048,3229,23311,2954,71550,5024,7542,null,null,3210,null,null,2058,null,null,1751,null,null,1311,null,null,1756,null,null,7072,null,null,4852,null,null,3229,null,null,2954,null,null,5024,null,null,47
769671,18881,119728,7033,61642,5535,39235,4441,22407,2732,58086,4663,649943,18494,225861,10619,143086,8271,82775,5730,424082,16720,18881,null,null,7033,null,null,5535,null,null,4441,null,null,2732,null,null,4663,null,null,18494,null,null,10619,null,null,8271,null,null,5730,null,null,16720,null,null,48
63379,4578,4859,1394,2149,851,1140,591,1009,506,2710,1170,58520,4516,17104,2673,9315,2022,7789,1645,41416,3741,4578,null,null,1394,null,null,851,null,null,591,null,null,506,null,null,1170,null,null,4516,null,null,2673,null,null,2022,null,null,1645,null,null,3741,null,null,49
9327,1589,902,527,635,484,440,438,195,213,267,183,8425,1516,2372,771,1423,554,949,386,6053,1257,1589,null,null,527,null,null,484,null,null,438,null,null,213,null,null,183,null,null,1516,null,null,771,null,null,554,null,null,386,null,null,1257,null,null,50
199195,9109,19805,3524,8953,1942,5944,1526,3009,1095,10852,2640,179390,7861,63511,4963,33870,3350,29641,3232,115879,6677,9109,null,null,3524,null,null,1942,null,null,1526,null,null,1095,null,null,2640,null,null,7861,null,null,4963,null,null,3350,null,null,3232,null,null,6677,null,null,51
130582,6534,10022,1862,3870,845,2881,757,989,420,6152,1399,120560,6284,39376,3461,21389,2610,17987,2522,81184,5148,6534,null,null,1862,null,null,845,null,null,757,null,null,420,null,null,1399,null,null,6284,null,null,3461,null,null,2610,null,null,2522,null,null,5148,null,null,53
46480,4542,8791,2001,5223,1407,3948,1182,1275,529,3568,1455,37689,4464,19262,2941,10330,2006,8932,2074,18427,2957,4542,null,null,2001,null,null,1407,null,null,1182,null,null,529,null,null,1455,null,null,4464,null,null,2941,null,null,2006,null,null,2074,null,null,2957,null,null,54
71144,4645,7004,1282,4090,1003,3082,885,1008,525,2914,834,64140,4395,20025,2347,13175,2073,6850,1274,44115,3634,4645,null,null,1282,null,null,1003,null,null,885,null,null,525,null,null,834,null,null,4395,null,null,2347,null,null,2073,null,null,1274,null,null,3634,null,null,55
10139,2392,1076,462,710,408,302,204,408,352,366,320,9063,2350,3719,1529,2458,1250,1261,603,5344,1571,2392,null,null,462,null,null,408,null,null,204,null,null,352,null,null,320,null,null,2350,null,null,1529,null,null,1250,null,null,603,null,null,1571,null,null,56
96568,5605,47536,4325,20842,2621,11677,1912,9165,1682,26694,3127,49032,3641,18251,2136,7813,1507,10438,1554,30781,3196,5605,null,null,4325,null,null,2621,null,null,1912,null,null,1682,null,null,3127,null,null,3641,null,null,2136,null,null,1507,null,null,1554,null,null,3196,null,null,72
118640,6024,21881,2755,12195,1993,8148,1742,4047,909,9686,1754,96759,5639,47695,4164,30338,3682,17357,2114,49064,3842,6024,null,null,2755,null,null,1993,null,null,1742,null,null,909,null,null,1754,null,null,5639,null,null,4164,null,null,3682,null,null,2114,null,null,3842,null,null,01
16460,2221,1580,427,1040,331,721,322,319,101,540,228,14880,2234,5834,1308,3165,1090,2669,735,9046,1940,2221,null,null,427,null,null,331,null,null,322,null,null,101,null,null,228,null,null,2234,null,null,1308,null,null,1090,null,null,735,null,null,1940,null,null,02
183388,9606,27588,3449,14086,2491,9366,2113,4720,927,13502,2085,155800,8485,59784,5795,35073,4227,24711,3546,96016,5880,9606,null,null,3449,null,null,2491,null,null,2113,null,null,927,null,null,2085,null,null,8485,null,null,5795,null,null,4227,null,null,3546,null,null,5880,null,null,04
77179,4993,15053,2416,10724,1958,6593,1522,4131,1136,4329,1235,62126,4864,31802,3482,20576,3002,11226,1565,30324,3292,4993,null,null,2416,null,null,1958,null,null,1522,null,null,1136,null,null,1235,null,null,4864,null,null,3482,null,null,3002,null,null,1565,null,null,3292,null,null,05
1151350,20984,140259,6994,42089,3648,25986,3512,16103,2342,98170,6040,1011091,19980,207137,9588,111839,7188,95298,5002,803954,17054,20984,null,null,6994,null,null,3648,null,null,3512,null,null,2342,null,null,6040,null,null,19980,null,null,9588,null,null,7188,null,null,5002,null,null,17054,null,null,06
102873,6500,12163,2378,5181,1148,3163,884,2018,780,6982,1919,90710,5482,30728,2909,18116,2533,12612,1754,59982,4417,6500,null,null,2378,null,null,1148,null,null,884,null,null,780,null,null,1919,null,null,5482,null,null,2909,null,null,2533,null,null,1754,null,null,4417,null,null,08
58683,4331,5593,1662,2385,1143,1640,998,745,502,3208,1223,53090,3891,13659,2404,8534,1963,5125,1209,39431,3251,4331,null,null,1662,null,null,1143,null,null,998,null,null,502,null,null,1223,null,null,3891,null,null,2404,null,null,1963,null,null,1209,null,null,3251,null,null,09
21940,3196,1075,470,477,344,108,152,369,287,598,327,20865,3090,6706,1750,3875,1216,2831,1237,14159,2508,3196,null,null,470,null,null,344,null,null,152,null,null,287,null,null,327,null,null,3090,null,null,1750,null,null,1216,null,null,1237,null,null,2508,null,null,10
9489,1524,2263,845,750,530,278,230,472,469,1513,658,7226,1411,1604,708,849,467,755,433,5622,1294,1524,null,null,845,null,null,530,null,null,230,null,null,469,null,null,658,null,null,1411,null,null,708,null,null,467,null,null,433,null,null,1294,null,null,11
