B17020F_001E,B17020F_001M,B17020F_002E,B17020F_002M,B17020F_003E,B17020F_003M,B17020F_004E,B17020F_004M,B17020F_005E,B17020F_005M,B17020F_006E,B17020F_006M,B17020F_007E,B17020F_007M,B17020F_008E,B17020F_008M,B17020F_009E,B17020F_009M,B17020F_010E,B17020F_010M,B17020F_011E,B17020F_011M,B17020F_012E,B17020F_012M,B17020F_013E,B17020F_013M,B17020F_014E,B17020F_014M,B17020F_015E,B17020F_015M,B17020F_016E,B17020F_016M,B17020F_017E,B17020F_017M,B17020F_001M,B17020F_001EA,B17020F_001MA,B17020F_002M,B17020F_002EA,B17020F_002MA,B17020F_003M,B17020F_003EA,B17020F_003MA,B17020F_004M,B17020F_004EA,B17020F_004MA,B17020F_005M,B17020F_005EA,B17020F_005MA,B17020F_006M,B17020F_006EA,B17020F_006MA,B17020F_007M,B17020F_007EA,B17020F_007MA,B17020F_008M,B17020F_008EA,B17020F_008MA,B17020F_009M,B17020F_009EA,B17020F_009MA,B17020F_010M,B17020F_010EA,B17020F_010MA,B17020F_011M,B17020F_011EA,B17020F_011MA,B17020F_012M,B17020F_012EA,B17020F_012MA,B17020F_013M,B17020F_013EA,B17020F_013MA,B17020F_014M,B17020F_014EA,B17020F_014MA,B17020F_015M,B17020F_015EA,B17020F_015MA,B17020F_016M,B17020F_016EA,B17020F_016MA,B17020F_017M,B17020F_017EA,B17020F_017MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
227128,12629,29244,4960,4722,1795,3681,1299,3719,1587,16007,2299,818,612,297,315,0,198,197884,12946,21877,3260,20598,2742,14286,2173,127940,8373,10889,1936,1604,628,690,578,12629,null,null,4960,null,null,1795,null,null,1299,null,null,1587,null,null,2299,null,null,612,null,null,315,null,null,198,null,null,12946,null,null,3260,null,null,2742,null,null,2173,null,null,8373,null,null,1936,null,null,628,null,null,578,null,null,24
277140,15966,67309,8066,10028,2302,9539,1972,8278,2190,32533,3985,5579,1337,1098,481,254,253,209831,14643,13966,2299,17883,3410,18465,2437,142063,9336,13741,1948,2562,962,1151,658,15966,null,null,8066,null,null,2302,null,null,1972,null,null,2190,null,null,3985,null,null,1337,null,null,481,null,null,253,null,null,14643,null,null,2299,null,null,3410,null,null,2437,null,null,9336,null,null,1948,null,null,962,null,null,658,null,null,25
117192,8944,32366,5176,5308,1598,5860,1652,3527,1011,16325,2763,1328,604,18,28,0,168,84826,7181,7538,1670,8866,1930,8116,1582,52542,4488,6209,1190,1206,668,349,190,8944,null,null,5176,null,null,1598,null,null,1652,null,null,1011,null,null,2763,null,null,604,null,null,28,null,null,168,null,null,7181,null,null,1670,null,null,1930,null,null,1582,null,null,4488,null,null,1190,null,null,668,null,null,190,null,null,26
110348,6892,22127,3978,3478,1116,4770,1386,2488,935,10397,1689,943,591,51,82,0,149,88221,6531,7654,1416,11652,2003,9322,1505,54897,4027,4007,1154,443,417,246,256,6892,null,null,3978,null,null,1116,null,null,1386,null,null,935,null,null,1689,null,null,591,null,null,82,null,null,149,null,null,6531,null,null,1416,null,null,2003,null,null,1505,null,null,4027,null,null,1154,null,null,417,null,null,256,null,null,27
28327,4188,8579,2694,707,446,1336,803,1606,970,4750,1468,180,361,0,213,0,213,19748,3877,2270,768,2205,1102,2672,1213,10905,2790,1428,950,174,226,94,161,4188,null,null,2694,null,null,446,null,null,803,null,null,970,null,null,1468,null,null,361,null,null,213,null,null,213,null,null,3877,null,null,768,null,null,1102,null,null,1213,null,null,2790,null,null,950,null,null,226,null,null,161,null,null,28
70074,6359,21636,4936,3725,1585,4471,1394,3454,1381,9673,2303,40,48,247,251,26,44,48438,5673,5639,1228,5133,1495,5536,1378,29331,3524,2237,902,420,261,142,238,6359,null,null,4936,null,null,1585,null,null,1394,null,null,1381,null,null,2303,null,null,48,null,null,251,null,null,44,null,null,5673,null,null,1228,null,null,1495,null,null,1378,null,null,3524,null,null,902,null,null,261,null,null,238,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
37336,5841,10400,3396,3024,1557,1529,655,683,478,4994,1767,97,129,0,159,73,129,26936,4236,2546,893,2563,956,3551,1102,15688,2346,2035,639,329,246,224,234,5841,null,null,3396,null,null,1557,null,null,655,null,null,478,null,null,1767,null,null,129,null,null,159,null,null,129,null,null,4236,null,null,893,null,null,956,null,null,1102,null,null,2346,null,null,639,null,null,246,null,null,234,null,null,31
269668,14528,54061,6854,6786,1891,7859,1898,7604,1763,28766,3820,2435,1062,611,597,0,210,215607,14049,16419,2899,22470,3525,22961,3060,138534,8738,11350,2129,3381,1276,492,324,14528,null,null,6854,null,null,1891,null,null,1898,null,null,1763,null,null,3820,null,null,1062,null,null,597,null,null,210,null,null,14049,null,null,2899,null,null,3525,null,null,3060,null,null,8738,null,null,2129,null,null,1276,null,null,324,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
537023,20634,110392,11242,15071,2906,17660,3014,10517,2419,57320,6036,7639,1506,1700,595,485,331,426631,18952,40249,4615,40986,3693,33981,3537,272697,12430,31725,3387,5276,1326,1717,631,20634,null,null,11242,null,null,2906,null,null,3014,null,null,2419,null,null,6036,null,null,1506,null,null,595,null,null,331,null,null,18952,null,null,4615,null,null,3693,null,null,3537,null,null,12430,null,null,3387,null,null,1326,null,null,631,null,null,34
200711,10768,53418,6709,6966,2199,5096,1415,6605,2038,26627,4259,5113,1273,2177,863,834,541,147293,9361,8796,2060,10924,2503,11482,2622,91369,6112,18742,2338,4323,1085,1657,699,10768,null,null,6709,null,null,2199,null,null,1415,null,null,2038,null,null,4259,null,null,1273,null,null,863,null,null,541,null,null,9361,null,null,2060,null,null,2503,null,null,2622,null,null,6112,null,null,2338,null,null,1085,null,null,699,null,null,35
1739899,35023,461331,20952,54090,4802,54876,5522,54607,5026,245639,12991,38286,3537,10007,1574,3826,1302,1278568,31233,109736,7029,102885,5969,99981,7260,830194,20594,104124,5971,24089,2526,7559,1401,35023,null,null,20952,null,null,4802,null,null,5522,null,null,5026,null,null,12991,null,null,3537,null,null,1574,null,null,1302,null,null,31233,null,null,7029,null,null,5969,null,null,7260,null,null,20594,null,null,5971,null,null,2526,null,null,1401,null,null,36
299554,13992,89792,11230,13228,2381,15764,2915,15194,3106,42895,4855,1893,725,335,310,483,722,209762,13351,19962,2873,24848,3245,20927,2850,134085,8326,8152,1576,1665,678,123,144,13992,null,null,11230,null,null,2381,null,null,2915,null,null,3106,null,null,4855,null,null,725,null,null,310,null,null,722,null,null,13351,null,null,2873,null,null,3245,null,null,2850,null,null,8326,null,null,1576,null,null,678,null,null,144,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
106449,9186,28412,4993,5692,1627,4655,1459,2781,1064,14542,2609,665,380,24,40,53,66,78037,7738,8303,2021,6823,1567,8481,1521,47424,4248,5836,991,996,539,174,176,9186,null,null,4993,null,null,1627,null,null,1459,null,null,1064,null,null,2609,null,null,380,null,null,40,null,null,66,null,null,7738,null,null,2021,null,null,1567,null,null,1521,null,null,4248,null,null,991,null,null,539,null,null,176,null,null,39
103580,7642,29004,4827,4807,1398,4743,1099,3569,1071,14559,2381,1016,477,195,160,115,124,74576,7162,8078,1508,6928,1251,7464,1384,46928,4522,4505,1192,621,319,52,56,7642,null,null,4827,null,null,1398,null,null,1099,null,null,1071,null,null,2381,null,null,477,null,null,160,null,null,124,null,null,7162,null,null,1508,null,null,1251,null,null,1384,null,null,4522,null,null,1192,null,null,319,null,null,56,null,null,40
117670,10563,18800,4157,2051,992,2733,1363,2889,1240,9741,2109,824,428,514,272,48,72,98870,10060,7672,1766,10618,2510,10817,2222,62812,5961,6322,1491,564,440,65,113,10563,null,null,4157,null,null,992,null,null,1363,null,null,1240,null,null,2109,null,null,428,null,null,272,null,null,72,null,null,10060,null,null,1766,null,null,2510,null,null,2222,null,null,5961,null,null,1491,null,null,440,null,null,113,null,null,41
252097,13590,83836,10371,12504,2695,11249,2600,10638,2355,42721,5227,6067,1393,490,294,167,216,168261,11563,14878,2952,17115,2506,17720,3299,108061,7272,8656,1498,1520,591,311,222,13590,null,null,10371,null,null,2695,null,null,2600,null,null,2355,null,null,5227,null,null,1393,null,null,294,null,null,216,null,null,11563,null,null,2952,null,null,2506,null,null,3299,null,null,7272,null,null,1498,null,null,591,null,null,222,null,null,42
60458,6172,16092,3827,2372,1360,2492,1031,1607,796,7956,2049,1413,608,207,209,45,76,44366,5839,5440,1655,2958,1000,3540,1287,29393,3677,1886,683,706,414,443,385,6172,null,null,3827,null,null,1360,null,null,1031,null,null,796,null,null,2049,null,null,608,null,null,209,null,null,76,null,null,5839,null,null,1655,null,null,1000,null,null,1287,null,null,3677,null,null,683,null,null,414,null,null,385,null,null,44
75832,9510,23043,5790,3410,1240,4692,1746,3499,1514,10815,2636,627,408,0,207,0,207,52789,7072,4276,1286,4354,1367,4954,1672,35970,5113,2701,1065,237,252,297,379,9510,null,null,5790,null,null,1240,null,null,1746,null,null,1514,null,null,2636,null,null,408,null,null,207,null,null,207,null,null,7072,null,null,1286,null,null,1367,null,null,1672,null,null,5113,null,null,1065,null,null,252,null,null,379,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
78166,7353,23033,4364,5402,1814,4477,1357,2452,818,10369,2032,288,190,45,112,0,204,55133,6963,5704,1762,7945,1826,6228,1579,32249,4075,2417,789,466,316,124,209,7353,null,null,4364,null,null,1814,null,null,1357,null,null,818,null,null,2032,null,null,190,null,null,112,null,null,204,null,null,6963,null,null,1762,null,null,1826,null,null,1579,null,null,4075,null,null,789,null,null,316,null,null,209,null,null,47
1590341,41331,369094,20455,54044,5978,54853,5530,50260,6052,179569,10890,22003,2908,5609,1338,2756,1116,1221247,36556,101311,7673,108047,7168,112060,7270,774676,23211,97368,6481,21643,2946,6142,1416,41331,null,null,20455,null,null,5978,null,null,5530,null,null,6052,null,null,10890,null,null,2908,null,null,1338,null,null,1116,null,null,36556,null,null,7673,null,null,7168,null,null,7270,null,null,23211,null,null,6481,null,null,2946,null,null,1416,null,null,48
162569,9868,30715,6037,5121,1429,6081,1704,3023,1221,15908,2930,419,397,63,83,100,129,131854,9581,12103,2200,16649,2711,15504,2358,80595,5484,5994,1135,816,301,193,168,9868,null,null,6037,null,null,1429,null,null,1704,null,null,1221,null,null,2930,null,null,397,null,null,83,null,null,129,null,null,9581,null,null,2200,null,null,2711,null,null,2358,null,null,5484,null,null,1135,null,null,301,null,null,168,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
221427,12492,43497,7219,6391,2264,5150,1332,5302,1639,24680,3903,1299,812,163,195,512,703,177930,12444,14512,2758,17929,2949,15201,2373,122269,7876,6656,1650,1102,579,261,227,12492,null,null,7219,null,null,2264,null,null,1332,null,null,1639,null,null,3903,null,null,812,null,null,195,null,null,703,null,null,12444,null,null,2758,null,null,2949,null,null,2373,null,null,7876,null,null,1650,null,null,579,null,null,227,null,null,51
345127,13871,70110,9420,9989,2694,10594,2337,9867,2607,36050,4589,2656,1090,318,212,636,511,275017,13779,27139,3297,29569,4007,28565,3640,174599,8635,13073,2251,1263,563,809,441,13871,null,null,9420,null,null,2694,null,null,2337,null,null,2607,null,null,4589,null,null,1090,null,null,212,null,null,511,null,null,13779,null,null,3297,null,null,4007,null,null,3640,null,null,8635,null,null,2251,null,null,563,null,null,441,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
123090,7618,31130,5392,5838,1674,5555,1783,3639,1103,14906,2223,966,483,109,174,117,183,91960,7701,8794,1647,9670,1711,10063,1885,59185,4752,3234,939,744,438,270,193,7618,null,null,5392,null,null,1674,null,null,1783,null,null,1103,null,null,2223,null,null,483,null,null,174,null,null,183,null,null,7701,null,null,1647,null,null,1711,null,null,1885,null,null,4752,null,null,939,null,null,438,null,null,193,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
570382,19479,291352,13085,23810,2769,30632,3716,29997,2527,152218,8329,39076,3309,12154,1767,3465,998,279030,14465,11164,2216,13374,2040,23099,3330,167983,9443,42978,3894,15826,1923,4606,1021,19479,null,null,13085,null,null,2769,null,null,3716,null,null,2527,null,null,8329,null,null,3309,null,null,1767,null,null,998,null,null,14465,null,null,2216,null,null,2040,null,null,3330,null,null,9443,null,null,3894,null,null,1923,null,null,1021,null,null,72
69168,6832,21887,4488,4522,1588,3438,1205,3610,1275,10001,2026,316,405,0,195,0,195,47281,6512,5630,1422,6250,1772,4436,1143,28957,4222,1459,580,517,446,32,40,6832,null,null,4488,null,null,1588,null,null,1205,null,null,1275,null,null,2026,null,null,405,null,null,195,null,null,195,null,null,6512,null,null,1422,null,null,1772,null,null,1143,null,null,4222,null,null,580,null,null,446,null,null,40,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
575100,20622,148650,13018,20051,3398,23016,3186,22515,3181,72973,6670,8626,1989,1067,527,402,317,426450,19992,33877,4185,37996,4688,38011,3351,278002,13081,29666,3255,7509,1369,1389,693,20622,null,null,13018,null,null,3398,null,null,3186,null,null,3181,null,null,6670,null,null,1989,null,null,527,null,null,317,null,null,19992,null,null,4185,null,null,4688,null,null,3351,null,null,13081,null,null,3255,null,null,1369,null,null,693,null,null,04
84829,6038,25907,5354,4511,1783,4111,1664,4329,1270,11985,2172,786,569,185,198,0,197,58922,6848,7297,1696,6562,1628,6701,1721,35723,3623,2345,960,294,332,0,197,6038,null,null,5354,null,null,1783,null,null,1664,null,null,1270,null,null,2172,null,null,569,null,null,198,null,null,197,null,null,6848,null,null,1696,null,null,1628,null,null,1721,null,null,3623,null,null,960,null,null,332,null,null,197,null,null,05
5547218,64408,1150257,33422,156646,7428,168886,9558,147349,8067,592016,16461,65985,4948,14392,2258,4983,1073,4396961,57312,363425,10748,380005,11299,396532,11084,2825868,39063,334684,9022,71514,4965,24933,2881,64408,null,null,33422,null,null,7428,null,null,9558,null,null,8067,null,null,16461,null,null,4948,null,null,2258,null,null,1073,null,null,57312,null,null,10748,null,null,11299,null,null,11084,null,null,39063,null,null,9022,null,null,4965,null,null,2881,null,null,06
226629,12905,36308,4775,4537,1694,4808,1317,4937,1414,19169,2469,2329,696,339,220,189,236,190321,11849,14309,2603,16779,2253,21120,3243,121828,7655,13138,1914,2759,852,388,287,12905,null,null,4775,null,null,1694,null,null,1317,null,null,1414,null,null,2469,null,null,696,null,null,220,null,null,236,null,null,11849,null,null,2603,null,null,2253,null,null,3243,null,null,7655,null,null,1914,null,null,852,null,null,287,null,null,08
163075,10848,37339,6070,3956,1236,5165,1953,3680,1206,20749,3794,2922,853,777,357,90,92,125736,10601,9324,1891,11303,1980,11863,2354,85178,7561,6129,1244,1362,536,577,434,10848,null,null,6070,null,null,1236,null,null,1953,null,null,1206,null,null,3794,null,null,853,null,null,357,null,null,92,null,null,10601,null,null,1891,null,null,1980,null,null,2354,null,null,7561,null,null,1244,null,null,536,null,null,434,null,null,09
15167,4556,4097,2145,435,370,669,581,560,679,2343,1337,60,100,0,193,30,55,11070,4010,1147,787,520,413,997,828,6833,2721,1552,1041,15,36,6,12,4556,null,null,2145,null,null,370,null,null,581,null,null,679,null,null,1337,null,null,100,null,null,193,null,null,55,null,null,4010,null,null,787,null,null,413,null,null,828,null,null,2721,null,null,1041,null,null,36,null,null,12,null,null,10
36639,4296,7834,2804,1608,991,1398,672,833,622,3855,1374,140,175,0,203,0,203,28805,5306,3969,1533,2550,1037,1894,922,18445,3129,1724,759,223,261,0,203,4296,null,null,2804,null,null,991,null,null,672,null,null,622,null,null,1374,null,null,175,null,null,203,null,null,203,null,null,5306,null,null,1533,null,null,1037,null,null,922,null,null,3129,null,null,759,null,null,261,null,null,203,null,null,11
