C14003_001E,C14003_001M,C14003_002E,C14003_002M,C14003_003E,C14003_003M,C14003_004E,C14003_004M,C14003_005E,C14003_005M,C14003_006E,C14003_006M,C14003_007E,C14003_007M,C14003_008E,C14003_008M,C14003_009E,C14003_009M,C14003_010E,C14003_010M,C14003_011E,C14003_011M,C14003_012E,C14003_012M,C14003_013E,C14003_013M,C14003_014E,C14003_014M,C14003_015E,C14003_015M,C14003_016E,C14003_016M,C14003_017E,C14003_017M,C14003_018E,C14003_018M,C14003_019E,C14003_019M,C14003_020E,C14003_020M,C14003_021E,C14003_021M,C14003_022E,C14003_022M,C14003_023E,C14003_023M,C14003_024E,C14003_024M,C14003_025E,C14003_025M,C14003_026E,C14003_026M,C14003_027E,C14003_027M,C14003_028E,C14003_028M,C14003_001M,C14003_001EA,C14003_001MA,C14003_002M,C14003_002EA,C14003_002MA,C14003_003M,C14003_003EA,C14003_003MA,C14003_004M,C14003_004EA,C14003_004MA,C14003_005M,C14003_005EA,C14003_005MA,C14003_006M,C14003_006EA,C14003_006MA,C14003_007M,C14003_007EA,C14003_007MA,C14003_008M,C14003_008EA,C14003_008MA,C14003_009M,C14003_009EA,C14003_009MA,C14003_010M,C14003_010EA,C14003_010MA,C14003_011M,C14003_011EA,C14003_011MA,C14003_012M,C14003_012EA,C14003_012MA,C14003_013M,C14003_013EA,C14003_013MA,C14003_014M,C14003_014EA,C14003_014MA,C14003_015M,C14003_015EA,C14003_015MA,C14003_016M,C14003_016EA,C14003_016MA,C14003_017M,C14003_017EA,C14003_017MA,C14003_018M,C14003_018EA,C14003_018MA,C14003_019M,C14003_019EA,C14003_019MA,C14003_020M,C14003_020EA,C14003_020MA,C14003_021M,C14003_021EA,C14003_021MA,C14003_022M,C14003_022EA,C14003_022MA,C14003_023M,C14003_023EA,C14003_023MA,C14003_024M,C14003_024EA,C14003_024MA,C14003_025M,C14003_025EA,C14003_025MA,C14003_026M,C14003_026EA,C14003_026MA,C14003_027M,C14003_027EA,C14003_027MA,C14003_028M,C14003_028EA,C14003_028MA,state
1295874,2030,238740,5178,8243,1585,62158,3090,61976,3062,39746,1518,21838,1798,20174,2098,11766,2002,12839,1791,55117,3733,5147,1114,9295,1845,6036,1279,5715,1209,6386,1067,11635,1612,4957,1289,5946,1232,1002017,4650,14946,1658,3400,828,945,450,1739,834,6670,1300,43256,2391,140729,2294,790332,2751,2030,null,null,5178,null,null,1585,null,null,3090,null,null,3062,null,null,1518,null,null,1798,null,null,2098,null,null,2002,null,null,1791,null,null,3733,null,null,1114,null,null,1845,null,null,1279,null,null,1209,null,null,1067,null,null,1612,null,null,1289,null,null,1232,null,null,4650,null,null,1658,null,null,828,null,null,450,null,null,834,null,null,1300,null,null,2391,null,null,2294,null,null,2751,null,null,23
5802819,4827,1262392,10837,35582,3289,313327,6548,315560,7506,194545,2849,99265,3583,143600,6028,85466,5212,75047,4347,278233,8510,35651,2399,48090,3180,52296,3447,31006,2663,19379,2332,30226,2962,28768,3052,32817,3030,4262194,12108,78034,4248,15290,2296,6675,1454,6468,1223,34654,2889,220663,5662,718050,7518,3182360,6365,4827,null,null,10837,null,null,3289,null,null,6548,null,null,7506,null,null,2849,null,null,3583,null,null,6028,null,null,5212,null,null,4347,null,null,8510,null,null,2399,null,null,3180,null,null,3447,null,null,2663,null,null,2332,null,null,2962,null,null,3052,null,null,3030,null,null,12108,null,null,4248,null,null,2296,null,null,1454,null,null,1223,null,null,2889,null,null,5662,null,null,7518,null,null,6365,null,null,24
6604293,4814,1271812,12965,47995,3554,305882,7778,358603,7349,217532,3158,104075,4149,126908,5860,56627,4299,54190,4148,465901,10740,42962,3197,43568,3570,39577,3519,27750,2657,77705,3730,126078,6059,69741,4378,38520,2961,4866580,13553,61331,3608,14635,1876,6507,1627,5119,1171,27712,2858,242839,6818,824589,6954,3683848,7011,4814,null,null,12965,null,null,3554,null,null,7778,null,null,7349,null,null,3158,null,null,4149,null,null,5860,null,null,4299,null,null,4148,null,null,10740,null,null,3197,null,null,3570,null,null,3519,null,null,2657,null,null,3730,null,null,6059,null,null,4378,null,null,2961,null,null,13553,null,null,3608,null,null,1876,null,null,1627,null,null,1171,null,null,2858,null,null,6818,null,null,6954,null,null,7011,null,null,25
9589851,5401,2174886,14612,78824,4118,511487,8854,547230,9813,353201,3425,183075,4397,268493,7080,134463,6041,98113,4274,313511,9837,33805,2789,64449,4395,61172,3744,34614,2953,24020,2531,41526,3893,23896,2160,30029,2722,7101454,14120,120585,5343,23438,2494,10397,1355,13532,1651,64178,3965,395423,7020,1089942,6667,5383959,6087,5401,null,null,14612,null,null,4118,null,null,8854,null,null,9813,null,null,3425,null,null,4397,null,null,7080,null,null,6041,null,null,4274,null,null,9837,null,null,2789,null,null,4395,null,null,3744,null,null,2953,null,null,2531,null,null,3893,null,null,2160,null,null,2722,null,null,14120,null,null,5343,null,null,2494,null,null,1355,null,null,1651,null,null,3965,null,null,7020,null,null,6667,null,null,6087,null,null,26
5314323,4233,1175487,8479,40891,2624,306438,5589,313937,5791,193647,2294,92470,3096,117074,5090,62221,2902,48809,3237,217469,6665,26247,2647,42841,3321,34588,2692,17152,1685,20618,1980,36740,2747,18916,1834,20367,1919,3921367,7605,78313,3376,18346,2306,6016,1037,4578,776,27903,2322,211241,6091,663672,5271,2911298,5198,4233,null,null,8479,null,null,2624,null,null,5589,null,null,5791,null,null,2294,null,null,3096,null,null,5090,null,null,2902,null,null,3237,null,null,6665,null,null,2647,null,null,3321,null,null,2692,null,null,1685,null,null,1980,null,null,2747,null,null,1834,null,null,1919,null,null,7605,null,null,3376,null,null,2306,null,null,1037,null,null,776,null,null,2322,null,null,6091,null,null,5271,null,null,5198,null,null,27
2873238,4999,679119,10843,27521,2922,171452,6684,177074,6796,105621,3211,68313,4669,72300,4926,32663,3299,24175,2495,102547,8266,10987,1893,24302,3214,26960,3429,13139,1932,5785,1815,8301,1742,6495,1795,6578,1231,2091572,8367,32834,3524,9625,2065,4325,1450,3825,1118,23131,2698,130721,6373,339454,7424,1547657,5550,4999,null,null,10843,null,null,2922,null,null,6684,null,null,6796,null,null,3211,null,null,4669,null,null,4926,null,null,3299,null,null,2495,null,null,8266,null,null,1893,null,null,3214,null,null,3429,null,null,1932,null,null,1815,null,null,1742,null,null,1795,null,null,1231,null,null,8367,null,null,3524,null,null,2065,null,null,1450,null,null,1118,null,null,2698,null,null,6373,null,null,7424,null,null,5550,null,null,28
5873591,4026,1228559,13266,40502,2902,311967,8246,336197,6807,202542,3277,107964,4185,115504,5603,64481,4731,49402,3358,278746,9346,27870,2447,53001,4497,50172,3774,28333,2396,24323,2313,44683,4497,28511,3306,21853,2468,4366286,12040,83751,4323,18445,2218,7963,1355,9912,1839,43177,3194,246271,6099,706585,7089,3250182,5710,4026,null,null,13266,null,null,2902,null,null,8246,null,null,6807,null,null,3277,null,null,4185,null,null,5603,null,null,4731,null,null,3358,null,null,9346,null,null,2447,null,null,4497,null,null,3774,null,null,2396,null,null,2313,null,null,4497,null,null,3306,null,null,2468,null,null,12040,null,null,4323,null,null,2218,null,null,1355,null,null,1839,null,null,3194,null,null,6099,null,null,7089,null,null,5710,null,null,29
1009075,1828,208722,5650,5992,1052,49861,3078,56920,2768,34125,1570,17213,1739,23590,2657,11746,1873,9275,1491,34192,3389,6191,1153,9660,1728,6975,1476,2733,646,1614,590,3080,922,1788,652,2151,614,766161,4658,15515,1755,3954,867,1714,561,1589,622,8476,1429,47257,3086,113302,2753,574354,2743,1828,null,null,5650,null,null,1052,null,null,3078,null,null,2768,null,null,1570,null,null,1739,null,null,2657,null,null,1873,null,null,1491,null,null,3389,null,null,1153,null,null,1728,null,null,1476,null,null,646,null,null,590,null,null,922,null,null,652,null,null,614,null,null,4658,null,null,1755,null,null,867,null,null,561,null,null,622,null,null,1429,null,null,3086,null,null,2753,null,null,2743,null,null,30
1827563,2603,423066,5984,13918,1616,108337,4028,116626,3297,66068,1588,34360,2439,44955,3052,21714,2361,17088,2023,82425,5153,8615,1195,17114,2077,13544,1756,8745,1497,8362,1337,13109,2055,7859,1287,5077,1040,1322072,6871,30071,2504,7256,1336,2644,906,1594,546,11292,1550,77133,3369,225811,4081,966271,3907,2603,null,null,5984,null,null,1616,null,null,4028,null,null,3297,null,null,1588,null,null,2439,null,null,3052,null,null,2361,null,null,2023,null,null,5153,null,null,1195,null,null,2077,null,null,1756,null,null,1497,null,null,1337,null,null,2055,null,null,1287,null,null,1040,null,null,6871,null,null,2504,null,null,1336,null,null,906,null,null,546,null,null,1550,null,null,3369,null,null,4081,null,null,3907,null,null,31
2834596,3496,626026,7210,20649,3230,161991,5625,175788,5459,102695,2013,39108,2468,53759,3468,39571,3617,32465,3308,74654,4416,10374,1403,15581,1863,10782,1727,7406,1237,1874,554,6149,1437,10888,1736,11600,1793,2133916,7966,46876,3614,12035,2117,4270,1199,3593,1005,25299,2274,125757,3996,373846,4474,1542240,3827,3496,null,null,7210,null,null,3230,null,null,5625,null,null,5459,null,null,2013,null,null,2468,null,null,3468,null,null,3617,null,null,3308,null,null,4416,null,null,1403,null,null,1863,null,null,1727,null,null,1237,null,null,554,null,null,1437,null,null,1736,null,null,1793,null,null,7966,null,null,3614,null,null,2117,null,null,1199,null,null,1005,null,null,2274,null,null,3996,null,null,4474,null,null,3827,null,null,32
1296519,2198,238296,5164,5569,1109,60825,2942,64256,3303,42335,1185,22199,1918,22105,2540,9760,1564,11247,1441,69552,4792,7112,1136,10039,1620,7497,1444,4658,1016,9643,1596,15228,2325,8862,1797,6513,1374,988671,4957,13521,1622,3258,964,736,420,1759,811,6891,1309,51302,2907,141972,3142,769232,2386,2198,null,null,5164,null,null,1109,null,null,2942,null,null,3303,null,null,1185,null,null,1918,null,null,2540,null,null,1564,null,null,1441,null,null,4792,null,null,1136,null,null,1620,null,null,1444,null,null,1016,null,null,1596,null,null,2325,null,null,1797,null,null,1374,null,null,4957,null,null,1622,null,null,964,null,null,420,null,null,811,null,null,1309,null,null,2907,null,null,3142,null,null,2386,null,null,33
8640545,6861,1820300,13630,77486,4410,460174,9448,490115,10090,309159,3245,145862,4187,183056,5798,85089,5408,69359,4514,419483,12483,58981,4339,72859,4206,59944,3776,35170,2916,32172,2863,74574,3873,43218,3231,42565,3264,6400762,14115,79779,4862,17708,2583,9890,1836,9250,1603,40304,3361,312890,6344,1028755,7167,4902186,6438,6861,null,null,13630,null,null,4410,null,null,9448,null,null,10090,null,null,3245,null,null,4187,null,null,5798,null,null,5408,null,null,4514,null,null,12483,null,null,4339,null,null,4206,null,null,3776,null,null,2916,null,null,2863,null,null,3873,null,null,3231,null,null,3264,null,null,14115,null,null,4862,null,null,2583,null,null,1836,null,null,1603,null,null,3361,null,null,6344,null,null,7167,null,null,6438,null,null,34
2006122,2602,489225,7945,15272,1954,119527,5278,128340,5877,76123,1966,39158,2513,46801,3647,34995,2918,29009,2665,50548,4298,5791,1231,10971,1942,8936,1469,5469,957,3215,881,4201,1465,5385,1247,6580,1211,1466349,7892,29170,2371,7537,1581,3919,1155,3566,971,16892,2260,89853,4765,236599,5167,1078813,3792,2602,null,null,7945,null,null,1954,null,null,5278,null,null,5877,null,null,1966,null,null,2513,null,null,3647,null,null,2918,null,null,2665,null,null,4298,null,null,1231,null,null,1942,null,null,1469,null,null,957,null,null,881,null,null,1465,null,null,1247,null,null,1211,null,null,7892,null,null,2371,null,null,1581,null,null,1155,null,null,971,null,null,2260,null,null,4765,null,null,5167,null,null,3792,null,null,35
19059878,10210,3696820,19797,158835,6926,948432,12212,969667,12406,596365,5522,290308,6242,398742,9991,199149,7421,135322,5329,1146839,17047,117859,5785,170465,6582,155089,6182,100338,4390,141827,5721,232305,6386,136377,5829,92579,4830,14216219,15987,196914,7566,35185,2866,19968,2775,24858,2524,93898,4882,755231,10276,2551262,10522,10538903,9162,10210,null,null,19797,null,null,6926,null,null,12212,null,null,12406,null,null,5522,null,null,6242,null,null,9991,null,null,7421,null,null,5329,null,null,17047,null,null,5785,null,null,6582,null,null,6182,null,null,4390,null,null,5721,null,null,6386,null,null,5829,null,null,4830,null,null,15987,null,null,7566,null,null,2866,null,null,2775,null,null,2524,null,null,4882,null,null,10276,null,null,10522,null,null,9162,null,null,36
9790290,6203,2159995,17279,51692,3551,540251,9803,577530,9979,355236,4690,178541,6031,212398,8032,133490,6490,110857,5866,363931,9612,48659,3692,70773,4156,64147,3987,32534,2440,31292,2720,46900,4727,31666,3262,37960,2989,7266364,16395,137744,5494,33484,3389,15594,2478,12752,1925,78190,5892,425388,9015,1156130,10111,5407082,10346,6203,null,null,17279,null,null,3551,null,null,9803,null,null,9979,null,null,4690,null,null,6031,null,null,8032,null,null,6490,null,null,5866,null,null,9612,null,null,3692,null,null,4156,null,null,3987,null,null,2440,null,null,2720,null,null,4727,null,null,3262,null,null,2989,null,null,16395,null,null,5494,null,null,3389,null,null,2478,null,null,1925,null,null,5892,null,null,9015,null,null,10111,null,null,10346,null,null,37
723952,1695,159148,5504,4028,879,40918,2668,38431,2368,22450,976,15766,1161,20501,2565,10699,1701,6355,1152,22395,2785,1948,646,5129,1161,5672,1636,1333,493,1783,588,2952,885,1941,765,1637,619,542409,5343,14921,1731,3668,1291,725,493,1371,580,6124,1461,41217,3325,103418,2742,370965,2601,1695,null,null,5504,null,null,879,null,null,2668,null,null,2368,null,null,976,null,null,1161,null,null,2565,null,null,1701,null,null,1152,null,null,2785,null,null,646,null,null,1161,null,null,1636,null,null,493,null,null,588,null,null,885,null,null,765,null,null,619,null,null,5343,null,null,1731,null,null,1291,null,null,493,null,null,580,null,null,1461,null,null,3325,null,null,2742,null,null,2601,null,null,38
11200305,6448,2321405,16569,70707,3643,563709,10012,629140,9519,396099,4995,186796,4524,232994,7147,137159,6119,104801,5136,508600,12074,53457,3740,104884,5030,95707,5544,53407,3651,47275,2832,77876,5202,33702,2429,42292,2875,8370300,14474,154513,5570,43142,4008,15526,2163,14612,1928,71981,3734,466419,8070,1330011,7337,6274096,7530,6448,null,null,16569,null,null,3643,null,null,10012,null,null,9519,null,null,4995,null,null,4524,null,null,7147,null,null,6119,null,null,5136,null,null,12074,null,null,3740,null,null,5030,null,null,5544,null,null,3651,null,null,2832,null,null,5202,null,null,2429,null,null,2875,null,null,14474,null,null,5570,null,null,4008,null,null,2163,null,null,1928,null,null,3734,null,null,8070,null,null,7337,null,null,7530,null,null,39
3765877,3533,898983,8537,33768,2242,241346,4720,243862,5491,139099,2061,64962,2845,90175,3882,45700,3269,40071,3197,105606,4598,10149,1405,19887,1875,22064,2019,10211,1221,9020,1125,14458,1626,10301,1358,9516,1175,2761288,8199,62495,2966,10380,1512,4644,940,6367,1167,36098,2525,175256,4180,480768,5259,1985280,4309,3533,null,null,8537,null,null,2242,null,null,4720,null,null,5491,null,null,2061,null,null,2845,null,null,3882,null,null,3269,null,null,3197,null,null,4598,null,null,1405,null,null,1875,null,null,2019,null,null,1221,null,null,1125,null,null,1626,null,null,1358,null,null,1175,null,null,8199,null,null,2966,null,null,1512,null,null,940,null,null,1167,null,null,2525,null,null,4180,null,null,5259,null,null,4309,null,null,40
3955721,4527,818446,11340,20705,2550,199098,5090,215419,5102,132120,2665,62214,3291,86630,5724,58254,3506,44006,3054,142000,7171,23698,2746,29006,2523,22856,2922,12435,1655,11116,1697,15800,2343,14656,2261,12433,1596,2995275,10629,52435,3674,13263,1943,4514,1122,4953,1282,28406,2719,163101,5579,500123,5790,2228480,4858,4527,null,null,11340,null,null,2550,null,null,5090,null,null,5102,null,null,2665,null,null,3291,null,null,5724,null,null,3506,null,null,3054,null,null,7171,null,null,2746,null,null,2523,null,null,2922,null,null,1655,null,null,1697,null,null,2343,null,null,2261,null,null,1596,null,null,10629,null,null,3674,null,null,1943,null,null,1122,null,null,1282,null,null,2719,null,null,5579,null,null,5790,null,null,4858,null,null,41
12360468,5696,2253804,16894,66915,4717,568391,8499,629260,9785,397185,4091,188948,5220,211703,6728,108468,5238,82934,4759,721881,13273,71768,4317,119738,5087,111550,5175,61196,3486,91245,4067,144872,6597,70568,4135,50944,3314,9384783,15805,147301,5320,42870,2980,17071,2712,17841,2045,76394,3912,474245,8015,1495007,7464,7114054,7288,5696,null,null,16894,null,null,4717,null,null,8499,null,null,9785,null,null,4091,null,null,5220,null,null,6728,null,null,5238,null,null,4759,null,null,13273,null,null,4317,null,null,5087,null,null,5175,null,null,3486,null,null,4067,null,null,6597,null,null,4135,null,null,3314,null,null,15805,null,null,5320,null,null,2980,null,null,2712,null,null,2045,null,null,3912,null,null,8015,null,null,7464,null,null,7288,null,null,42
1025170,2164,191947,5457,5986,1402,41153,2567,55172,3175,32550,1345,16348,1448,19844,2557,13607,1989,7287,1335,72821,4619,5545,1513,6979,1539,8069,1582,5324,1152,14510,1866,18739,2753,8182,2178,5473,1048,760402,4395,11357,1787,3372,1168,1104,525,773,362,4509,1061,39791,2459,121003,3260,578493,2345,2164,null,null,5457,null,null,1402,null,null,2567,null,null,3175,null,null,1345,null,null,1448,null,null,2557,null,null,1989,null,null,1335,null,null,4619,null,null,1513,null,null,1539,null,null,1582,null,null,1152,null,null,1866,null,null,2753,null,null,2178,null,null,1048,null,null,4395,null,null,1787,null,null,1168,null,null,525,null,null,362,null,null,1061,null,null,2459,null,null,3260,null,null,2345,null,null,44
4787590,4973,1036742,11625,33068,3213,264412,8143,279339,7619,163704,3163,88323,4588,95127,5474,59596,4684,53173,4402,172544,8128,24371,2734,32774,3156,29742,3301,14919,1910,14795,2135,24798,3075,14493,2752,16652,2213,3578304,11428,59044,4377,12776,2085,5539,2232,6747,1464,42271,3171,207365,6335,572909,8894,2671653,6771,4973,null,null,11625,null,null,3213,null,null,8143,null,null,7619,null,null,3163,null,null,4588,null,null,5474,null,null,4684,null,null,4402,null,null,8128,null,null,2734,null,null,3156,null,null,3301,null,null,1910,null,null,2135,null,null,3075,null,null,2752,null,null,2213,null,null,11428,null,null,4377,null,null,2085,null,null,2232,null,null,1464,null,null,3171,null,null,6335,null,null,8894,null,null,6771,null,null,45
