B12503_001E,B12503_001M,B12503_002E,B12503_002M,B12503_003E,B12503_003M,B12503_004E,B12503_004M,B12503_005E,B12503_005M,B12503_006E,B12503_006M,B12503_007E,B12503_007M,B12503_008E,B12503_008M,B12503_009E,B12503_009M,B12503_010E,B12503_010M,B12503_011E,B12503_011M,B12503_001M,B12503_001EA,B12503_001MA,B12503_002M,B12503_002EA,B12503_002MA,B12503_003M,B12503_003EA,B12503_003MA,B12503_004M,B12503_004EA,B12503_004MA,B12503_005M,B12503_005EA,B12503_005MA,B12503_006M,B12503_006EA,B12503_006MA,B12503_007M,B12503_007EA,B12503_007MA,B12503_008M,B12503_008EA,B12503_008MA,B12503_009M,B12503_009EA,B12503_009MA,B12503_010M,B12503_010EA,B12503_010MA,B12503_011M,B12503_011EA,B12503_011MA,state
17195240,5550,8325278,5933,2929277,19817,5396001,19789,70478,5718,5325523,20380,8869962,5030,2541569,21512,6328393,20678,74969,4876,6253424,20980,5550,null,null,5933,null,null,19817,null,null,19789,null,null,5718,null,null,20380,null,null,5030,null,null,21512,null,null,20678,null,null,4876,null,null,20980,null,null,12
8232061,4501,3957018,5359,1458472,16645,2498546,16690,32512,3188,2466034,16059,4275043,5948,1344777,14673,2930266,14316,42224,3191,2888042,14604,4501,null,null,5359,null,null,16645,null,null,16690,null,null,3188,null,null,16059,null,null,5948,null,null,14673,null,null,14316,null,null,3191,null,null,14604,null,null,13
1168033,1222,583715,1510,223677,5630,360038,5609,3279,760,356759,5641,584318,1217,170598,4641,413720,4484,4193,1090,409527,4576,1222,null,null,1510,null,null,5630,null,null,5609,null,null,760,null,null,5641,null,null,1217,null,null,4641,null,null,4484,null,null,1090,null,null,4576,null,null,15
1320797,1891,655592,2247,201696,6339,453896,6201,8159,1748,445737,6578,665205,2447,162455,6087,502750,6337,7366,1521,495384,6628,1891,null,null,2247,null,null,6339,null,null,6201,null,null,1748,null,null,6578,null,null,2447,null,null,6087,null,null,6337,null,null,1521,null,null,6628,null,null,16
10394067,3072,5056969,4040,1940750,14617,3116219,14034,34858,3296,3081361,14452,5337098,4147,1747773,13976,3589325,13172,36296,2852,3553029,13325,3072,null,null,4040,null,null,14617,null,null,14034,null,null,3296,null,null,14452,null,null,4147,null,null,13976,null,null,13172,null,null,2852,null,null,13325,null,null,17
5331071,3783,2600798,4287,901195,10269,1699603,10292,24845,2822,1674758,10272,2730273,4074,778923,9235,1951350,9801,26983,2705,1924367,10448,3783,null,null,4287,null,null,10269,null,null,10292,null,null,2822,null,null,10272,null,null,4074,null,null,9235,null,null,9801,null,null,2705,null,null,10448,null,null,18
2529447,2234,1245027,3140,415556,7499,829471,6846,9119,1532,820352,6950,1284420,2575,337782,6183,946638,6583,9838,1491,936800,6737,2234,null,null,3140,null,null,7499,null,null,6846,null,null,1532,null,null,6950,null,null,2575,null,null,6183,null,null,6583,null,null,1491,null,null,6737,null,null,19
2310304,2733,1142169,3270,386511,7231,755658,7322,11953,1520,743705,7226,1168135,3002,308531,6833,859604,6401,10636,1530,848968,6756,2733,null,null,3270,null,null,7231,null,null,7322,null,null,1520,null,null,7226,null,null,3002,null,null,6833,null,null,6401,null,null,1530,null,null,6756,null,null,20
3600690,3442,1752576,4457,579303,8578,1173273,8329,16093,2030,1157180,8614,1848114,3452,488955,7772,1359159,7760,18400,2122,1340759,7858,3442,null,null,4457,null,null,8578,null,null,8329,null,null,2030,null,null,8614,null,null,3452,null,null,7772,null,null,7760,null,null,2122,null,null,7858,null,null,21
3751715,3855,1815491,4285,725764,9677,1089727,9435,16142,2271,1073585,9938,1936224,3795,641451,10549,1294773,10294,19307,2368,1275466,10147,3855,null,null,4285,null,null,9677,null,null,9435,null,null,2271,null,null,9938,null,null,3795,null,null,10549,null,null,10294,null,null,2368,null,null,10147,null,null,22
1123728,1151,544729,1571,177638,4869,367091,4688,4316,864,362775,4659,578999,1344,149838,4326,429161,4448,5371,1092,423790,4433,1151,null,null,1571,null,null,4869,null,null,4688,null,null,864,null,null,4659,null,null,1344,null,null,4326,null,null,4448,null,null,1092,null,null,4433,null,null,23
4902314,1692,2346134,2637,903101,10228,1443033,10037,18945,2368,1424088,10178,2556180,2429,850257,10994,1705923,10393,20920,2714,1685003,10144,1692,null,null,2637,null,null,10228,null,null,10037,null,null,2368,null,null,10178,null,null,2429,null,null,10994,null,null,10393,null,null,2714,null,null,10144,null,null,24
5683233,1618,2728402,1947,1099367,11323,1629035,11757,16250,2212,1612785,12114,2954831,1978,1029325,9925,1925506,10038,16596,1635,1908910,10325,1618,null,null,1947,null,null,11323,null,null,11757,null,null,2212,null,null,12114,null,null,1978,null,null,9925,null,null,10038,null,null,1635,null,null,10325,null,null,25
8138464,2733,3967891,2684,1449488,11964,2518403,12357,33036,2518,2485367,12191,4170573,2763,1269324,11733,2901249,11478,31926,2657,2869323,11571,2733,null,null,2684,null,null,11964,null,null,12357,null,null,2518,null,null,12191,null,null,2763,null,null,11733,null,null,11478,null,null,2657,null,null,11571,null,null,26
4446706,2592,2197537,2654,784388,9765,1413149,9590,14617,1635,1398532,9624,2249169,2859,647681,8637,1601488,9116,15299,1527,1586189,9116,2592,null,null,2654,null,null,9765,null,null,9590,null,null,1635,null,null,9624,null,null,2859,null,null,8637,null,null,9116,null,null,1527,null,null,9116,null,null,27
2388158,3133,1137123,4364,419901,9763,717222,9169,8572,1684,708650,9146,1251035,4110,396965,9716,854070,8465,10914,1957,843156,8756,3133,null,null,4364,null,null,9763,null,null,9169,null,null,1684,null,null,9146,null,null,4110,null,null,9716,null,null,8465,null,null,1957,null,null,8756,null,null,28
4943723,3235,2402847,3984,820274,10800,1582573,10714,23083,2316,1559490,10790,2540876,3322,703563,8611,1837313,8157,20852,2360,1816461,8459,3235,null,null,3984,null,null,10800,null,null,10714,null,null,2316,null,null,10790,null,null,3322,null,null,8611,null,null,8157,null,null,2360,null,null,8459,null,null,29
852293,1824,427876,2355,142314,3821,285562,3917,4189,1174,281373,4191,424417,2051,106666,4260,317751,4504,4307,891,313444,4525,1824,null,null,2355,null,null,3821,null,null,3917,null,null,1174,null,null,4191,null,null,2051,null,null,4260,null,null,4504,null,null,891,null,null,4525,null,null,30
1509438,1732,747768,2383,253630,5640,494138,5175,5450,1164,488688,5047,761670,2019,206641,4640,555029,4616,6023,1236,549006,4651,1732,null,null,2383,null,null,5640,null,null,5175,null,null,1164,null,null,5047,null,null,2019,null,null,4640,null,null,4616,null,null,1236,null,null,4651,null,null,31
2376250,1187,1185734,1715,450143,7670,735591,7818,12187,1885,723404,7930,1190516,1739,355858,7653,834658,7377,11180,1847,823478,7483,1187,null,null,1715,null,null,7670,null,null,7818,null,null,1885,null,null,7930,null,null,1739,null,null,7653,null,null,7377,null,null,1847,null,null,7483,null,null,32
1123706,1509,555109,1899,182984,4806,372125,5053,4531,1057,367594,4945,568597,1622,151594,4062,417003,3799,4140,1054,412863,4041,1509,null,null,1899,null,null,4806,null,null,5053,null,null,1057,null,null,4945,null,null,1622,null,null,4062,null,null,3799,null,null,1054,null,null,4041,null,null,33
7313609,1132,3537022,1543,1345377,11872,2191645,12013,23939,2294,2167706,12075,3776587,1579,1207560,12016,2569027,12182,23119,2151,2545908,12251,1132,null,null,1543,null,null,11872,null,null,12013,null,null,2294,null,null,12075,null,null,1579,null,null,12016,null,null,12182,null,null,2151,null,null,12251,null,null,34
1676659,1736,824879,2357,313853,6518,511026,6349,6310,1170,504716,6480,851780,1984,269035,6489,582745,6225,6906,1328,575839,6295,1736,null,null,2357,null,null,6518,null,null,6349,null,null,1170,null,null,6480,null,null,1984,null,null,6489,null,null,6225,null,null,1328,null,null,6295,null,null,35
16287464,2913,7816473,4167,3234830,19865,4581643,19415,44658,3519,4536985,19008,8470991,3411,3084457,18420,5386534,18142,52254,4032,5334280,18627,2913,null,null,4167,null,null,19865,null,null,19415,null,null,3519,null,null,19008,null,null,3411,null,null,18420,null,null,18142,null,null,4032,null,null,18627,null,null,36
8250416,4829,3961788,5209,1377377,15041,2584411,14826,31067,3155,2553344,14848,4288628,5072,1254842,12440,3033786,12682,33865,3200,2999921,12867,4829,null,null,5209,null,null,15041,null,null,14826,null,null,3155,null,null,14848,null,null,5072,null,null,12440,null,null,12682,null,null,3200,null,null,12867,null,null,37
608512,1576,311519,2292,112971,3918,198548,4305,2666,988,195882,4231,296993,1767,80687,3281,216306,3198,2603,699,213703,3206,1576,null,null,2292,null,null,3918,null,null,4305,null,null,988,null,null,4231,null,null,1767,null,null,3281,null,null,3198,null,null,699,null,null,3206,null,null,38
