C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,C25122_001M,C25122_001EA,C25122_001MA,C25122_002M,C25122_002EA,C25122_002MA,C25122_003M,C25122_003EA,C25122_003MA,C25122_004M,C25122_004EA,C25122_004MA,C25122_005M,C25122_005EA,C25122_005MA,C25122_006M,C25122_006EA,C25122_006MA,C25122_007M,C25122_007EA,C25122_007MA,C25122_008M,C25122_008EA,C25122_008MA,C25122_009M,C25122_009EA,C25122_009MA,C25122_010M,C25122_010EA,C25122_010MA,C25122_011M,C25122_011EA,C25122_011MA,C25122_012M,C25122_012EA,C25122_012MA,C25122_013M,C25122_013EA,C25122_013MA,C25122_014M,C25122_014EA,C25122_014MA,C25122_015M,C25122_015EA,C25122_015MA,C25122_016M,C25122_016EA,C25122_016MA,C25122_017M,C25122_017EA,C25122_017MA,C25122_018M,C25122_018EA,C25122_018MA,C25122_019M,C25122_019EA,C25122_019MA,C25122_020M,C25122_020EA,C25122_020MA,C25122_021M,C25122_021EA,C25122_021MA,C25122_022M,C25122_022EA,C25122_022MA,C25122_023M,C25122_023EA,C25122_023MA,C25122_024M,C25122_024EA,C25122_024MA,C25122_025M,C25122_025EA,C25122_025MA,C25122_026M,C25122_026EA,C25122_026MA,C25122_027M,C25122_027EA,C25122_027MA,C25122_028M,C25122_028EA,C25122_028MA,C25122_029M,C25122_029EA,C25122_029MA,C25122_030M,C25122_030EA,C25122_030MA,C25122_031M,C25122_031EA,C25122_031MA,state
149544,5077,18814,2303,8786,1607,6624,1241,1785,713,1619,634,30965,2923,11872,1740,15218,2107,1632,680,2243,660,33665,2919,4656,1180,20012,2220,5766,1474,3231,824,21921,2579,1399,670,11971,1861,7605,1198,946,384,23556,2558,1012,441,11216,1780,10133,1695,1195,511,20623,2323,413,317,6193,1138,13017,1930,1000,383,5077,null,null,2303,null,null,1607,null,null,1241,null,null,713,null,null,634,null,null,2923,null,null,1740,null,null,2107,null,null,680,null,null,660,null,null,2919,null,null,1180,null,null,2220,null,null,1474,null,null,824,null,null,2579,null,null,670,null,null,1861,null,null,1198,null,null,384,null,null,2558,null,null,441,null,null,1780,null,null,1695,null,null,511,null,null,2323,null,null,317,null,null,1138,null,null,1930,null,null,383,null,null,23
748704,12039,78488,4845,23838,2580,20568,2336,30414,2567,3668,921,77694,4164,18242,1911,24049,2383,31605,2884,3798,919,113938,6381,8006,1551,34764,3351,67467,4884,3701,915,106078,6083,3769,961,22252,2277,75961,5681,4096,999,141932,6248,2904,802,20867,2390,113079,5753,5082,1074,230574,6602,2222,903,14509,1963,207954,6317,5889,1092,12039,null,null,4845,null,null,2580,null,null,2336,null,null,2567,null,null,921,null,null,4164,null,null,1911,null,null,2383,null,null,2884,null,null,919,null,null,6381,null,null,1551,null,null,3351,null,null,4884,null,null,915,null,null,6083,null,null,961,null,null,2277,null,null,5681,null,null,999,null,null,6248,null,null,802,null,null,2390,null,null,5753,null,null,1074,null,null,6602,null,null,903,null,null,1963,null,null,6317,null,null,1092,null,null,24
980468,11621,115545,6145,43960,3439,25525,2710,42458,3938,3602,898,154562,6951,62085,4038,45107,3904,42017,4009,5353,958,156871,7002,17261,2214,63004,4159,70332,4925,6274,1370,128469,6157,5103,1173,40889,3729,78119,5087,4358,1012,149968,6389,3685,1099,34003,3068,107829,5528,4451,898,275053,8563,4348,1146,27583,2878,234471,8164,8651,1570,11621,null,null,6145,null,null,3439,null,null,2710,null,null,3938,null,null,898,null,null,6951,null,null,4038,null,null,3904,null,null,4009,null,null,958,null,null,7002,null,null,2214,null,null,4159,null,null,4925,null,null,1370,null,null,6157,null,null,1173,null,null,3729,null,null,5087,null,null,1012,null,null,6389,null,null,1099,null,null,3068,null,null,5528,null,null,898,null,null,8563,null,null,1146,null,null,2878,null,null,8164,null,null,1570,null,null,25
1152870,14709,173099,5577,52507,3570,84994,3772,21784,2389,13814,1642,214968,7495,51833,3201,123564,5197,29279,3025,10292,1563,254398,7285,25448,2375,159321,5207,54987,4271,14642,1879,176891,6530,9196,1519,113062,6047,47232,2918,7401,1118,176502,6636,4504,1007,99188,5275,65603,4047,7207,1038,157012,5533,2707,768,50783,3391,97619,4974,5903,904,14709,null,null,5577,null,null,3570,null,null,3772,null,null,2389,null,null,1642,null,null,7495,null,null,3201,null,null,5197,null,null,3025,null,null,1563,null,null,7285,null,null,2375,null,null,5207,null,null,4271,null,null,1879,null,null,6530,null,null,1519,null,null,6047,null,null,2918,null,null,1118,null,null,6636,null,null,1007,null,null,5275,null,null,4047,null,null,1038,null,null,5533,null,null,768,null,null,3391,null,null,4974,null,null,904,null,null,26
616694,8476,63782,3156,25503,2391,23453,2113,10508,1454,4318,786,101824,4486,36128,3006,42177,2895,19677,2865,3842,743,126770,5620,13159,1893,73480,3609,35222,3077,4909,829,102727,4584,5635,1262,56938,3172,35771,2702,4383,734,106773,4652,3095,698,42628,2598,56617,3480,4433,834,114818,5097,2840,786,26426,2436,81748,4440,3804,706,8476,null,null,3156,null,null,2391,null,null,2113,null,null,1454,null,null,786,null,null,4486,null,null,3006,null,null,2895,null,null,2865,null,null,743,null,null,5620,null,null,1893,null,null,3609,null,null,3077,null,null,829,null,null,4584,null,null,1262,null,null,3172,null,null,2702,null,null,734,null,null,4652,null,null,698,null,null,2598,null,null,3480,null,null,834,null,null,5097,null,null,786,null,null,2436,null,null,4440,null,null,706,null,null,27
357131,8635,65474,3942,21418,2250,27092,2539,4528,1247,12436,1714,73684,4375,19707,2264,37911,3407,6778,1738,9288,1532,72161,4971,10026,1647,44300,3915,8931,1766,8904,1871,54231,4461,4858,1161,35119,3958,10307,1863,3947,904,50698,3848,3219,1107,28061,3056,14476,2584,4942,1175,40883,4027,2248,1006,15057,2377,19401,2509,4177,932,8635,null,null,3942,null,null,2250,null,null,2539,null,null,1247,null,null,1714,null,null,4375,null,null,2264,null,null,3407,null,null,1738,null,null,1532,null,null,4971,null,null,1647,null,null,3915,null,null,1766,null,null,1871,null,null,4461,null,null,1161,null,null,3958,null,null,1863,null,null,904,null,null,3848,null,null,1107,null,null,3056,null,null,2584,null,null,1175,null,null,4027,null,null,1006,null,null,2377,null,null,2509,null,null,932,null,null,28
804593,10768,107089,6450,34848,3068,52591,4629,12971,2408,6679,1136,140409,5515,38822,3150,77204,4362,13387,2258,10996,1652,179492,7402,24118,2670,118658,6096,25217,2569,11499,1618,130134,6092,10904,1574,81361,4595,29770,2851,8099,1331,134942,5718,6801,1343,76504,4790,45928,4181,5709,1103,112527,5693,3059,981,41771,3637,62223,4222,5474,1057,10768,null,null,6450,null,null,3068,null,null,4629,null,null,2408,null,null,1136,null,null,5515,null,null,3150,null,null,4362,null,null,2258,null,null,1652,null,null,7402,null,null,2670,null,null,6096,null,null,2569,null,null,1618,null,null,6092,null,null,1574,null,null,4595,null,null,2851,null,null,1331,null,null,5718,null,null,1343,null,null,4790,null,null,4181,null,null,1103,null,null,5693,null,null,981,null,null,3637,null,null,4222,null,null,1057,null,null,29
133130,5202,15237,1671,6083,1174,6495,1298,1134,492,1525,550,25469,2511,9501,1566,11911,1721,2219,752,1838,684,30016,2713,4187,990,18714,2199,3800,889,3315,892,23715,2799,1660,615,14257,2135,5708,1414,2090,726,19543,2438,1406,432,9265,1489,7330,1638,1542,487,19150,2571,503,191,7019,1328,9237,1962,2391,592,5202,null,null,1671,null,null,1174,null,null,1298,null,null,492,null,null,550,null,null,2511,null,null,1566,null,null,1721,null,null,752,null,null,684,null,null,2713,null,null,990,null,null,2199,null,null,889,null,null,892,null,null,2799,null,null,615,null,null,2135,null,null,1414,null,null,726,null,null,2438,null,null,432,null,null,1489,null,null,1638,null,null,487,null,null,2571,null,null,191,null,null,1328,null,null,1962,null,null,592,null,null,30
259223,5539,33121,2724,9002,1487,18311,2101,4477,1207,1331,528,40072,3060,11679,1427,21283,2370,4592,936,2518,550,60861,4251,8395,1299,39588,3235,10520,1934,2358,687,43620,2962,3574,735,28238,2457,9282,1398,2526,597,44037,3556,2911,805,24590,2351,14686,2183,1850,432,37512,3031,1474,468,13968,1610,19039,2473,3031,725,5539,null,null,2724,null,null,1487,null,null,2101,null,null,1207,null,null,528,null,null,3060,null,null,1427,null,null,2370,null,null,936,null,null,550,null,null,4251,null,null,1299,null,null,3235,null,null,1934,null,null,687,null,null,2962,null,null,735,null,null,2457,null,null,1398,null,null,597,null,null,3556,null,null,805,null,null,2351,null,null,2183,null,null,432,null,null,3031,null,null,468,null,null,1610,null,null,2473,null,null,725,null,null,31
476396,8145,47441,4079,6493,1232,26021,3144,13269,1626,1658,638,63790,4138,8521,1297,38828,3010,14052,2150,2389,760,102119,4861,4956,1174,60124,3769,35127,3090,1912,638,78332,4625,1555,606,35052,3292,39488,3756,2237,671,85247,4799,1054,484,28854,3007,53364,3999,1975,801,99467,4514,885,448,18821,2190,78400,3764,1361,483,8145,null,null,4079,null,null,1232,null,null,3144,null,null,1626,null,null,638,null,null,4138,null,null,1297,null,null,3010,null,null,2150,null,null,760,null,null,4861,null,null,1174,null,null,3769,null,null,3090,null,null,638,null,null,4625,null,null,606,null,null,3292,null,null,3756,null,null,671,null,null,4799,null,null,484,null,null,3007,null,null,3999,null,null,801,null,null,4514,null,null,448,null,null,2190,null,null,3764,null,null,483,null,null,32
155622,5342,13836,2212,3475,1150,4996,1253,4617,1540,748,358,19793,2409,5554,1239,9155,1841,4175,1017,909,431,30878,2811,2640,920,15607,1958,11256,1834,1375,711,24827,2739,476,351,11160,1827,12228,1929,963,539,31096,2990,884,710,10475,1985,18241,2134,1496,646,35192,3413,350,291,6175,1338,27201,2874,1466,573,5342,null,null,2212,null,null,1150,null,null,1253,null,null,1540,null,null,358,null,null,2409,null,null,1239,null,null,1841,null,null,1017,null,null,431,null,null,2811,null,null,920,null,null,1958,null,null,1834,null,null,711,null,null,2739,null,null,351,null,null,1827,null,null,1929,null,null,539,null,null,2990,null,null,710,null,null,1985,null,null,2134,null,null,646,null,null,3413,null,null,291,null,null,1338,null,null,2874,null,null,573,null,null,33
1174592,13481,121806,5786,36930,3178,30996,3033,48350,3823,5530,1071,158187,6545,36310,2446,43891,3348,72090,4663,5896,1164,198693,7746,10591,1433,60128,4101,120762,5881,7212,1368,158619,7504,3650,1147,39066,3352,111073,6199,4830,1066,204198,7151,2478,781,35093,2781,160025,6823,6602,1105,333089,9443,2632,744,23556,2760,297892,8908,9009,1418,13481,null,null,5786,null,null,3178,null,null,3033,null,null,3823,null,null,1071,null,null,6545,null,null,2446,null,null,3348,null,null,4663,null,null,1164,null,null,7746,null,null,1433,null,null,4101,null,null,5881,null,null,1368,null,null,7504,null,null,1147,null,null,3352,null,null,6199,null,null,1066,null,null,7151,null,null,781,null,null,2781,null,null,6823,null,null,1105,null,null,9443,null,null,744,null,null,2760,null,null,8908,null,null,1418,null,null,34
247265,6812,37570,3603,12222,1674,16432,2257,4352,1276,4564,1155,47443,3685,10998,1625,25906,2899,5391,1217,5148,1283,54326,3616,5767,1391,32888,2562,11025,1904,4646,987,33795,3217,2044,727,20178,2649,9557,1739,2016,628,36660,2971,1497,580,17891,2251,16050,2220,1222,437,37471,3145,1203,566,12176,2171,21922,2566,2170,700,6812,null,null,3603,null,null,1674,null,null,2257,null,null,1276,null,null,1155,null,null,3685,null,null,1625,null,null,2899,null,null,1217,null,null,1283,null,null,3616,null,null,1391,null,null,2562,null,null,1904,null,null,987,null,null,3217,null,null,727,null,null,2649,null,null,1739,null,null,628,null,null,2971,null,null,580,null,null,2251,null,null,2220,null,null,437,null,null,3145,null,null,566,null,null,2171,null,null,2566,null,null,700,null,null,35
3367884,19924,428598,11217,131596,6578,126112,6332,153394,6526,17496,2562,489553,10239,131337,5425,168667,6810,169290,6664,20259,2351,571941,10925,51910,3348,212626,7168,282908,8258,24497,2523,432032,11054,20566,2382,144072,6448,251565,8219,15829,2364,517078,13013,14794,2068,121665,6631,364550,11367,16069,1911,928682,14569,17354,2286,98814,5116,786569,14044,25945,2603,19924,null,null,11217,null,null,6578,null,null,6332,null,null,6526,null,null,2562,null,null,10239,null,null,5425,null,null,6810,null,null,6664,null,null,2351,null,null,10925,null,null,3348,null,null,7168,null,null,8258,null,null,2523,null,null,11054,null,null,2382,null,null,6448,null,null,8219,null,null,2364,null,null,13013,null,null,2068,null,null,6631,null,null,11367,null,null,1911,null,null,14569,null,null,2286,null,null,5116,null,null,14044,null,null,2603,null,null,36
1389035,15637,180373,6677,52017,3369,81668,4477,25795,2896,20893,2703,240862,8255,56438,3653,138219,6773,28034,3709,18171,2096,303672,9891,31047,3491,196194,7525,57207,4576,19224,2400,223182,7475,10730,1506,137742,6514,63692,3737,11018,1499,228489,7972,8903,1751,106660,5417,100752,5610,12174,1963,212457,7309,4492,1286,55882,4175,142041,6049,10042,1784,15637,null,null,6677,null,null,3369,null,null,4477,null,null,2896,null,null,2703,null,null,8255,null,null,3653,null,null,6773,null,null,3709,null,null,2096,null,null,9891,null,null,3491,null,null,7525,null,null,4576,null,null,2400,null,null,7475,null,null,1506,null,null,6514,null,null,3737,null,null,1499,null,null,7972,null,null,1751,null,null,5417,null,null,5610,null,null,1963,null,null,7309,null,null,1286,null,null,4175,null,null,6049,null,null,1784,null,null,37
115926,4095,13728,2083,4780,1384,6407,1460,1649,699,892,415,17042,2120,5778,1432,8722,1355,1609,638,933,290,22234,2828,2490,752,15605,2431,2976,936,1163,460,18945,2652,1959,672,11360,2205,4379,1189,1247,470,22773,2442,1143,398,14534,1991,5623,1387,1473,477,21204,2335,1031,521,8239,1579,10243,2069,1691,535,4095,null,null,2083,null,null,1384,null,null,1460,null,null,699,null,null,415,null,null,2120,null,null,1432,null,null,1355,null,null,638,null,null,290,null,null,2828,null,null,752,null,null,2431,null,null,936,null,null,460,null,null,2652,null,null,672,null,null,2205,null,null,1189,null,null,470,null,null,2442,null,null,398,null,null,1991,null,null,1387,null,null,477,null,null,2335,null,null,521,null,null,1579,null,null,2069,null,null,535,null,null,38
1601860,14736,244923,7596,90901,4519,115116,5206,20660,2579,18246,1941,288386,8721,78435,4465,163069,6945,32547,3046,14335,2011,346916,8697,42772,3393,237615,8083,51611,3569,14918,1969,246208,8976,15971,2162,167535,6859,51328,3979,11374,1600,259871,8611,11887,1895,162153,7253,76338,4380,9493,1372,215556,7521,4730,920,85077,4704,114773,6600,10976,1639,14736,null,null,7596,null,null,4519,null,null,5206,null,null,2579,null,null,1941,null,null,8721,null,null,4465,null,null,6945,null,null,3046,null,null,2011,null,null,8697,null,null,3393,null,null,8083,null,null,3569,null,null,1969,null,null,8976,null,null,2162,null,null,6859,null,null,3979,null,null,1600,null,null,8611,null,null,1895,null,null,7253,null,null,4380,null,null,1372,null,null,7521,null,null,920,null,null,4704,null,null,6600,null,null,1639,null,null,39
515790,7857,73513,3713,22953,1858,34075,2798,8027,1499,8458,1098,90605,4104,25170,1906,49385,3453,6946,1257,9104,1219,117831,3737,14259,1550,78961,3581,15769,1848,8842,1039,84102,3387,5731,1059,56866,3241,15446,2027,6059,991,83125,4157,4010,741,48203,3321,24741,2329,6171,906,66614,3720,2466,608,26019,2543,33610,2549,4519,887,7857,null,null,3713,null,null,1858,null,null,2798,null,null,1499,null,null,1098,null,null,4104,null,null,1906,null,null,3453,null,null,1257,null,null,1219,null,null,3737,null,null,1550,null,null,3581,null,null,1848,null,null,1039,null,null,3387,null,null,1059,null,null,3241,null,null,2027,null,null,991,null,null,4157,null,null,741,null,null,3321,null,null,2329,null,null,906,null,null,3720,null,null,608,null,null,2543,null,null,2549,null,null,887,null,null,40
602099,10324,65896,4168,14319,1759,28252,3121,18177,2434,5148,1227,87641,4992,17348,2360,44560,3820,20474,2439,5259,1127,127544,5509,7894,1368,67269,4919,46670,3865,5711,1250,95983,5397,3200,957,43063,3309,47317,4099,2403,768,108354,5258,1400,508,33977,3281,69624,4215,3353,788,116681,5292,1204,536,18554,2488,92530,4790,4393,1037,10324,null,null,4168,null,null,1759,null,null,3121,null,null,2434,null,null,1227,null,null,4992,null,null,2360,null,null,3820,null,null,2439,null,null,1127,null,null,5509,null,null,1368,null,null,4919,null,null,3865,null,null,1250,null,null,5397,null,null,957,null,null,3309,null,null,4099,null,null,768,null,null,5258,null,null,508,null,null,3281,null,null,4215,null,null,788,null,null,5292,null,null,536,null,null,2488,null,null,4790,null,null,1037,null,null,41
