B25055_001E,B25055_001M,B25055_002E,B25055_002M,B25055_003E,B25055_003M,B25055_004E,B25055_004M,B25055_005E,B25055_005M,B25055_006E,B25055_006M,B25055_007E,B25055_007M,B25055_008E,B25055_008M,B25055_009E,B25055_009M,B25055_010E,B25055_010M,B25055_011E,B25055_011M,B25055_012E,B25055_012M,B25055_013E,B25055_013M,B25055_001M,B25055_001EA,B25055_001MA,B25055_002M,B25055_002EA,B25055_002MA,B25055_003M,B25055_003EA,B25055_003MA,B25055_004M,B25055_004EA,B25055_004MA,B25055_005M,B25055_005EA,B25055_005MA,B25055_006M,B25055_006EA,B25055_006MA,B25055_007M,B25055_007EA,B25055_007MA,B25055_008M,B25055_008EA,B25055_008MA,B25055_009M,B25055_009EA,B25055_009MA,B25055_010M,B25055_010EA,B25055_010MA,B25055_011M,B25055_011EA,B25055_011MA,B25055_012M,B25055_012EA,B25055_012MA,B25055_013M,B25055_013EA,B25055_013MA,state
139310,4904,87176,4408,283,205,86893,4418,23047,2122,127,136,22920,2136,15869,1635,380,401,15489,1558,13218,1766,2606,821,10612,1565,4904,null,null,4408,null,null,205,null,null,4418,null,null,2122,null,null,136,null,null,2136,null,null,1635,null,null,401,null,null,1558,null,null,1766,null,null,821,null,null,1565,null,null,23
722470,11662,515520,10423,2720,1021,512800,10429,98453,4620,843,602,97610,4513,59447,3604,1661,575,57786,3461,49050,2974,12370,1452,36680,2723,11662,null,null,10423,null,null,1021,null,null,10429,null,null,4620,null,null,602,null,null,4513,null,null,3604,null,null,575,null,null,3461,null,null,2974,null,null,1452,null,null,2723,null,null,24
947779,11697,639474,9656,5031,1333,634443,9758,136501,4906,969,530,135532,4908,89347,4544,1043,474,88304,4475,82457,3964,14956,1983,67501,3621,11697,null,null,9656,null,null,1333,null,null,9758,null,null,4906,null,null,530,null,null,4908,null,null,4544,null,null,474,null,null,4475,null,null,3964,null,null,1983,null,null,3621,null,null,25
1093611,14417,764417,11695,3777,1121,760640,11573,156253,5140,1611,610,154642,5028,88655,3955,1934,676,86721,3951,84286,3455,23569,2387,60717,3002,14417,null,null,11695,null,null,1121,null,null,11573,null,null,5140,null,null,610,null,null,5028,null,null,3955,null,null,676,null,null,3951,null,null,3455,null,null,2387,null,null,3002,null,null,26
591005,8759,413395,8240,1878,751,411517,8229,69901,3248,1465,594,68436,3097,43667,2871,2641,878,41026,2952,64042,2872,19987,1929,44055,2397,8759,null,null,8240,null,null,751,null,null,8229,null,null,3248,null,null,594,null,null,3097,null,null,2871,null,null,878,null,null,2952,null,null,2872,null,null,1929,null,null,2397,null,null,27
313437,8097,236105,7623,1751,803,234354,7489,41273,3225,87,91,41186,3234,22154,2134,529,309,21625,2133,13905,2050,3023,917,10882,1932,8097,null,null,7623,null,null,803,null,null,7489,null,null,3225,null,null,91,null,null,3234,null,null,2134,null,null,309,null,null,2133,null,null,2050,null,null,917,null,null,1932,null,null,28
756137,10606,537728,9015,2103,817,535625,9193,104134,4757,782,516,103352,4797,59905,3578,1385,547,58520,3641,54370,3429,12646,1846,41724,2700,10606,null,null,9015,null,null,817,null,null,9193,null,null,4757,null,null,516,null,null,4797,null,null,3578,null,null,547,null,null,3641,null,null,3429,null,null,1846,null,null,2700,null,null,29
120429,5252,82834,3940,483,401,82351,3960,16950,2212,182,152,16768,2199,10299,1394,905,505,9394,1295,10346,1467,3984,1066,6362,1138,5252,null,null,3940,null,null,401,null,null,3960,null,null,2212,null,null,152,null,null,2199,null,null,1394,null,null,505,null,null,1295,null,null,1467,null,null,1066,null,null,1138,null,null,30
245609,5305,179694,4571,322,221,179372,4575,29245,2173,422,316,28823,2090,16201,1411,844,392,15357,1425,20469,1552,7039,947,13430,1285,5305,null,null,4571,null,null,221,null,null,4575,null,null,2173,null,null,316,null,null,2090,null,null,1411,null,null,392,null,null,1425,null,null,1552,null,null,947,null,null,1285,null,null,31
464864,8085,330592,7147,1405,748,329187,7097,66764,3726,626,475,66138,3746,43380,3103,939,727,42441,3004,24128,2305,3692,962,20436,1979,8085,null,null,7147,null,null,748,null,null,7097,null,null,3726,null,null,475,null,null,3746,null,null,3103,null,null,727,null,null,3004,null,null,2305,null,null,962,null,null,1979,null,null,32
148665,5071,97586,4121,177,183,97409,4119,23279,2391,253,343,23026,2321,11036,1359,407,463,10629,1264,16764,2133,3830,995,12934,2022,5071,null,null,4121,null,null,183,null,null,4119,null,null,2391,null,null,343,null,null,2321,null,null,1359,null,null,463,null,null,1264,null,null,2133,null,null,995,null,null,2022,null,null,33
1135513,12839,776000,11099,3752,1192,772248,11248,166409,6392,1160,580,165249,6342,106313,4421,1698,726,104615,4287,86791,3574,11170,1638,75621,3086,12839,null,null,11099,null,null,1192,null,null,11248,null,null,6392,null,null,580,null,null,6342,null,null,4421,null,null,726,null,null,4287,null,null,3574,null,null,1638,null,null,3086,null,null,34
227499,6845,169980,5876,554,349,169426,5973,27205,2756,336,299,26869,2665,17597,2127,218,277,17379,2110,12717,1797,2213,700,10504,1734,6845,null,null,5876,null,null,349,null,null,5973,null,null,2756,null,null,299,null,null,2665,null,null,2127,null,null,277,null,null,2110,null,null,1797,null,null,700,null,null,1734,null,null,35
3247789,19458,2148809,17009,13258,2162,2135551,16885,502848,9067,5330,1452,497518,8615,314015,8190,2851,880,311164,8172,282117,5952,21521,2468,260596,6294,19458,null,null,17009,null,null,2162,null,null,16885,null,null,9067,null,null,1452,null,null,8615,null,null,8190,null,null,880,null,null,8172,null,null,5952,null,null,2468,null,null,6294,null,null,36
1297513,15499,975891,14736,3645,945,972246,14664,159270,6246,1402,718,157868,6290,96437,4119,1840,593,94597,4013,65915,3308,17944,2281,47971,2961,15499,null,null,14736,null,null,945,null,null,14664,null,null,6246,null,null,718,null,null,6290,null,null,4119,null,null,593,null,null,4013,null,null,3308,null,null,2281,null,null,2961,null,null,37
108527,3898,81120,3615,82,139,81038,3599,11538,1562,266,271,11272,1611,6593,1379,805,905,5788,1044,9276,1300,3031,861,6245,1080,3898,null,null,3615,null,null,139,null,null,3599,null,null,1562,null,null,271,null,null,1611,null,null,1379,null,null,905,null,null,1044,null,null,1300,null,null,861,null,null,1080,null,null,38
1522518,15099,1073175,11691,6728,1825,1066447,11463,221740,6794,1959,807,219781,6801,124579,5331,4243,1356,120336,5078,103024,4661,29077,2768,73947,3713,15099,null,null,11691,null,null,1825,null,null,11463,null,null,6794,null,null,807,null,null,6801,null,null,5331,null,null,1356,null,null,5078,null,null,4661,null,null,2768,null,null,3713,null,null,39
472637,7618,355415,6416,2046,571,353369,6421,59145,2989,509,280,58636,2932,33313,2022,784,421,32529,1970,24764,1767,7065,1179,17699,1539,7618,null,null,6416,null,null,571,null,null,6421,null,null,2989,null,null,280,null,null,2932,null,null,2022,null,null,421,null,null,1970,null,null,1767,null,null,1179,null,null,1539,null,null,40
575832,10745,408377,9580,1953,870,406424,9462,72032,4668,666,409,71366,4699,48987,3509,3216,1092,45771,3406,46436,2771,22317,2176,24119,2142,10745,null,null,9580,null,null,870,null,null,9462,null,null,4668,null,null,409,null,null,4699,null,null,3509,null,null,1092,null,null,3406,null,null,2771,null,null,2176,null,null,2142,null,null,41
1468449,15057,993109,13046,5246,1116,987863,13173,196872,6557,2191,836,194681,6504,132493,5355,3178,993,129315,5313,145975,5062,37691,2827,108284,4785,15057,null,null,13046,null,null,1116,null,null,13173,null,null,6557,null,null,836,null,null,6504,null,null,5355,null,null,993,null,null,5313,null,null,5062,null,null,2827,null,null,4785,null,null,42
165853,5924,109326,4641,681,646,108645,4503,27250,2437,39,65,27211,2429,15501,1635,107,133,15394,1641,13776,1850,2681,832,11095,1563,5924,null,null,4641,null,null,646,null,null,4503,null,null,2437,null,null,65,null,null,2429,null,null,1635,null,null,133,null,null,1641,null,null,1850,null,null,832,null,null,1563,null,null,44
538108,10971,400834,10148,2230,766,398604,10040,70913,4076,0,207,70913,4076,38594,3421,1246,764,37348,3338,27767,2578,8706,1785,19061,1959,10971,null,null,10148,null,null,766,null,null,10040,null,null,4076,null,null,207,null,null,4076,null,null,3421,null,null,764,null,null,3338,null,null,2578,null,null,1785,null,null,1959,null,null,45
101969,3792,67829,3683,287,211,67542,3728,13780,1597,40,49,13740,1594,8329,1371,169,146,8160,1372,12031,1288,3561,894,8470,1027,3792,null,null,3683,null,null,211,null,null,3728,null,null,1597,null,null,49,null,null,1594,null,null,1371,null,null,146,null,null,1372,null,null,1288,null,null,894,null,null,1027,null,null,46
822456,14791,614359,12206,5359,1352,609000,12188,109990,5107,718,453,109272,5136,61190,3829,1791,826,59399,3832,36917,2091,9281,1355,27636,2057,14791,null,null,12206,null,null,1352,null,null,12188,null,null,5107,null,null,453,null,null,5136,null,null,3829,null,null,826,null,null,3832,null,null,2091,null,null,1355,null,null,2057,null,null,47
3519323,23250,2768441,21314,16924,2801,2751517,21805,382564,10454,4308,1256,378256,10528,214114,6884,5031,1227,209083,6616,154204,5791,41839,3135,112365,4435,23250,null,null,21314,null,null,2801,null,null,21805,null,null,10454,null,null,1256,null,null,10528,null,null,6884,null,null,1227,null,null,6616,null,null,5791,null,null,3135,null,null,4435,null,null,48
271441,7526,222614,7222,801,535,221813,7297,25040,2294,613,582,24427,2283,12022,1550,452,366,11570,1496,11765,1530,4593,996,7172,1103,7526,null,null,7222,null,null,535,null,null,7297,null,null,2294,null,null,582,null,null,2283,null,null,1550,null,null,366,null,null,1496,null,null,1530,null,null,996,null,null,1103,null,null,49
71809,3429,47375,2801,16,27,47359,2802,10955,1597,0,151,10955,1597,6913,1159,63,104,6850,1159,6566,878,2001,543,4565,751,3429,null,null,2801,null,null,27,null,null,2802,null,null,1597,null,null,151,null,null,1597,null,null,1159,null,null,104,null,null,1159,null,null,878,null,null,543,null,null,751,null,null,50
1024547,12464,772946,10287,2297,895,770649,10165,126874,5395,1636,924,125238,5261,68092,4815,2139,780,65953,4881,56635,3233,15154,1543,41481,2997,12464,null,null,10287,null,null,895,null,null,10165,null,null,5395,null,null,924,null,null,5261,null,null,4815,null,null,780,null,null,4881,null,null,3233,null,null,1543,null,null,2997,null,null,51
999533,12907,740391,11152,4334,1273,736057,11092,118525,5107,1836,740,116689,4993,69035,4347,2622,927,66413,4223,71582,3546,28285,2439,43297,2818,12907,null,null,11152,null,null,1273,null,null,11092,null,null,5107,null,null,740,null,null,4993,null,null,4347,null,null,927,null,null,4223,null,null,3546,null,null,2439,null,null,2818,null,null,53
169814,5894,118699,4383,495,375,118204,4390,26764,2560,141,228,26623,2564,16927,2056,270,219,16657,2028,7424,1189,964,635,6460,1065,5894,null,null,4383,null,null,375,null,null,4390,null,null,2560,null,null,228,null,null,2564,null,null,2056,null,null,219,null,null,2028,null,null,1189,null,null,635,null,null,1065,null,null,54
743037,10063,517433,9037,5092,1342,512341,9114,95014,4533,1078,519,93936,4567,61016,2860,1845,651,59171,2833,69574,3522,17466,2079,52108,2771,10063,null,null,9037,null,null,1342,null,null,9114,null,null,4533,null,null,519,null,null,4567,null,null,2860,null,null,651,null,null,2833,null,null,3522,null,null,2079,null,null,2771,null,null,55
64029,4135,49771,3655,0,197,49771,3655,7675,1278,134,142,7541,1281,3440,853,71,121,3369,852,3143,733,621,393,2522,688,4135,null,null,3655,null,null,197,null,null,3655,null,null,1278,null,null,142,null,null,1281,null,null,853,null,null,121,null,null,852,null,null,733,null,null,393,null,null,688,null,null,56
234074,6431,167074,5770,2064,775,165010,5812,30879,2486,224,186,30655,2477,21400,2023,182,184,21218,2081,14721,1627,79,98,14642,1629,6431,null,null,5770,null,null,775,null,null,5812,null,null,2486,null,null,186,null,null,2477,null,null,2023,null,null,184,null,null,2081,null,null,1627,null,null,98,null,null,1629,null,null,72
517823,10478,381453,9407,1753,729,379700,9481,70858,4152,281,198,70577,4125,40892,2921,463,299,40429,2924,24620,2201,4787,1082,19833,2084,10478,null,null,9407,null,null,729,null,null,9481,null,null,4152,null,null,198,null,null,4125,null,null,2921,null,null,299,null,null,2924,null,null,2201,null,null,1082,null,null,2084,null,null,01
80663,3803,62387,3720,448,376,61939,3726,10385,1366,69,67,10316,1356,5344,987,298,271,5046,960,2547,653,242,149,2305,643,3803,null,null,3720,null,null,376,null,null,3726,null,null,1366,null,null,67,null,null,1356,null,null,987,null,null,271,null,null,960,null,null,653,null,null,149,null,null,643,null,null,02
878626,12987,654101,10226,3158,1006,650943,10348,109172,5137,1004,517,108168,5020,65350,3493,2252,752,63098,3406,50003,3327,16834,1877,33169,2736,12987,null,null,10226,null,null,1006,null,null,10348,null,null,5137,null,null,517,null,null,5020,null,null,3493,null,null,752,null,null,3406,null,null,3327,null,null,1877,null,null,2736,null,null,04
366296,8448,269037,8164,2794,1291,266243,8147,48008,2962,253,216,47755,2929,28513,2243,843,629,27670,2280,20738,1865,4967,1010,15771,1708,8448,null,null,8164,null,null,1291,null,null,8147,null,null,2962,null,null,216,null,null,2929,null,null,2243,null,null,629,null,null,2280,null,null,1865,null,null,1010,null,null,1708,null,null,05
5814710,23850,4254044,22471,23642,3033,4230402,22832,779119,12899,5751,1245,773368,13052,448361,8476,8631,1713,439730,8296,333186,8258,66214,3725,266972,7868,23850,null,null,22471,null,null,3033,null,null,22832,null,null,12899,null,null,1245,null,null,13052,null,null,8476,null,null,1713,null,null,8296,null,null,8258,null,null,3725,null,null,7868,null,null,06
717127,10943,550151,10786,1672,912,548479,10843,84949,3971,1083,625,83866,3866,42203,3171,1373,599,40830,3047,39824,2435,13613,1445,26211,2405,10943,null,null,10786,null,null,912,null,null,10843,null,null,3971,null,null,625,null,null,3866,null,null,3171,null,null,599,null,null,3047,null,null,2435,null,null,1445,null,null,2405,null,null,08
457455,9082,312048,7812,1159,731,310889,7671,70124,4139,578,378,69546,4171,39067,2590,848,371,38219,2540,36216,2644,8141,1517,28075,2359,9082,null,null,7812,null,null,731,null,null,7671,null,null,4139,null,null,378,null,null,4171,null,null,2590,null,null,371,null,null,2540,null,null,2644,null,null,1517,null,null,2359,null,null,09
101349,4825,74709,3947,353,390,74356,3941,12695,2018,46,77,12649,2027,8015,1294,320,307,7695,1348,5930,1022,1194,481,4736,945,4825,null,null,3947,null,null,390,null,null,3941,null,null,2018,null,null,77,null,null,2027,null,null,1294,null,null,307,null,null,1348,null,null,1022,null,null,481,null,null,945,null,null,10
165747,4429,121220,4060,329,256,120891,4082,23297,1716,369,361,22928,1769,11737,1477,387,269,11350,1447,9493,1248,1794,657,7699,1161,4429,null,null,4060,null,null,256,null,null,4082,null,null,1716,null,null,361,null,null,1769,null,null,1477,null,null,269,null,null,1447,null,null,1248,null,null,657,null,null,1161,null,null,11
