B25092_001E,B25092_001M,B25092_002E,B25092_002M,B25092_003E,B25092_003M,B25092_001M,B25092_001EA,B25092_001MA,B25092_002M,B25092_002EA,B25092_002MA,B25092_003M,B25092_003EA,B25092_003MA,state
18.9,0.1,23.4,0.2,12.3,0.2,0.1,null,null,0.2,null,null,0.2,null,null,12
17.4,0.2,20.3,0.3,10.5,0.3,0.2,null,null,0.3,null,null,0.3,null,null,13
20.4,0.6,25.4,0.6,10.0,-333333333.0,0.6,null,null,0.6,null,null,-333333333.0,10.0-,***,15
17.0,0.3,20.6,0.5,10.0,-333333333.0,0.3,null,null,0.5,null,null,-333333333.0,10.0-,***,16
18.7,0.2,21.5,0.2,12.8,0.2,0.2,null,null,0.2,null,null,0.2,null,null,17
15.6,0.2,18.3,0.2,10.0,-333333333.0,0.2,null,null,0.2,null,null,-333333333.0,10.0-,***,18
16.0,0.3,18.7,0.3,10.8,0.3,0.3,null,null,0.3,null,null,0.3,null,null,19
16.6,0.3,19.4,0.2,11.2,0.3,0.3,null,null,0.2,null,null,0.3,null,null,20
16.0,0.3,19.2,0.2,10.3,0.3,0.3,null,null,0.2,null,null,0.3,null,null,21
15.0,0.3,19.8,0.3,10.0,-333333333.0,0.3,null,null,0.3,null,null,-333333333.0,10.0-,***,22
18.6,0.4,21.7,0.5,12.8,0.4,0.4,null,null,0.5,null,null,0.4,null,null,23
19.5,0.2,22.0,0.3,10.9,0.3,0.2,null,null,0.3,null,null,0.3,null,null,24
20.3,0.3,22.5,0.2,14.0,0.3,0.3,null,null,0.2,null,null,0.3,null,null,25
17.0,0.2,19.4,0.2,12.1,0.2,0.2,null,null,0.2,null,null,0.2,null,null,26
17.5,0.2,19.8,0.2,10.6,0.2,0.2,null,null,0.2,null,null,0.2,null,null,27
15.9,0.3,20.0,0.4,10.9,0.3,0.3,null,null,0.4,null,null,0.3,null,null,28
16.7,0.2,19.5,0.2,11.0,0.2,0.2,null,null,0.2,null,null,0.2,null,null,29
17.4,0.4,22.4,0.5,10.6,0.4,0.4,null,null,0.5,null,null,0.4,null,null,30
16.4,0.3,19.2,0.3,11.3,0.3,0.3,null,null,0.3,null,null,0.3,null,null,31
18.7,0.3,22.4,0.4,10.0,-333333333.0,0.3,null,null,0.4,null,null,-333333333.0,10.0-,***,32
20.2,0.5,22.4,0.4,15.0,0.7,0.5,null,null,0.4,null,null,0.7,null,null,33
22.8,0.2,24.7,0.3,17.1,0.3,0.2,null,null,0.3,null,null,0.3,null,null,34
16.6,0.3,21.7,0.6,10.0,-333333333.0,0.3,null,null,0.6,null,null,-333333333.0,10.0-,***,35
19.6,0.2,23.1,0.2,13.5,0.2,0.2,null,null,0.2,null,null,0.2,null,null,36
17.2,0.2,20.2,0.2,10.5,0.2,0.2,null,null,0.2,null,null,0.2,null,null,37
14.1,0.3,18.2,0.5,10.0,-333333333.0,0.3,null,null,0.5,null,null,-333333333.0,10.0-,***,38
16.9,0.1,19.4,0.2,11.4,0.2,0.1,null,null,0.2,null,null,0.2,null,null,39
15.7,0.2,19.6,0.3,10.0,0.2,0.2,null,null,0.3,null,null,0.2,null,null,40
19.5,0.3,22.7,0.3,11.8,0.3,0.3,null,null,0.3,null,null,0.3,null,null,41
17.8,0.2,20.6,0.2,12.7,0.2,0.2,null,null,0.2,null,null,0.2,null,null,42
20.9,0.6,23.3,0.6,14.4,0.6,0.6,null,null,0.6,null,null,0.6,null,null,44
16.6,0.3,20.5,0.3,10.3,0.3,0.3,null,null,0.3,null,null,0.3,null,null,45
16.1,0.3,19.4,0.4,10.5,0.5,0.3,null,null,0.4,null,null,0.5,null,null,46
16.7,0.2,20.3,0.3,10.1,0.2,0.2,null,null,0.3,null,null,0.2,null,null,47
17.2,0.1,20.9,0.2,11.3,0.1,0.1,null,null,0.2,null,null,0.1,null,null,48
17.9,0.3,21.0,0.3,10.0,-333333333.0,0.3,null,null,0.3,null,null,-333333333.0,10.0-,***,49
20.9,0.5,23.2,0.5,15.3,0.7,0.5,null,null,0.5,null,null,0.7,null,null,50
18.3,0.1,21.3,0.2,10.0,-333333333.0,0.1,null,null,0.2,null,null,-333333333.0,10.0-,***,51
19.4,0.2,22.5,0.2,11.1,0.2,0.2,null,null,0.2,null,null,0.2,null,null,53
14.1,0.3,18.4,0.4,10.0,-333333333.0,0.3,null,null,0.4,null,null,-333333333.0,10.0-,***,54
18.1,0.2,20.4,0.2,12.6,0.3,0.2,null,null,0.2,null,null,0.3,null,null,55
16.6,0.5,20.5,0.7,10.0,-333333333.0,0.5,null,null,0.7,null,null,-333333333.0,10.0-,***,56
15.1,0.4,26.9,0.6,10.0,-333333333.0,0.4,null,null,0.6,null,null,-333333333.0,10.0-,***,72
15.8,0.2,19.4,0.2,10.0,-333333333.0,0.2,null,null,0.2,null,null,-333333333.0,10.0-,***,01
18.0,0.5,21.9,0.6,10.0,-333333333.0,0.5,null,null,0.6,null,null,-333333333.0,10.0-,***,02
17.7,0.2,21.4,0.3,10.1,0.3,0.2,null,null,0.3,null,null,0.3,null,null,04
14.9,0.3,18.8,0.3,10.0,-333333333.0,0.3,null,null,0.3,null,null,-333333333.0,10.0-,***,05
21.9,0.2,25.4,0.2,11.0,0.2,0.2,null,null,0.2,null,null,0.2,null,null,06
18.6,0.2,21.4,0.2,10.0,-333333333.0,0.2,null,null,0.2,null,null,-333333333.0,10.0-,***,08
20.4,0.3,22.6,0.3,14.5,0.3,0.3,null,null,0.3,null,null,0.3,null,null,09
17.7,0.4,21.2,0.6,10.0,-333333333.0,0.4,null,null,0.6,null,null,-333333333.0,10.0-,***,10
19.0,0.6,21.0,0.6,10.0,-333333333.0,0.6,null,null,0.6,null,null,-333333333.0,10.0-,***,11
