B24031_001E,B24031_001M,B24031_002E,B24031_002M,B24031_003E,B24031_003M,B24031_004E,B24031_004M,B24031_005E,B24031_005M,B24031_006E,B24031_006M,B24031_007E,B24031_007M,B24031_008E,B24031_008M,B24031_009E,B24031_009M,B24031_010E,B24031_010M,B24031_011E,B24031_011M,B24031_012E,B24031_012M,B24031_013E,B24031_013M,B24031_014E,B24031_014M,B24031_015E,B24031_015M,B24031_016E,B24031_016M,B24031_017E,B24031_017M,B24031_018E,B24031_018M,B24031_019E,B24031_019M,B24031_020E,B24031_020M,B24031_021E,B24031_021M,B24031_022E,B24031_022M,B24031_023E,B24031_023M,B24031_024E,B24031_024M,B24031_025E,B24031_025M,B24031_026E,B24031_026M,B24031_027E,B24031_027M,B24031_001M,B24031_001EA,B24031_001MA,B24031_002M,B24031_002EA,B24031_002MA,B24031_003M,B24031_003EA,B24031_003MA,B24031_004M,B24031_004EA,B24031_004MA,B24031_005M,B24031_005EA,B24031_005MA,B24031_006M,B24031_006EA,B24031_006MA,B24031_007M,B24031_007EA,B24031_007MA,B24031_008M,B24031_008EA,B24031_008MA,B24031_009M,B24031_009EA,B24031_009MA,B24031_010M,B24031_010EA,B24031_010MA,B24031_011M,B24031_011EA,B24031_011MA,B24031_012M,B24031_012EA,B24031_012MA,B24031_013M,B24031_013EA,B24031_013MA,B24031_014M,B24031_014EA,B24031_014MA,B24031_015M,B24031_015EA,B24031_015MA,B24031_016M,B24031_016EA,B24031_016MA,B24031_017M,B24031_017EA,B24031_017MA,B24031_018M,B24031_018EA,B24031_018MA,B24031_019M,B24031_019EA,B24031_019MA,B24031_020M,B24031_020EA,B24031_020MA,B24031_021M,B24031_021EA,B24031_021MA,B24031_022M,B24031_022EA,B24031_022MA,B24031_023M,B24031_023EA,B24031_023MA,B24031_024M,B24031_024EA,B24031_024MA,B24031_025M,B24031_025EA,B24031_025MA,B24031_026M,B24031_026EA,B24031_026MA,B24031_027M,B24031_027EA,B24031_027MA,state
31040,135,21813,696,21135,693,63451,11845,30784,390,40617,572,40307,1282,22141,315,40235,566,36785,712,57830,5390,39981,2790,42259,524,47303,1205,35437,1218,34488,1183,51179,586,49058,12946,23690,803,35332,320,37033,556,33790,780,19456,429,23693,1022,18025,467,21574,473,46406,837,135,null,null,696,null,null,693,null,null,11845,null,null,390,null,null,572,null,null,1282,null,null,315,null,null,566,null,null,712,null,null,5390,null,null,2790,null,null,524,null,null,1205,null,null,1218,null,null,1183,null,null,586,null,null,12946,null,null,803,null,null,320,null,null,556,null,null,780,null,null,429,null,null,1022,null,null,467,null,null,473,null,null,837,null,null,12
32851,666,27165,2002,26347,1229,42104,7416,31080,460,38948,1047,42353,3376,22156,590,45023,2450,42098,1048,55768,5877,54357,4912,49467,2318,54529,2954,40089,2576,42719,2634,60861,1108,70965,15382,23501,1367,35845,544,36903,794,34791,1661,14849,641,20085,2539,14337,693,24387,1085,46089,1089,666,null,null,2002,null,null,1229,null,null,7416,null,null,460,null,null,1047,null,null,3376,null,null,590,null,null,2450,null,null,1048,null,null,5877,null,null,4912,null,null,2318,null,null,2954,null,null,2576,null,null,2634,null,null,1108,null,null,15382,null,null,1367,null,null,544,null,null,794,null,null,1661,null,null,641,null,null,2539,null,null,693,null,null,1085,null,null,1089,null,null,13
37057,540,25238,5636,25238,5636,-666666666,-222222222,50230,2009,41865,4696,40985,4339,25644,1046,40799,2023,36556,2507,65489,9314,44663,8351,41377,1283,46910,2158,34560,3498,40566,2415,56244,4507,48472,9670,30090,1847,40700,752,39632,2553,41261,894,26909,1341,27140,3347,26861,1633,27422,3961,55667,2585,540,null,null,5636,null,null,5636,null,null,-222222222,-,**,2009,null,null,4696,null,null,4339,null,null,1046,null,null,2023,null,null,2507,null,null,9314,null,null,8351,null,null,1283,null,null,2158,null,null,3498,null,null,2415,null,null,4507,null,null,9670,null,null,1847,null,null,752,null,null,2553,null,null,894,null,null,1341,null,null,3347,null,null,1633,null,null,3961,null,null,2585,null,null,15
30655,397,30802,1334,30196,1800,43485,7759,34808,4372,38433,3059,40000,4146,22142,1912,41524,2807,39614,3268,51587,12195,32471,6963,37066,3433,41407,8657,26839,2998,32280,3885,50507,3816,41773,29872,24224,1689,30073,1726,28739,3417,30411,1306,14357,1403,19569,3130,13664,1353,20574,1824,50226,2051,397,null,null,1334,null,null,1800,null,null,7759,null,null,4372,null,null,3059,null,null,4146,null,null,1912,null,null,2807,null,null,3268,null,null,12195,null,null,6963,null,null,3433,null,null,8657,null,null,2998,null,null,3885,null,null,3816,null,null,29872,null,null,1689,null,null,1726,null,null,3417,null,null,1306,null,null,1403,null,null,3130,null,null,1353,null,null,1824,null,null,2051,null,null,16
37203,189,36747,2293,32347,3544,67404,7085,45614,1577,45427,598,46270,1361,22068,346,41887,593,40454,647,71994,5314,50414,1301,56081,1198,61206,923,41641,1003,50170,687,67109,1087,66487,8153,26703,637,36423,456,40843,499,33274,1107,17118,397,20880,1281,16694,432,25859,671,61708,751,189,null,null,2293,null,null,3544,null,null,7085,null,null,1577,null,null,598,null,null,1361,null,null,346,null,null,593,null,null,647,null,null,5314,null,null,1301,null,null,1198,null,null,923,null,null,1003,null,null,687,null,null,1087,null,null,8153,null,null,637,null,null,456,null,null,499,null,null,1107,null,null,397,null,null,1281,null,null,432,null,null,671,null,null,751,null,null,17
32902,572,34103,3013,31337,1291,62105,9344,40796,637,42175,431,42439,3217,21395,525,42426,2210,40698,1009,65927,5045,37225,3111,41728,857,46271,1945,32456,3661,35790,763,51168,986,50554,15241,24678,1312,32155,401,34051,1644,31686,443,12283,345,16074,1477,11960,364,23888,1126,42305,830,572,null,null,3013,null,null,1291,null,null,9344,null,null,637,null,null,431,null,null,3217,null,null,525,null,null,2210,null,null,1009,null,null,5045,null,null,3111,null,null,857,null,null,1945,null,null,3661,null,null,763,null,null,986,null,null,15241,null,null,1312,null,null,401,null,null,1644,null,null,443,null,null,345,null,null,1477,null,null,364,null,null,1126,null,null,830,null,null,18
35207,341,36201,1213,35908,1294,45957,10022,40883,663,41776,514,42367,1866,21109,666,45609,2784,41338,852,62261,4708,36300,3043,47099,1554,49667,2000,40471,3032,37964,3032,52207,2438,87600,18675,23831,1765,32162,576,34211,2477,31792,527,12447,902,19220,3844,11954,617,25036,1769,54077,2493,341,null,null,1213,null,null,1294,null,null,10022,null,null,663,null,null,514,null,null,1866,null,null,666,null,null,2784,null,null,852,null,null,4708,null,null,3043,null,null,1554,null,null,2000,null,null,3032,null,null,3032,null,null,2438,null,null,18675,null,null,1765,null,null,576,null,null,2477,null,null,527,null,null,902,null,null,3844,null,null,617,null,null,1769,null,null,2493,null,null,19
33583,1089,36989,1615,35913,1440,45852,8518,37825,2277,41173,962,45200,4291,21644,798,47139,3087,42128,3726,63845,4054,44183,6603,45208,2403,47803,2006,35844,4500,40883,989,56825,4877,51532,36791,23833,2375,32691,1606,36294,1037,31324,620,14084,1691,16568,1730,13257,1774,23111,1622,42486,2183,1089,null,null,1615,null,null,1440,null,null,8518,null,null,2277,null,null,962,null,null,4291,null,null,798,null,null,3087,null,null,3726,null,null,4054,null,null,6603,null,null,2403,null,null,2006,null,null,4500,null,null,989,null,null,4877,null,null,36791,null,null,2375,null,null,1606,null,null,1037,null,null,620,null,null,1691,null,null,1730,null,null,1774,null,null,1622,null,null,2183,null,null,20
31965,242,35485,4774,25854,1551,61828,7380,35813,1115,41248,626,42005,2374,20269,642,40556,1049,37639,2205,53478,8620,35335,2520,43180,3935,47356,2336,31817,2299,35514,1183,49012,2687,45338,29337,23539,1855,33732,1346,34795,1941,33122,1645,13142,815,14761,2554,12904,822,20742,1220,41663,1028,242,null,null,4774,null,null,1551,null,null,7380,null,null,1115,null,null,626,null,null,2374,null,null,642,null,null,1049,null,null,2205,null,null,8620,null,null,2520,null,null,3935,null,null,2336,null,null,2299,null,null,1183,null,null,2687,null,null,29337,null,null,1855,null,null,1346,null,null,1941,null,null,1645,null,null,815,null,null,2554,null,null,822,null,null,1220,null,null,1028,null,null,21
31831,286,51161,1235,22345,2262,63904,6087,37806,2796,51229,1091,42124,3720,19478,975,47951,3007,45831,3171,61552,6861,33459,4794,40318,1329,41224,1498,37234,3174,38737,2820,49087,3305,67770,17775,25531,1703,31768,587,35438,1444,30690,689,15714,781,23772,3303,13845,1120,21805,1272,41468,1355,286,null,null,1235,null,null,2262,null,null,6087,null,null,2796,null,null,1091,null,null,3720,null,null,975,null,null,3007,null,null,3171,null,null,6861,null,null,4794,null,null,1329,null,null,1498,null,null,3174,null,null,2820,null,null,3305,null,null,17775,null,null,1703,null,null,587,null,null,1444,null,null,689,null,null,781,null,null,3303,null,null,1120,null,null,1272,null,null,1355,null,null,22
