B17011_001E,B17011_001M,B17011_002E,B17011_002M,B17011_003E,B17011_003M,B17011_004E,B17011_004M,B17011_005E,B17011_005M,B17011_001M,B17011_001EA,B17011_001MA,B17011_002M,B17011_002EA,B17011_002MA,B17011_003M,B17011_003EA,B17011_003MA,B17011_004M,B17011_004EA,B17011_004MA,B17011_005M,B17011_005EA,B17011_005MA,state
4834953200,140050591,1812711100,89038968,3022242200,122448279,428801600,45715667,2593440600,112741632,140050591,null,null,89038968,null,null,122448279,null,null,45715667,null,null,112741632,null,null,12
3014562300,124736041,935702300,70936108,2078860000,102509749,282067800,34275802,1796792300,94852407,124736041,null,null,70936108,null,null,102509749,null,null,34275802,null,null,94852407,null,null,13
193288100,26264671,85105100,17138209,108183000,20124098,13213600,5123233,94969500,19726485,26264671,null,null,17138209,null,null,20124098,null,null,5123233,null,null,19726485,null,null,15
369461500,39993605,152249100,26357381,217212400,31328277,41255500,13205542,175956900,28197174,39993605,null,null,26357381,null,null,31328277,null,null,13205542,null,null,28197174,null,null,16
2857754800,113540568,848155500,50447562,2009599300,101461933,299328000,36475393,1710271300,91526391,113540568,null,null,50447562,null,null,101461933,null,null,36475393,null,null,91526391,null,null,17
1522063700,79489225,502148300,41541690,1019915300,65090069,135209400,30248011,884705900,59301499,79489225,null,null,41541690,null,null,65090069,null,null,30248011,null,null,59301499,null,null,18
585755300,39781493,197968300,29749973,387787000,30793864,61120700,15411825,326666300,26501488,39781493,null,null,29749973,null,null,30793864,null,null,15411825,null,null,26501488,null,null,19
507336400,36063883,160787000,17493150,346549500,32489339,51111400,13399594,295438100,28272199,36063883,null,null,17493150,null,null,32489339,null,null,13399594,null,null,28272199,null,null,20
1494678100,70941788,481063600,38120864,1013614500,60127520,159115000,24797947,854499500,55184256,70941788,null,null,38120864,null,null,60127520,null,null,24797947,null,null,55184256,null,null,21
1630355800,91714970,406449200,48761219,1223906600,74415980,151930200,25350905,1071976400,69825875,91714970,null,null,48761219,null,null,74415980,null,null,25350905,null,null,69825875,null,null,22
203579400,25241068,73186900,14615073,130392500,21117200,33725400,10823372,96667100,17327439,25241068,null,null,14615073,null,null,21117200,null,null,10823372,null,null,17327439,null,null,23
927626300,53246198,260190600,35997746,667435700,45510052,114147800,26488402,553288000,42622589,53246198,null,null,35997746,null,null,45510052,null,null,26488402,null,null,42622589,null,null,24
1137114700,64047790,284538600,33637756,852576100,53555592,106761500,23815381,745814500,53193277,64047790,null,null,33637756,null,null,53555592,null,null,23815381,null,null,53193277,null,null,25
2450737300,75706732,811880700,44287724,1638856600,64505744,263748700,30582167,1375107900,59831483,75706732,null,null,44287724,null,null,64505744,null,null,30582167,null,null,59831483,null,null,26
