B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,B13014_001M,B13014_001EA,B13014_001MA,B13014_002M,B13014_002EA,B13014_002MA,B13014_003M,B13014_003EA,B13014_003MA,B13014_004M,B13014_004EA,B13014_004MA,B13014_005M,B13014_005EA,B13014_005MA,B13014_006M,B13014_006EA,B13014_006MA,B13014_007M,B13014_007EA,B13014_007MA,B13014_008M,B13014_008EA,B13014_008MA,B13014_009M,B13014_009EA,B13014_009MA,B13014_010M,B13014_010EA,B13014_010MA,B13014_011M,B13014_011EA,B13014_011MA,B13014_012M,B13014_012EA,B13014_012MA,B13014_013M,B13014_013EA,B13014_013MA,B13014_014M,B13014_014EA,B13014_014MA,B13014_015M,B13014_015EA,B13014_015MA,B13014_016M,B13014_016EA,B13014_016MA,B13014_017M,B13014_017EA,B13014_017MA,B13014_018M,B13014_018EA,B13014_018MA,B13014_019M,B13014_019EA,B13014_019MA,B13014_020M,B13014_020EA,B13014_020MA,B13014_021M,B13014_021EA,B13014_021MA,B13014_022M,B13014_022EA,B13014_022MA,B13014_023M,B13014_023EA,B13014_023MA,B13014_024M,B13014_024EA,B13014_024MA,B13014_025M,B13014_025EA,B13014_025MA,B13014_026M,B13014_026EA,B13014_026MA,B13014_027M,B13014_027EA,B13014_027MA,state
4600794,7853,217513,7885,125513,6088,8930,1612,25525,2999,38273,2866,32859,2994,19926,2250,92000,5597,16237,2378,33192,3947,33282,3292,8093,2050,1196,479,4383281,11660,1744646,17882,153571,6847,398480,11093,564676,13468,410504,11423,217415,8316,2638635,19079,583857,10040,627040,15906,899093,18237,383051,12272,145594,7000,7853,null,null,7885,null,null,6088,null,null,1612,null,null,2999,null,null,2866,null,null,2994,null,null,2250,null,null,5597,null,null,2378,null,null,3947,null,null,3292,null,null,2050,null,null,479,null,null,11660,null,null,17882,null,null,6847,null,null,11093,null,null,13468,null,null,11423,null,null,8316,null,null,19079,null,null,10040,null,null,15906,null,null,18237,null,null,12272,null,null,7000,null,null,12
2572034,7566,142813,7693,87821,5726,8495,1613,18879,3282,24761,3324,21668,2770,14018,2266,54992,4480,9263,1810,19897,2815,20084,2724,4906,1542,842,441,2429221,10356,1020777,14252,100729,5693,211384,8891,310312,8698,242670,8764,155682,5661,1408444,15556,344234,9489,305504,11641,459606,13410,203364,8220,95736,5885,7566,null,null,7693,null,null,5726,null,null,1613,null,null,3282,null,null,3324,null,null,2770,null,null,2266,null,null,4480,null,null,1810,null,null,2815,null,null,2724,null,null,1542,null,null,441,null,null,10356,null,null,14252,null,null,5693,null,null,8891,null,null,8698,null,null,8764,null,null,5661,null,null,15556,null,null,9489,null,null,11641,null,null,13410,null,null,8220,null,null,5885,null,null,13
323189,1919,21614,2197,14620,1866,766,462,2850,978,6640,1496,2911,869,1453,442,6994,1509,389,298,2806,1080,2596,782,686,479,517,368,301575,2595,140111,4529,5840,1275,31230,2917,50839,3361,36622,2596,15580,1744,161464,4576,29103,2109,40015,3143,52987,3450,29628,2550,9731,1259,1919,null,null,2197,null,null,1866,null,null,462,null,null,978,null,null,1496,null,null,869,null,null,442,null,null,1509,null,null,298,null,null,1080,null,null,782,null,null,479,null,null,368,null,null,2595,null,null,4529,null,null,1275,null,null,2917,null,null,3361,null,null,2596,null,null,1744,null,null,4576,null,null,2109,null,null,3143,null,null,3450,null,null,2550,null,null,1259,null,null,15
383036,2655,23210,2671,16561,2221,1418,718,4258,1031,5990,1094,4103,1121,792,445,6649,1432,1172,576,3635,1343,1609,670,120,126,113,144,359826,3461,176831,6324,13807,2202,36474,4003,70185,4115,41447,3308,14918,2109,182995,6588,49395,2680,43486,3771,63769,3966,20430,3073,5915,1789,2655,null,null,2671,null,null,2221,null,null,718,null,null,1031,null,null,1094,null,null,1121,null,null,445,null,null,1432,null,null,576,null,null,1343,null,null,670,null,null,126,null,null,144,null,null,3461,null,null,6324,null,null,2202,null,null,4003,null,null,4115,null,null,3308,null,null,2109,null,null,6588,null,null,2680,null,null,3771,null,null,3966,null,null,3073,null,null,1789,null,null,16
3071443,5435,152395,5811,97336,5018,5396,1354,14719,2158,22730,2568,32035,2613,22456,2185,55059,3611,10549,1720,15352,2107,22762,2811,4810,1145,1586,476,2919048,7798,1195137,13118,97846,4546,215751,7097,335449,8181,330019,7471,216072,7574,1723911,14206,373353,6166,333241,8854,577413,11218,310999,7543,128905,5805,5435,null,null,5811,null,null,5018,null,null,1354,null,null,2158,null,null,2568,null,null,2613,null,null,2185,null,null,3611,null,null,1720,null,null,2107,null,null,2811,null,null,1145,null,null,476,null,null,7798,null,null,13118,null,null,4546,null,null,7097,null,null,8181,null,null,7471,null,null,7574,null,null,14206,null,null,6166,null,null,8854,null,null,11218,null,null,7543,null,null,5805,null,null,17
1548168,4793,87507,4952,54749,3534,5720,1277,8813,1274,17354,2152,16003,1903,6859,1400,32758,3623,7249,1607,11210,1867,11766,1973,2317,1044,216,223,1460661,7332,627684,9597,56010,3880,143244,6202,208414,7788,148145,5658,71871,4048,832977,10134,213514,6417,195602,7685,283034,7512,109688,6712,31139,3178,4793,null,null,4952,null,null,3534,null,null,1277,null,null,1274,null,null,2152,null,null,1903,null,null,1400,null,null,3623,null,null,1607,null,null,1867,null,null,1973,null,null,1044,null,null,223,null,null,7332,null,null,9597,null,null,3880,null,null,6202,null,null,7788,null,null,5658,null,null,4048,null,null,10134,null,null,6417,null,null,7685,null,null,7512,null,null,6712,null,null,3178,null,null,18
704948,3518,41605,2988,29028,2670,1550,542,3430,831,9529,1194,9807,1526,4712,1365,12577,1588,1703,650,3702,1033,5845,1102,1181,547,146,145,663343,4545,302303,5922,19670,1722,51905,3353,108221,4226,84878,3652,37629,2888,361040,6189,83016,2658,69801,4196,144426,5294,50598,3424,13199,1482,3518,null,null,2988,null,null,2670,null,null,542,null,null,831,null,null,1194,null,null,1526,null,null,1365,null,null,1588,null,null,650,null,null,1033,null,null,1102,null,null,547,null,null,145,null,null,4545,null,null,5922,null,null,1722,null,null,3353,null,null,4226,null,null,3652,null,null,2888,null,null,6189,null,null,2658,null,null,4196,null,null,5294,null,null,3424,null,null,1482,null,null,19
660416,3673,35762,2703,25367,2164,2458,866,3321,856,7058,1256,6932,1303,5598,1099,10395,1730,2210,745,3214,752,3789,1019,880,581,302,201,624654,4087,291438,6627,21251,1971,51024,2914,95993,4225,81123,4013,42047,2505,333216,7354,84028,3748,66676,4288,119766,5764,45316,2943,17430,2175,3673,null,null,2703,null,null,2164,null,null,866,null,null,856,null,null,1256,null,null,1303,null,null,1099,null,null,1730,null,null,745,null,null,752,null,null,1019,null,null,581,null,null,201,null,null,4087,null,null,6627,null,null,1971,null,null,2914,null,null,4225,null,null,4013,null,null,2505,null,null,7354,null,null,3748,null,null,4288,null,null,5764,null,null,2943,null,null,2175,null,null,20
1032658,4411,54853,3408,33761,2956,3683,987,7255,1413,10772,1492,6842,1304,5209,985,21092,2634,3088,760,6667,1326,9030,1867,1955,747,352,386,977805,5277,438065,8805,38678,3425,99294,4510,154316,6125,86462,4768,59315,3297,539740,8695,132194,4095,121912,5960,199681,6669,63967,4301,21986,2414,4411,null,null,3408,null,null,2956,null,null,987,null,null,1413,null,null,1492,null,null,1304,null,null,985,null,null,2634,null,null,760,null,null,1326,null,null,1867,null,null,747,null,null,386,null,null,5277,null,null,8805,null,null,3425,null,null,4510,null,null,6125,null,null,4768,null,null,3297,null,null,8695,null,null,4095,null,null,5960,null,null,6669,null,null,4301,null,null,2414,null,null,21
1116608,4828,61893,4186,31378,2825,2243,772,6651,1684,9400,1695,8819,1577,4265,1306,30515,3215,7030,1497,10421,1959,10065,1794,2180,958,819,540,1054715,6823,398689,9536,37027,3154,107974,5973,126723,6857,83994,4951,42971,3989,656026,10622,157890,5587,175679,8244,216389,8155,75371,5236,30697,2740,4828,null,null,4186,null,null,2825,null,null,772,null,null,1684,null,null,1695,null,null,1577,null,null,1306,null,null,3215,null,null,1497,null,null,1959,null,null,1794,null,null,958,null,null,540,null,null,6823,null,null,9536,null,null,3154,null,null,5973,null,null,6857,null,null,4951,null,null,3989,null,null,10622,null,null,5587,null,null,8244,null,null,8155,null,null,5236,null,null,2740,null,null,22
