B02008_001E,B02008_001M,B02008_001M,B02008_001EA,B02008_001MA,state
16027408,28039,28039,null,null,12
6263135,20861,20861,null,null,13
613488,12657,12657,null,null,15
1548224,7984,7984,null,null,16
9402346,28537,28537,null,null,17
5685793,12552,12552,null,null,18
2887953,5911,5911,null,null,19
2554809,8941,8941,null,null,20
3951092,7883,7883,null,null,21
2984864,10079,10079,null,null,22
1282395,2473,2473,null,null,23
3557526,13979,13979,null,null,24
5536798,16491,16491,null,null,25
8068217,13327,13327,null,null,26
4738455,10277,10277,null,null,27
1778264,6606,6606,null,null,28
5150148,10796,10796,null,null,29
957640,2836,2836,null,null,30
1715506,7190,7190,null,null,31
2077679,15234,15234,null,null,32
1274258,4075,4075,null,null,33
6278080,21872,21872,null,null,34
1594339,12165,12165,null,null,35
13006279,32626,32626,null,null,36
7210722,18388,18388,null,null,37
681403,3464,3464,null,null,38
9769334,13500,13500,null,null,39
3120274,10913,10913,null,null,40
3649771,13746,13746,null,null,41
10618697,17351,17351,null,null,42
873134,6569,6569,null,null,44
3437291,12150,12150,null,null,45
753376,3599,3599,null,null,46
5304196,12246,12246,null,null,47
21310714,45999,45999,null,null,48
2713804,11835,11835,null,null,49
600733,1693,1693,null,null,50
5966699,15730,15730,null,null,51
5883913,18234,18234,null,null,53
1734107,4084,4084,null,null,54
5070065,10248,10248,null,null,55
552516,2439,2439,null,null,56
2418354,20888,20888,null,null,72
3389735,8214,8214,null,null,01
536380,6277,6277,null,null,02
5465822,21641,21641,null,null,04
2358554,6978,6978,null,null,05
24980439,65636,65636,null,null,06
4821075,14380,14380,null,null,08
2830366,13124,13124,null,null,09
679963,6482,6482,null,null,10
290787,4049,4049,null,null,11
