B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,B17010A_001M,B17010A_001EA,B17010A_001MA,B17010A_002M,B17010A_002EA,B17010A_002MA,B17010A_003M,B17010A_003EA,B17010A_003MA,B17010A_004M,B17010A_004EA,B17010A_004MA,B17010A_005M,B17010A_005EA,B17010A_005MA,B17010A_006M,B17010A_006EA,B17010A_006MA,B17010A_007M,B17010A_007EA,B17010A_007MA,B17010A_008M,B17010A_008EA,B17010A_008MA,B17010A_009M,B17010A_009EA,B17010A_009MA,B17010A_010M,B17010A_010EA,B17010A_010MA,B17010A_011M,B17010A_011EA,B17010A_011MA,B17010A_012M,B17010A_012EA,B17010A_012MA,B17010A_013M,B17010A_013EA,B17010A_013MA,B17010A_014M,B17010A_014EA,B17010A_014MA,B17010A_015M,B17010A_015EA,B17010A_015MA,B17010A_016M,B17010A_016EA,B17010A_016MA,B17010A_017M,B17010A_017EA,B17010A_017MA,B17010A_018M,B17010A_018EA,B17010A_018MA,B17010A_019M,B17010A_019EA,B17010A_019MA,B17010A_020M,B17010A_020EA,B17010A_020MA,B17010A_021M,B17010A_021EA,B17010A_021MA,B17010A_022M,B17010A_022EA,B17010A_022MA,B17010A_023M,B17010A_023EA,B17010A_023MA,B17010A_024M,B17010A_024EA,B17010A_024MA,B17010A_025M,B17010A_025EA,B17010A_025MA,B17010A_026M,B17010A_026EA,B17010A_026MA,B17010A_027M,B17010A_027EA,B17010A_027MA,B17010A_028M,B17010A_028EA,B17010A_028MA,B17010A_029M,B17010A_029EA,B17010A_029MA,B17010A_030M,B17010A_030EA,B17010A_030MA,B17010A_031M,B17010A_031EA,B17010A_031MA,B17010A_032M,B17010A_032EA,B17010A_032MA,B17010A_033M,B17010A_033EA,B17010A_033MA,B17010A_034M,B17010A_034EA,B17010A_034MA,B17010A_035M,B17010A_035EA,B17010A_035MA,B17010A_036M,B17010A_036EA,B17010A_036MA,B17010A_037M,B17010A_037EA,B17010A_037MA,B17010A_038M,B17010A_038EA,B17010A_038MA,B17010A_039M,B17010A_039EA,B17010A_039MA,B17010A_040M,B17010A_040EA,B17010A_040MA,B17010A_041M,B17010A_041EA,B17010A_041MA,state
327158,5521,12580,1957,4521,1268,1827,905,297,339,454,359,1076,632,2694,807,8059,1733,1849,933,1611,791,666,509,354,327,591,394,238,368,6210,1413,5576,1343,1170,548,831,405,3575,1185,634,422,314578,5339,255165,5563,89476,3356,16923,1907,12746,1456,59807,2687,165689,4457,59413,3972,19962,2219,11491,1706,1733,567,1013,593,8745,1538,8471,1599,39451,3406,22625,2654,3329,982,2257,738,17039,2122,16826,2161,5521,null,null,1957,null,null,1268,null,null,905,null,null,339,null,null,359,null,null,632,null,null,807,null,null,1733,null,null,933,null,null,791,null,null,509,null,null,327,null,null,394,null,null,368,null,null,1413,null,null,1343,null,null,548,null,null,405,null,null,1185,null,null,422,null,null,5339,null,null,5563,null,null,3356,null,null,1907,null,null,1456,null,null,2687,null,null,4457,null,null,3972,null,null,2219,null,null,1706,null,null,567,null,null,593,null,null,1538,null,null,1599,null,null,3406,null,null,2654,null,null,982,null,null,738,null,null,2122,null,null,2161,null,null,33
1559431,13444,92009,5046,37533,2538,19906,2083,2708,952,8259,1280,8939,1561,17627,1857,54476,4248,9765,1773,7363,1535,1199,592,1633,862,4531,1184,2402,853,44711,3995,37170,3722,5900,1576,8771,1691,22499,2719,7541,1519,1467422,12761,1180598,12044,477469,9076,85399,4213,79562,3755,312508,8608,703129,9627,286824,9912,89512,5225,38778,3243,8566,1394,4421,986,25791,2775,50734,3736,197312,7208,90661,4890,11855,1942,10235,1679,68571,4446,106651,5031,13444,null,null,5046,null,null,2538,null,null,2083,null,null,952,null,null,1280,null,null,1561,null,null,1857,null,null,4248,null,null,1773,null,null,1535,null,null,592,null,null,862,null,null,1184,null,null,853,null,null,3995,null,null,3722,null,null,1576,null,null,1691,null,null,2719,null,null,1519,null,null,12761,null,null,12044,null,null,9076,null,null,4213,null,null,3755,null,null,8608,null,null,9627,null,null,9912,null,null,5225,null,null,3243,null,null,1394,null,null,986,null,null,2775,null,null,3736,null,null,7208,null,null,4890,null,null,1942,null,null,1679,null,null,4446,null,null,5031,null,null,34
370295,7430,49610,3842,18834,2387,11672,1735,1660,784,4446,1213,5566,1169,7162,1381,30776,3129,5352,1312,4735,1212,726,437,1208,753,2801,847,617,419,25424,3265,22943,3137,4987,1397,6423,1753,11533,1980,2481,811,320685,7114,252166,6700,88917,4342,15025,1938,19710,2421,54182,3943,163249,5113,68519,3888,20770,2090,9457,1559,1588,555,1464,577,6405,1314,11313,1537,47749,3257,24699,2516,2374,799,3541,1051,18784,2128,23050,2236,7430,null,null,3842,null,null,2387,null,null,1735,null,null,784,null,null,1213,null,null,1169,null,null,1381,null,null,3129,null,null,1312,null,null,1212,null,null,437,null,null,753,null,null,847,null,null,419,null,null,3265,null,null,3137,null,null,1397,null,null,1753,null,null,1980,null,null,811,null,null,7114,null,null,6700,null,null,4342,null,null,1938,null,null,2421,null,null,3943,null,null,5113,null,null,3888,null,null,2090,null,null,1559,null,null,555,null,null,577,null,null,1314,null,null,1537,null,null,3257,null,null,2516,null,null,799,null,null,1051,null,null,2128,null,null,2236,null,null,35
3033575,17165,219157,7408,98363,5034,57688,3786,7600,1490,24417,2250,25671,2480,40675,3315,120794,5847,21129,2021,15749,1848,4170,1054,3039,1035,8540,1342,5380,879,99665,5908,80248,5287,15974,2273,19907,2261,44367,3495,19417,2327,2814418,16207,2254081,17151,853515,11181,171246,6545,143312,5168,538957,8270,1400566,12812,560337,11504,183569,6404,79353,4518,16696,2214,8954,1439,53703,3504,104216,4939,376768,9291,175457,6001,25851,3048,18845,2060,130761,5664,201311,7023,17165,null,null,7408,null,null,5034,null,null,3786,null,null,1490,null,null,2250,null,null,2480,null,null,3315,null,null,5847,null,null,2021,null,null,1848,null,null,1054,null,null,1035,null,null,1342,null,null,879,null,null,5908,null,null,5287,null,null,2273,null,null,2261,null,null,3495,null,null,2327,null,null,16207,null,null,17151,null,null,11181,null,null,6545,null,null,5168,null,null,8270,null,null,12812,null,null,11504,null,null,6404,null,null,4518,null,null,2214,null,null,1439,null,null,3504,null,null,4939,null,null,9291,null,null,6001,null,null,3048,null,null,2060,null,null,5664,null,null,7023,null,null,36
1854790,15241,154417,5665,65743,4100,34523,3573,5446,1557,11141,1857,17936,2358,31220,2482,88674,4294,16387,2225,11226,2005,2691,1017,2335,704,6200,1392,5161,1037,72287,4218,60879,3961,12641,2056,15374,2401,32864,3182,11408,1702,1700373,14203,1426294,14341,540237,9440,101966,4531,94010,5008,344261,8396,886057,10784,274079,7575,91141,5051,49114,4122,8527,1810,5243,1187,35344,3278,42027,3576,182938,5551,97843,4721,15174,2139,10799,1946,71870,4141,85095,5230,15241,null,null,5665,null,null,4100,null,null,3573,null,null,1557,null,null,1857,null,null,2358,null,null,2482,null,null,4294,null,null,2225,null,null,2005,null,null,1017,null,null,704,null,null,1392,null,null,1037,null,null,4218,null,null,3961,null,null,2056,null,null,2401,null,null,3182,null,null,1702,null,null,14203,null,null,14341,null,null,9440,null,null,4531,null,null,5008,null,null,8396,null,null,10784,null,null,7575,null,null,5051,null,null,4122,null,null,1810,null,null,1187,null,null,3278,null,null,3576,null,null,5551,null,null,4721,null,null,2139,null,null,1946,null,null,4141,null,null,5230,null,null,37
166571,4163,7003,1456,3258,847,1271,515,383,381,430,249,458,186,1987,626,3745,1161,908,491,797,465,237,198,100,102,460,363,111,115,2837,965,2666,950,1245,703,655,362,766,518,171,145,159568,4258,137705,4023,54434,3008,11548,1594,11765,1406,31121,2213,83271,2826,21863,2054,8408,1370,5314,1159,1444,864,716,298,3154,762,3094,728,13455,1749,8006,1359,1448,615,1152,653,5406,1009,5449,1138,4163,null,null,1456,null,null,847,null,null,515,null,null,381,null,null,249,null,null,186,null,null,626,null,null,1161,null,null,491,null,null,465,null,null,198,null,null,102,null,null,363,null,null,115,null,null,965,null,null,950,null,null,703,null,null,362,null,null,518,null,null,145,null,null,4258,null,null,4023,null,null,3008,null,null,1594,null,null,1406,null,null,2213,null,null,2826,null,null,2054,null,null,1370,null,null,1159,null,null,864,null,null,298,null,null,762,null,null,728,null,null,1749,null,null,1359,null,null,615,null,null,653,null,null,1009,null,null,1138,null,null,38
2485919,14388,198311,7383,69840,3286,35503,2574,4790,973,12442,1807,18271,1750,34337,2668,128471,6818,24359,2834,18642,2401,4420,1249,4487,1367,9735,1809,5717,1204,104112,5783,87483,5109,17543,2205,24399,2536,45541,4066,16629,2320,2287608,13992,1841366,15171,684994,10355,125419,4661,124902,5056,434673,10000,1156372,10799,446242,10290,151653,6560,81713,4868,17882,2147,9565,1532,54266,4172,69940,4366,294589,7527,156907,6438,25720,2622,18189,2458,112998,5260,137682,5134,14388,null,null,7383,null,null,3286,null,null,2574,null,null,973,null,null,1807,null,null,1750,null,null,2668,null,null,6818,null,null,2834,null,null,2401,null,null,1249,null,null,1367,null,null,1809,null,null,1204,null,null,5783,null,null,5109,null,null,2205,null,null,2536,null,null,4066,null,null,2320,null,null,13992,null,null,15171,null,null,10355,null,null,4661,null,null,5056,null,null,10000,null,null,10799,null,null,10290,null,null,6560,null,null,4868,null,null,2147,null,null,1532,null,null,4172,null,null,4366,null,null,7527,null,null,6438,null,null,2622,null,null,2458,null,null,5260,null,null,5134,null,null,39
742619,6965,67440,3222,27053,2201,15355,1742,2715,729,5194,869,7446,1173,11698,1353,40387,2565,6129,990,4787,856,1067,401,1139,393,2581,629,1342,474,34258,2383,29752,2152,4748,826,6897,1173,18107,1776,4506,875,675179,7510,550537,7578,211679,5456,39817,3120,42928,2519,128934,4137,338858,5451,124642,3395,45460,2287,26470,1839,5079,885,2804,558,18587,1862,18990,1535,79182,3315,41728,2401,5924,926,5271,883,30533,2232,37454,2140,6965,null,null,3222,null,null,2201,null,null,1742,null,null,729,null,null,869,null,null,1173,null,null,1353,null,null,2565,null,null,990,null,null,856,null,null,401,null,null,393,null,null,629,null,null,474,null,null,2383,null,null,2152,null,null,826,null,null,1173,null,null,1776,null,null,875,null,null,7510,null,null,7578,null,null,5456,null,null,3120,null,null,2519,null,null,4137,null,null,5451,null,null,3395,null,null,2287,null,null,1839,null,null,885,null,null,558,null,null,1862,null,null,1535,null,null,3315,null,null,2401,null,null,926,null,null,883,null,null,2232,null,null,2140,null,null,40
874855,10845,67945,4314,27436,2704,14378,2233,1904,688,4737,1320,7737,1506,13058,1556,40509,3148,6391,1273,5151,1210,1313,558,1259,617,2579,828,1240,496,34118,3043,29018,2906,5327,1343,6710,1327,16981,2455,5100,1197,806910,9937,653399,9298,233106,6264,43839,3113,46273,3165,142994,5114,420293,7820,153511,6229,51644,3953,30169,3072,6473,1409,2413,957,21283,2674,21475,2152,101867,5560,53844,4437,7057,1357,6775,1456,40012,3552,48023,3367,10845,null,null,4314,null,null,2704,null,null,2233,null,null,688,null,null,1320,null,null,1506,null,null,1556,null,null,3148,null,null,1273,null,null,1210,null,null,558,null,null,617,null,null,828,null,null,496,null,null,3043,null,null,2906,null,null,1343,null,null,1327,null,null,2455,null,null,1197,null,null,9937,null,null,9298,null,null,6264,null,null,3113,null,null,3165,null,null,5114,null,null,7820,null,null,6229,null,null,3953,null,null,3072,null,null,1409,null,null,957,null,null,2674,null,null,2152,null,null,5560,null,null,4437,null,null,1357,null,null,1456,null,null,3552,null,null,3367,null,null,41
2671640,13735,173000,5723,70032,3806,35716,3007,4910,1045,12131,1767,18675,2091,34316,2256,102968,4830,18908,1724,13536,1644,3584,870,2879,937,7073,1343,5372,1157,84060,4325,72688,4062,13130,2265,18332,2167,41226,3302,11372,1362,2498640,14121,2034921,14642,721195,9914,135298,5295,126137,5224,459760,8361,1313726,11608,463719,8298,160069,4872,78746,3942,18012,1985,8786,1402,51948,3173,81323,4243,303650,8297,149725,5642,22388,2004,18460,2282,108877,5001,153925,5755,13735,null,null,5723,null,null,3806,null,null,3007,null,null,1045,null,null,1767,null,null,2091,null,null,2256,null,null,4830,null,null,1724,null,null,1644,null,null,870,null,null,937,null,null,1343,null,null,1157,null,null,4325,null,null,4062,null,null,2265,null,null,2167,null,null,3302,null,null,1362,null,null,14121,null,null,14642,null,null,9914,null,null,5295,null,null,5224,null,null,8361,null,null,11608,null,null,8298,null,null,4872,null,null,3942,null,null,1985,null,null,1402,null,null,3173,null,null,4243,null,null,8297,null,null,5642,null,null,2004,null,null,2282,null,null,5001,null,null,5755,null,null,42
206277,5320,14771,2175,5121,1108,3085,891,482,395,580,423,2023,750,2036,597,9650,1882,1394,591,927,526,231,238,36,62,660,451,467,299,8256,1841,7003,1717,1412,773,570,415,5021,1535,1253,562,191506,5189,145368,5212,49596,2969,8775,1329,6119,1247,34702,2547,95772,3863,46138,3701,12604,1799,6574,1352,1055,616,1110,630,4409,1120,6030,1168,33534,3195,17347,2257,3126,1057,1436,602,12785,2035,16187,1951,5320,null,null,2175,null,null,1108,null,null,891,null,null,395,null,null,423,null,null,750,null,null,597,null,null,1882,null,null,591,null,null,526,null,null,238,null,null,62,null,null,451,null,null,299,null,null,1841,null,null,1717,null,null,773,null,null,415,null,null,1535,null,null,562,null,null,5189,null,null,5212,null,null,2969,null,null,1329,null,null,1247,null,null,2547,null,null,3863,null,null,3701,null,null,1799,null,null,1352,null,null,616,null,null,630,null,null,1120,null,null,1168,null,null,3195,null,null,2257,null,null,1057,null,null,602,null,null,2035,null,null,1951,null,null,44
880001,9640,64656,3632,26533,2242,14226,1731,2305,773,5717,1158,6204,1147,12307,1730,38123,3088,7256,1693,5251,1399,813,593,1236,623,3202,1026,2005,868,30867,2748,26789,2602,5658,1233,6646,1505,14485,1728,4078,1032,815345,9099,680693,9475,241946,6553,47375,3619,37593,3080,156978,6066,438747,8153,134652,5989,43346,3464,21814,2667,3656,1035,1826,699,16332,2305,21532,2289,91306,4621,47923,3854,6380,1459,4557,1166,36986,3492,43383,3035,9640,null,null,3632,null,null,2242,null,null,1731,null,null,773,null,null,1158,null,null,1147,null,null,1730,null,null,3088,null,null,1693,null,null,1399,null,null,593,null,null,623,null,null,1026,null,null,868,null,null,2748,null,null,2602,null,null,1233,null,null,1505,null,null,1728,null,null,1032,null,null,9099,null,null,9475,null,null,6553,null,null,3619,null,null,3080,null,null,6066,null,null,8153,null,null,5989,null,null,3464,null,null,2667,null,null,1035,null,null,699,null,null,2305,null,null,2289,null,null,4621,null,null,3854,null,null,1459,null,null,1166,null,null,3492,null,null,3035,null,null,45
187761,3542,8698,1022,3651,655,1350,427,199,152,618,342,533,256,2301,513,5047,968,686,284,425,239,137,118,79,75,209,186,261,200,4361,898,3889,891,690,386,1195,506,2004,698,472,277,179063,3511,151731,3769,59395,2589,12260,1497,12328,1403,34807,1859,92336,2940,27332,2343,9767,1406,6301,1109,1340,548,1037,469,3924,938,3466,877,17565,1918,11129,1511,1683,607,1369,548,8077,1339,6436,1114,3542,null,null,1022,null,null,655,null,null,427,null,null,152,null,null,342,null,null,256,null,null,513,null,null,968,null,null,284,null,null,239,null,null,118,null,null,75,null,null,186,null,null,200,null,null,898,null,null,891,null,null,386,null,null,506,null,null,698,null,null,277,null,null,3511,null,null,3769,null,null,2589,null,null,1497,null,null,1403,null,null,1859,null,null,2940,null,null,2343,null,null,1406,null,null,1109,null,null,548,null,null,469,null,null,938,null,null,877,null,null,1918,null,null,1511,null,null,607,null,null,548,null,null,1339,null,null,1114,null,null,46
1356067,11760,126497,5928,57856,3892,32588,3155,6529,1523,9444,1662,16615,2233,25268,2148,68641,4871,13321,1913,10371,1725,3212,1118,721,301,6438,1332,2950,759,55320,4131,47179,3652,9395,1800,9771,1727,28013,2711,8141,1458,1229570,11566,1012945,11561,375699,8231,70987,4403,68127,4764,236585,7779,637246,8844,216625,7497,69027,4263,37685,3307,6970,1572,2716,880,27999,3124,31342,2928,147598,6020,77856,4395,10679,1592,9044,1690,58133,4096,69742,4496,11760,null,null,5928,null,null,3892,null,null,3155,null,null,1523,null,null,1662,null,null,2233,null,null,2148,null,null,4871,null,null,1913,null,null,1725,null,null,1118,null,null,301,null,null,1332,null,null,759,null,null,4131,null,null,3652,null,null,1800,null,null,1727,null,null,2711,null,null,1458,null,null,11566,null,null,11561,null,null,8231,null,null,4403,null,null,4764,null,null,7779,null,null,8844,null,null,7497,null,null,4263,null,null,3307,null,null,1572,null,null,880,null,null,3124,null,null,2928,null,null,6020,null,null,4395,null,null,1592,null,null,1690,null,null,4096,null,null,4496,null,null,47
5046504,20860,549267,10781,243425,9731,162221,8190,19015,2772,62533,4990,80673,5630,81204,4939,305842,8363,45170,3842,34388,3322,9805,2014,6458,1530,18125,2717,10782,1965,260672,7629,232500,7637,33013,3336,72927,5351,126560,6717,28172,3012,4497237,21898,3564559,23839,1602945,17767,284343,7846,333139,9259,985463,14732,1961614,17556,932678,18025,304511,9286,160344,6516,31852,3244,24526,3195,103966,5429,144167,6438,628167,14938,370388,11558,52721,3899,51388,4184,266279,9256,257779,9543,20860,null,null,10781,null,null,9731,null,null,8190,null,null,2772,null,null,4990,null,null,5630,null,null,4939,null,null,8363,null,null,3842,null,null,3322,null,null,2014,null,null,1530,null,null,2717,null,null,1965,null,null,7629,null,null,7637,null,null,3336,null,null,5351,null,null,6717,null,null,3012,null,null,21898,null,null,23839,null,null,17767,null,null,7846,null,null,9259,null,null,14732,null,null,17556,null,null,18025,null,null,9286,null,null,6516,null,null,3244,null,null,3195,null,null,5429,null,null,6438,null,null,14938,null,null,11558,null,null,3899,null,null,4184,null,null,9256,null,null,9543,null,null,48
633190,7199,37614,3122,19789,1901,11822,1537,3175,705,5108,1111,3539,926,7967,1150,17825,2285,2331,838,1598,708,213,307,583,491,802,390,733,396,15494,2118,13643,2018,3132,962,4539,1188,5972,1163,1851,664,595576,7738,506705,8116,256502,6157,47785,3326,74539,3511,134178,4393,250203,6429,88871,5044,31328,3108,17138,2334,2897,923,2620,844,11621,2144,14190,2154,57543,3853,31355,2802,4888,1344,3607,987,22860,2333,26188,2678,7199,null,null,3122,null,null,1901,null,null,1537,null,null,705,null,null,1111,null,null,926,null,null,1150,null,null,2285,null,null,838,null,null,708,null,null,307,null,null,491,null,null,390,null,null,396,null,null,2118,null,null,2018,null,null,962,null,null,1188,null,null,1163,null,null,664,null,null,7738,null,null,8116,null,null,6157,null,null,3326,null,null,3511,null,null,4393,null,null,6429,null,null,5044,null,null,3108,null,null,2334,null,null,923,null,null,844,null,null,2144,null,null,2154,null,null,3853,null,null,2802,null,null,1344,null,null,987,null,null,2333,null,null,2678,null,null,49
148588,3731,10810,1508,3818,678,1398,522,461,380,356,253,581,287,2420,494,6992,1419,1017,590,958,582,53,71,160,188,745,538,59,57,5975,1417,5361,1334,655,324,2244,964,2462,715,614,365,137778,3671,112331,3604,38264,1946,7207,1040,6500,1043,24557,1575,74067,2863,25447,2322,9494,1673,5333,1317,828,480,1040,487,3465,947,4161,1053,15953,1565,9919,1222,1508,512,1057,467,7354,1174,6034,1028,3731,null,null,1508,null,null,678,null,null,522,null,null,380,null,null,253,null,null,287,null,null,494,null,null,1419,null,null,590,null,null,582,null,null,71,null,null,188,null,null,538,null,null,57,null,null,1417,null,null,1334,null,null,324,null,null,964,null,null,715,null,null,365,null,null,3671,null,null,3604,null,null,1946,null,null,1040,null,null,1043,null,null,1575,null,null,2863,null,null,2322,null,null,1673,null,null,1317,null,null,480,null,null,487,null,null,947,null,null,1053,null,null,1565,null,null,1222,null,null,512,null,null,467,null,null,1174,null,null,1028,null,null,50
1478146,13779,81316,4173,35035,2978,18508,2416,3416,992,4878,1240,10214,1909,16527,1962,46281,3564,8660,1498,5559,1274,1103,555,678,342,3778,1048,3101,826,37621,3019,31423,2988,5636,1258,7989,1334,17798,2379,6198,1205,1396830,13769,1164543,12799,465227,8650,95250,4214,85989,4105,283988,7388,699316,8952,232287,8847,75558,5280,40301,3638,7124,1386,6239,1542,26938,2840,35257,3168,156729,6822,86971,4643,12412,2037,8951,1773,65608,4078,69758,4354,13779,null,null,4173,null,null,2978,null,null,2416,null,null,992,null,null,1240,null,null,1909,null,null,1962,null,null,3564,null,null,1498,null,null,1274,null,null,555,null,null,342,null,null,1048,null,null,826,null,null,3019,null,null,2988,null,null,1258,null,null,1334,null,null,2379,null,null,1205,null,null,13769,null,null,12799,null,null,8650,null,null,4214,null,null,4105,null,null,7388,null,null,8952,null,null,8847,null,null,5280,null,null,3638,null,null,1386,null,null,1542,null,null,2840,null,null,3168,null,null,6822,null,null,4643,null,null,2037,null,null,1773,null,null,4078,null,null,4354,null,null,51
1425315,11932,80849,3926,35470,2817,17955,2041,2754,815,5835,1328,9366,1437,17515,2154,45379,3168,8773,1567,6496,1274,1477,731,1594,740,3425,933,2277,919,36606,3462,30917,2989,7205,1664,6322,1343,17390,2070,5689,1469,1344466,12505,1108573,11042,422487,8355,85537,4202,83630,3854,253320,7157,686086,9359,235893,8004,81839,4333,46719,3919,8077,1486,5638,1317,33004,3274,35120,2740,154054,6708,80190,4784,13398,1999,7664,1616,59128,4338,73864,4797,11932,null,null,3926,null,null,2817,null,null,2041,null,null,815,null,null,1328,null,null,1437,null,null,2154,null,null,3168,null,null,1567,null,null,1274,null,null,731,null,null,740,null,null,933,null,null,919,null,null,3462,null,null,2989,null,null,1664,null,null,1343,null,null,2070,null,null,1469,null,null,12505,null,null,11042,null,null,8355,null,null,4202,null,null,3854,null,null,7157,null,null,9359,null,null,8004,null,null,4333,null,null,3919,null,null,1486,null,null,1317,null,null,3274,null,null,2740,null,null,6708,null,null,4784,null,null,1999,null,null,1616,null,null,4338,null,null,4797,null,null,53
444543,6312,55361,3616,22706,2312,11997,1708,1522,605,4071,1008,6404,1223,10709,1425,32655,2717,6009,1076,4460,982,1627,683,470,322,2363,631,1549,502,26646,2603,22329,2324,5951,1207,4593,1301,11785,1662,4317,1020,389182,6634,311992,5844,106830,4024,19840,1944,17884,2146,69106,3206,205162,5391,77190,4225,25124,2292,12690,1873,2488,675,1710,694,8492,1532,12434,1449,52066,3377,26527,2564,3968,1182,3513,1027,19046,2183,25539,2240,6312,null,null,3616,null,null,2312,null,null,1708,null,null,605,null,null,1008,null,null,1223,null,null,1425,null,null,2717,null,null,1076,null,null,982,null,null,683,null,null,322,null,null,631,null,null,502,null,null,2603,null,null,2324,null,null,1207,null,null,1301,null,null,1662,null,null,1020,null,null,6634,null,null,5844,null,null,4024,null,null,1944,null,null,2146,null,null,3206,null,null,5391,null,null,4225,null,null,2292,null,null,1873,null,null,675,null,null,694,null,null,1532,null,null,1449,null,null,3377,null,null,2564,null,null,1182,null,null,1027,null,null,2183,null,null,2240,null,null,54
1301963,9313,74053,4119,29418,2048,13433,1372,2511,613,5179,814,5743,908,15985,1478,44635,3409,9947,1621,7768,1409,1905,731,1874,914,3989,838,2179,623,34688,2670,30537,2620,6701,1124,6865,1360,16971,1886,4151,874,1227910,10029,1023887,10619,373075,6416,70062,3406,67531,3094,235482,5433,650812,7630,204023,6243,75644,3589,43985,3053,8347,1290,4109,974,31529,2601,31659,2210,128379,5215,70804,3594,10050,1323,8044,1438,52710,3513,57575,3139,9313,null,null,4119,null,null,2048,null,null,1372,null,null,613,null,null,814,null,null,908,null,null,1478,null,null,3409,null,null,1621,null,null,1409,null,null,731,null,null,914,null,null,838,null,null,623,null,null,2670,null,null,2620,null,null,1124,null,null,1360,null,null,1886,null,null,874,null,null,10029,null,null,10619,null,null,6416,null,null,3406,null,null,3094,null,null,5433,null,null,7630,null,null,6243,null,null,3589,null,null,3053,null,null,1290,null,null,974,null,null,2601,null,null,2210,null,null,5215,null,null,3594,null,null,1323,null,null,1438,null,null,3513,null,null,3139,null,null,55
137379,3742,7941,1362,4357,1110,1720,592,287,222,655,375,778,401,2637,786,3584,958,206,208,206,208,137,176,69,117,0,197,0,197,3378,929,2976,905,870,512,357,258,1749,801,402,310,129438,3711,107213,4085,39401,2313,6655,1247,8251,1490,24495,1998,67812,3639,22225,2557,9700,1687,6663,1410,971,478,395,392,5297,1245,3037,900,12525,1644,8016,1313,1320,620,1323,549,5373,1115,4509,1013,3742,null,null,1362,null,null,1110,null,null,592,null,null,222,null,null,375,null,null,401,null,null,786,null,null,958,null,null,208,null,null,208,null,null,176,null,null,117,null,null,197,null,null,197,null,null,929,null,null,905,null,null,512,null,null,258,null,null,801,null,null,310,null,null,3711,null,null,4085,null,null,2313,null,null,1247,null,null,1490,null,null,1998,null,null,3639,null,null,2557,null,null,1687,null,null,1410,null,null,478,null,null,392,null,null,1245,null,null,900,null,null,1644,null,null,1313,null,null,620,null,null,549,null,null,1115,null,null,1013,null,null,56
563153,9551,209820,7381,80476,3801,27280,2623,4715,1002,5033,1122,17532,2005,53196,2910,129344,6789,22778,2403,13619,2044,3426,988,2595,896,7598,1370,9159,1399,106566,6056,72336,4751,11822,1727,13298,1748,47216,4283,34230,3194,353333,7815,242068,6928,75186,4593,10084,1608,9235,1478,55867,3801,166882,5369,111265,4223,29138,2829,10366,1931,2234,852,1220,545,6912,1501,18772,2396,82127,3949,33162,2872,4222,1152,2387,878,26553,2583,48965,3012,9551,null,null,7381,null,null,3801,null,null,2623,null,null,1002,null,null,1122,null,null,2005,null,null,2910,null,null,6789,null,null,2403,null,null,2044,null,null,988,null,null,896,null,null,1370,null,null,1399,null,null,6056,null,null,4751,null,null,1727,null,null,1748,null,null,4283,null,null,3194,null,null,7815,null,null,6928,null,null,4593,null,null,1608,null,null,1478,null,null,3801,null,null,5369,null,null,4223,null,null,2829,null,null,1931,null,null,852,null,null,545,null,null,1501,null,null,2396,null,null,3949,null,null,2872,null,null,1152,null,null,878,null,null,2583,null,null,3012,null,null,72
