B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,B10056_001M,B10056_001EA,B10056_001MA,B10056_002M,B10056_002EA,B10056_002MA,B10056_003M,B10056_003EA,B10056_003MA,B10056_004M,B10056_004EA,B10056_004MA,B10056_005M,B10056_005EA,B10056_005MA,B10056_006M,B10056_006EA,B10056_006MA,B10056_007M,B10056_007EA,B10056_007MA,B10056_008M,B10056_008EA,B10056_008MA,B10056_009M,B10056_009EA,B10056_009MA,B10056_010M,B10056_010EA,B10056_010MA,B10056_011M,B10056_011EA,B10056_011MA,state
500186,17164,173015,7498,53682,3588,26924,2954,26758,2394,119333,6981,327171,12125,95266,5373,56796,4379,38470,3601,231905,11773,17164,null,null,7498,null,null,3588,null,null,2954,null,null,2394,null,null,6981,null,null,12125,null,null,5373,null,null,4379,null,null,3601,null,null,11773,null,null,12
263332,10927,89298,5127,35317,3134,16732,2322,18585,2092,53981,3847,174034,7966,66825,4780,40414,3713,26411,2587,107209,6778,10927,null,null,5127,null,null,3134,null,null,2322,null,null,2092,null,null,3847,null,null,7966,null,null,4780,null,null,3713,null,null,2587,null,null,6778,null,null,13
55125,3988,22459,2069,5209,1018,2410,776,2799,745,17250,1828,32666,2454,8030,1388,4200,1074,3830,984,24636,2152,3988,null,null,2069,null,null,1018,null,null,776,null,null,745,null,null,1828,null,null,2454,null,null,1388,null,null,1074,null,null,984,null,null,2152,null,null,15
26148,3338,11416,1894,3989,968,2250,857,1739,546,7427,1465,14732,1937,4814,1032,2922,856,1892,644,9918,1656,3338,null,null,1894,null,null,968,null,null,857,null,null,546,null,null,1465,null,null,1937,null,null,1032,null,null,856,null,null,644,null,null,1656,null,null,16
262714,11384,95386,5129,30032,2583,16556,2063,13476,1689,65354,4295,167328,7421,53349,3731,34137,2705,19212,1928,113979,5458,11384,null,null,5129,null,null,2583,null,null,2063,null,null,1689,null,null,4295,null,null,7421,null,null,3731,null,null,2705,null,null,1928,null,null,5458,null,null,17
126520,6794,46640,3259,22301,1956,13611,1791,8690,1172,24339,2316,79880,4437,37243,2959,25179,2704,12064,1595,42637,3289,6794,null,null,3259,null,null,1956,null,null,1791,null,null,1172,null,null,2316,null,null,4437,null,null,2959,null,null,2704,null,null,1595,null,null,3289,null,null,18
41852,3615,17093,1556,7273,1035,4054,862,3219,732,9820,1326,24759,2512,9408,1295,6266,1118,3142,603,15351,2092,3615,null,null,1556,null,null,1035,null,null,862,null,null,732,null,null,1326,null,null,2512,null,null,1295,null,null,1118,null,null,603,null,null,2092,null,null,19
44033,3266,15980,1576,7168,1020,4015,715,3153,775,8812,1185,28053,2158,10598,1235,6723,1051,3875,729,17455,1957,3266,null,null,1576,null,null,1020,null,null,715,null,null,775,null,null,1185,null,null,2158,null,null,1235,null,null,1051,null,null,729,null,null,1957,null,null,20
100914,5261,38568,2540,20218,1769,10531,1471,9687,1330,18350,2174,62346,3918,35163,2887,22089,2408,13074,1671,27183,2969,5261,null,null,2540,null,null,1769,null,null,1471,null,null,1330,null,null,2174,null,null,3918,null,null,2887,null,null,2408,null,null,1671,null,null,2969,null,null,21
112557,7257,39721,3856,20491,2474,8502,1614,11989,1924,19230,2764,72836,4597,36385,3116,20965,2320,15420,2186,36451,2713,7257,null,null,3856,null,null,2474,null,null,1614,null,null,1924,null,null,2764,null,null,4597,null,null,3116,null,null,2320,null,null,2186,null,null,2713,null,null,22
18529,2342,6575,1174,2434,800,1182,486,1252,573,4141,963,11954,1609,4361,999,2396,753,1965,598,7593,1444,2342,null,null,1174,null,null,800,null,null,486,null,null,573,null,null,963,null,null,1609,null,null,999,null,null,753,null,null,598,null,null,1444,null,null,23
141930,7371,46632,3653,16048,2382,8467,1832,7581,1269,30584,2822,95298,4880,29988,2812,18955,2451,11033,1399,65310,3939,7371,null,null,3653,null,null,2382,null,null,1832,null,null,1269,null,null,2822,null,null,4880,null,null,2812,null,null,2451,null,null,1399,null,null,3939,null,null,24
124446,7121,43787,3477,10395,1534,4684,1077,5711,1066,33392,3035,80659,4910,21578,2368,12827,1946,8751,1447,59081,4349,7121,null,null,3477,null,null,1534,null,null,1077,null,null,1066,null,null,3035,null,null,4910,null,null,2368,null,null,1946,null,null,1447,null,null,4349,null,null,25
173370,8189,63099,3757,23955,2133,13411,1737,10544,1449,39144,2969,110271,5261,39698,2640,23806,2050,15892,1527,70573,4003,8189,null,null,3757,null,null,2133,null,null,1737,null,null,1449,null,null,2969,null,null,5261,null,null,2640,null,null,2050,null,null,1527,null,null,4003,null,null,26
65256,3825,22499,1845,7031,908,3911,743,3120,692,15468,1467,42757,2685,12607,1465,7381,1193,5226,909,30150,2233,3825,null,null,1845,null,null,908,null,null,743,null,null,692,null,null,1467,null,null,2685,null,null,1465,null,null,1193,null,null,909,null,null,2233,null,null,27
87727,4671,28182,2572,15355,1943,8931,1481,6424,1229,12827,1785,59545,3184,31228,2433,20801,2128,10427,1464,28317,2779,4671,null,null,2572,null,null,1943,null,null,1481,null,null,1229,null,null,1785,null,null,3184,null,null,2433,null,null,2128,null,null,1464,null,null,2779,null,null,28
116684,6123,46398,3250,22874,2271,13164,1831,9710,1626,23524,2256,70286,3922,35031,3095,21962,2481,13069,2119,35255,2700,6123,null,null,3250,null,null,2271,null,null,1831,null,null,1626,null,null,2256,null,null,3922,null,null,3095,null,null,2481,null,null,2119,null,null,2700,null,null,29
14189,1897,5670,973,2537,640,1272,505,1265,348,3133,765,8519,1167,4656,935,2410,598,2246,632,3863,764,1897,null,null,973,null,null,640,null,null,505,null,null,348,null,null,765,null,null,1167,null,null,935,null,null,598,null,null,632,null,null,764,null,null,30
26799,2725,10703,1442,3232,791,1740,596,1492,543,7471,1179,16096,1648,5700,1060,3443,972,2257,659,10396,1376,2725,null,null,1442,null,null,791,null,null,596,null,null,543,null,null,1179,null,null,1648,null,null,1060,null,null,972,null,null,659,null,null,1376,null,null,31
67783,5396,24059,2611,8876,1486,4630,1139,4246,1023,15183,2042,43724,4059,15015,2350,8478,1827,6537,1362,28709,3077,5396,null,null,2611,null,null,1486,null,null,1139,null,null,1023,null,null,2042,null,null,4059,null,null,2350,null,null,1827,null,null,1362,null,null,3077,null,null,32
22686,2933,9309,1664,3289,897,1948,714,1341,600,6020,1282,13377,1683,4694,1135,3076,936,1618,632,8683,1329,2933,null,null,1664,null,null,897,null,null,714,null,null,600,null,null,1282,null,null,1683,null,null,1135,null,null,936,null,null,632,null,null,1329,null,null,33
190847,8276,63625,3960,16241,1884,7192,1353,9049,1678,47384,3410,127222,5450,29493,3154,16774,2386,12719,1830,97729,4722,8276,null,null,3960,null,null,1884,null,null,1353,null,null,1678,null,null,3410,null,null,5450,null,null,3154,null,null,2386,null,null,1830,null,null,4722,null,null,34
55849,4742,19286,2333,8428,1621,4865,1220,3563,891,10858,1662,36563,3248,15053,2180,9230,1750,5823,1325,21510,2731,4742,null,null,2333,null,null,1621,null,null,1220,null,null,891,null,null,1662,null,null,3248,null,null,2180,null,null,1750,null,null,1325,null,null,2731,null,null,35
454703,13176,156141,6010,42552,3610,18433,2418,24119,2302,113589,5153,298562,9121,81691,4980,47075,4239,34616,2792,216871,7618,13176,null,null,6010,null,null,3610,null,null,2418,null,null,2302,null,null,5153,null,null,9121,null,null,4980,null,null,4239,null,null,2792,null,null,7618,null,null,36
213951,9814,75572,4564,34912,3234,19037,2426,15875,1951,40660,3387,138379,6726,56676,3958,38062,3324,18614,2071,81703,5613,9814,null,null,4564,null,null,3234,null,null,2426,null,null,1951,null,null,3387,null,null,6726,null,null,3958,null,null,3324,null,null,2071,null,null,5613,null,null,37
6265,1345,2300,531,1141,404,634,280,507,266,1159,366,3965,993,2151,743,1543,625,608,312,1814,562,1345,null,null,531,null,null,404,null,null,280,null,null,266,null,null,366,null,null,993,null,null,743,null,null,625,null,null,312,null,null,562,null,null,38
212993,7523,76367,3650,31490,2771,17305,2171,14185,1466,44877,2969,136626,4967,59954,3600,37789,2538,22165,2445,76672,3914,7523,null,null,3650,null,null,2771,null,null,2171,null,null,1466,null,null,2969,null,null,4967,null,null,3600,null,null,2538,null,null,2445,null,null,3914,null,null,39
88443,4496,31945,2102,17628,1467,9530,1046,8098,1014,14317,1485,56498,2911,28739,1888,18028,1618,10711,1125,27759,2085,4496,null,null,2102,null,null,1467,null,null,1046,null,null,1014,null,null,1485,null,null,2911,null,null,1888,null,null,1618,null,null,1125,null,null,2085,null,null,40
71533,5377,28305,2876,8798,1573,3887,959,4911,1212,19507,2221,43228,3548,12203,1839,6553,1304,5650,1346,31025,3107,5377,null,null,2876,null,null,1573,null,null,959,null,null,1212,null,null,2221,null,null,3548,null,null,1839,null,null,1304,null,null,1346,null,null,3107,null,null,41
239124,9134,86879,4420,30195,2659,18318,2250,11877,1461,56684,3166,152245,6150,51689,2891,31673,2794,20016,1687,100556,5130,9134,null,null,4420,null,null,2659,null,null,2250,null,null,1461,null,null,3166,null,null,6150,null,null,2891,null,null,2794,null,null,1687,null,null,5130,null,null,42
20917,2474,7905,1234,1925,722,859,410,1066,591,5980,1061,13012,1664,5140,1451,3121,1171,2019,930,7872,1175,2474,null,null,1234,null,null,722,null,null,410,null,null,591,null,null,1061,null,null,1664,null,null,1451,null,null,1171,null,null,930,null,null,1175,null,null,44
119799,7240,41533,3572,19332,2227,8714,1635,10618,1366,22201,2879,78266,4751,31797,2948,18739,2404,13058,1583,46469,4009,7240,null,null,3572,null,null,2227,null,null,1635,null,null,1366,null,null,2879,null,null,4751,null,null,2948,null,null,2404,null,null,1583,null,null,4009,null,null,45
10955,1345,4174,772,2027,558,963,361,1064,430,2147,620,6781,849,3238,577,2077,495,1161,356,3543,753,1345,null,null,772,null,null,558,null,null,361,null,null,430,null,null,620,null,null,849,null,null,577,null,null,495,null,null,356,null,null,753,null,null,46
153183,7542,52985,3117,27489,2659,14501,1794,12988,1846,25496,2125,100198,5185,44034,3240,27120,2597,16914,1997,56164,3728,7542,null,null,3117,null,null,2659,null,null,1794,null,null,1846,null,null,2125,null,null,5185,null,null,3240,null,null,2597,null,null,1997,null,null,3728,null,null,47
769671,18881,283596,9574,113861,5651,66608,4222,47253,3553,169735,9011,486075,12239,173642,7080,115713,6051,57929,4164,312433,11002,18881,null,null,9574,null,null,5651,null,null,4222,null,null,3553,null,null,9011,null,null,12239,null,null,7080,null,null,6051,null,null,4164,null,null,11002,null,null,48
63379,4578,25640,2073,7717,1269,3806,922,3911,901,17923,1961,37739,3114,11536,1887,6649,1478,4887,1241,26203,2443,4578,null,null,2073,null,null,1269,null,null,922,null,null,901,null,null,1961,null,null,3114,null,null,1887,null,null,1478,null,null,1241,null,null,2443,null,null,49
9327,1589,3505,781,1030,381,466,216,564,261,2475,648,5822,1039,1977,675,1397,616,580,277,3845,833,1589,null,null,781,null,null,381,null,null,216,null,null,261,null,null,648,null,null,1039,null,null,675,null,null,616,null,null,277,null,null,833,null,null,50
199195,9109,72766,4527,26892,2624,12160,1707,14732,1964,45874,3741,126429,6140,45572,3637,27654,2970,17918,1993,80857,4659,9109,null,null,4527,null,null,2624,null,null,1707,null,null,1964,null,null,3741,null,null,6140,null,null,3637,null,null,2970,null,null,1993,null,null,4659,null,null,51
130582,6534,49049,3043,17489,1866,9401,1512,8088,1481,31560,2542,81533,4512,25757,2412,14869,1922,10888,1598,55776,3721,6534,null,null,3043,null,null,1866,null,null,1512,null,null,1481,null,null,2542,null,null,4512,null,null,2412,null,null,1922,null,null,1598,null,null,3721,null,null,53
46480,4542,18622,2058,10006,1395,4768,967,5238,1129,8616,1587,27858,2984,14479,2113,9510,1670,4969,1284,13379,2374,4542,null,null,2058,null,null,1395,null,null,967,null,null,1129,null,null,1587,null,null,2984,null,null,2113,null,null,1670,null,null,1284,null,null,2374,null,null,54
71144,4645,26952,2290,8386,1066,5044,893,3342,728,18566,1966,44192,3066,15729,1948,11213,1738,4516,1003,28463,2397,4645,null,null,2290,null,null,1066,null,null,893,null,null,728,null,null,1966,null,null,3066,null,null,1948,null,null,1738,null,null,1003,null,null,2397,null,null,55
10139,2392,3951,1182,1697,721,958,577,739,351,2254,780,6188,1392,2732,888,1802,688,930,458,3456,1097,2392,null,null,1182,null,null,721,null,null,577,null,null,351,null,null,780,null,null,1392,null,null,888,null,null,688,null,null,458,null,null,1097,null,null,56
96568,5605,34641,2599,14658,1799,6048,1279,8610,1485,19983,2326,61927,3793,24435,2414,13442,1693,10993,1606,37492,3160,5605,null,null,2599,null,null,1799,null,null,1279,null,null,1485,null,null,2326,null,null,3793,null,null,2414,null,null,1693,null,null,1606,null,null,3160,null,null,72
118640,6024,41032,3328,22471,2345,12833,1931,9638,1489,18561,2141,77608,4211,37419,2874,25653,2834,11766,1275,40189,3499,6024,null,null,3328,null,null,2345,null,null,1931,null,null,1489,null,null,2141,null,null,4211,null,null,2874,null,null,2834,null,null,1275,null,null,3499,null,null,01
16460,2221,6872,1305,2935,843,1615,751,1320,381,3937,1165,9588,1273,3939,742,2271,567,1668,492,5649,1087,2221,null,null,1305,null,null,843,null,null,751,null,null,381,null,null,1165,null,null,1273,null,null,742,null,null,567,null,null,492,null,null,1087,null,null,02
183388,9606,68037,4450,29017,2985,16211,2246,12806,2080,39020,2908,115351,6230,44853,4188,28228,3054,16625,2144,70498,4028,9606,null,null,4450,null,null,2985,null,null,2246,null,null,2080,null,null,2908,null,null,6230,null,null,4188,null,null,3054,null,null,2144,null,null,4028,null,null,04
77179,4993,28931,2641,15876,1932,9272,1639,6604,1158,13055,1873,48248,3068,26650,2229,17897,1899,8753,1266,21598,2175,4993,null,null,2641,null,null,1932,null,null,1639,null,null,1158,null,null,1873,null,null,3068,null,null,2229,null,null,1899,null,null,1266,null,null,2175,null,null,05
1151350,20984,439133,11465,95927,5082,50061,3770,45866,2994,343206,10135,712217,12550,153299,6915,87764,5364,65535,3995,558918,10821,20984,null,null,11465,null,null,5082,null,null,3770,null,null,2994,null,null,10135,null,null,12550,null,null,6915,null,null,5364,null,null,3995,null,null,10821,null,null,06
102873,6500,39044,3266,14367,1728,7624,1187,6743,1310,24677,2907,63829,4123,21542,1936,13655,1800,7887,1222,42287,3235,6500,null,null,3266,null,null,1728,null,null,1187,null,null,1310,null,null,2907,null,null,4123,null,null,1936,null,null,1800,null,null,1222,null,null,3235,null,null,08
58683,4331,18871,1821,4572,1165,2480,889,2092,608,14299,1587,39812,3230,11472,1919,7694,1652,3778,955,28340,2621,4331,null,null,1821,null,null,1165,null,null,889,null,null,608,null,null,1587,null,null,3230,null,null,1919,null,null,1652,null,null,955,null,null,2621,null,null,09
21940,3196,8486,1986,2571,949,1109,559,1462,735,5915,1692,13454,1814,4612,1155,2874,832,1738,807,8842,1356,3196,null,null,1986,null,null,949,null,null,559,null,null,735,null,null,1692,null,null,1814,null,null,1155,null,null,832,null,null,807,null,null,1356,null,null,10
9489,1524,1983,740,316,223,120,140,196,171,1667,674,7506,1111,2038,838,1007,493,1031,564,5468,1085,1524,null,null,740,null,null,223,null,null,140,null,null,171,null,null,674,null,null,1111,null,null,838,null,null,493,null,null,564,null,null,1085,null,null,11
