B19301_001E,B19301_001M,B19301_001M,B19301_001EA,B19301_001MA,state
28621,196,196,null,null,12
28183,279,279,null,null,13
32634,478,478,null,null,15
25678,644,644,null,null,16
32849,226,226,null,null,17
27464,247,247,null,null,18
30047,380,380,null,null,19
28950,338,338,null,null,20
26046,323,323,null,null,21
25664,351,351,null,null,22
29604,536,536,null,null,23
38662,328,328,null,null,24
39771,315,315,null,null,25
29128,183,183,null,null,26
34515,297,297,null,null,27
22694,384,384,null,null,28
28406,306,306,null,null,29
28933,749,749,null,null,30
29910,389,389,null,null,31
28117,399,399,null,null,32
36320,687,687,null,null,33
38911,293,293,null,null,34
25146,479,479,null,null,35
35534,214,214,null,null,36
28156,285,285,null,null,37
33339,970,970,null,null,38
29164,233,233,null,null,39
25880,271,271,null,null,40
30822,297,297,null,null,41
31272,168,168,null,null,42
33008,807,807,null,null,44
27016,351,351,null,null,45
28585,808,808,null,null,46
27087,283,283,null,null,47
28714,144,144,null,null,48
26993,391,391,null,null,49
31836,740,740,null,null,50
36206,295,295,null,null,51
35284,366,366,null,null,53
24769,486,486,null,null,54
30902,276,276,null,null,55
30042,845,845,null,null,56
11952,248,248,null,null,72
25810,318,318,null,null,01
34187,844,844,null,null,02
27997,288,288,null,null,04
24264,375,375,null,null,05
33389,138,138,null,null,06
34542,325,325,null,null,08
41087,491,491,null,null,09
31712,745,745,null,null,10
50567,1813,1813,null,null,11
