B20017_001E,B20017_001M,B20017_002E,B20017_002M,B20017_003E,B20017_003M,B20017_004E,B20017_004M,B20017_005E,B20017_005M,B20017_006E,B20017_006M,B20017_007E,B20017_007M,B20017_001M,B20017_001EA,B20017_001MA,B20017_002M,B20017_002EA,B20017_002MA,B20017_003M,B20017_003EA,B20017_003MA,B20017_004M,B20017_004EA,B20017_004MA,B20017_005M,B20017_005EA,B20017_005MA,B20017_006M,B20017_006EA,B20017_006MA,B20017_007M,B20017_007EA,B20017_007MA,state
29550,349,31908,164,41586,196,11945,165,25833,193,36112,216,11531,126,349,null,null,164,null,null,196,null,null,165,null,null,193,null,null,216,null,null,126,null,null,12
31026,174,35959,369,46712,407,10859,319,26367,298,38278,821,10055,209,174,null,null,369,null,null,407,null,null,319,null,null,298,null,null,821,null,null,209,null,null,13
35514,493,40083,989,49373,1513,13410,1753,31091,461,41224,485,12993,904,493,null,null,989,null,null,1513,null,null,1753,null,null,461,null,null,485,null,null,904,null,null,15
26998,446,32816,1738,45305,1544,9576,705,21225,522,34403,1561,9943,562,446,null,null,1738,null,null,1544,null,null,705,null,null,522,null,null,1561,null,null,562,null,null,16
34774,493,41196,209,53111,1036,11938,182,28818,512,42108,219,11272,151,493,null,null,209,null,null,1036,null,null,182,null,null,512,null,null,219,null,null,151,null,null,17
30906,153,37361,377,49157,986,10674,259,25013,313,36440,309,10139,191,153,null,null,377,null,null,986,null,null,259,null,null,313,null,null,309,null,null,191,null,null,18
31717,267,38078,851,49385,984,9876,553,26153,425,37791,779,10094,311,267,null,null,851,null,null,984,null,null,553,null,null,425,null,null,779,null,null,311,null,null,19
31098,265,36936,495,47891,884,10121,500,25501,375,37091,446,9753,457,265,null,null,495,null,null,884,null,null,500,null,null,375,null,null,446,null,null,457,null,null,20
30070,270,35309,402,45521,579,10400,315,24405,622,36259,495,9369,245,270,null,null,402,null,null,579,null,null,315,null,null,622,null,null,495,null,null,245,null,null,21
30261,266,38063,1432,50031,695,11749,357,23485,642,34793,1001,10135,243,266,null,null,1432,null,null,695,null,null,357,null,null,642,null,null,1001,null,null,243,null,null,22
30594,406,35747,726,47890,1523,10947,532,26046,525,40240,657,11299,453,406,null,null,726,null,null,1523,null,null,532,null,null,525,null,null,657,null,null,453,null,null,23
41235,211,47434,703,61321,424,12078,329,36379,403,51247,407,11868,203,211,null,null,703,null,null,424,null,null,329,null,null,403,null,null,407,null,null,203,null,null,24
40557,221,47506,732,62868,1313,12732,654,33407,849,51666,365,12666,386,221,null,null,732,null,null,1313,null,null,654,null,null,849,null,null,365,null,null,386,null,null,25
30456,126,36512,257,50869,232,10664,180,24611,317,39825,540,10497,157,126,null,null,257,null,null,232,null,null,180,null,null,317,null,null,540,null,null,157,null,null,26
36219,251,41616,270,53200,946,11777,260,30787,235,44132,836,12148,217,251,null,null,270,null,null,946,null,null,260,null,null,235,null,null,836,null,null,217,null,null,27
27427,615,32514,1174,42146,566,10512,454,22421,480,31757,373,8933,416,615,null,null,1174,null,null,566,null,null,454,null,null,480,null,null,373,null,null,416,null,null,28
30800,182,36375,324,46543,444,10600,242,25766,280,36514,330,10060,213,182,null,null,324,null,null,444,null,null,242,null,null,280,null,null,330,null,null,213,null,null,29
27162,707,32486,1746,46545,896,10679,504,22375,535,34028,1781,10813,404,707,null,null,1746,null,null,896,null,null,504,null,null,535,null,null,1781,null,null,404,null,null,30
31448,229,37517,869,47352,658,9771,484,26448,417,36699,459,10109,393,229,null,null,869,null,null,658,null,null,484,null,null,417,null,null,459,null,null,393,null,null,31
31132,263,35119,726,45326,895,14529,1191,27294,406,36681,415,12263,444,263,null,null,726,null,null,895,null,null,1191,null,null,406,null,null,415,null,null,444,null,null,32
36144,490,41648,585,53581,2332,11395,740,30883,464,44550,1957,12063,512,490,null,null,585,null,null,2332,null,null,740,null,null,464,null,null,1957,null,null,512,null,null,33
40881,243,49101,1061,62311,460,13324,584,32614,719,50574,349,12706,407,243,null,null,1061,null,null,460,null,null,584,null,null,719,null,null,349,null,null,407,null,null,34
26949,547,31443,584,42297,1043,10404,441,22668,841,34668,1364,10151,333,547,null,null,584,null,null,1043,null,null,441,null,null,841,null,null,1364,null,null,333,null,null,35
36263,175,41130,204,53124,797,12335,126,31539,189,47358,397,11876,116,175,null,null,204,null,null,797,null,null,126,null,null,189,null,null,397,null,null,116,null,null,36
30552,168,35022,562,45180,513,10689,239,26099,229,36987,272,10486,196,168,null,null,562,null,null,513,null,null,239,null,null,229,null,null,272,null,null,196,null,null,37
35039,1167,41897,841,51789,781,11706,717,27452,1177,38407,1223,11976,602,1167,null,null,841,null,null,781,null,null,717,null,null,1177,null,null,1223,null,null,602,null,null,38
31289,146,37345,237,50227,181,10291,197,25921,251,38750,482,10209,142,146,null,null,237,null,null,181,null,null,197,null,null,251,null,null,482,null,null,142,null,null,39
30262,182,35891,371,46027,487,10955,305,24542,450,33972,612,9453,374,182,null,null,371,null,null,487,null,null,305,null,null,450,null,null,612,null,null,374,null,null,40
30897,230,36271,532,50676,375,12047,294,25768,419,40193,544,11296,263,230,null,null,532,null,null,375,null,null,294,null,null,419,null,null,544,null,null,263,null,null,41
32465,233,40443,195,51780,217,10840,179,27415,255,41047,206,10119,141,233,null,null,195,null,null,217,null,null,179,null,null,255,null,null,206,null,null,141,null,null,42
