B19001G_001E,B19001G_001M,B19001G_002E,B19001G_002M,B19001G_003E,B19001G_003M,B19001G_004E,B19001G_004M,B19001G_005E,B19001G_005M,B19001G_006E,B19001G_006M,B19001G_007E,B19001G_007M,B19001G_008E,B19001G_008M,B19001G_009E,B19001G_009M,B19001G_010E,B19001G_010M,B19001G_011E,B19001G_011M,B19001G_012E,B19001G_012M,B19001G_013E,B19001G_013M,B19001G_014E,B19001G_014M,B19001G_015E,B19001G_015M,B19001G_016E,B19001G_016M,B19001G_017E,B19001G_017M,B19001G_001M,B19001G_001EA,B19001G_001MA,B19001G_002M,B19001G_002EA,B19001G_002MA,B19001G_003M,B19001G_003EA,B19001G_003MA,B19001G_004M,B19001G_004EA,B19001G_004MA,B19001G_005M,B19001G_005EA,B19001G_005MA,B19001G_006M,B19001G_006EA,B19001G_006MA,B19001G_007M,B19001G_007EA,B19001G_007MA,B19001G_008M,B19001G_008EA,B19001G_008MA,B19001G_009M,B19001G_009EA,B19001G_009MA,B19001G_010M,B19001G_010EA,B19001G_010MA,B19001G_011M,B19001G_011EA,B19001G_011MA,B19001G_012M,B19001G_012EA,B19001G_012MA,B19001G_013M,B19001G_013EA,B19001G_013MA,B19001G_014M,B19001G_014EA,B19001G_014MA,B19001G_015M,B19001G_015EA,B19001G_015MA,B19001G_016M,B19001G_016EA,B19001G_016MA,B19001G_017M,B19001G_017EA,B19001G_017MA,state
7440,1163,1078,468,376,219,1062,648,440,323,532,381,240,235,606,387,77,75,153,214,472,336,306,223,914,497,484,364,128,140,97,160,475,344,1163,null,null,468,null,null,219,null,null,648,null,null,323,null,null,381,null,null,235,null,null,387,null,null,75,null,null,214,null,null,336,null,null,223,null,null,497,null,null,364,null,null,140,null,null,160,null,null,344,null,null,23
42673,3433,3096,906,1344,665,982,514,1321,507,1130,526,1553,633,2086,869,1442,578,1154,526,4001,965,4090,1015,5381,1175,3807,1030,2890,830,4032,1002,4364,1121,3433,null,null,906,null,null,665,null,null,514,null,null,507,null,null,526,null,null,633,null,null,869,null,null,578,null,null,526,null,null,965,null,null,1015,null,null,1175,null,null,1030,null,null,830,null,null,1002,null,null,1121,null,null,24
47902,4086,3339,1072,1491,561,3057,1107,2710,848,2047,702,2343,778,1871,669,974,451,1469,572,3812,1085,4348,1141,6535,1387,4269,889,2742,849,4277,1099,2618,755,4086,null,null,1072,null,null,561,null,null,1107,null,null,848,null,null,702,null,null,778,null,null,669,null,null,451,null,null,572,null,null,1085,null,null,1141,null,null,1387,null,null,889,null,null,849,null,null,1099,null,null,755,null,null,25
73615,3838,6547,1240,5626,1162,4013,1088,4933,1043,4218,971,4206,947,4033,981,3628,936,2958,700,6330,1146,6790,1304,9191,1533,4241,962,2263,669,2508,875,2130,734,3838,null,null,1240,null,null,1162,null,null,1088,null,null,1043,null,null,971,null,null,947,null,null,981,null,null,936,null,null,700,null,null,1146,null,null,1304,null,null,1533,null,null,962,null,null,669,null,null,875,null,null,734,null,null,26
30369,2529,1762,533,2022,757,1495,664,1602,669,1108,460,1539,531,728,407,1161,548,1447,477,2643,843,3106,768,3714,827,2826,785,1857,613,2058,659,1301,412,2529,null,null,533,null,null,757,null,null,664,null,null,669,null,null,460,null,null,531,null,null,407,null,null,548,null,null,477,null,null,843,null,null,768,null,null,827,null,null,785,null,null,613,null,null,659,null,null,412,null,null,27
7108,1594,751,446,549,411,509,322,476,290,474,330,461,338,711,505,451,305,314,243,490,394,888,543,618,369,213,235,0,213,121,122,82,141,1594,null,null,446,null,null,411,null,null,322,null,null,290,null,null,330,null,null,338,null,null,505,null,null,305,null,null,243,null,null,394,null,null,543,null,null,369,null,null,235,null,null,213,null,null,122,null,null,141,null,null,28
34278,2999,3158,896,2440,1012,2024,620,2712,827,2584,863,2420,834,1978,761,1958,754,1747,688,2579,731,2405,731,3395,948,1711,565,674,396,1582,676,911,435,2999,null,null,896,null,null,1012,null,null,620,null,null,827,null,null,863,null,null,834,null,null,761,null,null,754,null,null,688,null,null,731,null,null,731,null,null,948,null,null,565,null,null,396,null,null,676,null,null,435,null,null,29
9077,1756,1189,603,502,312,602,415,618,510,625,535,328,241,1139,572,449,265,524,351,878,408,576,267,682,360,276,158,273,237,344,351,72,151,1756,null,null,603,null,null,312,null,null,415,null,null,510,null,null,535,null,null,241,null,null,572,null,null,265,null,null,351,null,null,408,null,null,267,null,null,360,null,null,158,null,null,237,null,null,351,null,null,151,null,null,30
8979,1249,999,396,643,493,157,151,1022,625,463,319,549,331,513,339,400,290,228,180,489,284,934,405,1300,496,561,338,306,195,136,124,279,246,1249,null,null,396,null,null,493,null,null,151,null,null,625,null,null,319,null,null,331,null,null,339,null,null,290,null,null,180,null,null,284,null,null,405,null,null,496,null,null,338,null,null,195,null,null,124,null,null,246,null,null,31
31659,2558,2372,732,1200,472,689,339,1594,559,1972,731,1998,733,1529,683,1387,538,1648,644,2444,690,3612,989,4925,1107,2863,714,1222,460,1106,368,1098,485,2558,null,null,732,null,null,472,null,null,339,null,null,559,null,null,731,null,null,733,null,null,683,null,null,538,null,null,644,null,null,690,null,null,989,null,null,1107,null,null,714,null,null,460,null,null,368,null,null,485,null,null,32
7270,1286,1016,698,68,103,405,400,176,193,693,493,714,556,430,464,336,302,567,412,190,156,573,448,987,465,204,196,247,214,467,379,197,165,1286,null,null,698,null,null,103,null,null,400,null,null,193,null,null,493,null,null,556,null,null,464,null,null,302,null,null,412,null,null,156,null,null,448,null,null,465,null,null,196,null,null,214,null,null,379,null,null,165,null,null,33
52673,3655,3570,960,2027,694,3598,1186,1888,646,2986,1219,1937,643,1441,596,2843,1125,1670,693,3686,984,4626,1075,6242,1195,4261,930,2449,611,4862,1145,4587,919,3655,null,null,960,null,null,694,null,null,1186,null,null,646,null,null,1219,null,null,643,null,null,596,null,null,1125,null,null,693,null,null,984,null,null,1075,null,null,1195,null,null,930,null,null,611,null,null,1145,null,null,919,null,null,34
17033,2405,1389,495,1043,467,992,514,1285,585,1015,527,427,252,434,313,558,411,815,537,1615,685,1864,554,2185,791,1134,610,406,260,1039,504,832,410,2405,null,null,495,null,null,467,null,null,514,null,null,585,null,null,527,null,null,252,null,null,313,null,null,411,null,null,537,null,null,685,null,null,554,null,null,791,null,null,610,null,null,260,null,null,504,null,null,410,null,null,35
145266,6836,15776,2189,8265,1464,7376,1623,7747,1546,6034,1277,7499,1497,5092,1115,6410,1440,4963,986,10584,1702,11032,1548,14733,1743,10675,1456,8022,1388,10234,1938,10824,1743,6836,null,null,2189,null,null,1464,null,null,1623,null,null,1546,null,null,1277,null,null,1497,null,null,1115,null,null,1440,null,null,986,null,null,1702,null,null,1548,null,null,1743,null,null,1456,null,null,1388,null,null,1938,null,null,1743,null,null,36
58430,4204,5087,1035,4558,1070,2847,869,3204,1038,4115,1199,3538,1002,3253,937,2848,961,2434,741,3921,1058,5609,1341,6962,1359,3793,1069,2761,989,1858,579,1642,576,4204,null,null,1035,null,null,1070,null,null,869,null,null,1038,null,null,1199,null,null,1002,null,null,937,null,null,961,null,null,741,null,null,1058,null,null,1341,null,null,1359,null,null,1069,null,null,989,null,null,579,null,null,576,null,null,37
6607,1293,628,512,214,237,364,302,351,270,256,223,617,572,795,588,233,278,227,208,492,339,710,402,231,183,379,327,500,442,376,442,234,237,1293,null,null,512,null,null,237,null,null,302,null,null,270,null,null,223,null,null,572,null,null,588,null,null,278,null,null,208,null,null,339,null,null,402,null,null,183,null,null,327,null,null,442,null,null,442,null,null,237,null,null,38
70181,4263,10106,1698,6847,1499,4060,896,4616,1226,4874,1172,2934,755,3925,1077,3228,832,2895,1051,5322,1230,5547,1057,6867,1618,3160,887,1597,695,1872,663,2331,688,4263,null,null,1698,null,null,1499,null,null,896,null,null,1226,null,null,1172,null,null,755,null,null,1077,null,null,832,null,null,1051,null,null,1230,null,null,1057,null,null,1618,null,null,887,null,null,695,null,null,663,null,null,688,null,null,39
83857,3418,8444,1215,5744,920,6053,1103,4335,815,4666,652,4924,923,4075,671,3885,859,3475,710,7915,1319,8357,1106,10046,1264,5483,915,2538,573,1997,616,1920,551,3418,null,null,1215,null,null,920,null,null,1103,null,null,815,null,null,652,null,null,923,null,null,671,null,null,859,null,null,710,null,null,1319,null,null,1106,null,null,1264,null,null,915,null,null,573,null,null,616,null,null,551,null,null,40
54202,3624,4695,1288,2634,965,2735,924,4395,1226,3211,978,2027,623,2342,945,2436,880,2464,882,5139,1314,5132,1262,5461,1223,3958,1036,3555,998,2237,708,1781,650,3624,null,null,1288,null,null,965,null,null,924,null,null,1226,null,null,978,null,null,623,null,null,945,null,null,880,null,null,882,null,null,1314,null,null,1262,null,null,1223,null,null,1036,null,null,998,null,null,708,null,null,650,null,null,41
67414,4429,7122,1391,4103,1081,4903,1368,4835,1086,3560,1011,3333,861,2558,847,2976,802,2609,862,6564,1196,6422,1129,6715,1207,4602,1094,2043,627,3041,804,2028,652,4429,null,null,1391,null,null,1081,null,null,1368,null,null,1086,null,null,1011,null,null,861,null,null,847,null,null,802,null,null,862,null,null,1196,null,null,1129,null,null,1207,null,null,1094,null,null,627,null,null,804,null,null,652,null,null,42
7122,1425,1115,725,790,513,243,192,515,413,580,509,334,232,415,365,305,256,303,285,234,206,591,324,308,228,474,288,434,368,264,210,217,187,1425,null,null,725,null,null,513,null,null,192,null,null,413,null,null,509,null,null,232,null,null,365,null,null,256,null,null,285,null,null,206,null,null,324,null,null,228,null,null,288,null,null,368,null,null,210,null,null,187,null,null,44
19717,2342,2510,841,1514,699,868,552,830,455,605,353,962,628,912,531,1054,557,1337,615,2054,838,2034,676,2448,827,1108,560,548,311,707,416,226,173,2342,null,null,841,null,null,699,null,null,552,null,null,455,null,null,353,null,null,628,null,null,531,null,null,557,null,null,615,null,null,838,null,null,676,null,null,827,null,null,560,null,null,311,null,null,416,null,null,173,null,null,45
4180,1061,828,559,487,399,267,236,219,172,82,93,202,170,194,215,93,100,241,173,449,272,321,245,557,525,135,95,74,103,31,50,0,157,1061,null,null,559,null,null,399,null,null,236,null,null,172,null,null,93,null,null,170,null,null,215,null,null,100,null,null,173,null,null,272,null,null,245,null,null,525,null,null,95,null,null,103,null,null,50,null,null,157,null,null,46
33558,2914,3971,1018,2734,924,2960,854,1729,692,2023,718,2273,950,1695,696,1566,620,826,390,3463,1054,2843,817,3203,836,1542,646,1070,448,786,421,874,419,2914,null,null,1018,null,null,924,null,null,854,null,null,692,null,null,718,null,null,950,null,null,696,null,null,620,null,null,390,null,null,1054,null,null,817,null,null,836,null,null,646,null,null,448,null,null,421,null,null,419,null,null,47
176217,7266,13719,2344,8851,1428,7087,1656,9173,1527,8849,1884,8291,1346,7561,1460,8378,1364,7503,1298,16738,2286,19043,2258,18233,2135,14721,2149,7634,1401,10144,1618,10292,1695,7266,null,null,2344,null,null,1428,null,null,1656,null,null,1527,null,null,1884,null,null,1346,null,null,1460,null,null,1364,null,null,1298,null,null,2286,null,null,2258,null,null,2135,null,null,2149,null,null,1401,null,null,1618,null,null,1695,null,null,48
16870,2009,1073,540,1186,645,532,344,637,345,456,316,972,622,492,394,900,483,689,382,1788,784,2177,779,2268,719,1199,554,730,330,1057,553,714,362,2009,null,null,540,null,null,645,null,null,344,null,null,345,null,null,316,null,null,622,null,null,394,null,null,483,null,null,382,null,null,784,null,null,779,null,null,719,null,null,554,null,null,330,null,null,553,null,null,362,null,null,49
3312,789,687,421,326,185,641,516,132,133,69,70,163,143,51,82,106,106,24,48,267,218,243,160,244,179,69,69,38,52,93,150,159,182,789,null,null,421,null,null,185,null,null,516,null,null,133,null,null,70,null,null,143,null,null,82,null,null,106,null,null,48,null,null,218,null,null,160,null,null,179,null,null,69,null,null,52,null,null,150,null,null,182,null,null,50
68193,4023,4710,1106,2409,804,3160,982,3896,1427,2854,1028,2342,731,2743,858,2721,920,2770,1047,4599,1227,6930,1330,8309,1404,6727,1390,4042,1012,4915,1082,5066,1124,4023,null,null,1106,null,null,804,null,null,982,null,null,1427,null,null,1028,null,null,731,null,null,858,null,null,920,null,null,1047,null,null,1227,null,null,1330,null,null,1404,null,null,1390,null,null,1012,null,null,1082,null,null,1124,null,null,51
99218,4566,6878,1535,5319,1158,4355,1100,5464,1525,4441,1424,4999,1230,3500,975,4680,974,5061,1100,7523,1217,9927,1640,13536,1751,8634,1602,5047,1119,5099,1055,4755,1015,4566,null,null,1535,null,null,1158,null,null,1100,null,null,1525,null,null,1424,null,null,1230,null,null,975,null,null,974,null,null,1100,null,null,1217,null,null,1640,null,null,1751,null,null,1602,null,null,1119,null,null,1055,null,null,1015,null,null,53
6814,1340,1457,698,624,477,322,247,236,214,166,190,610,391,296,259,408,329,211,151,473,253,834,419,519,342,300,219,77,98,180,198,101,129,1340,null,null,698,null,null,477,null,null,247,null,null,214,null,null,190,null,null,391,null,null,259,null,null,329,null,null,151,null,null,253,null,null,419,null,null,342,null,null,219,null,null,98,null,null,198,null,null,129,null,null,54
27356,2257,1954,589,1519,605,2208,754,1642,473,1646,609,2675,685,978,409,998,503,579,313,2376,792,3033,781,3319,793,1795,688,827,341,1014,451,793,372,2257,null,null,589,null,null,605,null,null,754,null,null,473,null,null,609,null,null,685,null,null,409,null,null,503,null,null,313,null,null,792,null,null,781,null,null,793,null,null,688,null,null,341,null,null,451,null,null,372,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
49739,3093,13919,1903,5793,1229,5005,996,3969,1036,2806,844,2853,913,3469,972,1556,622,1785,758,2087,694,2178,662,2422,925,441,351,558,327,719,441,179,223,3093,null,null,1903,null,null,1229,null,null,996,null,null,1036,null,null,844,null,null,913,null,null,972,null,null,622,null,null,758,null,null,694,null,null,662,null,null,925,null,null,351,null,null,327,null,null,441,null,null,223,null,null,72
21201,2198,2143,614,1656,771,1520,575,1113,453,738,474,1463,630,1504,583,474,342,650,378,1495,569,1695,647,2704,696,1425,524,780,407,1368,615,473,345,2198,null,null,614,null,null,771,null,null,575,null,null,453,null,null,474,null,null,630,null,null,583,null,null,342,null,null,378,null,null,569,null,null,647,null,null,696,null,null,524,null,null,407,null,null,615,null,null,345,null,null,01
13072,1589,465,277,344,250,252,172,545,373,662,393,376,241,451,382,378,305,1010,621,1529,599,1651,623,1436,510,1087,498,845,402,1594,586,447,266,1589,null,null,277,null,null,250,null,null,172,null,null,373,null,null,393,null,null,241,null,null,382,null,null,305,null,null,621,null,null,599,null,null,623,null,null,510,null,null,498,null,null,402,null,null,586,null,null,266,null,null,02
57337,4091,4701,1134,4493,1030,2636,866,3683,979,3127,1001,3400,805,3237,1034,1672,561,1086,347,5572,1345,6409,1332,6414,1235,3687,993,2539,636,2101,751,2580,708,4091,null,null,1134,null,null,1030,null,null,866,null,null,979,null,null,1001,null,null,805,null,null,1034,null,null,561,null,null,347,null,null,1345,null,null,1332,null,null,1235,null,null,993,null,null,636,null,null,751,null,null,708,null,null,04
20377,2340,1926,815,1750,702,1560,688,1586,722,1201,477,1845,706,931,502,999,773,1413,542,1640,603,1748,607,1640,610,1542,636,152,196,366,234,78,78,2340,null,null,815,null,null,702,null,null,688,null,null,722,null,null,477,null,null,706,null,null,502,null,null,773,null,null,542,null,null,603,null,null,607,null,null,610,null,null,636,null,null,196,null,null,234,null,null,78,null,null,05
429861,9383,25435,2449,21518,2246,16210,2096,17033,2203,17490,2286,17396,2001,17711,2154,16765,2037,13408,1851,28855,2595,37964,3117,56369,4987,40795,2789,28641,2628,33950,2954,40321,3052,9383,null,null,2449,null,null,2246,null,null,2096,null,null,2203,null,null,2286,null,null,2001,null,null,2154,null,null,2037,null,null,1851,null,null,2595,null,null,3117,null,null,4987,null,null,2789,null,null,2628,null,null,2954,null,null,3052,null,null,06
45950,3191,4912,1218,2343,747,1514,682,2075,652,1380,618,1971,803,2070,809,2273,795,992,364,3966,979,4966,1151,6356,1244,3775,867,2391,863,2637,761,2329,752,3191,null,null,1218,null,null,747,null,null,682,null,null,652,null,null,618,null,null,803,null,null,809,null,null,795,null,null,364,null,null,979,null,null,1151,null,null,1244,null,null,867,null,null,863,null,null,761,null,null,752,null,null,08
25942,2761,2244,856,1065,456,2143,868,1273,615,1151,721,924,480,783,510,1233,726,778,496,2131,858,2158,680,3754,1114,2621,866,1131,571,1490,699,1063,438,2761,null,null,856,null,null,456,null,null,868,null,null,615,null,null,721,null,null,480,null,null,510,null,null,726,null,null,496,null,null,858,null,null,680,null,null,1114,null,null,866,null,null,571,null,null,699,null,null,438,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
6578,1162,537,323,444,312,218,209,85,103,156,184,0,203,118,138,242,202,161,172,123,147,868,468,771,420,908,422,248,190,1024,448,675,349,1162,null,null,323,null,null,312,null,null,209,null,null,103,null,null,184,null,null,203,null,null,138,null,null,202,null,null,172,null,null,147,null,null,468,null,null,420,null,null,422,null,null,190,null,null,448,null,null,349,null,null,11
