C18102_001E,C18102_001M,C18102_002E,C18102_002M,C18102_003E,C18102_003M,C18102_004E,C18102_004M,C18102_005E,C18102_005M,C18102_006E,C18102_006M,C18102_007E,C18102_007M,C18102_008E,C18102_008M,C18102_009E,C18102_009M,C18102_010E,C18102_010M,C18102_011E,C18102_011M,C18102_012E,C18102_012M,C18102_013E,C18102_013M,C18102_014E,C18102_014M,C18102_015E,C18102_015M,C18102_016E,C18102_016M,C18102_017E,C18102_017M,C18102_018E,C18102_018M,C18102_019E,C18102_019M,C18102_020E,C18102_020M,C18102_021E,C18102_021M,C18102_001M,C18102_001EA,C18102_001MA,C18102_002M,C18102_002EA,C18102_002MA,C18102_003M,C18102_003EA,C18102_003MA,C18102_004M,C18102_004EA,C18102_004MA,C18102_005M,C18102_005EA,C18102_005MA,C18102_006M,C18102_006EA,C18102_006MA,C18102_007M,C18102_007EA,C18102_007MA,C18102_008M,C18102_008EA,C18102_008MA,C18102_009M,C18102_009EA,C18102_009MA,C18102_010M,C18102_010EA,C18102_010MA,C18102_011M,C18102_011EA,C18102_011MA,C18102_012M,C18102_012EA,C18102_012MA,C18102_013M,C18102_013EA,C18102_013MA,C18102_014M,C18102_014EA,C18102_014MA,C18102_015M,C18102_015EA,C18102_015MA,C18102_016M,C18102_016EA,C18102_016MA,C18102_017M,C18102_017EA,C18102_017MA,C18102_018M,C18102_018EA,C18102_018MA,C18102_019M,C18102_019EA,C18102_019MA,C18102_020M,C18102_020EA,C18102_020MA,C18102_021M,C18102_021EA,C18102_021MA,state
20294479,4316,9829594,8614,2112080,5936,11844,2129,2100236,6588,5904200,6573,124948,6984,5779252,11196,1813314,2918,306852,8453,1506462,8888,10464885,7394,2024265,6201,9617,1949,2014648,6570,6233188,6388,92846,5992,6140342,9363,2207432,3525,233963,7339,1973469,8240,4316,null,null,8614,null,null,5936,null,null,2129,null,null,6588,null,null,6573,null,null,6984,null,null,11196,null,null,2918,null,null,8453,null,null,8888,null,null,7394,null,null,6201,null,null,1949,null,null,6570,null,null,6388,null,null,5992,null,null,9363,null,null,3525,null,null,7339,null,null,8240,null,null,12
10120788,3683,4866326,9202,1278525,6524,8330,2236,1270195,7222,3007980,5944,79970,5059,2928010,6771,579821,2820,103553,4945,476268,5206,5254462,8566,1227801,6266,7648,1608,1220153,6419,3276179,5335,51659,4982,3224520,7124,750482,3112,85783,3812,664699,5212,3683,null,null,9202,null,null,6524,null,null,2236,null,null,7222,null,null,5944,null,null,5059,null,null,6771,null,null,2820,null,null,4945,null,null,5206,null,null,8566,null,null,6266,null,null,1608,null,null,6419,null,null,5335,null,null,4982,null,null,7124,null,null,3112,null,null,3812,null,null,5212,null,null,13
1378730,2525,677111,2948,158446,1679,1104,629,157342,1835,410306,2522,9233,1881,401073,3008,108359,748,19586,1790,88773,2027,701619,2294,149115,1601,525,352,148590,1679,422129,1392,5021,1223,417108,1749,130375,608,15000,1942,115375,2016,2525,null,null,2948,null,null,1679,null,null,629,null,null,1835,null,null,2522,null,null,1881,null,null,3008,null,null,748,null,null,1790,null,null,2027,null,null,2294,null,null,1601,null,null,352,null,null,1679,null,null,1392,null,null,1223,null,null,1749,null,null,608,null,null,1942,null,null,2016,null,null,15
1662867,795,826763,2862,224061,2267,1045,519,223016,2276,483518,2283,18806,2001,464712,2860,119184,1381,29468,1830,89716,2060,836104,2843,211569,2313,426,256,211143,2345,491285,2261,10094,2118,481191,3147,133250,1310,17736,1797,115514,2302,795,null,null,2862,null,null,2267,null,null,519,null,null,2276,null,null,2283,null,null,2001,null,null,2860,null,null,1381,null,null,1830,null,null,2060,null,null,2843,null,null,2313,null,null,256,null,null,2345,null,null,2261,null,null,2118,null,null,3147,null,null,1310,null,null,1797,null,null,2302,null,null,16
12620388,1326,6168002,5264,1490060,3503,8121,1578,1481939,3749,3887432,3538,74856,3827,3812576,5101,790510,2369,127175,3951,663335,4300,6452386,5163,1429803,3510,7203,1444,1422600,3717,4005183,3752,47555,3062,3957628,4410,1017400,3138,110940,4682,906460,5028,1326,null,null,5264,null,null,3503,null,null,1578,null,null,3749,null,null,3538,null,null,3827,null,null,5101,null,null,2369,null,null,3951,null,null,4300,null,null,5163,null,null,3510,null,null,1444,null,null,3717,null,null,3752,null,null,3062,null,null,4410,null,null,3138,null,null,4682,null,null,5028,null,null,17
6534914,919,3204187,6049,806805,4437,5021,1225,801784,4553,1973871,3957,60582,3890,1913289,5351,423511,2113,87845,3167,335666,3915,3330727,6017,767120,4715,3507,1021,763613,4866,2029840,3460,35093,2920,1994747,4684,533767,2085,65653,3283,468114,3946,919,null,null,6049,null,null,4437,null,null,1225,null,null,4553,null,null,3957,null,null,3890,null,null,5351,null,null,2113,null,null,3167,null,null,3915,null,null,6017,null,null,4715,null,null,1021,null,null,4866,null,null,3460,null,null,2920,null,null,4684,null,null,2085,null,null,3283,null,null,3946,null,null,18
3091437,506,1532095,3125,372234,2393,3144,939,369090,2643,939004,2421,24483,2135,914521,3243,220857,1607,42811,2220,178046,2276,1559342,3175,352763,2382,1850,639,350913,2435,936201,2356,13452,1719,922749,2821,270378,1619,27783,2241,242595,2528,506,null,null,3125,null,null,2393,null,null,939,null,null,2643,null,null,2421,null,null,2135,null,null,3243,null,null,1607,null,null,2220,null,null,2276,null,null,3175,null,null,2382,null,null,639,null,null,2435,null,null,2356,null,null,1719,null,null,2821,null,null,1619,null,null,2241,null,null,2528,null,null,19
2850862,1447,1408996,4885,366317,3766,3028,1130,363289,3749,853471,3148,25638,2109,827833,4090,189208,1418,40155,2361,149053,2686,1441866,4484,346785,3953,1685,588,345100,3897,864922,2852,15188,2030,849734,3679,230159,1527,26723,2213,203436,2324,1447,null,null,4885,null,null,3766,null,null,1130,null,null,3749,null,null,3148,null,null,2109,null,null,4090,null,null,1418,null,null,2361,null,null,2686,null,null,4484,null,null,3953,null,null,588,null,null,3897,null,null,2852,null,null,2030,null,null,3679,null,null,1527,null,null,2213,null,null,2324,null,null,20
4354380,1440,2121338,5132,516709,3262,4565,991,512144,3319,1309148,4210,52000,3241,1257148,5208,295481,1543,73460,3677,222021,3940,2233042,5104,493277,3423,2090,830,491187,3498,1369879,3380,35494,3206,1334385,4389,369886,1850,52104,3257,317782,3478,1440,null,null,5132,null,null,3262,null,null,991,null,null,3319,null,null,4210,null,null,3241,null,null,5208,null,null,1543,null,null,3677,null,null,3940,null,null,5104,null,null,3423,null,null,830,null,null,3498,null,null,3380,null,null,3206,null,null,4389,null,null,1850,null,null,3257,null,null,3478,null,null,21
4577182,1950,2208827,5319,571299,5483,5643,1545,565656,5526,1350764,3619,42671,3240,1308093,4473,286764,1890,61426,3654,225338,3894,2368355,5285,544158,4971,3182,1066,540976,5180,1456935,2875,28779,3101,1428156,4059,367262,1871,42325,2826,324937,3431,1950,null,null,5319,null,null,5483,null,null,1545,null,null,5526,null,null,3619,null,null,3240,null,null,4473,null,null,1890,null,null,3654,null,null,3894,null,null,5285,null,null,4971,null,null,1066,null,null,5180,null,null,2875,null,null,3101,null,null,4059,null,null,1871,null,null,2826,null,null,3431,null,null,22
1317148,565,642090,2185,130113,1256,792,374,129321,1335,398657,1800,12735,1436,385922,2282,113320,1060,24960,1948,88360,1995,675058,2128,124610,1461,305,208,124305,1479,414285,1419,9007,1652,405278,2176,136163,902,17208,1665,118955,1943,565,null,null,2185,null,null,1256,null,null,374,null,null,1335,null,null,1800,null,null,1436,null,null,2282,null,null,1060,null,null,1948,null,null,1995,null,null,2128,null,null,1461,null,null,208,null,null,1479,null,null,1419,null,null,1652,null,null,2176,null,null,902,null,null,1665,null,null,1943,null,null,23
5918535,2341,2848901,4423,688526,2246,2762,910,685764,2202,1789931,3399,32544,2933,1757387,4386,370444,1614,49963,2432,320481,2907,3069634,3792,656062,2248,3663,1112,652399,2652,1931835,2704,23881,2835,1907954,3841,481737,1405,43254,2789,438483,2916,2341,null,null,4423,null,null,2246,null,null,910,null,null,2202,null,null,3399,null,null,2933,null,null,4386,null,null,1614,null,null,2432,null,null,2907,null,null,3792,null,null,2248,null,null,1112,null,null,2652,null,null,2704,null,null,2835,null,null,3841,null,null,1405,null,null,2789,null,null,2916,null,null,24
6736017,1301,3260833,3131,701601,2194,3029,880,698572,2360,2107594,2249,38887,3451,2068707,4002,451638,1606,73607,3327,378031,3762,3475184,2953,673643,2258,4525,1211,669118,2639,2217108,2023,31944,3122,2185164,3710,584433,1733,68825,3877,515608,4164,1301,null,null,3131,null,null,2194,null,null,880,null,null,2360,null,null,2249,null,null,3451,null,null,4002,null,null,1606,null,null,3327,null,null,3762,null,null,2953,null,null,2258,null,null,1211,null,null,2639,null,null,2023,null,null,3122,null,null,3710,null,null,1733,null,null,3877,null,null,4164,null,null,25
