C27008_001E,C27008_001M,C27008_002E,C27008_002M,C27008_003E,C27008_003M,C27008_004E,C27008_004M,C27008_005E,C27008_005M,C27008_006E,C27008_006M,C27008_007E,C27008_007M,C27008_008E,C27008_008M,C27008_009E,C27008_009M,C27008_010E,C27008_010M,C27008_011E,C27008_011M,C27008_012E,C27008_012M,C27008_013E,C27008_013M,C27008_014E,C27008_014M,C27008_015E,C27008_015M,C27008_016E,C27008_016M,C27008_017E,C27008_017M,C27008_018E,C27008_018M,C27008_019E,C27008_019M,C27008_020E,C27008_020M,C27008_021E,C27008_021M,C27008_001M,C27008_001EA,C27008_001MA,C27008_002M,C27008_002EA,C27008_002MA,C27008_003M,C27008_003EA,C27008_003MA,C27008_004M,C27008_004EA,C27008_004MA,C27008_005M,C27008_005EA,C27008_005MA,C27008_006M,C27008_006EA,C27008_006MA,C27008_007M,C27008_007EA,C27008_007MA,C27008_008M,C27008_008EA,C27008_008MA,C27008_009M,C27008_009EA,C27008_009MA,C27008_010M,C27008_010EA,C27008_010MA,C27008_011M,C27008_011EA,C27008_011MA,C27008_012M,C27008_012EA,C27008_012MA,C27008_013M,C27008_013EA,C27008_013MA,C27008_014M,C27008_014EA,C27008_014MA,C27008_015M,C27008_015EA,C27008_015MA,C27008_016M,C27008_016EA,C27008_016MA,C27008_017M,C27008_017EA,C27008_017MA,C27008_018M,C27008_018EA,C27008_018MA,C27008_019M,C27008_019EA,C27008_019MA,C27008_020M,C27008_020EA,C27008_020MA,C27008_021M,C27008_021EA,C27008_021MA,state
20294479,4316,9829594,8614,2112080,5936,67059,5209,2045021,6959,5904200,6573,152682,6034,5751518,9069,1813314,2918,145284,4919,1668030,5801,10464885,7394,2024265,6201,58166,5451,1966099,7636,6233188,6388,159613,6072,6073575,8303,2207432,3525,133424,4605,2074008,5889,4316,null,null,8614,null,null,5936,null,null,5209,null,null,6959,null,null,6573,null,null,6034,null,null,9069,null,null,2918,null,null,4919,null,null,5801,null,null,7394,null,null,6201,null,null,5451,null,null,7636,null,null,6388,null,null,6072,null,null,8303,null,null,3525,null,null,4605,null,null,5889,null,null,12
10120788,3683,4866326,9202,1278525,6524,49713,4929,1228812,7901,3007980,5944,92998,5616,2914982,8384,579821,2820,53070,3536,526751,4262,5254462,8566,1227801,6266,48238,4581,1179563,6901,3276179,5335,113915,6164,3162264,7424,750482,3112,51837,3160,698645,4528,3683,null,null,9202,null,null,6524,null,null,4929,null,null,7901,null,null,5944,null,null,5616,null,null,8384,null,null,2820,null,null,3536,null,null,4262,null,null,8566,null,null,6266,null,null,4581,null,null,6901,null,null,5335,null,null,6164,null,null,7424,null,null,3112,null,null,3160,null,null,4528,null,null,13
1378730,2525,677111,2948,158446,1679,23394,2493,135052,2970,410306,2522,27232,2845,383074,3422,108359,748,10531,1213,97828,1411,701619,2294,149115,1601,20646,2252,128469,2762,422129,1392,33672,2448,388457,2677,130375,608,9992,1173,120383,1272,2525,null,null,2948,null,null,1679,null,null,2493,null,null,2970,null,null,2522,null,null,2845,null,null,3422,null,null,748,null,null,1213,null,null,1411,null,null,2294,null,null,1601,null,null,2252,null,null,2762,null,null,1392,null,null,2448,null,null,2677,null,null,608,null,null,1173,null,null,1272,null,null,15
1662867,795,826763,2862,224061,2267,6068,1248,217993,2862,483518,2283,10364,1663,473154,2833,119184,1381,11449,1292,107735,1919,836104,2843,211569,2313,5334,1423,206235,2552,491285,2261,10985,1820,480300,2824,133250,1310,8677,1123,124573,1734,795,null,null,2862,null,null,2267,null,null,1248,null,null,2862,null,null,2283,null,null,1663,null,null,2833,null,null,1381,null,null,1292,null,null,1919,null,null,2843,null,null,2313,null,null,1423,null,null,2552,null,null,2261,null,null,1820,null,null,2824,null,null,1310,null,null,1123,null,null,1734,null,null,16
12620388,1326,6168002,5264,1490060,3503,14286,2441,1475774,3802,3887432,3538,33000,2814,3854432,4299,790510,2369,26323,2243,764187,3187,6452386,5163,1429803,3510,13383,2358,1416420,4050,4005183,3752,29952,2709,3975231,4832,1017400,3138,21691,2227,995709,3637,1326,null,null,5264,null,null,3503,null,null,2441,null,null,3802,null,null,3538,null,null,2814,null,null,4299,null,null,2369,null,null,2243,null,null,3187,null,null,5163,null,null,3510,null,null,2358,null,null,4050,null,null,3752,null,null,2709,null,null,4832,null,null,3138,null,null,2227,null,null,3637,null,null,17
6534914,919,3204187,6049,806805,4437,8403,1552,798402,4882,1973871,3957,24497,2864,1949374,5495,423511,2113,20888,2031,402623,2697,3330727,6017,767120,4715,7904,1622,759216,4696,2029840,3460,21434,2345,2008406,3961,533767,2085,14399,1348,519368,2335,919,null,null,6049,null,null,4437,null,null,1552,null,null,4882,null,null,3957,null,null,2864,null,null,5495,null,null,2113,null,null,2031,null,null,2697,null,null,6017,null,null,4715,null,null,1622,null,null,4696,null,null,3460,null,null,2345,null,null,3961,null,null,2085,null,null,1348,null,null,2335,null,null,18
3091437,506,1532095,3125,372234,2393,5891,1593,366343,3097,939004,2421,12606,1750,926398,2871,220857,1607,10324,1176,210533,2044,1559342,3175,352763,2382,3496,859,349267,2575,936201,2356,12327,1963,923874,2813,270378,1619,7304,1049,263074,1650,506,null,null,3125,null,null,2393,null,null,1593,null,null,3097,null,null,2421,null,null,1750,null,null,2871,null,null,1607,null,null,1176,null,null,2044,null,null,3175,null,null,2382,null,null,859,null,null,2575,null,null,2356,null,null,1963,null,null,2813,null,null,1619,null,null,1049,null,null,1650,null,null,19
2850862,1447,1408996,4885,366317,3766,16883,2211,349434,4151,853471,3148,24544,2662,828927,3852,189208,1418,16463,1456,172745,1897,1441866,4484,346785,3953,14478,2132,332307,4193,864922,2852,31331,2602,833591,3498,230159,1527,12593,1339,217566,2112,1447,null,null,4885,null,null,3766,null,null,2211,null,null,4151,null,null,3148,null,null,2662,null,null,3852,null,null,1418,null,null,1456,null,null,1897,null,null,4484,null,null,3953,null,null,2132,null,null,4193,null,null,2852,null,null,2602,null,null,3498,null,null,1527,null,null,1339,null,null,2112,null,null,20
4354380,1440,2121338,5132,516709,3262,13019,2052,503690,3623,1309148,4210,28681,3206,1280467,4922,295481,1543,23020,2262,272461,2597,2233042,5104,493277,3423,14001,2308,479276,4059,1369879,3380,33209,3376,1336670,4639,369886,1850,20285,2027,349601,3051,1440,null,null,5132,null,null,3262,null,null,2052,null,null,3623,null,null,4210,null,null,3206,null,null,4922,null,null,1543,null,null,2262,null,null,2597,null,null,5104,null,null,3423,null,null,2308,null,null,4059,null,null,3380,null,null,3376,null,null,4639,null,null,1850,null,null,2027,null,null,3051,null,null,21
4577182,1950,2208827,5319,571299,5483,13012,2028,558287,5872,1350764,3619,25578,2905,1325186,4270,286764,1890,19419,1977,267345,2629,2368355,5285,544158,4971,13739,2191,530419,5310,1456935,2875,28075,2580,1428860,3715,367262,1871,17605,2004,349657,2561,1950,null,null,5319,null,null,5483,null,null,2028,null,null,5872,null,null,3619,null,null,2905,null,null,4270,null,null,1890,null,null,1977,null,null,2629,null,null,5285,null,null,4971,null,null,2191,null,null,5310,null,null,2875,null,null,2580,null,null,3715,null,null,1871,null,null,2004,null,null,2561,null,null,22
