B19025B_001E,B19025B_001M,B19025B_001M,B19025B_001EA,B19025B_001MA,state
53489617000,1061444165,1061444165,null,null,12
63416628500,1287638106,1287638106,null,null,13
767270000,145630234,145630234,null,null,15
201661000,97167725,97167725,null,null,16
36122455300,919010557,919010557,null,null,17
11064934800,778915604,778915604,null,null,18
1753926300,270618563,270618563,null,null,19
2914061000,195518539,195518539,null,null,20
5979257400,288590274,288590274,null,null,21
21842292900,629650511,629650511,null,null,22
204055700,50623828,50623828,null,null,23
51313905500,903027559,903027559,null,null,24
11138281400,500477580,500477580,null,null,25
24066410900,662198680,662198680,null,null,26
4939409800,264933765,264933765,null,null,27
16238311500,653989825,653989825,null,null,28
12986008700,476909520,476909520,null,null,29
59482800,28467775,28467775,null,null,30
1750460500,196413101,196413101,null,null,31
4769776300,304820712,304820712,null,null,32
327731700,81935757,81935757,null,null,33
28381573100,980445332,980445332,null,null,34
770712100,121414573,121414573,null,null,35
67663836200,1294726620,1294726620,null,null,36
40386325900,1392301384,1392301384,null,null,37
274067800,83870243,83870243,null,null,38
25279897400,647474018,647474018,null,null,39
5042772300,254065760,254065760,null,null,40
1301965200,148145632,148145632,null,null,41
25645585100,819870696,819870696,null,null,42
1295687400,144944343,144944343,null,null,44
21711321100,610308163,610308163,null,null,45
184085500,35400247,35400247,null,null,46
20684680700,668493215,668493215,null,null,47
70839707700,1309332529,1309332529,null,null,48
412287500,95202801,95202801,null,null,49
67330500,26520339,26520339,null,null,50
38686621900,993751335,993751335,null,null,51
5969241900,345923103,345923103,null,null,53
1147881600,134683173,134683173,null,null,54
5328559000,221853693,221853693,null,null,55
166045900,74857307,74857307,null,null,56
3946569400,302559784,302559784,null,null,72
22181496700,659135512,659135512,null,null,01
593158200,179023575,179023575,null,null,02
5783729700,355113408,355113408,null,null,04
7422265900,447436917,447436917,null,null,05
54608595200,1107152653,1107152653,null,null,06
4902308500,292202660,292202660,null,null,08
8062676300,333393489,333393489,null,null,09
4511529000,355896155,355896155,null,null,10
8326378900,605756532,605756532,null,null,11
