B99193_001E,B99193_002E,B99193_003E,B99193_004E,B99193_005E,B99193_006E,B99193_007E,B99193_008E,B99193_001EA,B99193_002EA,B99193_003EA,B99193_004EA,B99193_005EA,B99193_006EA,B99193_007EA,B99193_008EA,state
4864461,2996496,293578,140823,123150,176943,282759,850712,null,null,null,null,null,null,null,null,12
2479003,1539624,140305,74952,65257,89421,157532,411912,null,null,null,null,null,null,null,null,13
315505,190560,16733,10899,10420,16585,26725,43583,null,null,null,null,null,null,null,null,15
411617,280614,22821,12882,11092,13614,17193,53401,null,null,null,null,null,null,null,null,16
3100613,1956243,192327,105731,83819,105637,170408,486448,null,null,null,null,null,null,null,null,17
1645758,1089982,108540,49093,35946,52576,82060,227561,null,null,null,null,null,null,null,null,18
795043,529772,50346,28463,18801,21540,39170,106951,null,null,null,null,null,null,null,null,19
716005,479728,41089,22589,17332,22233,38094,94940,null,null,null,null,null,null,null,null,20
1121404,736656,70760,34056,31258,37298,55079,156297,null,null,null,null,null,null,null,null,21
1097712,674931,61340,30588,23961,39843,65132,201917,null,null,null,null,null,null,null,null,22
329554,235319,18795,10691,8025,10174,14533,32017,null,null,null,null,null,null,null,null,23
1458953,900032,86636,60126,41022,53751,85350,232036,null,null,null,null,null,null,null,null,24
1633661,999819,98223,62194,45078,65992,106964,255391,null,null,null,null,null,null,null,null,25
2476595,1623985,167480,86784,62945,88961,125320,321120,null,null,null,null,null,null,null,null,26
1367104,967680,82111,44613,34516,40014,59529,138641,null,null,null,null,null,null,null,null,27
730719,443947,44097,19497,20113,31972,49761,121332,null,null,null,null,null,null,null,null,28
1527349,997197,89634,47155,42738,50279,80144,220202,null,null,null,null,null,null,null,null,29
257449,174254,12446,8819,7024,8087,12317,34502,null,null,null,null,null,null,null,null,30
476436,318629,27452,15380,11951,14485,22897,65642,null,null,null,null,null,null,null,null,31
670968,422811,36253,18900,16892,26429,44089,105594,null,null,null,null,null,null,null,null,32
342912,237882,20399,13143,9118,11089,14375,36906,null,null,null,null,null,null,null,null,33
2197150,1349540,130850,85588,60537,82075,133075,355485,null,null,null,null,null,null,null,null,34
481127,315212,23525,12991,13147,20893,27752,67607,null,null,null,null,null,null,null,null,35
4541583,2589853,279657,158067,132497,180527,328355,872627,null,null,null,null,null,null,null,null,36
2542663,1668868,152127,74879,56046,85803,137414,367526,null,null,null,null,null,null,null,null,37
184904,122921,11523,5789,4218,5508,9276,25669,null,null,null,null,null,null,null,null,38
2929661,1962157,184044,92480,76181,99425,147744,367630,null,null,null,null,null,null,null,null,39
961731,611420,53111,26701,22462,31712,52466,163859,null,null,null,null,null,null,null,null,40
995749,684701,55062,34217,23657,30982,51144,115986,null,null,null,null,null,null,null,null,41
3150563,2013823,201424,112625,84606,102542,168764,466779,null,null,null,null,null,null,null,null,42
247448,158220,15751,9949,7114,8136,14739,33539,null,null,null,null,null,null,null,null,44
1224695,768098,72890,33969,25909,42079,80256,201494,null,null,null,null,null,null,null,null,45
209986,147857,11693,6029,4722,6740,9733,23212,null,null,null,null,null,null,null,null,46
1670605,1053207,110662,51211,43560,56404,95856,259705,null,null,null,null,null,null,null,null,47
6602215,4224888,319825,197803,165896,237467,395249,1061087,null,null,null,null,null,null,null,null,48
711124,504977,38940,23454,17666,20755,35393,69939,null,null,null,null,null,null,null,null,49
154421,107317,8582,4894,3411,5439,8140,16638,null,null,null,null,null,null,null,null,50
2063049,1341230,123983,70586,48700,70170,108256,300124,null,null,null,null,null,null,null,null,51
1784043,1256840,94367,58374,40998,52706,84033,196725,null,null,null,null,null,null,null,null,53
467396,309762,25115,16099,10814,14648,25959,64999,null,null,null,null,null,null,null,null,54
1460922,1011334,87212,50285,33195,45245,66675,166976,null,null,null,null,null,null,null,null,55
145524,94280,7382,6389,3505,5480,6771,21717,null,null,null,null,null,null,null,null,56
836332,565795,38765,15528,18988,35996,58268,102992,null,null,null,null,null,null,null,null,72
1208362,746962,77600,36240,30953,41102,69505,206000,null,null,null,null,null,null,null,null,01
164102,110457,5101,7784,4094,6070,16563,14033,null,null,null,null,null,null,null,null,02
1648739,1014574,88129,47738,40635,58440,99335,299888,null,null,null,null,null,null,null,null,04
747917,478802,45064,22295,15226,27922,41654,116954,null,null,null,null,null,null,null,null,05
8887761,5632107,488468,296418,257727,355403,590862,1266776,null,null,null,null,null,null,null,null,06
1347936,916097,71628,44278,30247,39883,64836,180967,null,null,null,null,null,null,null,null,08
880600,564106,50639,33223,23941,32014,56689,119988,null,null,null,null,null,null,null,null,09
232433,145828,13210,8582,5933,7836,11999,39045,null,null,null,null,null,null,null,null,10
122732,78051,4932,3953,3476,4805,9085,18430,null,null,null,null,null,null,null,null,11
