B25088_001E,B25088_001M,B25088_002E,B25088_002M,B25088_003E,B25088_003M,B25088_001M,B25088_001EA,B25088_001MA,B25088_002M,B25088_002EA,B25088_002MA,B25088_003M,B25088_003EA,B25088_003MA,state
958,7,1410,7,474,3,7,null,null,7,null,null,3,null,null,12
990,10,1336,9,398,4,10,null,null,9,null,null,4,null,null,13
1577,47,2239,40,492,13,47,null,null,40,null,null,13,null,null,15
884,19,1168,15,348,8,19,null,null,15,null,null,8,null,null,16
1163,9,1588,10,591,4,9,null,null,10,null,null,4,null,null,17
818,7,1070,6,377,4,7,null,null,6,null,null,4,null,null,18
847,10,1186,10,447,4,10,null,null,10,null,null,4,null,null,19
885,14,1264,14,465,5,14,null,null,14,null,null,5,null,null,20
756,10,1111,10,346,4,10,null,null,10,null,null,4,null,null,21
692,16,1214,13,318,5,16,null,null,13,null,null,5,null,null,22
945,18,1328,19,454,7,18,null,null,19,null,null,7,null,null,23
1572,14,1918,13,592,6,14,null,null,13,null,null,6,null,null,24
1647,14,2069,16,736,8,14,null,null,16,null,null,8,null,null,25
876,6,1215,7,462,3,6,null,null,7,null,null,3,null,null,26
1128,9,1472,8,482,3,9,null,null,8,null,null,3,null,null,27
625,14,1087,13,335,5,14,null,null,13,null,null,5,null,null,28
866,11,1210,10,408,4,11,null,null,10,null,null,4,null,null,29
827,31,1327,23,399,9,31,null,null,23,null,null,9,null,null,30
930,12,1290,17,487,7,12,null,null,17,null,null,7,null,null,31
1103,15,1401,14,401,6,15,null,null,14,null,null,6,null,null,32
1440,25,1821,21,743,13,25,null,null,21,null,null,13,null,null,33
1848,14,2343,11,988,8,14,null,null,11,null,null,8,null,null,34
752,23,1210,17,339,8,23,null,null,17,null,null,8,null,null,35
1358,9,2020,16,703,7,9,null,null,16,null,null,7,null,null,36
898,9,1225,8,376,3,9,null,null,8,null,null,3,null,null,37
759,23,1318,31,421,8,23,null,null,31,null,null,8,null,null,38
903,7,1211,5,447,3,7,null,null,5,null,null,3,null,null,39
757,11,1168,11,370,4,11,null,null,11,null,null,4,null,null,40
1199,14,1572,15,488,6,14,null,null,15,null,null,6,null,null,41
975,6,1416,8,498,3,6,null,null,8,null,null,3,null,null,42
1406,32,1740,34,687,15,32,null,null,34,null,null,15,null,null,44
806,13,1182,8,351,4,13,null,null,8,null,null,4,null,null,45
834,24,1239,24,453,10,24,null,null,24,null,null,10,null,null,46
809,10,1172,10,362,3,10,null,null,10,null,null,3,null,null,47
1014,8,1469,7,474,3,8,null,null,7,null,null,3,null,null,48
1176,16,1437,14,403,7,16,null,null,14,null,null,7,null,null,49
1162,25,1507,29,632,16,25,null,null,29,null,null,16,null,null,50
1262,11,1692,12,449,4,11,null,null,12,null,null,4,null,null,51
1353,11,1727,10,531,5,11,null,null,10,null,null,5,null,null,53
527,15,997,18,307,5,15,null,null,18,null,null,5,null,null,54
1018,9,1348,9,517,4,9,null,null,9,null,null,4,null,null,55
904,44,1367,29,393,9,44,null,null,29,null,null,9,null,null,56
255,8,846,12,138,2,8,null,null,12,null,null,2,null,null,72
728,10,1126,9,337,4,10,null,null,9,null,null,4,null,null,01
1360,56,1851,33,547,18,56,null,null,33,null,null,18,null,null,02
975,11,1328,11,393,4,11,null,null,11,null,null,4,null,null,04
645,14,1017,15,325,4,14,null,null,15,null,null,4,null,null,05
1691,8,2188,8,546,4,8,null,null,8,null,null,4,null,null,06
1292,11,1597,11,437,5,11,null,null,11,null,null,5,null,null,08
1613,18,1997,21,819,10,18,null,null,21,null,null,10,null,null,09
1095,27,1463,25,438,10,27,null,null,25,null,null,10,null,null,10
1957,64,2422,69,638,54,64,null,null,69,null,null,54,null,null,11
