B24082_001E,B24082_001M,B24082_002E,B24082_002M,B24082_003E,B24082_003M,B24082_004E,B24082_004M,B24082_005E,B24082_005M,B24082_006E,B24082_006M,B24082_007E,B24082_007M,B24082_008E,B24082_008M,B24082_009E,B24082_009M,B24082_010E,B24082_010M,B24082_011E,B24082_011M,B24082_012E,B24082_012M,B24082_013E,B24082_013M,B24082_014E,B24082_014M,B24082_015E,B24082_015M,B24082_016E,B24082_016M,B24082_017E,B24082_017M,B24082_018E,B24082_018M,B24082_001M,B24082_001EA,B24082_001MA,B24082_002M,B24082_002EA,B24082_002MA,B24082_003M,B24082_003EA,B24082_003MA,B24082_004M,B24082_004EA,B24082_004MA,B24082_005M,B24082_005EA,B24082_005MA,B24082_006M,B24082_006EA,B24082_006MA,B24082_007M,B24082_007EA,B24082_007MA,B24082_008M,B24082_008EA,B24082_008MA,B24082_009M,B24082_009EA,B24082_009MA,B24082_010M,B24082_010EA,B24082_010MA,B24082_011M,B24082_011EA,B24082_011MA,B24082_012M,B24082_012EA,B24082_012MA,B24082_013M,B24082_013EA,B24082_013MA,B24082_014M,B24082_014EA,B24082_014MA,B24082_015M,B24082_015EA,B24082_015MA,B24082_016M,B24082_016EA,B24082_016MA,B24082_017M,B24082_017EA,B24082_017MA,B24082_018M,B24082_018EA,B24082_018MA,state
34675,629,32479,505,31876,203,48106,2292,36914,1096,46087,889,42434,1730,61265,1288,23884,1743,27365,206,26114,217,25914,219,32282,2316,34110,1594,37471,840,37240,1009,50646,1961,15668,536,629,null,null,505,null,null,203,null,null,2292,null,null,1096,null,null,889,null,null,1730,null,null,1288,null,null,1743,null,null,206,null,null,217,null,null,219,null,null,2316,null,null,1594,null,null,840,null,null,1009,null,null,1961,null,null,536,null,null,12
39211,910,38302,1050,37064,441,53862,5087,41788,2575,40803,903,42314,3461,61879,1830,27061,1743,29134,606,26779,348,26572,348,36434,1976,35584,1090,36340,1071,35913,1304,56721,2163,16301,877,910,null,null,1050,null,null,441,null,null,5087,null,null,2575,null,null,903,null,null,3461,null,null,1830,null,null,1743,null,null,606,null,null,348,null,null,348,null,null,1976,null,null,1090,null,null,1071,null,null,1304,null,null,2163,null,null,877,null,null,13
41355,679,38278,1609,37005,856,62410,9795,46015,4987,51709,1626,47325,3148,64922,4892,30530,2307,32278,491,30066,768,29827,978,41023,6234,41080,1121,41894,4981,45013,3677,50731,5337,23958,2936,679,null,null,1609,null,null,856,null,null,9795,null,null,4987,null,null,1626,null,null,3148,null,null,4892,null,null,2307,null,null,491,null,null,768,null,null,978,null,null,6234,null,null,1121,null,null,4981,null,null,3677,null,null,5337,null,null,2936,null,null,15
36776,652,35693,835,34926,1910,51374,4327,40318,4768,41578,4537,40211,5214,65632,3585,32415,5852,23532,925,21717,603,21655,614,23288,4042,31597,1633,32703,2678,31385,3012,51580,10013,14131,3702,652,null,null,835,null,null,1910,null,null,4327,null,null,4768,null,null,4537,null,null,5214,null,null,3585,null,null,5852,null,null,925,null,null,603,null,null,614,null,null,4042,null,null,1633,null,null,2678,null,null,3012,null,null,10013,null,null,3702,null,null,16
45077,537,42938,1081,42146,262,60201,4694,45038,2900,60511,1306,56266,2507,62636,2923,30621,711,31133,196,29856,573,29547,663,36060,1301,36587,795,41215,713,42169,963,55088,4043,16743,619,537,null,null,1081,null,null,262,null,null,4694,null,null,2900,null,null,1306,null,null,2507,null,null,2923,null,null,711,null,null,196,null,null,573,null,null,663,null,null,1301,null,null,795,null,null,713,null,null,963,null,null,4043,null,null,619,null,null,17
40987,238,41031,271,40776,282,52010,2916,38632,2905,45556,2198,42300,1672,63119,5502,29075,3383,26963,274,26118,343,26038,344,30707,2482,31049,700,30836,955,35545,1754,56331,3994,15417,1444,238,null,null,271,null,null,282,null,null,2916,null,null,2905,null,null,2198,null,null,1672,null,null,5502,null,null,3383,null,null,274,null,null,343,null,null,344,null,null,2482,null,null,700,null,null,955,null,null,1754,null,null,3994,null,null,1444,null,null,18
41160,295,40668,355,40360,373,51557,2181,40712,3360,47352,2352,52016,3035,61501,1406,35429,2686,28732,777,27121,422,27117,419,27189,4913,31026,772,34439,3092,43978,3733,47119,5101,15842,1521,295,null,null,355,null,null,373,null,null,2181,null,null,3360,null,null,2352,null,null,3035,null,null,1406,null,null,2686,null,null,777,null,null,422,null,null,419,null,null,4913,null,null,772,null,null,3092,null,null,3733,null,null,5101,null,null,1521,null,null,19
40653,362,40398,518,39935,1100,56037,10934,40600,1565,41172,1011,41364,1226,56345,2075,35422,4886,27591,758,26134,515,26019,524,32245,6178,31084,1315,32179,2411,39665,1936,47410,4778,17120,1219,362,null,null,518,null,null,1100,null,null,10934,null,null,1565,null,null,1011,null,null,1226,null,null,2075,null,null,4886,null,null,758,null,null,515,null,null,524,null,null,6178,null,null,1315,null,null,2411,null,null,1936,null,null,4778,null,null,1219,null,null,20
38121,1105,37452,942,36929,507,55199,7020,41566,1410,39212,3255,41382,1213,57337,3470,28167,3123,26710,368,25558,395,25450,392,31249,1255,31301,1047,28494,2029,35240,1373,50009,4393,13862,2151,1105,null,null,942,null,null,507,null,null,7020,null,null,1410,null,null,3255,null,null,1213,null,null,3470,null,null,3123,null,null,368,null,null,395,null,null,392,null,null,1255,null,null,1047,null,null,2029,null,null,1373,null,null,4393,null,null,2151,null,null,21
41285,408,41584,505,41022,513,60572,4307,40095,3712,38825,4164,44412,3467,60499,2231,32057,2362,25740,411,23507,837,23317,807,30654,3657,32361,2036,31709,1173,36059,1591,43611,5255,15646,1124,408,null,null,505,null,null,513,null,null,4307,null,null,3712,null,null,4164,null,null,3467,null,null,2231,null,null,2362,null,null,411,null,null,837,null,null,807,null,null,3657,null,null,2036,null,null,1173,null,null,1591,null,null,5255,null,null,1124,null,null,22
40092,833,39705,1476,38711,1852,51988,3486,37579,4699,42649,3937,47820,3046,61029,7357,27185,3631,28367,1327,25496,664,25417,689,30523,7434,35335,2677,36777,3560,39025,2550,49382,11243,17725,2969,833,null,null,1476,null,null,1852,null,null,3486,null,null,4699,null,null,3937,null,null,3046,null,null,7357,null,null,3631,null,null,1327,null,null,664,null,null,689,null,null,7434,null,null,2677,null,null,3560,null,null,2550,null,null,11243,null,null,2969,null,null,23
51189,304,46413,632,45627,665,61661,4371,54499,3199,59250,3453,56325,3119,97919,2638,30904,1361,40005,545,32028,381,31928,386,37304,6218,45886,1046,48437,2488,45767,2274,84438,2601,22480,1565,304,null,null,632,null,null,665,null,null,4371,null,null,3199,null,null,3453,null,null,3119,null,null,2638,null,null,1361,null,null,545,null,null,381,null,null,386,null,null,6218,null,null,1046,null,null,2488,null,null,2274,null,null,2601,null,null,1565,null,null,24
51352,289,50911,356,50387,382,77325,6394,52198,2971,61539,1598,61974,3334,66659,4515,40100,2509,36892,378,34206,993,33996,989,41303,6274,42073,769,46764,2663,53626,2490,62367,4778,20929,990,289,null,null,356,null,null,382,null,null,6394,null,null,2971,null,null,1598,null,null,3334,null,null,4515,null,null,2509,null,null,378,null,null,993,null,null,989,null,null,6274,null,null,769,null,null,2663,null,null,2490,null,null,4778,null,null,990,null,null,25
40953,222,40726,246,40309,255,51987,808,42069,1196,50069,2362,51407,1184,62278,3580,26567,921,27072,247,25452,267,25373,266,29172,3652,35009,1182,34318,1942,42518,1737,52172,3019,16018,774,222,null,null,246,null,null,255,null,null,808,null,null,1196,null,null,2362,null,null,1184,null,null,3580,null,null,921,null,null,247,null,null,267,null,null,266,null,null,3652,null,null,1182,null,null,1942,null,null,1737,null,null,3019,null,null,774,null,null,26
45584,443,45472,537,44561,1132,57083,4853,45527,3227,52024,1193,51483,1089,59194,2127,31028,817,32302,233,30922,285,30843,284,35739,4161,37656,1377,41614,876,44510,2400,52389,4174,20375,1051,443,null,null,537,null,null,1132,null,null,4853,null,null,3227,null,null,1193,null,null,1089,null,null,2127,null,null,817,null,null,233,null,null,285,null,null,284,null,null,4161,null,null,1377,null,null,876,null,null,2400,null,null,4174,null,null,1051,null,null,27
