B12502_001E,B12502_001M,B12502_002E,B12502_002M,B12502_003E,B12502_003M,B12502_004E,B12502_004M,B12502_005E,B12502_005M,B12502_006E,B12502_006M,B12502_007E,B12502_007M,B12502_008E,B12502_008M,B12502_009E,B12502_009M,B12502_010E,B12502_010M,B12502_011E,B12502_011M,B12502_001M,B12502_001EA,B12502_001MA,B12502_002M,B12502_002EA,B12502_002MA,B12502_003M,B12502_003EA,B12502_003MA,B12502_004M,B12502_004EA,B12502_004MA,B12502_005M,B12502_005EA,B12502_005MA,B12502_006M,B12502_006EA,B12502_006MA,B12502_007M,B12502_007EA,B12502_007MA,B12502_008M,B12502_008EA,B12502_008MA,B12502_009M,B12502_009EA,B12502_009MA,B12502_010M,B12502_010EA,B12502_010MA,B12502_011M,B12502_011EA,B12502_011MA,state
17195240,5550,8325278,5933,2929277,19817,5396001,19789,33469,3341,5362532,20353,8869962,5030,2541569,21512,6328393,20678,72386,4621,6256007,20892,5550,null,null,5933,null,null,19817,null,null,19789,null,null,3341,null,null,20353,null,null,5030,null,null,21512,null,null,20678,null,null,4621,null,null,20892,null,null,12
8232061,4501,3957018,5359,1458472,16645,2498546,16690,12347,1780,2486199,16779,4275043,5948,1344777,14673,2930266,14316,33053,3581,2897213,14574,4501,null,null,5359,null,null,16645,null,null,16690,null,null,1780,null,null,16779,null,null,5948,null,null,14673,null,null,14316,null,null,3581,null,null,14574,null,null,13
1168033,1222,583715,1510,223677,5630,360038,5609,1443,501,358595,5739,584318,1217,170598,4641,413720,4484,5321,1004,408399,4488,1222,null,null,1510,null,null,5630,null,null,5609,null,null,501,null,null,5739,null,null,1217,null,null,4641,null,null,4484,null,null,1004,null,null,4488,null,null,15
1320797,1891,655592,2247,201696,6339,453896,6201,3203,1070,450693,6297,665205,2447,162455,6087,502750,6337,4819,875,497931,6320,1891,null,null,2247,null,null,6339,null,null,6201,null,null,1070,null,null,6297,null,null,2447,null,null,6087,null,null,6337,null,null,875,null,null,6320,null,null,16
10394067,3072,5056969,4040,1940750,14617,3116219,14034,16782,1889,3099437,14308,5337098,4147,1747773,13976,3589325,13172,39434,3150,3549891,13153,3072,null,null,4040,null,null,14617,null,null,14034,null,null,1889,null,null,14308,null,null,4147,null,null,13976,null,null,13172,null,null,3150,null,null,13153,null,null,17
5331071,3783,2600798,4287,901195,10269,1699603,10292,9503,1139,1690100,10404,2730273,4074,778923,9235,1951350,9801,24406,2505,1926944,10204,3783,null,null,4287,null,null,10269,null,null,10292,null,null,1139,null,null,10404,null,null,4074,null,null,9235,null,null,9801,null,null,2505,null,null,10204,null,null,18
2529447,2234,1245027,3140,415556,7499,829471,6846,5385,985,824086,6976,1284420,2575,337782,6183,946638,6583,8798,949,937840,6480,2234,null,null,3140,null,null,7499,null,null,6846,null,null,985,null,null,6976,null,null,2575,null,null,6183,null,null,6583,null,null,949,null,null,6480,null,null,19
2310304,2733,1142169,3270,386511,7231,755658,7322,4907,1134,750751,7531,1168135,3002,308531,6833,859604,6401,9121,1116,850483,6547,2733,null,null,3270,null,null,7231,null,null,7322,null,null,1134,null,null,7531,null,null,3002,null,null,6833,null,null,6401,null,null,1116,null,null,6547,null,null,20
3600690,3442,1752576,4457,579303,8578,1173273,8329,7484,971,1165789,8381,1848114,3452,488955,7772,1359159,7760,17973,2303,1341186,8568,3442,null,null,4457,null,null,8578,null,null,8329,null,null,971,null,null,8381,null,null,3452,null,null,7772,null,null,7760,null,null,2303,null,null,8568,null,null,21
3751715,3855,1815491,4285,725764,9677,1089727,9435,7589,1400,1082138,9434,1936224,3795,641451,10549,1294773,10294,13384,1699,1281389,10025,3855,null,null,4285,null,null,9677,null,null,9435,null,null,1400,null,null,9434,null,null,3795,null,null,10549,null,null,10294,null,null,1699,null,null,10025,null,null,22
