B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,B19215_001M,B19215_001EA,B19215_001MA,B19215_002M,B19215_002EA,B19215_002MA,B19215_003M,B19215_003EA,B19215_003MA,B19215_004M,B19215_004EA,B19215_004MA,B19215_005M,B19215_005EA,B19215_005MA,B19215_006M,B19215_006EA,B19215_006MA,B19215_007M,B19215_007EA,B19215_007MA,B19215_008M,B19215_008EA,B19215_008MA,B19215_009M,B19215_009EA,B19215_009MA,B19215_010M,B19215_010EA,B19215_010MA,B19215_011M,B19215_011EA,B19215_011MA,B19215_012M,B19215_012EA,B19215_012MA,B19215_013M,B19215_013EA,B19215_013MA,B19215_014M,B19215_014EA,B19215_014MA,B19215_015M,B19215_015EA,B19215_015MA,state
32389,309,37414,625,32026,455,35495,594,27161,879,58774,1753,59828,1751,54258,3505,29348,512,25956,419,30978,482,22499,345,53998,2160,55389,1974,49207,3798,309,null,null,625,null,null,455,null,null,594,null,null,879,null,null,1753,null,null,1751,null,null,3505,null,null,512,null,null,419,null,null,482,null,null,345,null,null,2160,null,null,1974,null,null,3798,null,null,12
33209,941,39463,1511,35006,1371,37852,1804,25516,1257,58272,3225,59958,3780,42241,3522,29059,1097,26243,678,31978,875,21386,762,53404,3458,53888,4091,51757,6076,941,null,null,1511,null,null,1371,null,null,1804,null,null,1257,null,null,3225,null,null,3780,null,null,3522,null,null,1097,null,null,678,null,null,875,null,null,762,null,null,3458,null,null,4091,null,null,6076,null,null,13
42111,2482,48026,3651,39112,3256,41458,3710,31278,4867,91913,10744,92754,12481,82629,42565,37971,2505,32355,3088,39851,3110,27288,3157,75026,7252,73542,6770,97672,36157,2482,null,null,3651,null,null,3256,null,null,3710,null,null,4867,null,null,10744,null,null,12481,null,null,42565,null,null,2505,null,null,3088,null,null,3110,null,null,3157,null,null,7252,null,null,6770,null,null,36157,null,null,15
29627,1529,35633,1407,31503,1936,33609,3612,26205,4538,53703,5647,54283,6363,50124,19517,24198,1580,21211,1085,23644,3244,19800,1204,44594,5554,45196,6612,43304,9748,1529,null,null,1407,null,null,1936,null,null,3612,null,null,4538,null,null,5647,null,null,6363,null,null,19517,null,null,1580,null,null,1085,null,null,3244,null,null,1204,null,null,5554,null,null,6612,null,null,9748,null,null,16
35953,483,42006,612,36885,836,40825,652,28614,1034,72878,2341,73888,2435,60226,8714,31089,443,27560,589,35741,741,22211,447,61988,2603,63609,2815,48835,5041,483,null,null,612,null,null,836,null,null,652,null,null,1034,null,null,2341,null,null,2435,null,null,8714,null,null,443,null,null,589,null,null,741,null,null,447,null,null,2603,null,null,2815,null,null,5041,null,null,17
30752,386,36797,670,32399,881,35719,742,26366,994,54060,2540,54152,2842,52360,7348,26405,515,24006,660,27437,1198,21794,518,48209,3089,47983,3432,49037,5389,386,null,null,670,null,null,881,null,null,742,null,null,994,null,null,2540,null,null,2842,null,null,7348,null,null,515,null,null,660,null,null,1198,null,null,518,null,null,3089,null,null,3432,null,null,5389,null,null,18
31576,490,37389,1224,32497,1463,36372,1138,25716,1599,57332,3808,57444,3902,56110,10392,27259,728,25260,732,30211,1447,22677,699,45944,3700,44930,4034,54881,6903,490,null,null,1224,null,null,1463,null,null,1138,null,null,1599,null,null,3808,null,null,3902,null,null,10392,null,null,728,null,null,732,null,null,1447,null,null,699,null,null,3700,null,null,4034,null,null,6903,null,null,19
31227,516,35816,1048,31899,808,33594,3405,28051,1905,54709,3571,54014,3837,61409,7664,27971,991,25969,790,30054,1484,23110,799,47990,4028,48322,4031,40151,10076,516,null,null,1048,null,null,808,null,null,3405,null,null,1905,null,null,3571,null,null,3837,null,null,7664,null,null,991,null,null,790,null,null,1484,null,null,799,null,null,4028,null,null,4031,null,null,10076,null,null,20
27220,760,32531,1646,28655,1896,30631,1355,25676,1498,54023,3938,55798,3738,39826,7435,23311,990,21074,822,23795,1842,19314,697,46815,4477,46944,4940,45197,15219,760,null,null,1646,null,null,1896,null,null,1355,null,null,1498,null,null,3938,null,null,3738,null,null,7435,null,null,990,null,null,822,null,null,1842,null,null,697,null,null,4477,null,null,4940,null,null,15219,null,null,21
26826,652,32399,1743,30190,1052,32215,1619,22268,1372,51354,2665,51648,3010,46987,8172,22396,728,20597,652,22274,1334,19155,794,43515,3019,43662,3191,39154,13299,652,null,null,1743,null,null,1052,null,null,1619,null,null,1372,null,null,2665,null,null,3010,null,null,8172,null,null,728,null,null,652,null,null,1334,null,null,794,null,null,3019,null,null,3191,null,null,13299,null,null,22
