C18101_001E,C18101_001M,C18101_002E,C18101_002M,C18101_003E,C18101_003M,C18101_004E,C18101_004M,C18101_005E,C18101_005M,C18101_006E,C18101_006M,C18101_007E,C18101_007M,C18101_008E,C18101_008M,C18101_009E,C18101_009M,C18101_010E,C18101_010M,C18101_011E,C18101_011M,C18101_012E,C18101_012M,C18101_013E,C18101_013M,C18101_014E,C18101_014M,C18101_015E,C18101_015M,C18101_016E,C18101_016M,C18101_017E,C18101_017M,C18101_018E,C18101_018M,C18101_019E,C18101_019M,C18101_020E,C18101_020M,C18101_021E,C18101_021M,C18101_001M,C18101_001EA,C18101_001MA,C18101_002M,C18101_002EA,C18101_002MA,C18101_003M,C18101_003EA,C18101_003MA,C18101_004M,C18101_004EA,C18101_004MA,C18101_005M,C18101_005EA,C18101_005MA,C18101_006M,C18101_006EA,C18101_006MA,C18101_007M,C18101_007EA,C18101_007MA,C18101_008M,C18101_008EA,C18101_008MA,C18101_009M,C18101_009EA,C18101_009MA,C18101_010M,C18101_010EA,C18101_010MA,C18101_011M,C18101_011EA,C18101_011MA,C18101_012M,C18101_012EA,C18101_012MA,C18101_013M,C18101_013EA,C18101_013MA,C18101_014M,C18101_014EA,C18101_014MA,C18101_015M,C18101_015EA,C18101_015MA,C18101_016M,C18101_016EA,C18101_016MA,C18101_017M,C18101_017EA,C18101_017MA,C18101_018M,C18101_018EA,C18101_018MA,C18101_019M,C18101_019EA,C18101_019MA,C18101_020M,C18101_020EA,C18101_020MA,C18101_021M,C18101_021EA,C18101_021MA,state
20294479,4316,9829594,8614,2112080,5936,109551,5340,2002529,7714,5904200,6573,626483,13996,5277717,15994,1813314,2918,596666,10411,1216648,10734,10464885,7394,2024265,6201,68080,5205,1956185,7942,6233188,6388,628785,14304,5604403,15853,2207432,3525,733212,10733,1474220,10984,4316,null,null,8614,null,null,5936,null,null,5340,null,null,7714,null,null,6573,null,null,13996,null,null,15994,null,null,2918,null,null,10411,null,null,10734,null,null,7394,null,null,6201,null,null,5205,null,null,7942,null,null,6388,null,null,14304,null,null,15853,null,null,3525,null,null,10733,null,null,10984,null,null,12
10120788,3683,4866326,9202,1278525,6524,72302,5878,1206223,8091,3007980,5944,342314,9320,2665666,10918,579821,2820,206853,6168,372968,6274,5254462,8566,1227801,6266,45356,4461,1182445,7503,3276179,5335,355969,10472,2920210,11116,750482,3112,279179,6387,471303,6957,3683,null,null,9202,null,null,6524,null,null,5878,null,null,8091,null,null,5944,null,null,9320,null,null,10918,null,null,2820,null,null,6168,null,null,6274,null,null,8566,null,null,6266,null,null,4461,null,null,7503,null,null,5335,null,null,10472,null,null,11116,null,null,3112,null,null,6387,null,null,6957,null,null,13
1378730,2525,677111,2948,158446,1679,4995,1072,153451,2004,410306,2522,34745,2527,375561,3493,108359,748,37139,2233,71220,2304,701619,2294,149115,1601,3297,1150,145818,1743,422129,1392,31286,2746,390843,2989,130375,608,44661,2037,85714,2125,2525,null,null,2948,null,null,1679,null,null,1072,null,null,2004,null,null,2522,null,null,2527,null,null,3493,null,null,748,null,null,2233,null,null,2304,null,null,2294,null,null,1601,null,null,1150,null,null,1743,null,null,1392,null,null,2746,null,null,2989,null,null,608,null,null,2037,null,null,2125,null,null,15
1662867,795,826763,2862,224061,2267,10643,1736,213418,2539,483518,2283,59566,3826,423952,4006,119184,1381,48279,2243,70905,2338,836104,2843,211569,2313,7492,1626,204077,2572,491285,2261,56086,3731,435199,3934,133250,1310,42821,2266,90429,2530,795,null,null,2862,null,null,2267,null,null,1736,null,null,2539,null,null,2283,null,null,3826,null,null,4006,null,null,1381,null,null,2243,null,null,2338,null,null,2843,null,null,2313,null,null,1626,null,null,2572,null,null,2261,null,null,3731,null,null,3934,null,null,1310,null,null,2266,null,null,2530,null,null,16
12620388,1326,6168002,5264,1490060,3503,59812,3739,1430248,5272,3887432,3538,339932,9000,3547500,9870,790510,2369,258999,5179,531511,5335,6452386,5163,1429803,3510,37909,3070,1391894,4619,4005183,3752,339930,9091,3665253,9338,1017400,3138,352382,6159,665018,6720,1326,null,null,5264,null,null,3503,null,null,3739,null,null,5272,null,null,3538,null,null,9000,null,null,9870,null,null,2369,null,null,5179,null,null,5335,null,null,5163,null,null,3510,null,null,3070,null,null,4619,null,null,3752,null,null,9091,null,null,9338,null,null,3138,null,null,6159,null,null,6720,null,null,17
6534914,919,3204187,6049,806805,4437,42602,3375,764203,5028,1973871,3957,241688,6465,1732183,7084,423511,2113,157428,3734,266083,4241,3330727,6017,767120,4715,26148,2619,740972,5952,2029840,3460,244136,6785,1785704,7509,533767,2085,197608,4429,336159,4942,919,null,null,6049,null,null,4437,null,null,3375,null,null,5028,null,null,3957,null,null,6465,null,null,7084,null,null,2113,null,null,3734,null,null,4241,null,null,6017,null,null,4715,null,null,2619,null,null,5952,null,null,3460,null,null,6785,null,null,7509,null,null,2085,null,null,4429,null,null,4942,null,null,18
3091437,506,1532095,3125,372234,2393,19277,2212,352957,3220,939004,2421,90254,4175,848750,4432,220857,1607,73274,2757,147583,2714,1559342,3175,352763,2382,12784,1834,339979,2934,936201,2356,85113,4496,851088,5204,270378,1619,83328,3502,187050,3761,506,null,null,3125,null,null,2393,null,null,2212,null,null,3220,null,null,2421,null,null,4175,null,null,4432,null,null,1607,null,null,2757,null,null,2714,null,null,3175,null,null,2382,null,null,1834,null,null,2934,null,null,2356,null,null,4496,null,null,5204,null,null,1619,null,null,3502,null,null,3761,null,null,19
2850862,1447,1408996,4885,366317,3766,19847,2510,346470,4417,853471,3148,95518,3932,757953,5070,189208,1418,66714,2425,122494,2644,1441866,4484,346785,3953,10362,1482,336423,3826,864922,2852,93153,3714,771769,4606,230159,1527,79642,2818,150517,2760,1447,null,null,4885,null,null,3766,null,null,2510,null,null,4417,null,null,3148,null,null,3932,null,null,5070,null,null,1418,null,null,2425,null,null,2644,null,null,4484,null,null,3953,null,null,1482,null,null,3826,null,null,2852,null,null,3714,null,null,4606,null,null,1527,null,null,2818,null,null,2760,null,null,20
4354380,1440,2121338,5132,516709,3262,38590,3515,478119,4366,1309148,4210,214529,7294,1094619,8008,295481,1543,125337,3780,170144,4055,2233042,5104,493277,3423,19510,2054,473767,3689,1369879,3380,225219,7683,1144660,7868,369886,1850,155978,4586,213908,4797,1440,null,null,5132,null,null,3262,null,null,3515,null,null,4366,null,null,4210,null,null,7294,null,null,8008,null,null,1543,null,null,3780,null,null,4055,null,null,5104,null,null,3423,null,null,2054,null,null,3689,null,null,3380,null,null,7683,null,null,7868,null,null,1850,null,null,4586,null,null,4797,null,null,21
4577182,1950,2208827,5319,571299,5483,41367,4104,529932,5996,1350764,3619,185156,6850,1165608,7855,286764,1890,112868,4110,173896,4217,2368355,5285,544158,4971,24486,2796,519672,5989,1456935,2875,199221,7025,1257714,7520,367262,1871,145735,4458,221527,4703,1950,null,null,5319,null,null,5483,null,null,4104,null,null,5996,null,null,3619,null,null,6850,null,null,7855,null,null,1890,null,null,4110,null,null,4217,null,null,5285,null,null,4971,null,null,2796,null,null,5989,null,null,2875,null,null,7025,null,null,7520,null,null,1871,null,null,4458,null,null,4703,null,null,22
1317148,565,642090,2185,130113,1256,10370,1514,119743,2010,398657,1800,52088,2908,346569,3120,113320,1060,39886,2006,73434,2124,675058,2128,124610,1461,5594,1305,119016,1878,414285,1419,57288,3671,356997,3939,136163,902,43386,2365,92777,2439,565,null,null,2185,null,null,1256,null,null,1514,null,null,2010,null,null,1800,null,null,2908,null,null,3120,null,null,1060,null,null,2006,null,null,2124,null,null,2128,null,null,1461,null,null,1305,null,null,1878,null,null,1419,null,null,3671,null,null,3939,null,null,902,null,null,2365,null,null,2439,null,null,23
