C18103_001E,C18103_001M,C18103_002E,C18103_002M,C18103_003E,C18103_003M,C18103_004E,C18103_004M,C18103_005E,C18103_005M,C18103_006E,C18103_006M,C18103_007E,C18103_007M,C18103_008E,C18103_008M,C18103_009E,C18103_009M,C18103_010E,C18103_010M,C18103_011E,C18103_011M,C18103_012E,C18103_012M,C18103_013E,C18103_013M,C18103_014E,C18103_014M,C18103_015E,C18103_015M,C18103_016E,C18103_016M,C18103_017E,C18103_017M,C18103_018E,C18103_018M,C18103_019E,C18103_019M,C18103_020E,C18103_020M,C18103_021E,C18103_021M,C18103_001M,C18103_001EA,C18103_001MA,C18103_002M,C18103_002EA,C18103_002MA,C18103_003M,C18103_003EA,C18103_003MA,C18103_004M,C18103_004EA,C18103_004MA,C18103_005M,C18103_005EA,C18103_005MA,C18103_006M,C18103_006EA,C18103_006MA,C18103_007M,C18103_007EA,C18103_007MA,C18103_008M,C18103_008EA,C18103_008MA,C18103_009M,C18103_009EA,C18103_009MA,C18103_010M,C18103_010EA,C18103_010MA,C18103_011M,C18103_011EA,C18103_011MA,C18103_012M,C18103_012EA,C18103_012MA,C18103_013M,C18103_013EA,C18103_013MA,C18103_014M,C18103_014EA,C18103_014MA,C18103_015M,C18103_015EA,C18103_015MA,C18103_016M,C18103_016EA,C18103_016MA,C18103_017M,C18103_017EA,C18103_017MA,C18103_018M,C18103_018EA,C18103_018MA,C18103_019M,C18103_019EA,C18103_019MA,C18103_020M,C18103_020EA,C18103_020MA,C18103_021M,C18103_021EA,C18103_021MA,state
20294479,4316,9829594,8614,2112080,5936,14252,2154,2097828,6181,5904200,6573,122161,6257,5782039,9208,1813314,2918,110667,5579,1702647,5983,10464885,7394,2024265,6201,15178,2751,2009087,6471,6233188,6388,133221,6369,6099967,9438,2207432,3525,148072,7271,2059360,8105,4316,null,null,8614,null,null,5936,null,null,2154,null,null,6181,null,null,6573,null,null,6257,null,null,9208,null,null,2918,null,null,5579,null,null,5983,null,null,7394,null,null,6201,null,null,2751,null,null,6471,null,null,6388,null,null,6369,null,null,9438,null,null,3525,null,null,7271,null,null,8105,null,null,12
10120788,3683,4866326,9202,1278525,6524,10163,2075,1268362,7049,3007980,5944,67909,4797,2940071,7854,579821,2820,40403,3202,539418,4246,5254462,8566,1227801,6266,10739,1672,1217062,6579,3276179,5335,80370,5163,3195809,7854,750482,3112,60182,3901,690300,5183,3683,null,null,9202,null,null,6524,null,null,2075,null,null,7049,null,null,5944,null,null,4797,null,null,7854,null,null,2820,null,null,3202,null,null,4246,null,null,8566,null,null,6266,null,null,1672,null,null,6579,null,null,5335,null,null,5163,null,null,7854,null,null,3112,null,null,3901,null,null,5183,null,null,13
1378730,2525,677111,2948,158446,1679,606,304,157840,1683,410306,2522,5243,986,405063,2707,108359,748,5692,953,102667,1224,701619,2294,149115,1601,519,267,148596,1621,422129,1392,5850,1142,416279,1778,130375,608,6581,1080,123794,1279,2525,null,null,2948,null,null,1679,null,null,304,null,null,1683,null,null,2522,null,null,986,null,null,2707,null,null,748,null,null,953,null,null,1224,null,null,2294,null,null,1601,null,null,267,null,null,1621,null,null,1392,null,null,1142,null,null,1778,null,null,608,null,null,1080,null,null,1279,null,null,15
1662867,795,826763,2862,224061,2267,1322,492,222739,2272,483518,2283,11106,1844,472412,2854,119184,1381,7768,1250,111416,1847,836104,2843,211569,2313,1538,510,210031,2224,491285,2261,11240,1650,480045,2609,133250,1310,8798,1303,124452,1963,795,null,null,2862,null,null,2267,null,null,492,null,null,2272,null,null,2283,null,null,1844,null,null,2854,null,null,1381,null,null,1250,null,null,1847,null,null,2843,null,null,2313,null,null,510,null,null,2224,null,null,2261,null,null,1650,null,null,2609,null,null,1310,null,null,1303,null,null,1963,null,null,16
12620388,1326,6168002,5264,1490060,3503,9283,1154,1480777,3518,3887432,3538,59365,3194,3828067,4782,790510,2369,44187,2815,746323,3569,6452386,5163,1429803,3510,8577,1641,1421226,3689,4005183,3752,63509,3356,3941674,4426,1017400,3138,69498,4047,947902,5527,1326,null,null,5264,null,null,3503,null,null,1154,null,null,3518,null,null,3538,null,null,3194,null,null,4782,null,null,2369,null,null,2815,null,null,3569,null,null,5163,null,null,3510,null,null,1641,null,null,3689,null,null,3752,null,null,3356,null,null,4426,null,null,3138,null,null,4047,null,null,5527,null,null,17
6534914,919,3204187,6049,806805,4437,5891,1192,800914,4456,1973871,3957,43322,3421,1930549,5319,423511,2113,24946,1804,398565,2613,3330727,6017,767120,4715,6188,1456,760932,5043,2029840,3460,41571,3390,1988269,5338,533767,2085,38217,2748,495550,3392,919,null,null,6049,null,null,4437,null,null,1192,null,null,4456,null,null,3957,null,null,3421,null,null,5319,null,null,2113,null,null,1804,null,null,2613,null,null,6017,null,null,4715,null,null,1456,null,null,5043,null,null,3460,null,null,3390,null,null,5338,null,null,2085,null,null,2748,null,null,3392,null,null,18
3091437,506,1532095,3125,372234,2393,2581,712,369653,2550,939004,2421,13588,1624,925416,2676,220857,1607,9856,1229,211001,1760,1559342,3175,352763,2382,2198,712,350565,2457,936201,2356,14426,1662,921775,2915,270378,1619,14930,1466,255448,1973,506,null,null,3125,null,null,2393,null,null,712,null,null,2550,null,null,2421,null,null,1624,null,null,2676,null,null,1607,null,null,1229,null,null,1760,null,null,3175,null,null,2382,null,null,712,null,null,2457,null,null,2356,null,null,1662,null,null,2915,null,null,1619,null,null,1466,null,null,1973,null,null,19
2850862,1447,1408996,4885,366317,3766,3126,916,363191,3861,853471,3148,14910,1857,838561,3458,189208,1418,10883,1240,178325,1766,1441866,4484,346785,3953,2034,754,344751,3846,864922,2852,17510,2276,847412,3202,230159,1527,16495,1663,213664,2002,1447,null,null,4885,null,null,3766,null,null,916,null,null,3861,null,null,3148,null,null,1857,null,null,3458,null,null,1418,null,null,1240,null,null,1766,null,null,4484,null,null,3953,null,null,754,null,null,3846,null,null,2852,null,null,2276,null,null,3202,null,null,1527,null,null,1663,null,null,2002,null,null,20
4354380,1440,2121338,5132,516709,3262,6512,1160,510197,3218,1309148,4210,40014,3484,1269134,5469,295481,1543,25244,2118,270237,2714,2233042,5104,493277,3423,4047,1092,489230,3388,1369879,3380,47645,3904,1322234,5063,369886,1850,30929,2476,338957,2717,1440,null,null,5132,null,null,3262,null,null,1160,null,null,3218,null,null,4210,null,null,3484,null,null,5469,null,null,1543,null,null,2118,null,null,2714,null,null,5104,null,null,3423,null,null,1092,null,null,3388,null,null,3380,null,null,3904,null,null,5063,null,null,1850,null,null,2476,null,null,2717,null,null,21
4577182,1950,2208827,5319,571299,5483,7499,1773,563800,5464,1350764,3619,35909,3007,1314855,4807,286764,1890,23588,2350,263176,2672,2368355,5285,544158,4971,8126,1855,536032,5541,1456935,2875,50771,3736,1406164,4710,367262,1871,30983,2816,336279,3364,1950,null,null,5319,null,null,5483,null,null,1773,null,null,5464,null,null,3619,null,null,3007,null,null,4807,null,null,1890,null,null,2350,null,null,2672,null,null,5285,null,null,4971,null,null,1855,null,null,5541,null,null,2875,null,null,3736,null,null,4710,null,null,1871,null,null,2816,null,null,3364,null,null,22
