B19214_001E,B19214_001M,B19214_001M,B19214_001EA,B19214_001MA,state
130753696600,2087132434,2087132434,null,null,12
56572728700,1276338087,1276338087,null,null,13
8461386700,447813860,447813860,null,null,15
8140664800,460652631,460652631,null,null,16
89530251200,1407095566,1407095566,null,null,17
37533322400,1033900734,1033900734,null,null,18
19763849000,689519517,689519517,null,null,19
16506064000,501480013,501480013,null,null,20
23424497200,708309455,708309455,null,null,21
25064671700,764943142,764943142,null,null,22
9138609400,493013584,493013584,null,null,23
46647293600,1250971561,1250971561,null,null,24
59108730800,1335519195,1335519195,null,null,25
61604529400,1016906719,1016906719,null,null,26
40108665800,809976798,809976798,null,null,27
12411484500,484585397,484585397,null,null,28
36393122200,1091969080,1091969080,null,null,29
6389459800,286496493,286496493,null,null,30
11651564400,467899409,467899409,null,null,31
19294251500,657093231,657093231,null,null,32
9528907000,514410768,514410768,null,null,33
59521668800,1228951070,1228951070,null,null,34
11675647000,434534839,434534839,null,null,35
165554335600,2387764609,2387764609,null,null,36
59221004000,1524332064,1524332064,null,null,37
6827215200,550216989,550216989,null,null,38
74000588200,1410465601,1410465601,null,null,39
20154930300,617535495,617535495,null,null,40
28872783100,819647571,819647571,null,null,41
83916082700,1350472740,1350472740,null,null,42
8295288900,444449383,444449383,null,null,44
26900032400,877336864,877336864,null,null,45
5587983200,415435966,415435966,null,null,46
37005309900,962125467,962125467,null,null,47
152218584500,2483165483,2483165483,null,null,48
12347780700,792742173,792742173,null,null,49
4647109100,218311293,218311293,null,null,50
61709623100,1387768171,1387768171,null,null,51
58029378700,1638423253,1638423253,null,null,53
9170581800,431404024,431404024,null,null,54
40313011400,934820147,934820147,null,null,55
3695024600,325350906,325350906,null,null,56
7420966900,391658874,391658874,null,null,72
23908694800,775491156,775491156,null,null,01
5595976600,430685954,430685954,null,null,02
42681003300,1105348701,1105348701,null,null,04
14417295600,707665605,707665605,null,null,05
269659425400,3356152998,3356152998,null,null,06
42929968700,1138696444,1138696444,null,null,08
28441110900,854043632,854043632,null,null,09
6171734800,417483131,417483131,null,null,10
13509057300,669305426,669305426,null,null,11
