B19101G_001E,B19101G_001M,B19101G_002E,B19101G_002M,B19101G_003E,B19101G_003M,B19101G_004E,B19101G_004M,B19101G_005E,B19101G_005M,B19101G_006E,B19101G_006M,B19101G_007E,B19101G_007M,B19101G_008E,B19101G_008M,B19101G_009E,B19101G_009M,B19101G_010E,B19101G_010M,B19101G_011E,B19101G_011M,B19101G_012E,B19101G_012M,B19101G_013E,B19101G_013M,B19101G_014E,B19101G_014M,B19101G_015E,B19101G_015M,B19101G_016E,B19101G_016M,B19101G_017E,B19101G_017M,B19101G_001M,B19101G_001EA,B19101G_001MA,B19101G_002M,B19101G_002EA,B19101G_002MA,B19101G_003M,B19101G_003EA,B19101G_003MA,B19101G_004M,B19101G_004EA,B19101G_004MA,B19101G_005M,B19101G_005EA,B19101G_005MA,B19101G_006M,B19101G_006EA,B19101G_006MA,B19101G_007M,B19101G_007EA,B19101G_007MA,B19101G_008M,B19101G_008EA,B19101G_008MA,B19101G_009M,B19101G_009EA,B19101G_009MA,B19101G_010M,B19101G_010EA,B19101G_010MA,B19101G_011M,B19101G_011EA,B19101G_011MA,B19101G_012M,B19101G_012EA,B19101G_012MA,B19101G_013M,B19101G_013EA,B19101G_013MA,B19101G_014M,B19101G_014EA,B19101G_014MA,B19101G_015M,B19101G_015EA,B19101G_015MA,B19101G_016M,B19101G_016EA,B19101G_016MA,B19101G_017M,B19101G_017EA,B19101G_017MA,state
4269,1066,190,217,251,210,462,479,216,192,665,439,152,198,519,383,61,67,0,172,120,117,264,222,623,384,484,364,37,69,0,172,225,211,1066,null,null,217,null,null,210,null,null,479,null,null,192,null,null,439,null,null,198,null,null,383,null,null,67,null,null,172,null,null,117,null,null,222,null,null,384,null,null,364,null,null,69,null,null,172,null,null,211,null,null,23
27712,2510,1967,704,574,319,270,225,714,388,1005,508,851,459,814,533,766,364,855,416,2115,755,2360,680,3703,864,2586,926,2497,801,3403,964,3232,854,2510,null,null,704,null,null,319,null,null,225,null,null,388,null,null,508,null,null,459,null,null,533,null,null,364,null,null,416,null,null,755,null,null,680,null,null,864,null,null,926,null,null,801,null,null,964,null,null,854,null,null,24
30514,3041,2015,912,945,446,1341,591,1579,643,1284,525,1819,692,1790,801,972,514,864,476,2291,992,2203,757,3782,1174,3088,731,1507,641,2928,961,2106,669,3041,null,null,912,null,null,446,null,null,591,null,null,643,null,null,525,null,null,692,null,null,801,null,null,514,null,null,476,null,null,992,null,null,757,null,null,1174,null,null,731,null,null,641,null,null,961,null,null,669,null,null,25
44421,3230,2861,897,2813,832,2009,771,2764,762,2024,712,1895,582,2598,880,1978,664,1900,616,4455,983,4985,951,5320,903,3558,897,1717,632,1561,620,1983,686,3230,null,null,897,null,null,832,null,null,771,null,null,762,null,null,712,null,null,582,null,null,880,null,null,664,null,null,616,null,null,983,null,null,951,null,null,903,null,null,897,null,null,632,null,null,620,null,null,686,null,null,26
18497,1994,670,382,688,452,504,273,833,436,855,461,455,247,515,382,477,252,733,369,1424,622,1892,542,3156,808,1966,604,1365,528,1732,580,1232,414,1994,null,null,382,null,null,452,null,null,273,null,null,436,null,null,461,null,null,247,null,null,382,null,null,252,null,null,369,null,null,622,null,null,542,null,null,808,null,null,604,null,null,528,null,null,580,null,null,414,null,null,27
4057,1084,244,304,231,271,273,235,314,258,332,274,228,146,532,475,212,176,289,233,182,207,476,291,494,325,79,148,0,213,89,109,82,141,1084,null,null,304,null,null,271,null,null,235,null,null,258,null,null,274,null,null,146,null,null,475,null,null,176,null,null,233,null,null,207,null,null,291,null,null,325,null,null,148,null,null,213,null,null,109,null,null,141,null,null,28
20062,2189,1178,484,505,280,992,501,1330,632,842,385,1340,612,1659,913,1109,531,1383,542,2081,723,1450,492,2149,804,1490,565,555,378,1182,481,817,420,2189,null,null,484,null,null,280,null,null,501,null,null,632,null,null,385,null,null,612,null,null,913,null,null,531,null,null,542,null,null,723,null,null,492,null,null,804,null,null,565,null,null,378,null,null,481,null,null,420,null,null,29
5065,1026,133,131,183,149,150,128,436,449,225,199,110,97,646,442,226,190,296,262,689,381,600,328,439,276,259,160,273,237,328,350,72,151,1026,null,null,131,null,null,149,null,null,128,null,null,449,null,null,199,null,null,97,null,null,442,null,null,190,null,null,262,null,null,381,null,null,328,null,null,276,null,null,160,null,null,237,null,null,350,null,null,151,null,null,30
5966,1048,439,232,428,451,32,58,581,515,224,198,348,297,271,195,144,152,240,215,403,306,708,297,1041,392,531,333,286,199,91,83,199,189,1048,null,null,232,null,null,451,null,null,58,null,null,515,null,null,198,null,null,297,null,null,195,null,null,152,null,null,215,null,null,306,null,null,297,null,null,392,null,null,333,null,null,199,null,null,83,null,null,189,null,null,31
20627,1943,937,533,519,289,221,218,940,467,1434,670,1445,659,727,430,560,337,1419,636,1508,581,2866,834,3263,847,2059,606,873,355,1102,420,754,357,1943,null,null,533,null,null,289,null,null,218,null,null,467,null,null,670,null,null,659,null,null,430,null,null,337,null,null,636,null,null,581,null,null,834,null,null,847,null,null,606,null,null,355,null,null,420,null,null,357,null,null,32
3707,859,210,274,0,187,230,200,57,58,336,280,225,245,300,287,241,249,210,225,242,193,315,343,383,290,204,196,247,214,310,285,197,165,859,null,null,274,null,null,187,null,null,200,null,null,58,null,null,280,null,null,245,null,null,287,null,null,249,null,null,225,null,null,193,null,null,343,null,null,290,null,null,196,null,null,214,null,null,285,null,null,165,null,null,33
36620,2842,1616,741,464,284,2092,872,1435,669,1938,953,1128,452,1503,600,1455,710,1073,589,2607,837,2696,720,4675,926,3536,799,1993,540,4245,1095,4164,961,2842,null,null,741,null,null,284,null,null,872,null,null,669,null,null,953,null,null,452,null,null,600,null,null,710,null,null,589,null,null,837,null,null,720,null,null,926,null,null,799,null,null,540,null,null,1095,null,null,961,null,null,34
10830,1823,452,345,240,192,213,199,649,434,446,276,257,197,68,91,478,360,605,404,1297,631,1512,513,1840,792,849,423,229,251,924,490,771,402,1823,null,null,345,null,null,192,null,null,199,null,null,434,null,null,276,null,null,197,null,null,91,null,null,360,null,null,404,null,null,631,null,null,513,null,null,792,null,null,423,null,null,251,null,null,490,null,null,402,null,null,35
91583,5744,6382,1486,4066,1127,4213,1202,5568,1215,4167,1181,5293,1327,2713,736,4301,1207,3020,847,6501,1329,7006,1283,9805,1340,7642,1324,5609,1122,6996,1582,8301,1495,5744,null,null,1486,null,null,1127,null,null,1202,null,null,1215,null,null,1181,null,null,1327,null,null,736,null,null,1207,null,null,847,null,null,1329,null,null,1283,null,null,1340,null,null,1324,null,null,1122,null,null,1582,null,null,1495,null,null,36
36796,3230,2492,840,1866,689,1568,760,2233,929,2262,850,2895,1100,1563,659,1621,637,1460,613,2488,743,3727,1110,4888,1094,2887,970,2132,874,1441,546,1273,570,3230,null,null,840,null,null,689,null,null,760,null,null,929,null,null,850,null,null,1100,null,null,659,null,null,637,null,null,613,null,null,743,null,null,1110,null,null,1094,null,null,970,null,null,874,null,null,546,null,null,570,null,null,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
40669,3143,4405,1205,3556,1059,1858,778,2365,781,2706,890,1276,452,1975,598,1902,522,910,379,3082,806,3783,895,5184,1457,2614,849,1453,696,1586,647,2014,534,3143,null,null,1205,null,null,1059,null,null,778,null,null,781,null,null,890,null,null,452,null,null,598,null,null,522,null,null,379,null,null,806,null,null,895,null,null,1457,null,null,849,null,null,696,null,null,647,null,null,534,null,null,39
53827,2654,4293,968,2036,518,2470,678,2206,536,2757,537,2366,582,2698,628,2480,678,2209,562,5984,1152,5984,944,7698,1182,4676,815,2344,571,1892,566,1734,512,2654,null,null,968,null,null,518,null,null,678,null,null,536,null,null,537,null,null,582,null,null,628,null,null,678,null,null,562,null,null,1152,null,null,944,null,null,1182,null,null,815,null,null,571,null,null,566,null,null,512,null,null,40
34697,3153,2178,1056,865,510,2097,699,2693,1165,2694,861,1041,416,1373,655,1162,537,1347,588,3280,946,2864,838,3968,1028,3369,958,2565,818,1617,568,1584,632,3153,null,null,1056,null,null,510,null,null,699,null,null,1165,null,null,861,null,null,416,null,null,655,null,null,537,null,null,588,null,null,946,null,null,838,null,null,1028,null,null,958,null,null,818,null,null,568,null,null,632,null,null,41
44075,3337,3286,935,2025,849,3438,1180,2861,974,1581,591,2590,852,1676,741,1672,569,1648,735,4567,1022,5269,1015,4695,924,3089,813,1481,519,2349,719,1848,611,3337,null,null,935,null,null,849,null,null,1180,null,null,974,null,null,591,null,null,852,null,null,741,null,null,569,null,null,735,null,null,1022,null,null,1015,null,null,924,null,null,813,null,null,519,null,null,719,null,null,611,null,null,42
4677,1095,556,399,227,272,299,211,197,227,532,514,277,223,217,288,332,271,49,86,104,130,411,295,281,216,490,325,321,346,268,215,116,149,1095,null,null,399,null,null,272,null,null,211,null,null,227,null,null,514,null,null,223,null,null,288,null,null,271,null,null,86,null,null,130,null,null,295,null,null,216,null,null,325,null,null,346,null,null,215,null,null,149,null,null,44
10810,1785,809,422,506,477,320,221,605,408,323,262,445,271,526,397,316,282,835,548,1087,537,1216,552,1859,660,717,459,548,311,636,397,62,76,1785,null,null,422,null,null,477,null,null,221,null,null,408,null,null,262,null,null,271,null,null,397,null,null,282,null,null,548,null,null,537,null,null,552,null,null,660,null,null,459,null,null,311,null,null,397,null,null,76,null,null,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
20196,2168,1459,569,973,521,1579,628,1136,567,1251,557,1780,840,545,317,955,504,493,272,2080,699,1906,595,2530,737,1140,506,938,404,717,416,714,361,2168,null,null,569,null,null,521,null,null,628,null,null,567,null,null,557,null,null,840,null,null,317,null,null,504,null,null,272,null,null,699,null,null,595,null,null,737,null,null,506,null,null,404,null,null,416,null,null,361,null,null,47
115309,6145,5195,1319,3231,1025,4129,1096,5091,1281,5229,1391,5167,1175,5053,1104,4929,1162,5070,1294,10500,1937,13482,1920,12814,1831,11916,1871,5756,1170,8681,1579,9066,1585,6145,null,null,1319,null,null,1025,null,null,1096,null,null,1281,null,null,1391,null,null,1175,null,null,1104,null,null,1162,null,null,1294,null,null,1937,null,null,1920,null,null,1831,null,null,1871,null,null,1170,null,null,1579,null,null,1585,null,null,48
12183,1603,802,557,233,244,336,288,376,299,190,187,360,312,504,403,907,471,336,295,1534,709,1298,525,2021,734,1053,543,540,316,1057,553,636,343,1603,null,null,557,null,null,244,null,null,288,null,null,299,null,null,187,null,null,312,null,null,403,null,null,471,null,null,295,null,null,709,null,null,525,null,null,734,null,null,543,null,null,316,null,null,553,null,null,343,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
44863,3301,3041,926,1152,545,1628,859,2324,958,1865,848,1564,609,2337,848,1748,642,1883,908,2114,681,3814,904,5617,1131,4653,1033,2752,781,4070,1030,4301,1038,3301,null,null,926,null,null,545,null,null,859,null,null,958,null,null,848,null,null,609,null,null,848,null,null,642,null,null,908,null,null,681,null,null,904,null,null,1131,null,null,1033,null,null,781,null,null,1030,null,null,1038,null,null,51
59471,3385,3386,1237,2875,878,2189,696,2788,1173,2187,766,2888,819,2013,812,2583,840,2726,919,4463,935,6253,1249,8904,1489,5980,1318,3063,859,3716,867,3457,843,3385,null,null,1237,null,null,878,null,null,696,null,null,1173,null,null,766,null,null,819,null,null,812,null,null,840,null,null,919,null,null,935,null,null,1249,null,null,1489,null,null,1318,null,null,859,null,null,867,null,null,843,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
15885,1828,1018,432,1193,578,827,504,919,404,595,273,1144,593,633,347,336,216,318,241,1322,456,1899,589,2394,695,1315,586,649,305,602,302,721,348,1828,null,null,432,null,null,578,null,null,504,null,null,404,null,null,273,null,null,593,null,null,347,null,null,216,null,null,241,null,null,456,null,null,589,null,null,695,null,null,586,null,null,305,null,null,302,null,null,348,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
35470,2935,8406,1561,3460,959,4039,805,2422,749,2224,704,2485,814,2018,778,1752,640,1779,751,1702,667,1836,657,1730,668,483,358,439,304,561,385,134,210,2935,null,null,1561,null,null,959,null,null,805,null,null,749,null,null,704,null,null,814,null,null,778,null,null,640,null,null,751,null,null,667,null,null,657,null,null,668,null,null,358,null,null,304,null,null,385,null,null,210,null,null,72
13978,1916,764,383,938,698,604,359,488,328,294,225,1067,468,1023,466,293,277,612,387,878,438,1324,559,2096,636,1171,466,585,360,1368,615,473,345,1916,null,null,383,null,null,698,null,null,359,null,null,328,null,null,225,null,null,468,null,null,466,null,null,277,null,null,387,null,null,438,null,null,559,null,null,636,null,null,466,null,null,360,null,null,615,null,null,345,null,null,01
7884,1252,311,236,255,229,160,175,202,214,213,251,228,209,181,136,121,94,813,628,461,272,1059,557,933,424,852,435,642,335,1070,451,383,235,1252,null,null,236,null,null,229,null,null,175,null,null,214,null,null,251,null,null,209,null,null,136,null,null,94,null,null,628,null,null,272,null,null,557,null,null,424,null,null,435,null,null,335,null,null,451,null,null,235,null,null,02
37002,3306,2617,850,2581,901,1588,615,1737,683,1907,846,1793,593,1378,649,1138,483,1229,567,4130,1219,3765,809,4420,993,2180,724,2297,585,2064,751,2178,668,3306,null,null,850,null,null,901,null,null,615,null,null,683,null,null,846,null,null,593,null,null,649,null,null,483,null,null,567,null,null,1219,null,null,809,null,null,993,null,null,724,null,null,585,null,null,751,null,null,668,null,null,04
11574,1683,555,319,587,324,841,462,668,314,640,321,944,480,460,304,274,234,998,500,1042,454,1387,526,1390,592,1250,546,152,196,335,228,51,57,1683,null,null,319,null,null,324,null,null,462,null,null,314,null,null,321,null,null,480,null,null,304,null,null,234,null,null,500,null,null,454,null,null,526,null,null,592,null,null,546,null,null,196,null,null,228,null,null,57,null,null,05
274115,6966,11667,1982,7739,1322,8919,1575,9122,1532,9457,1758,8831,1290,11614,1804,10210,1534,8197,1697,16912,2162,23516,2314,38218,3736,29728,2150,21359,2196,26265,2602,32361,2916,6966,null,null,1982,null,null,1322,null,null,1575,null,null,1532,null,null,1758,null,null,1290,null,null,1804,null,null,1534,null,null,1697,null,null,2162,null,null,2314,null,null,3736,null,null,2150,null,null,2196,null,null,2602,null,null,2916,null,null,06
27058,2360,1115,580,838,511,883,545,955,540,868,416,713,462,1106,540,1424,578,803,363,2414,792,3236,761,3914,1103,3227,788,1728,559,1733,600,2101,737,2360,null,null,580,null,null,511,null,null,545,null,null,540,null,null,416,null,null,462,null,null,540,null,null,578,null,null,363,null,null,792,null,null,761,null,null,1103,null,null,788,null,null,559,null,null,600,null,null,737,null,null,08
17206,2324,1194,720,581,336,1436,667,484,418,784,645,688,385,421,391,805,570,981,676,1220,569,1300,577,2089,918,2161,794,1100,567,1117,501,845,419,2324,null,null,720,null,null,336,null,null,667,null,null,418,null,null,645,null,null,385,null,null,391,null,null,570,null,null,676,null,null,569,null,null,577,null,null,918,null,null,794,null,null,567,null,null,501,null,null,419,null,null,09
4185,1055,360,349,27,49,399,374,282,263,320,242,0,193,304,288,22,41,239,363,178,159,846,579,556,313,200,196,149,215,87,100,216,217,1055,null,null,349,null,null,49,null,null,374,null,null,263,null,null,242,null,null,193,null,null,288,null,null,41,null,null,363,null,null,159,null,null,579,null,null,313,null,null,196,null,null,215,null,null,100,null,null,217,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
