B14007_001E,B14007_001M,B14007_002E,B14007_002M,B14007_003E,B14007_003M,B14007_004E,B14007_004M,B14007_005E,B14007_005M,B14007_006E,B14007_006M,B14007_007E,B14007_007M,B14007_008E,B14007_008M,B14007_009E,B14007_009M,B14007_010E,B14007_010M,B14007_011E,B14007_011M,B14007_012E,B14007_012M,B14007_013E,B14007_013M,B14007_014E,B14007_014M,B14007_015E,B14007_015M,B14007_016E,B14007_016M,B14007_017E,B14007_017M,B14007_018E,B14007_018M,B14007_019E,B14007_019M,B14007_001M,B14007_001EA,B14007_001MA,B14007_002M,B14007_002EA,B14007_002MA,B14007_003M,B14007_003EA,B14007_003MA,B14007_004M,B14007_004EA,B14007_004MA,B14007_005M,B14007_005EA,B14007_005MA,B14007_006M,B14007_006EA,B14007_006MA,B14007_007M,B14007_007EA,B14007_007MA,B14007_008M,B14007_008EA,B14007_008MA,B14007_009M,B14007_009EA,B14007_009MA,B14007_010M,B14007_010EA,B14007_010MA,B14007_011M,B14007_011EA,B14007_011MA,B14007_012M,B14007_012EA,B14007_012MA,B14007_013M,B14007_013EA,B14007_013MA,B14007_014M,B14007_014EA,B14007_014MA,B14007_015M,B14007_015EA,B14007_015MA,B14007_016M,B14007_016EA,B14007_016MA,B14007_017M,B14007_017EA,B14007_017MA,B14007_018M,B14007_018EA,B14007_018MA,B14007_019M,B14007_019EA,B14007_019MA,state
19944148,9362,4718808,25670,284728,9833,230962,10007,209410,8839,219239,8464,247781,9275,235153,8392,235978,8779,240266,8166,229949,9321,225282,8390,240256,8191,248078,7935,240171,8221,263907,8491,1125217,18426,242431,10078,15225340,22949,9362,null,null,25670,null,null,9833,null,null,10007,null,null,8839,null,null,8464,null,null,9275,null,null,8392,null,null,8779,null,null,8166,null,null,9321,null,null,8390,null,null,8191,null,null,7935,null,null,8221,null,null,8491,null,null,18426,null,null,10078,null,null,22949,null,null,12
9922591,8143,2747236,17155,168465,7381,139268,6175,131319,6351,143154,7332,144507,7080,147536,6077,145440,6047,146570,7616,146490,6801,142702,7275,146267,6575,147902,5992,136679,5640,158353,6630,576421,12745,126163,6588,7175355,16814,8143,null,null,17155,null,null,7381,null,null,6175,null,null,6351,null,null,7332,null,null,7080,null,null,6077,null,null,6047,null,null,7616,null,null,6801,null,null,7275,null,null,6575,null,null,5992,null,null,5640,null,null,6630,null,null,12745,null,null,6588,null,null,16814,null,null,13
1374882,2411,331540,5911,23628,2272,16245,2214,11386,1577,15412,1780,19655,2331,14599,1710,16769,2061,17533,2032,18875,1819,14527,1664,14793,1709,15175,1792,15598,1666,17435,2078,80763,3802,19147,2107,1043342,5940,2411,null,null,5911,null,null,2272,null,null,2214,null,null,1577,null,null,1780,null,null,2331,null,null,1710,null,null,2061,null,null,2032,null,null,1819,null,null,1664,null,null,1709,null,null,1792,null,null,1666,null,null,2078,null,null,3802,null,null,2107,null,null,5940,null,null,15
1616630,2710,454191,7745,22817,2540,22497,2464,23509,2563,28266,2715,25661,2461,22263,2178,23421,2389,26085,2218,22321,2368,26077,2786,24896,2288,24068,1949,24139,2243,25318,2408,94518,5449,18335,2374,1162439,7383,2710,null,null,7745,null,null,2540,null,null,2464,null,null,2563,null,null,2715,null,null,2461,null,null,2178,null,null,2389,null,null,2218,null,null,2368,null,null,2786,null,null,2288,null,null,1949,null,null,2243,null,null,2408,null,null,5449,null,null,2374,null,null,7383,null,null,16
12343102,7261,3286606,15903,224254,7431,160333,6331,154211,6156,154355,6111,168907,6261,170644,5642,164104,6736,167311,6424,167418,6338,164977,6087,172301,5880,171454,5460,173281,5918,178026,6389,695704,11335,199326,7246,9056496,15879,7261,null,null,15903,null,null,7431,null,null,6331,null,null,6156,null,null,6111,null,null,6261,null,null,5642,null,null,6736,null,null,6424,null,null,6338,null,null,6087,null,null,5880,null,null,5460,null,null,5918,null,null,6389,null,null,11335,null,null,7246,null,null,15879,null,null,17
6387865,5194,1684219,12275,102982,4818,88555,5142,88106,5055,85368,4736,93912,4912,95333,4901,85949,4259,86613,4555,84150,4579,88176,4516,90241,4651,87037,4348,91630,4319,93368,4517,352881,9099,69918,4812,4703646,12461,5194,null,null,12275,null,null,4818,null,null,5142,null,null,5055,null,null,4736,null,null,4912,null,null,4901,null,null,4259,null,null,4555,null,null,4579,null,null,4516,null,null,4651,null,null,4348,null,null,4319,null,null,4517,null,null,9099,null,null,4812,null,null,12461,null,null,18
3017234,3353,804741,6577,55658,3537,41695,3043,37370,2490,38956,2657,43519,2482,41110,2912,41441,2796,38722,2487,41633,2827,39534,2836,38406,2574,41320,2592,41774,2654,39287,2527,185622,5637,38694,3713,2212493,6770,3353,null,null,6577,null,null,3537,null,null,3043,null,null,2490,null,null,2657,null,null,2482,null,null,2912,null,null,2796,null,null,2487,null,null,2827,null,null,2836,null,null,2574,null,null,2592,null,null,2654,null,null,2527,null,null,5637,null,null,3713,null,null,6770,null,null,19
2789271,3180,774902,8505,50128,3237,39302,3108,38444,2836,38898,2701,41294,2537,39487,2970,41318,2929,38458,2940,41479,3189,38814,2695,36048,2891,39795,2703,38483,2552,44476,3167,167829,6237,40649,3072,2014369,8255,3180,null,null,8505,null,null,3237,null,null,3108,null,null,2836,null,null,2701,null,null,2537,null,null,2970,null,null,2929,null,null,2940,null,null,3189,null,null,2695,null,null,2891,null,null,2703,null,null,2552,null,null,3167,null,null,6237,null,null,3072,null,null,8255,null,null,20
4275617,4122,1085033,11236,62109,3957,52439,3290,56692,3445,58889,3847,60000,3326,56046,3092,61324,3535,56006,3460,55250,3655,55474,3502,56268,3622,63689,3394,56180,3319,57943,4056,228750,7889,47974,3726,3190584,10749,4122,null,null,11236,null,null,3957,null,null,3290,null,null,3445,null,null,3847,null,null,3326,null,null,3092,null,null,3535,null,null,3460,null,null,3655,null,null,3502,null,null,3622,null,null,3394,null,null,3319,null,null,4056,null,null,7889,null,null,3726,null,null,10749,null,null,21
4492545,6358,1172916,10055,76515,5319,58564,4421,58188,4801,64920,4313,66745,4586,66187,4540,63841,4720,61963,3941,61671,4468,64872,4283,63692,4523,62844,4255,61272,4468,64259,4899,231882,7411,45501,3953,3319629,8987,6358,null,null,10055,null,null,5319,null,null,4421,null,null,4801,null,null,4313,null,null,4586,null,null,4540,null,null,4720,null,null,3941,null,null,4468,null,null,4283,null,null,4523,null,null,4255,null,null,4468,null,null,4899,null,null,7411,null,null,3953,null,null,8987,null,null,22
1295874,2030,293857,4755,18084,2191,15570,1903,13774,1611,15248,1933,14846,1783,12770,1605,12045,1597,15184,1986,15080,2047,12809,1523,16409,1813,14200,1521,15988,1837,17222,1853,70476,3174,14152,2003,1002017,4650,2030,null,null,4755,null,null,2191,null,null,1903,null,null,1611,null,null,1933,null,null,1783,null,null,1605,null,null,1597,null,null,1986,null,null,2047,null,null,1523,null,null,1813,null,null,1521,null,null,1837,null,null,1853,null,null,3174,null,null,2003,null,null,4650,null,null,23
5802819,4827,1540625,11709,93322,3969,70421,4445,72952,4423,79346,4080,75321,4926,74048,4057,78139,4054,74531,4159,72761,4308,73349,4317,80925,4307,74908,3054,72700,3251,80327,4579,356897,9738,110678,4827,4262194,12108,4827,null,null,11709,null,null,3969,null,null,4445,null,null,4423,null,null,4080,null,null,4926,null,null,4057,null,null,4054,null,null,4159,null,null,4308,null,null,4317,null,null,4307,null,null,3054,null,null,3251,null,null,4579,null,null,9738,null,null,4827,null,null,12108,null,null,24
6604293,4814,1737713,13563,109538,5372,77663,4431,66876,3894,72526,3957,78192,4271,78275,4153,79042,3822,78187,4893,78932,5376,83916,4650,87405,4490,77795,3649,90173,4436,93728,4358,445969,9300,139496,6526,4866580,13553,4814,null,null,13563,null,null,5372,null,null,4431,null,null,3894,null,null,3957,null,null,4271,null,null,4153,null,null,3822,null,null,4893,null,null,5376,null,null,4650,null,null,4490,null,null,3649,null,null,4436,null,null,4358,null,null,9300,null,null,6526,null,null,13553,null,null,25
9589851,5401,2488397,13964,144413,5257,121028,5140,112846,4282,116220,4817,122857,4453,124299,5153,120454,4303,128994,5646,121779,5681,125539,5450,127722,4543,139577,4332,130904,4427,135895,4502,594533,10983,121337,4684,7101454,14120,5401,null,null,13964,null,null,5257,null,null,5140,null,null,4282,null,null,4817,null,null,4453,null,null,5153,null,null,4303,null,null,5646,null,null,5681,null,null,5450,null,null,4543,null,null,4332,null,null,4427,null,null,4502,null,null,10983,null,null,4684,null,null,14120,null,null,26
5314323,4233,1392956,8070,93562,4347,71027,3071,74471,3906,70525,3705,73884,3475,67248,3365,73025,3296,72098,2989,69946,3877,71942,3367,69682,3477,70152,2536,76238,3549,76723,3830,299600,6475,62833,3349,3921367,7605,4233,null,null,8070,null,null,4347,null,null,3071,null,null,3906,null,null,3705,null,null,3475,null,null,3365,null,null,3296,null,null,2989,null,null,3877,null,null,3367,null,null,3477,null,null,2536,null,null,3549,null,null,3830,null,null,6475,null,null,3349,null,null,7605,null,null,27
2873238,4999,781666,8669,45452,3215,43885,3670,40571,3729,45107,3630,43408,3660,42697,3637,39970,2906,42392,3908,40069,3744,40105,3206,40345,3529,45927,3004,36191,3027,43892,3950,162789,6244,28866,2669,2091572,8367,4999,null,null,8669,null,null,3215,null,null,3670,null,null,3729,null,null,3630,null,null,3660,null,null,3637,null,null,2906,null,null,3908,null,null,3744,null,null,3206,null,null,3529,null,null,3004,null,null,3027,null,null,3950,null,null,6244,null,null,2669,null,null,8367,null,null,28
5873591,4026,1507305,11482,95054,4533,76558,4717,75418,3836,73107,4836,77857,3959,79337,4034,77893,4181,79680,4151,79191,4040,74696,4197,81649,4428,80083,3419,77872,4006,83521,4060,318559,8084,76830,4758,4366286,12040,4026,null,null,11482,null,null,4533,null,null,4717,null,null,3836,null,null,4836,null,null,3959,null,null,4034,null,null,4181,null,null,4151,null,null,4040,null,null,4197,null,null,4428,null,null,3419,null,null,4006,null,null,4060,null,null,8084,null,null,4758,null,null,12040,null,null,29
1009075,1828,242914,4813,14701,1732,13292,1642,10163,1327,12999,1611,14144,1692,14590,1600,12166,1191,13184,1486,12668,1786,12726,1427,13220,1670,12291,1372,12505,1243,12876,1937,52220,3486,9169,1560,766161,4658,1828,null,null,4813,null,null,1732,null,null,1642,null,null,1327,null,null,1611,null,null,1692,null,null,1600,null,null,1191,null,null,1486,null,null,1786,null,null,1427,null,null,1670,null,null,1372,null,null,1243,null,null,1937,null,null,3486,null,null,1560,null,null,4658,null,null,30
1827563,2603,505491,6482,32402,2202,26306,2267,24166,2371,29170,2562,24794,2161,26553,1890,24783,2080,28894,1919,26917,1975,23824,1860,23859,2181,24982,1828,26527,1554,26730,2208,109537,4802,26047,2544,1322072,6871,2603,null,null,6482,null,null,2202,null,null,2267,null,null,2371,null,null,2562,null,null,2161,null,null,1890,null,null,2080,null,null,1919,null,null,1975,null,null,1860,null,null,2181,null,null,1828,null,null,1554,null,null,2208,null,null,4802,null,null,2544,null,null,6871,null,null,31
2834596,3496,700680,7743,36133,3592,35613,2957,36057,2985,36001,3222,39101,3558,36901,2824,38908,3305,38794,3671,36016,2903,39799,3051,38865,3279,36477,2611,38501,3180,44645,3559,139241,5808,29628,3042,2133916,7966,3496,null,null,7743,null,null,3592,null,null,2957,null,null,2985,null,null,3222,null,null,3558,null,null,2824,null,null,3305,null,null,3671,null,null,2903,null,null,3051,null,null,3279,null,null,2611,null,null,3180,null,null,3559,null,null,5808,null,null,3042,null,null,7966,null,null,32
1296519,2198,307848,5228,16398,1855,14661,2027,14770,2001,13387,1765,14533,1623,15149,1892,14782,1687,16674,1916,13114,1763,15973,1932,14978,1599,16554,1686,14310,1631,19252,2110,74126,4078,19187,2214,988671,4957,2198,null,null,5228,null,null,1855,null,null,2027,null,null,2001,null,null,1765,null,null,1623,null,null,1892,null,null,1687,null,null,1916,null,null,1763,null,null,1932,null,null,1599,null,null,1686,null,null,1631,null,null,2110,null,null,4078,null,null,2214,null,null,4957,null,null,33
8640545,6861,2239783,13490,168540,6243,113491,5900,105063,5355,106463,4979,113106,5122,110768,4796,111279,5703,111422,5316,113006,4881,114571,5481,111750,5191,117095,4371,117079,4761,129165,5662,472162,10813,124823,5950,6400762,14115,6861,null,null,13490,null,null,6243,null,null,5900,null,null,5355,null,null,4979,null,null,5122,null,null,4796,null,null,5703,null,null,5316,null,null,4881,null,null,5481,null,null,5191,null,null,4371,null,null,4761,null,null,5662,null,null,10813,null,null,5950,null,null,14115,null,null,34
2006122,2602,539773,7866,27412,2722,26019,2567,29106,3059,27130,2937,28084,2807,28179,2632,29995,3158,26716,2234,25397,2298,28017,3041,28511,2827,24304,2494,30779,2784,30211,2323,122469,6060,27444,3138,1466349,7892,2602,null,null,7866,null,null,2722,null,null,2567,null,null,3059,null,null,2937,null,null,2807,null,null,2632,null,null,3158,null,null,2234,null,null,2298,null,null,3041,null,null,2827,null,null,2494,null,null,2784,null,null,2323,null,null,6060,null,null,3138,null,null,7892,null,null,35
19059878,10210,4843659,17841,293971,9151,238285,7928,222112,7538,233157,7650,239476,8263,236845,7264,224678,6927,219298,7772,228004,7428,235453,6802,241403,6321,245387,7054,240195,6376,261390,7983,1175025,14548,308980,8024,14216219,15987,10210,null,null,17841,null,null,9151,null,null,7928,null,null,7538,null,null,7650,null,null,8263,null,null,7264,null,null,6927,null,null,7772,null,null,7428,null,null,6802,null,null,6321,null,null,7054,null,null,6376,null,null,7983,null,null,14548,null,null,8024,null,null,15987,null,null,36
9790290,6203,2523926,17330,133211,6112,119125,5460,124944,6834,133170,6132,140437,5942,130329,6016,133574,5922,124531,5428,122746,5345,130140,5617,139099,6136,137095,5313,131050,5278,138346,6232,560939,12383,125190,6679,7266364,16395,6203,null,null,17330,null,null,6112,null,null,5460,null,null,6834,null,null,6132,null,null,5942,null,null,6016,null,null,5922,null,null,5428,null,null,5345,null,null,5617,null,null,6136,null,null,5313,null,null,5278,null,null,6232,null,null,12383,null,null,6679,null,null,16395,null,null,37
723952,1695,181543,5131,10253,1311,9812,1323,8423,1162,9248,1305,9544,1315,10584,1481,8745,1105,10085,1480,8346,1107,8537,1323,7319,1036,7560,1020,8744,1321,8094,1167,46544,3866,9705,1561,542409,5343,1695,null,null,5131,null,null,1311,null,null,1323,null,null,1162,null,null,1305,null,null,1315,null,null,1481,null,null,1105,null,null,1480,null,null,1107,null,null,1323,null,null,1036,null,null,1020,null,null,1321,null,null,1167,null,null,3866,null,null,1561,null,null,5343,null,null,38
11200305,6448,2830005,14525,164686,6189,138527,5135,142333,5597,140016,5635,146164,5881,143144,5218,138890,5140,145242,5951,149887,5556,148383,5951,152648,6095,154994,5349,153846,5614,154706,5856,614826,12124,141713,5152,8370300,14474,6448,null,null,14525,null,null,6189,null,null,5135,null,null,5597,null,null,5635,null,null,5881,null,null,5218,null,null,5140,null,null,5951,null,null,5556,null,null,5951,null,null,6095,null,null,5349,null,null,5614,null,null,5856,null,null,12124,null,null,5152,null,null,14474,null,null,39
3765877,3533,1004589,8638,64323,3108,55363,3054,57790,2472,55897,3160,55908,2918,54457,2855,52708,3081,55558,2500,51465,3328,51542,3062,55891,2754,49771,2528,49740,2552,51003,3258,204557,5914,38616,3476,2761288,8199,3533,null,null,8638,null,null,3108,null,null,3054,null,null,2472,null,null,3160,null,null,2918,null,null,2855,null,null,3081,null,null,2500,null,null,3328,null,null,3062,null,null,2754,null,null,2528,null,null,2552,null,null,3258,null,null,5914,null,null,3476,null,null,8199,null,null,40
3955721,4527,960446,11044,59080,3307,47645,4039,45688,2955,48823,3451,48826,3244,47653,3122,48049,3429,49192,3470,48067,3712,46934,2955,48092,3520,46420,2678,52067,3442,50029,3594,227042,8332,46839,4285,2995275,10629,4527,null,null,11044,null,null,3307,null,null,4039,null,null,2955,null,null,3451,null,null,3244,null,null,3122,null,null,3429,null,null,3470,null,null,3712,null,null,2955,null,null,3520,null,null,2678,null,null,3442,null,null,3594,null,null,8332,null,null,4285,null,null,10629,null,null,41
12360468,5696,2975685,15762,184819,7136,139772,6265,142767,5577,146285,5108,147229,5628,147354,5230,153125,5699,149165,5979,145315,5174,153748,6073,148344,5436,165482,6099,150890,5819,165088,5644,659388,10337,176914,6996,9384783,15805,5696,null,null,15762,null,null,7136,null,null,6265,null,null,5577,null,null,5108,null,null,5628,null,null,5230,null,null,5699,null,null,5979,null,null,5174,null,null,6073,null,null,5436,null,null,6099,null,null,5819,null,null,5644,null,null,10337,null,null,6996,null,null,15805,null,null,42
