B19125_001E,B19125_001M,B19125_002E,B19125_002M,B19125_003E,B19125_003M,B19125_001M,B19125_001EA,B19125_001MA,B19125_002M,B19125_002EA,B19125_002MA,B19125_003M,B19125_003EA,B19125_003MA,state
61289,377,56947,761,63317,541,377,null,null,761,null,null,541,null,null,12
65018,618,62135,1013,66951,733,618,null,null,1013,null,null,733,null,null,13
86768,1511,80500,3549,90657,1927,1511,null,null,3549,null,null,1927,null,null,15
63182,1468,60086,2852,65067,1495,1468,null,null,2852,null,null,1495,null,null,16
76950,630,73466,1279,79266,854,630,null,null,1279,null,null,854,null,null,17
66032,571,63411,1292,67373,826,571,null,null,1292,null,null,826,null,null,18
72351,954,72158,1705,72471,1141,954,null,null,1705,null,null,1141,null,null,19
70792,1067,67573,1872,72843,1391,1067,null,null,1872,null,null,1391,null,null,20
59023,1044,56335,1590,60439,909,1044,null,null,1590,null,null,909,null,null,21
57490,998,54267,2406,59589,1086,998,null,null,2406,null,null,1086,null,null,22
68277,1932,70525,2855,67281,1651,1932,null,null,2855,null,null,1651,null,null,23
95336,976,91712,1664,97509,1161,976,null,null,1664,null,null,1161,null,null,24
95207,1017,98364,2444,93637,1198,1017,null,null,2444,null,null,1198,null,null,25
67330,528,65033,1088,68630,626,528,null,null,1088,null,null,626,null,null,26
83344,991,85054,1235,82159,869,991,null,null,1235,null,null,869,null,null,27
52672,1093,47699,2402,55895,1203,1093,null,null,2402,null,null,1203,null,null,28
65058,683,63862,1124,65729,904,683,null,null,1124,null,null,904,null,null,29
66288,1333,68379,3578,65378,1693,1333,null,null,3578,null,null,1693,null,null,30
73488,1252,71765,1526,74736,1491,1252,null,null,1526,null,null,1491,null,null,31
65384,1229,58457,2464,69815,1439,1229,null,null,2464,null,null,1439,null,null,32
86696,1850,88385,4090,86127,1780,1850,null,null,4090,null,null,1780,null,null,33
94546,1124,95718,1617,93786,1454,1124,null,null,1617,null,null,1454,null,null,34
56802,1445,47715,1782,63282,1784,1445,null,null,1782,null,null,1784,null,null,35
77379,578,73303,1335,80028,750,578,null,null,1335,null,null,750,null,null,36
62289,524,59565,1532,64202,843,524,null,null,1532,null,null,843,null,null,37
79530,2144,80123,3752,79180,2421,2144,null,null,3752,null,null,2421,null,null,38
66722,434,64344,1039,68009,611,434,null,null,1039,null,null,611,null,null,39
61633,649,56855,1184,64679,938,649,null,null,1184,null,null,938,null,null,40
70929,984,67957,2069,72570,1094,984,null,null,2069,null,null,1094,null,null,41
72313,457,71724,846,72658,572,457,null,null,846,null,null,572,null,null,42
77940,2404,71926,3435,80451,2124,2404,null,null,3435,null,null,2124,null,null,44
61535,772,56074,1758,63986,1137,772,null,null,1758,null,null,1137,null,null,45
70853,1560,72364,2746,69840,2360,1560,null,null,2746,null,null,2360,null,null,46
60659,709,56475,1574,62733,820,709,null,null,1574,null,null,820,null,null,47
67025,467,61534,564,71060,583,467,null,null,564,null,null,583,null,null,48
74181,1212,73486,2032,74808,1412,1212,null,null,2032,null,null,1412,null,null,49
74805,2276,73273,3645,75776,2190,2276,null,null,3645,null,null,2190,null,null,50
83306,818,82293,1296,83839,863,818,null,null,1296,null,null,863,null,null,51
81234,792,79072,1587,82578,1118,792,null,null,1587,null,null,1118,null,null,53
56703,1030,53786,1988,57951,1181,1030,null,null,1988,null,null,1181,null,null,54
72891,693,74043,1627,72404,694,693,null,null,1627,null,null,694,null,null,55
73574,2463,73059,3329,73939,3666,2463,null,null,3329,null,null,3666,null,null,56
24212,475,20292,848,25787,538,475,null,null,848,null,null,538,null,null,72
59764,816,56758,1536,61193,675,816,null,null,1536,null,null,675,null,null,01
88604,2636,79496,4533,95089,4449,2636,null,null,4533,null,null,4449,null,null,02
63877,783,58124,1441,67444,861,783,null,null,1441,null,null,861,null,null,04
55484,780,51941,1291,56839,825,780,null,null,1291,null,null,825,null,null,05
77359,391,71533,573,81398,473,391,null,null,573,null,null,473,null,null,06
80761,727,78024,2211,82089,776,727,null,null,2211,null,null,776,null,null,08
94449,1492,92235,3437,95228,1517,1492,null,null,3437,null,null,1517,null,null,09
74251,3185,70423,4277,76460,2896,3185,null,null,4277,null,null,2896,null,null,10
98498,8129,74567,7087,109988,6559,8129,null,null,7087,null,null,6559,null,null,11
